Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,K_d_Nmrad,Alpha
0.0007,descent,0.4937,21.3574,28.0371,-8.2440,-27.4800,0.006623,0.022046,0.084980,0.000020,0.100000,0.0
0.0017,descent,0.4937,21.3574,28.0371,-8.2440,-27.4800,0.006623,0.022046,0.084980,0.000020,0.100000,0.0
0.0029,descent,0.4937,21.3574,27.9492,-8.2440,-27.4800,0.006620,0.022156,0.084993,0.000007,0.100000,0.0
0.0040,descent,0.4937,21.3574,27.9492,-8.2440,-26.1060,0.006620,0.022101,0.084993,0.000007,0.100000,0.0
0.0051,descent,0.4937,21.3574,27.8613,-8.2440,-26.1060,0.006617,0.022211,0.085001,-0.000001,0.100000,0.0
0.0062,descent,0.4937,21.3574,27.8613,-8.2440,-26.1060,0.006617,0.022211,0.084987,0.000013,0.100000,0.0
0.0074,descent,0.4937,21.3574,27.8613,-8.2440,-26.1060,0.006617,0.022211,0.084987,0.000013,0.100000,0.0
0.0085,descent,0.4937,21.3574,27.8613,-6.8700,-26.1060,0.006602,0.022211,0.085004,-0.000004,0.100000,0.0
0.0096,descent,0.4937,21.3574,27.8613,-6.8700,-26.1060,0.006602,0.022211,0.085004,-0.000004,0.100000,0.0
0.0107,descent,0.4937,21.3574,27.7734,-6.8700,-26.1060,0.006599,0.022320,0.084992,0.000008,0.100000,0.0
0.0118,descent,0.4937,21.2695,27.7734,-6.8700,-24.7320,0.006627,0.022262,0.084992,0.000008,0.100000,0.0
0.0128,descent,0.4937,21.2695,27.7734,-6.8700,-24.7320,0.006627,0.022262,0.084978,0.000022,0.100000,0.0
0.0140,descent,0.4937,21.3574,27.6855,-6.8700,-24.7320,0.006596,0.022375,0.084978,0.000022,0.100000,0.0
0.0151,descent,0.4937,21.3574,27.6855,-6.8700,-24.7320,0.006596,0.022375,0.084994,0.000006,0.100000,0.0
0.0162,descent,0.4937,21.2695,27.6855,-6.8700,-23.3580,0.006624,0.022317,0.084999,0.000001,0.100000,0.0
0.0173,descent,0.4937,21.2695,27.6855,-6.8700,-23.3580,0.006624,0.022317,0.084999,0.000001,0.100000,0.0
0.0184,descent,0.4937,21.2695,27.5977,-6.8700,-23.3580,0.006621,0.022427,0.084983,0.000017,0.100000,0.0
0.0196,descent,0.4937,21.2695,27.5977,-6.8700,-23.3580,0.006621,0.022427,0.084983,0.000017,0.100000,0.0
0.0207,descent,0.4937,21.2695,27.5977,-5.4960,-23.3580,0.006614,0.022427,0.084991,0.000009,0.100000,0.0
0.0218,descent,0.4937,21.2695,27.5098,-5.4960,-23.3580,0.006611,0.022536,0.084991,0.000009,0.100000,0.0
0.0228,descent,0.4937,21.2695,27.5098,-5.4960,-23.3580,0.006611,0.022536,0.084993,0.000007,0.100000,0.0
0.0240,descent,0.4937,21.2695,27.5098,-5.4960,-23.3580,0.006611,0.022536,0.084993,0.000007,0.100000,0.0
0.0251,descent,0.4937,21.2695,27.5098,-5.4960,-23.3580,0.006611,0.022536,0.084977,0.000023,0.100000,0.0
0.0262,descent,0.4937,21.2695,27.4219,-5.4960,-23.3580,0.006608,0.022646,0.084982,0.000018,0.100000,0.0
0.0273,descent,0.4937,21.2695,27.4219,-5.4960,-21.9840,0.006608,0.022591,0.084982,0.000018,0.100000,0.0
0.0284,descent,0.4937,21.2695,27.4219,-4.1220,-21.9840,0.007222,0.022591,0.084979,0.000021,0.100000,0.0
0.0296,descent,0.4937,21.2695,27.4219,-4.1220,-21.9840,0.007222,0.022591,0.084979,0.000021,0.100000,0.0
0.0307,descent,0.4937,21.2695,27.4219,-4.1220,-21.9840,0.007222,0.022591,0.084978,0.000022,0.100000,0.0
0.0318,descent,0.4937,21.2695,27.3340,-4.1220,-21.9840,0.007219,0.022701,0.084978,0.000022,0.100000,0.0
0.0328,descent,0.4937,21.2695,27.3340,-4.1220,-21.9840,0.007219,0.022701,0.084966,0.000034,0.100000,0.0
0.0340,descent,0.4937,21.2695,27.3340,-2.7480,-20.6100,0.022093,0.022646,0.084966,0.000034,0.100000,0.0
0.0351,descent,0.4937,21.2695,27.3340,-2.7480,-20.6100,0.022093,0.022646,0.084976,0.000024,0.100000,0.0
0.0362,descent,0.4937,21.2695,27.3340,-2.7480,-20.6100,0.022093,0.022646,0.084977,0.000023,0.100000,0.0
0.0373,descent,0.4937,21.2695,27.3340,-2.7480,-19.2360,0.022093,0.022592,0.084977,0.000023,0.100000,0.0
0.0384,descent,0.4937,21.2695,27.2461,-2.7480,-19.2360,0.022090,0.022702,0.084994,0.000006,0.100000,0.0
0.0396,descent,0.4937,21.2695,27.2461,-2.7480,-19.2360,0.022090,0.022702,0.084994,0.000006,0.100000,0.0
0.0407,descent,0.4937,21.2695,27.2461,-2.7480,-19.2360,0.022090,0.022702,0.084968,0.000032,0.100000,0.0
0.0418,descent,0.4937,21.2695,27.2461,-2.7480,-19.2360,0.022090,0.022702,0.084968,0.000032,0.100000,0.0
0.0428,descent,0.4937,21.2695,27.2461,-2.7480,-17.8620,0.022090,0.022647,0.084963,0.000037,0.100000,0.0
0.0440,descent,0.4937,21.2695,27.2461,-1.3740,-17.8620,0.112118,0.022647,0.084963,0.000037,0.100000,0.0
0.0451,descent,0.4937,21.2695,27.1582,-1.3740,-17.8620,0.112115,0.022757,0.084961,0.000039,0.100000,0.0
0.0462,descent,0.4937,21.2695,27.1582,-1.3740,-17.8620,0.112115,0.022757,0.084969,0.000031,0.100000,0.0
0.0473,descent,0.4937,21.2695,27.1582,-1.3740,-17.8620,0.112115,0.022757,0.084969,0.000031,0.100000,0.0
0.0484,descent,0.4937,21.2695,27.1582,-1.3740,-16.4880,0.112115,0.022702,0.084963,0.000037,0.100000,0.0
0.0496,descent,0.4937,21.2695,27.1582,-1.3740,-16.4880,0.112115,0.022702,0.084963,0.000037,0.100000,0.0
0.0507,descent,0.4937,21.2695,27.1582,0.0000,-16.4880,0.206534,0.022702,0.084950,0.000050,0.100000,0.0
0.0518,descent,0.4937,21.2695,27.0703,0.0000,-16.4880,0.206531,0.022812,0.084950,0.000050,0.100000,0.0
0.0528,descent,0.4937,21.2695,27.0703,0.0000,-16.4880,0.206531,0.022812,0.084946,0.000054,0.100000,0.0
0.0540,descent,0.4937,21.2695,27.0703,0.0000,-15.1140,0.206531,0.022757,0.084946,0.000054,0.100000,0.0
0.0551,descent,0.4937,21.2695,27.0703,0.0000,-15.1140,0.206531,0.022757,0.084956,0.000044,0.100000,0.0
0.0562,descent,0.4937,21.2695,27.0703,0.0000,-15.1140,0.206531,0.022757,0.084936,0.000064,0.100000,0.0
0.0573,descent,0.4937,21.3574,27.0703,1.3740,-15.1140,0.112055,0.022760,0.084936,0.000064,0.100000,0.0
0.0584,descent,0.4937,21.3574,27.0703,1.3740,-13.7400,0.112055,0.022706,0.084945,0.000055,0.100000,0.0
0.0596,descent,0.4937,21.3574,26.9824,1.3740,-13.7400,0.112052,0.022816,0.084945,0.000055,0.100000,0.0
0.0607,descent,0.4937,21.3574,26.9824,1.3740,-13.7400,0.112052,0.022816,0.084936,0.000064,0.100000,0.0
0.0618,descent,0.4937,21.4453,26.9824,2.7480,-13.7400,0.021967,0.022819,0.084936,0.000064,0.100000,0.0
0.0628,descent,0.4937,21.5332,26.9824,2.7480,-12.3660,0.021939,0.022767,0.084929,0.000071,0.100000,0.0
0.0640,descent,0.4937,21.5332,26.9824,5.4960,-12.3660,0.006393,0.022767,0.084929,0.000071,0.100000,0.0
0.0651,descent,0.4937,21.6211,26.9824,5.4960,-12.3660,0.006365,0.022770,0.084939,0.000061,0.100000,0.0
0.0662,descent,0.4937,21.7090,26.9824,6.8700,-12.3660,0.006315,0.022774,0.084939,0.000061,0.100000,0.0
0.0673,descent,0.4937,21.7090,26.9824,8.2440,-12.3660,0.006301,0.022774,0.084915,0.000085,0.100000,0.0
0.0685,descent,0.4937,21.7969,26.9824,10.9920,-10.9920,0.006244,0.022722,0.084941,0.000059,0.100000,0.0
