Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,CartStrength_N_per_m,Sigma_m,Strength
0.0008,descent,0.7863,48.4277,42.8027,-15.1140,-28.8540,0.025591,0.040196,0.084992,0.000008,0.0000,0.0100,600
0.0018,descent,0.7863,48.4277,42.8027,-15.1140,-27.4800,0.025591,0.039978,0.084986,0.000014,0.0000,0.0100,600
0.0029,descent,0.7863,48.4277,42.8027,-15.1140,-26.1060,0.025591,0.039761,0.084986,0.000014,0.0000,0.0100,600
0.0040,descent,0.7863,48.3398,42.8027,-16.4880,-26.1060,0.025797,0.039756,0.084990,0.000010,0.0000,0.0100,600
0.0052,descent,0.7863,48.3398,42.8027,-16.4880,-24.7320,0.025797,0.039538,0.084990,0.000010,0.0000,0.0100,600
0.0063,descent,0.7863,48.3398,42.7148,-16.4880,-24.7320,0.025792,0.040109,0.084989,0.000011,0.0000,0.0100,600
0.0074,descent,0.7863,48.3398,42.7148,-16.4880,-23.3580,0.025792,0.039891,0.084989,0.000011,0.0000,0.0100,600
0.0085,descent,0.7863,48.2520,42.7148,-16.4880,-23.3580,0.025940,0.039887,0.084991,0.000009,0.0000,0.0100,600
0.0096,descent,0.7863,48.2520,42.7148,-16.4880,-23.3580,0.025940,0.039887,0.084991,0.000009,0.0000,0.0100,600
0.0107,descent,0.7863,48.2520,42.7148,-17.8620,-21.9840,0.025998,0.039669,0.084999,0.000001,0.0000,0.0100,600
0.0118,descent,0.7863,48.1641,42.7148,-17.8620,-20.6100,0.026146,0.039447,0.084999,0.000001,0.0000,0.0100,600
0.0130,descent,0.7863,48.1641,42.7148,-17.8620,-20.6100,0.026146,0.039447,0.085001,-0.000001,0.0000,0.0100,600
0.0141,descent,0.7863,48.1641,42.7148,-17.8620,-19.2360,0.026146,0.039229,0.085001,-0.000001,0.0000,0.0100,600
0.0153,descent,0.7863,48.0762,42.7148,-19.2360,-17.8620,0.026352,0.039007,0.085003,-0.000003,0.0000,0.0100,600
0.0163,descent,0.7863,48.0762,42.7148,-19.2360,-17.8620,0.026352,0.039007,0.084991,0.000009,0.0000,0.0100,600
0.0174,descent,0.7863,48.0762,42.7148,-19.2360,-16.4880,0.026352,0.038789,0.084991,0.000009,0.0000,0.0100,600
0.0185,descent,0.7863,48.0762,42.7148,-19.2360,-16.4880,0.026352,0.038789,0.085003,-0.000003,0.0000,0.0100,600
0.0196,descent,0.7863,47.9883,42.7148,-19.2360,-15.1140,0.026500,0.038567,0.085003,-0.000003,0.0000,0.0100,600
0.0207,descent,0.7863,47.9883,42.7148,-19.2360,-15.1140,0.026500,0.038567,0.084981,0.000019,0.0000,0.0100,600
0.0218,descent,0.7863,47.9004,42.7148,-20.6100,-12.3660,0.026706,0.038127,0.084996,0.000004,0.0000,0.0100,600
0.0229,descent,0.7863,47.9004,42.7148,-20.6100,-12.3660,0.026706,0.038127,0.084996,0.000004,0.0000,0.0100,600
0.0240,descent,0.7863,47.9004,42.7148,-20.6100,-10.9920,0.026706,0.037909,0.084997,0.000003,0.0000,0.0100,600
0.0251,descent,0.7863,47.8125,42.7148,-20.6100,-10.9920,0.026854,0.037904,0.084997,0.000003,0.0000,0.0100,600
0.0262,descent,0.7863,47.8125,42.7148,-21.9840,-9.6180,0.026912,0.037687,0.084985,0.000015,0.0000,0.0100,600
0.0274,descent,0.7863,47.8125,42.7148,-21.9840,-9.6180,0.026912,0.037687,0.084985,0.000015,0.0000,0.0100,600
0.0285,descent,0.7863,47.7246,42.7148,-21.9840,-8.2440,0.027060,0.037464,0.084982,0.000018,0.0000,0.0100,600
0.0296,descent,0.7863,47.7246,42.7148,-21.9840,-8.2440,0.027060,0.037464,0.084982,0.000018,0.0000,0.0100,600
0.0307,descent,0.7863,47.7246,42.7148,-21.9840,-6.8700,0.027060,0.037246,0.084990,0.000010,0.0000,0.0100,600
0.0319,descent,0.7863,47.6367,42.7148,-23.3580,-5.4960,0.027266,0.037031,0.084985,0.000015,0.0000,0.0100,600
0.0329,descent,0.7863,47.6367,42.7148,-23.3580,-5.4960,0.027266,0.037031,0.084985,0.000015,0.0000,0.0100,600
0.0340,descent,0.7863,47.5488,42.7148,-23.3580,-4.1220,0.027414,0.037438,0.084988,0.000012,0.0000,0.0100,600
0.0351,descent,0.7863,47.5488,42.7148,-23.3580,-4.1220,0.027414,0.037438,0.084988,0.000012,0.0000,0.0100,600
0.0362,descent,0.7863,47.5488,42.7148,-23.3580,-4.1220,0.027414,0.037438,0.084977,0.000023,0.0000,0.0100,600
0.0374,descent,0.7863,47.5488,42.7148,-23.3580,-4.1220,0.027414,0.037438,0.084977,0.000023,0.0000,0.0100,600
0.0385,descent,0.7863,47.4609,42.7148,-24.7320,-2.7480,0.027620,0.052104,0.084965,0.000035,0.0000,0.0100,600
0.0396,descent,0.7863,47.4609,42.7148,-24.7320,-2.7480,0.027620,0.052104,0.084965,0.000035,0.0000,0.0100,600
0.0407,descent,0.7863,47.4609,42.7148,-24.7320,-1.3740,0.027620,0.141928,0.084966,0.000034,0.0000,0.0100,600
0.0419,descent,0.7863,47.3730,42.7148,-24.7320,-1.3740,0.027769,0.141923,0.084966,0.000034,0.0000,0.0100,600
0.0429,descent,0.7863,47.3730,42.7148,-24.7320,-1.3740,0.027769,0.141923,0.084970,0.000030,0.0000,0.0100,600
0.0440,descent,0.7863,47.2852,42.7148,-24.7320,-1.3740,0.027917,0.141919,0.084961,0.000039,0.0000,0.0100,600
0.0452,descent,0.7863,47.2852,42.7148,-26.1060,0.0000,0.027975,0.236135,0.084961,0.000039,0.0000,0.0100,600
0.0463,descent,0.7863,47.2852,42.7148,-26.1060,0.0000,0.027975,0.236135,0.084963,0.000037,0.0000,0.0100,600
0.0474,descent,0.7863,47.1973,42.7148,-26.1060,0.0000,0.028123,0.236130,0.084963,0.000037,0.0000,0.0100,600
0.0485,descent,0.7863,47.1973,42.7148,-26.1060,0.0000,0.028123,0.236130,0.084950,0.000050,0.0000,0.0100,600
0.0496,descent,0.7863,47.1094,42.7148,-26.1060,0.0000,0.028272,0.236126,0.084950,0.000050,0.0000,0.0100,600
0.0507,descent,0.7863,47.1094,42.7148,-27.4800,0.0000,0.028329,0.236126,0.084954,0.000046,0.0000,0.0100,600
0.0519,descent,0.7863,47.0215,42.7148,-27.4800,0.0000,0.028478,0.236121,0.084957,0.000043,0.0000,0.0100,600
0.0529,descent,0.7863,47.0215,42.7148,-27.4800,0.0000,0.028478,0.236121,0.084957,0.000043,0.0000,0.0100,600
0.0540,descent,0.7863,47.0215,42.7148,-27.4800,0.0000,0.028478,0.236121,0.084964,0.000036,0.0000,0.0100,600
0.0552,descent,0.7858,47.0215,42.8027,-27.4800,1.3740,0.028482,0.140899,0.084964,0.000036,0.0000,0.0100,600
0.0563,descent,0.7858,46.9336,42.8027,-27.4800,1.3740,0.028631,0.140894,0.084955,0.000045,0.0000,0.0100,600
0.0574,descent,0.7858,46.9336,42.8027,-27.4800,1.3740,0.028631,0.140894,0.084955,0.000045,0.0000,0.0100,600
0.0585,descent,0.7858,46.9336,42.8906,-27.4800,2.7480,0.028636,0.050063,0.084955,0.000045,0.0000,0.0100,600
0.0596,descent,0.7858,46.8457,42.8906,-27.4800,2.7480,0.028784,0.050059,0.084955,0.000045,0.0000,0.0100,600
0.0607,descent,0.7858,46.8457,42.9785,-27.4800,4.1220,0.028789,0.034382,0.084947,0.000053,0.0000,0.0100,600
0.0618,descent,0.7858,46.7578,43.1543,-27.4800,6.8700,0.028946,0.032164,0.084938,0.000062,0.0000,0.0100,600
0.0630,descent,0.7858,46.7578,43.2422,-27.4800,8.2440,0.028951,0.031375,0.084938,0.000062,0.0000,0.0100,600
0.0642,descent,0.7858,46.7578,43.3301,-27.4800,9.6180,0.028955,0.030586,0.084927,0.000073,0.0000,0.0100,600
