Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,CartStrength_N_per_m,Sigma_m,Strength
0.0008,descent,0.7088,49.2188,44.9121,65.9520,48.0900,0.020969,0.014336,0.084992,0.000008,0.0000,0.0100,600
0.0018,descent,0.7088,49.3945,44.9121,68.7000,46.7160,0.020558,0.014563,0.084993,0.000007,0.0000,0.0100,600
0.0030,descent,0.7088,49.3945,44.9121,72.8220,45.3420,0.020385,0.014780,0.084993,0.000007,0.0000,0.0100,600
0.0040,descent,0.7088,49.4824,44.9121,74.1960,43.9680,0.020180,0.015003,0.084997,0.000003,0.0000,0.0100,600
0.0052,descent,0.7088,49.5703,44.9121,75.5700,42.5940,0.019974,0.015225,0.085003,-0.000003,0.0000,0.0100,600
0.0063,descent,0.7088,49.5703,44.9121,76.9440,41.2200,0.019916,0.015443,0.085003,-0.000003,0.0000,0.0100,600
0.0074,descent,0.7088,49.5703,44.9121,76.9440,39.8460,0.019917,0.015661,0.085003,-0.000003,0.0000,0.0100,600
0.0085,descent,0.7088,49.6582,44.8242,78.3180,37.0980,0.019706,0.016671,0.084988,0.000012,0.0000,0.0100,600
0.0096,descent,0.7088,49.6582,44.8242,78.3180,35.7240,0.019706,0.016889,0.084984,0.000016,0.0000,0.0100,600
0.0107,descent,0.7088,49.7461,44.8242,78.3180,32.9760,0.019558,0.017329,0.084984,0.000016,0.0000,0.0100,600
0.0118,descent,0.7088,49.8340,44.7363,78.3180,30.2280,0.019405,0.018340,0.084995,0.000005,0.0000,0.0100,600
0.0129,descent,0.7088,49.8340,44.7363,76.9440,26.1060,0.019463,0.018994,0.084995,0.000005,0.0000,0.0100,600
0.0141,descent,0.7088,49.9219,44.7363,75.5700,23.3580,0.019372,0.019434,0.084977,0.000023,0.0000,0.0100,600
0.0152,descent,0.7088,49.9219,44.6484,75.5700,20.6100,0.019368,0.020440,0.084985,0.000015,0.0000,0.0100,600
0.0163,descent,0.7088,49.9219,44.6484,74.1960,17.8620,0.019425,0.020876,0.084985,0.000015,0.0000,0.0100,600
0.0174,descent,0.7088,49.9219,44.6484,71.4480,15.1140,0.019541,0.021312,0.084978,0.000022,0.0000,0.0100,600
0.0185,descent,0.7088,49.9219,44.5605,70.0740,12.3660,0.019594,0.022318,0.084978,0.000022,0.0000,0.0100,600
0.0196,descent,0.7088,50.0098,44.5605,68.7000,9.6180,0.019503,0.022759,0.084981,0.000019,0.0000,0.0100,600
0.0207,descent,0.7088,50.0098,44.5605,65.9520,8.2440,0.019618,0.022977,0.084981,0.000019,0.0000,0.0100,600
0.0218,descent,0.7088,50.0098,44.4727,61.8300,2.7480,0.019786,0.039943,0.084965,0.000035,0.0000,0.0100,600
