time_s,k_torsional,run,phase,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,qdot_0,qdot_1,qdot_2,qdot_3,qdot_4,qdot_5,qdot_6,qdot_7,qdot_8,qdot_9,qdot_10,qdot_11,qdot_12,tau_0,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7,tau_8,tau_9,tau_10,tau_11,tau_12
23.7390,0.05,1,strum,0.004601942363656882,0.0,0.0,0.0,-0.010737865515199467,1.8054953873414,-1.9604274469178493,1.7303303287350034,-2.394544009889486,1.8146992720687136,-2.351592547828688,0.02914563496982722,0.0,0.023980823922402104,0.02398082392240207,0.02398082392240207,6.038263938674903e-34,0.02398082392240207,-0.11271053253751907,0.14550388843878076,0.004436140088167141,0.20600809090701633,-2.568727145120605e-06,0.038949046139483606,0.02398082392240207,0.02398082392240207,0.014572825507472981,0.014777378656185112,-0.015246368894630744,-0.023405414271854497,-0.01056759477766062,0.002728166691539329,-0.006636487528011803,0.023158774648959386,-0.0032981965513852168,0.022089420970361047,-0.005705512142134453,0.013034158739541089,-0.014632307272339662
23.7659,0.05,1,strum,0.004601942363656882,0.0,0.0,0.0,-0.010737865515199467,1.7993594641898571,-1.945087639038993,1.7303303287350034,-2.388408086737943,1.8146992720687136,-2.345456624677145,0.02914563496982722,0.0,0.023980823922402104,0.02398082392240207,0.02398082392240207,2.339347167832497e-34,0.02398082392240207,-0.1598419472864528,0.28688876430373494,0.008839678592865878,0.21908411420466897,-9.95177526670199e-07,0.1068266491929795,0.02398082392240207,0.02398082392240207,0.014572845007070442,0.01477734183616958,-0.015246371974063554,-0.023405415076908728,-0.010567592111225297,0.0030255290489631095,-0.007554356608425709,0.021911685584181755,-0.003469804542616837,0.022089052824637405,-0.002412801092446304,0.013034164986426672,-0.014632309365824443
23.7928,0.05,1,strum,0.004601942363656882,0.0,0.0,0.0,-0.010737865515199467,1.7901555794625432,-1.9236119080085943,1.7303303287350034,-2.3807381827985155,1.8146992720687136,-2.3362527399498316,0.02914563496982722,0.0,0.023980823922402104,0.02398082392240207,0.02398082392240207,9.063110237024315e-35,0.02398082392240207,-0.22217210721103303,0.4848341199555965,0.01580809885346081,0.2363356451201829,-3.855521640243791e-07,0.19763807796286245,0.02398082392240207,0.02398082392240207,0.014572965621995547,0.01477712202732183,-0.015246393718766838,-0.02340542019627763,-0.010567578647194195,0.0034409351576238215,-0.008839662550225282,0.01870007685828071,-0.003687891377041557,0.022088600347359915,-0.002987343849563835,0.013034217729512243,-0.014632327482108659
23.8198,0.05,1,strum,0.004601942363656882,0.0,0.0,0.0,-0.010737865515199467,1.7809516947352295,-1.8960002538266523,1.7318643095228892,-2.373068278859087,1.8146992720687136,-2.325514874434632,0.02914563496982722,0.0,0.023980823922402104,0.02398082392240207,0.02398082392240207,3.511234599888867e-35,0.02398082392240207,-0.2781487505405182,0.6925334427068872,0.016258186234473906,0.2612252316504954,-1.493708079213332e-07,0.2915809316707279,0.02398082392240207,0.02398082392240207,0.014573020800013724,0.014777018138176034,-0.015246402538868317,-0.023405422479159898,-0.010567572909952671,0.0038335201187463283,-0.010295415451809868,0.018426435311806315,-0.003936107664175034,0.02208802392259671,-0.0036072315246765325,0.013034235984532357,-0.014632333618050355
23.8468,0.05,1,strum,0.004601942363656882,0.0,0.0,0.0,-0.010737865515199467,1.7702138292200302,-1.8653206380689398,1.7303303287350034,-2.3623304133438876,1.8146992720687136,-2.3117090473436614,0.02914563496982722,0.0,0.023980823922402104,0.02398082392240207,0.02398082392240207,1.360324225682665e-35,0.02398082392240207,-0.32564125403052013,0.8964858751300533,0.006298754461212952,0.2976426125243147,-5.7869311447207995e-08,0.37707391454062533,0.02398082392240207,0.02398082392240207,0.014573100841103718,0.014776868579247928,-0.015246415723402434,-0.02340542581055668,-0.010567567746597029,0.0042260676158163875,-0.011800524340194584,0.022721293033444497,-0.004289711221954047,0.02208733344973152,-0.00425575254695669,0.013034264517094028,-0.014632343270681827
23.8738,0.05,1,strum,0.004601942363656882,0.0,0.0,0.0,-0.010737865515199467,1.7548740213411735,-1.8300390799475699,1.7303303287350034,-2.351592547828688,1.8146992720687136,-2.2994372010405764,0.02914563496982722,0.0,0.023980823922402104,0.02398082392240207,0.02398082392240207,5.270174767125245e-36,0.02398082392240207,-0.3852424689116995,1.0791868596373648,0.002440266533454054,0.3399847794399203,-2.2419756938970628e-08,0.44420890026779697,0.02398082392240207,0.02398082392240207,0.014573049087275058,0.014776960819503863,-0.015246405685749323,-0.023405423577668838,-0.010567568316613964,0.004756131815924269,-0.013314109926326418,0.02346581775360608,-0.0046667151272066654,0.022086666200580772,-0.004794982733430742,0.013034238173870429,-0.014632334137176423
23.9008,0.05,1,strum,0.004601942363656882,0.0,0.0,0.0,-0.010737865515199467,1.7380002326744317,-1.7932235410383146,1.7303303287350034,-2.339320701525603,1.8146992720687136,-2.2825634123738343,0.02914563496982722,0.0,0.023980823922402104,0.02398082392240207,0.02398082392240207,2.041773685395124e-36,0.02398082392240207,-0.46957737905153435,1.1968964458278268,0.0009454092536811044,0.3857693252352082,-8.685873196557147e-09,0.48883602393382203,0.02398082392240207,0.02398082392240207,0.01457314183433712,0.014776796697900836,-0.015246424074598423,-0.0234054275999817,-0.010567562579465208,0.00540944135958147,-0.014587450123921545,0.02358322278775899,-0.005087343896518331,0.022085960234890515,-0.005335801583462734,0.01303428747619046,-0.014632351272025456
23.9278,0.05,1,strum,0.004601942363656882,0.0,0.0,0.0,-0.010737865515199467,1.718058482431918,-1.7579419829169445,1.7303303287350034,-2.3255148744346323,1.8146992720687136,-2.2672236044949776,0.02914563496982722,0.0,0.023980823922402104,0.02398082392240207,0.02398082392240207,7.910249596231113e-37,0.02398082392240207,-0.5502805586392893,1.2624374289263696,0.017454514699368647,0.4340345145135391,-3.3650852412021634e-09,0.5274775946251363,0.02398082392240207,0.02398082392240207,0.014573171771269156,0.014776747109249004,-0.01524643115810877,-0.023405428958107162,-0.01056755750531788,0.006111327500933208,-0.01561008443796214,0.01779842859911572,-0.005547830885274331,0.022085337885064577,-0.005819403685177059,0.0130343093819274,-0.014632358998050144
23.9548,0.05,1,strum,0.004601942363656882,0.0,0.0,0.0,-0.010737865515199467,1.6981167321894048,-1.7211264440076894,1.7303303287350034,-2.3101750665557756,1.8146992720687136,-2.2503498158282356,0.02914563496982722,0.0,0.023980823922402104,0.02398082392240207,0.02398082392240207,3.0645927666839115e-37,0.02398082392240207,-0.6251112153435013,1.3049678495482415,0.021452398011849266,0.48646764028718154,-1.3037029696732251e-09,0.5681559319247633,0.02398082392240207,0.02398082392240207,0.014573123507218826,0.014776837228466082,-0.0152464231850554,-0.023405426948338564,-0.010567563345930144,0.006792542654680692,-0.0165691303894788,0.015520557055434472,-0.006054832765965672,0.02208464580008957,-0.006343747433817147,0.013034292050005815,-0.014632353131001093
23.9818,0.05,1,strum,0.004601942363656882,0.0,0.0,0.0,-0.010737865515199467,1.6766410011590056,-1.6827769243105482,1.7318643095228892,-2.2948352586769194,1.8146992720687136,-2.2319420463736077,0.02914563496982722,0.0,0.023980823922402104,0.02398082392240207,0.02398082392240207,1.187286028254544e-37,0.02398082392240207,-0.7051773251851129,1.3483769891779358,0.008311098527973272,0.5298653038017845,-5.050812420215531e-10,0.5986057146448537,0.02398082392240207,0.02398082392240207,0.014573300050514621,0.014776507166292207,-0.015246452213629046,-0.023405434291736846,-0.010567539759137686,0.0075254144070320056,-0.017565489364502876,0.022066935900548104,-0.006526331066536266,0.022084120208511828,-0.006857212348025155,0.013034354771981095,-0.01463237434450414
