time_s,k_torsional,run,phase,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,qdot_0,qdot_1,qdot_2,qdot_3,qdot_4,qdot_5,qdot_6,qdot_7,qdot_8,qdot_9,qdot_10,qdot_11,qdot_12,tau_0,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7,tau_8,tau_9,tau_10,tau_11,tau_12
17.3618,0.8,1,strum,0.0,0.0,0.0,0.0,0.0,1.8775924843720249,-2.078543967585044,1.88986433067511,-2.419087702495656,1.8622526764931686,-2.363864394131773,0.0030679615757711813,0.0,0.02398082392240207,0.007507324439418593,0.02398082392240207,2.436650770556662e-100,0.02398082392240207,0.023980823922402104,0.016231146599238504,0.010292796349903745,1.1323278217151956e-93,0.02398082392240207,4.61476590339606e-118,0.023980823922402104,0.0,0.014636236437444742,0.023011687761651533,-0.01524619373916784,-0.023405401929310028,-0.010597617491432938,0.04789305084593417,-0.08303304222698617,0.05130640603411793,-0.06275868349758056,0.05242226581185841,-0.05606971100673962,0.014017182462032367,-0.024069593186584203
17.3888,0.8,1,strum,0.0,0.0,0.0,0.0,0.0,1.8775924843720249,-2.078543967585044,1.8913983114629958,-2.419087702495656,1.8622526764931686,-2.363864394131773,0.0030679615757711813,0.0,0.02398082392240207,0.011155496652315283,0.02398082392240207,9.440084330512891e-101,0.02398082392240207,0.023980823922402104,0.012787082035478637,0.010723287951204368,4.38686998397206e-94,0.02398082392240207,1.7878548629142292e-118,0.023980823922402104,0.0,0.014636043977862001,0.021642130362898315,-0.015246158491550733,-0.023405393741205885,-0.01059763959537477,0.047892817918083065,-0.08477137206698118,0.05067086225764916,-0.06275882445592283,0.05242211637108747,-0.05606972913817705,0.01401709592995411,-0.024069563352198477
17.4158,0.8,1,strum,0.0,0.0,0.0,0.0,0.0,1.8775924843720249,-2.078543967585044,1.8913983114629958,-2.419087702495656,1.8622526764931686,-2.363864394131773,0.0030679615757711813,0.0,0.02398082392240207,0.01251322607686906,0.02398082392240207,3.657282087528542e-101,0.02398082392240207,0.023980823922402104,0.01724605657459022,0.020210369409008024,1.6995633143698785e-94,0.02398082392240207,6.92651605251259e-119,0.023980823922402104,0.0,0.014636130054442214,0.021030595184299124,-0.015246170977475732,-0.023405397224672785,-0.010597624971864845,0.04789292586306496,-0.08248439018007364,0.04573832734402562,-0.06275881700083992,0.05242215513584369,-0.05606971944889539,0.014017118362375267,-0.02406957071029385
17.4428,0.8,1,strum,0.0,0.0,0.0,0.0,0.0,1.8775924843720249,-2.078543967585044,1.8913983114629958,-2.419087702495656,1.8622526764931686,-2.363864394131773,0.0030679615757711813,0.0,0.02398082392240207,0.007245962557908373,0.02398082392240207,1.4169060147612486e-101,0.02398082392240207,0.023980823922402104,0.009079558063689618,0.022520072591070705,6.584456503396393e-95,0.02398082392240207,2.6834742361307785e-119,0.023980823922402104,0.0,0.014636249467224225,0.023092393096156513,-0.01524619151766161,-0.0234054022318345,-0.010597609342100283,0.047893071926896805,-0.08632779330715855,0.04441049788421195,-0.06275880732481344,0.05242223653239448,-0.05606970756265631,0.014017165479117475,-0.024069586803365035
17.4698,0.8,1,strum,0.0,0.0,0.0,0.0,0.0,1.8775924843720249,-2.078543967585044,1.88986433067511,-2.419087702495656,1.8622526764931686,-2.363864394131773,0.0030679615757711813,0.0,0.02398082392240207,0.002807234357460553,0.02398082392240207,5.489384211058444e-102,0.02398082392240207,0.023980823922402104,0.0182077682167007,0.007598759219269692,2.5509533583450605e-95,0.02398082392240207,1.0396329007806878e-119,0.023980823922402104,0.0,0.014636342370846291,0.024052672995352145,-0.015246211928133163,-0.023405406368967246,-0.01059760358278965,0.047893180468798854,-0.08195415384829402,0.05229461720440205,-0.06275867494173476,0.0524223377802055,-0.056069700449366204,0.014017224114704453,-0.024069607409659254
17.4968,0.8,1,strum,0.0,0.0,0.0,0.0,0.0,1.8775924843720249,-2.078543967585044,1.8913983114629958,-2.419087702495656,1.8622526764931686,-2.363864394131773,0.0030679615757711813,0.0,0.02398082392240207,0.0135984502883763,0.02398082392240207,2.126699915357142e-102,0.02398082392240207,0.023980823922402104,0.008086358302850614,0.012606964031230726,9.882915975062356e-96,0.02398082392240207,4.0277508680094267e-120,0.023980823922402104,0.0,0.014636366453553583,0.02050890689726405,-0.015246214638245471,-0.023405407300240787,-0.010597598364680964,0.04789321158235666,-0.08667261769452336,0.04982544727805101,-0.0627587984645428,0.052422341970094495,-0.056069697364686304,0.014017226525434752,-0.024069608046397184
17.5238,0.8,1,strum,0.0,0.0,0.0,0.0,0.0,1.8775924843720249,-2.078543967585044,1.8913983114629958,-2.419087702495656,1.8622526764931686,-2.363864394131773,0.0030679615757711813,0.0,0.02398082392240207,0.015402123106870717,0.02398082392240207,8.239271211639225e-103,0.02398082392240207,0.023980823922402104,0.0031328208879195956,0.01842736218739392,3.8288441398045714e-96,0.02398082392240207,1.5604332108543864e-120,0.023980823922402104,0.0,0.014636342348434254,0.019588853407287703,-0.015246210080892223,-0.023405406267254594,-0.010597600924437062,0.04789318256679608,-0.08783641629890983,0.04675576260530777,-0.06275880033240147,0.05242232200629591,-0.0560696995650167,0.014017214969039689,-0.024069604045309695
17.5508,0.8,1,strum,0.0,0.0,0.0,0.0,0.0,1.8775924843720249,-2.078543967585044,1.8913983114629958,-2.419087702495656,1.8622526764931686,-2.363864394131773,0.0030679615757711813,0.0,0.02398082392240207,0.005967098065702054,0.02398082392240207,3.1920624818168925e-103,0.02398082392240207,0.023980823922402104,0.0012137190003472242,0.009610829464679352,1.4833726689478718e-96,0.02398082392240207,6.0454379760104655e-121,0.023980823922402104,0.0,0.014636434368026242,0.023450035746800334,-0.015246224240771385,-0.023405410033211362,-0.010597586481964244,0.04789329707184571,-0.08801254712275902,0.05112340356900899,-0.06275879253863294,0.05242237057145367,-0.056069689610613135,0.014017243051052345,-0.024069613420669263
17.5778,0.8,1,strum,0.0,0.0,0.0,0.0,0.0,1.8775924843720249,-2.078543967585044,1.8913983114629958,-2.419087702495656,1.8622526764931686,-2.363864394131773,0.0030679615757711813,0.0,0.02398082392240207,0.0023117760505252443,0.02398082392240207,1.2366704076240545e-103,0.02398082392240207,0.023980823922402104,0.006969022891594081,0.009189939697134882,5.746889647730198e-97,0.02398082392240207,2.342126536885146e-121,0.023980823922402104,0.0,0.014636567884333632,0.024108356344057984,-0.015246248276589415,-0.023405415687385436,-0.010597570572514136,0.047893459204815594,-0.08701880772301851,0.051284505622076204,-0.06275878195049606,0.052422470943173385,-0.056069676850837386,0.014017301125344071,-0.024069633399086316
17.6048,0.8,1,strum,0.0,0.0,0.0,0.0,0.0,1.8775924843720249,-2.077009986797158,1.8913983114629958,-2.419087702495656,1.8622526764931686,-2.363864394131773,0.0030679615757711813,0.0,0.02398082392240207,0.014553494962977392,0.02398082392240207,4.791114540535406e-104,0.02398082392240207,0.023980823922402104,0.014992021256035541,0.020671967001874292,2.2264627975526723e-97,0.02398082392240207,9.0738780821992e-122,0.023980823922402104,0.0,0.014636414422856814,0.020029198133125443,-0.015246221688108488,-0.02340540924528861,-0.01059758998510845,0.047893274261944604,-0.08419973779722273,0.045473347902315886,-0.06275879433357519,0.05242236445179742,-0.056069692016007144,0.014017239520720133,-0.024069612329016974
