Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad,Run
0.0007,descent,0.3564,12.8320,30.3223,-21.9840,-6.8700,0.007753,0.015706,0.085004,-0.000004,0.0903,4
0.0018,descent,0.3564,12.7441,30.3223,-21.9840,-6.8700,0.007778,0.015703,0.084974,0.000026,0.0903,4
0.0029,descent,0.3564,12.7441,30.3223,-21.9840,-6.8700,0.007778,0.015703,0.084974,0.000026,0.0903,4
0.0040,descent,0.3564,12.7441,30.2344,-20.6100,-6.8700,0.007761,0.015802,0.084976,0.000024,0.0903,4
0.0051,descent,0.3564,12.7441,30.2344,-20.6100,-8.2440,0.007761,0.015856,0.084976,0.000024,0.0903,4
0.0062,descent,0.3564,12.7441,30.2344,-20.6100,-8.2440,0.007761,0.015856,0.085005,-0.000005,0.0903,4
0.0074,descent,0.3564,12.6562,30.2344,-20.6100,-8.2440,0.007786,0.015853,0.085005,-0.000005,0.0903,4
0.0084,descent,0.3564,12.6562,30.1465,-19.2360,-9.6180,0.007769,0.016006,0.085010,-0.000010,0.0903,4
0.0096,descent,0.3564,12.6562,30.1465,-19.2360,-9.6180,0.007769,0.016006,0.085010,-0.000010,0.0903,4
0.0107,descent,0.3564,12.6562,30.1465,-19.2360,-9.6180,0.007769,0.016006,0.084990,0.000010,0.0903,4
0.0118,descent,0.3564,12.5684,30.1465,-19.2360,-9.6180,0.007795,0.016003,0.084994,0.000006,0.0903,4
0.0129,descent,0.3564,12.5684,30.0586,-19.2360,-9.6180,0.007792,0.016101,0.084994,0.000006,0.0903,4
0.0140,descent,0.3564,12.5684,30.0586,-19.2360,-10.9920,0.007792,0.016156,0.084992,0.000008,0.0903,4
0.0151,descent,0.3564,12.4805,30.0586,-19.2360,-10.9920,0.007817,0.016153,0.084992,0.000008,0.0903,4
0.0162,descent,0.3564,12.4805,30.0586,-19.2360,-10.9920,0.007817,0.016153,0.084971,0.000029,0.0903,4
0.0174,descent,0.3564,12.4805,30.0586,-19.2360,-10.9920,0.007817,0.016153,0.084971,0.000029,0.0903,4
0.0184,descent,0.3564,12.4805,29.9707,-17.8620,-12.3660,0.007800,0.016305,0.084996,0.000004,0.0903,4
0.0196,descent,0.3564,12.4805,29.9707,-17.8620,-12.3660,0.007800,0.016305,0.084996,0.000004,0.0903,4
0.0207,descent,0.3564,12.3926,29.9707,-17.8620,-13.7400,0.007825,0.016357,0.084970,0.000030,0.0903,4
0.0218,descent,0.3564,12.3926,29.9707,-17.8620,-13.7400,0.007825,0.016357,0.084985,0.000015,0.0903,4
0.0229,descent,0.3564,12.3926,29.8828,-17.8620,-13.7400,0.007822,0.016455,0.084985,0.000015,0.0903,4
0.0240,descent,0.3564,12.3926,29.8828,-17.8620,-13.7400,0.007822,0.016455,0.084994,0.000006,0.0903,4
0.0251,descent,0.3564,12.3926,29.8828,-17.8620,-13.7400,0.007822,0.016455,0.084994,0.000006,0.0903,4
0.0262,descent,0.3564,12.3047,29.8828,-17.8620,-13.7400,0.007848,0.016452,0.084982,0.000018,0.0903,4
0.0274,descent,0.3564,12.3047,29.8828,-17.8620,-15.1140,0.007848,0.016507,0.084982,0.000018,0.0903,4
0.0284,descent,0.3564,12.3047,29.8828,-17.8620,-13.7400,0.007848,0.016452,0.084976,0.000024,0.0903,4
0.0296,descent,0.3564,12.3047,29.7949,-17.8620,-15.1140,0.007845,0.016605,0.084976,0.000024,0.0903,4
0.0307,descent,0.3564,12.3047,29.7949,-17.8620,-15.1140,0.007845,0.016605,0.084973,0.000027,0.0903,4
0.0318,descent,0.3564,12.3047,29.7949,-17.8620,-15.1140,0.007845,0.016605,0.084972,0.000028,0.0903,4
0.0329,descent,0.3564,12.2168,29.7070,-16.4880,-15.1140,0.007853,0.016701,0.084972,0.000028,0.0903,4
0.0340,descent,0.3564,12.2168,29.7070,-16.4880,-16.4880,0.007853,0.016755,0.084983,0.000017,0.0903,4
0.0351,descent,0.3564,12.2168,29.7070,-16.4880,-16.4880,0.007853,0.016755,0.084983,0.000017,0.0903,4
0.0362,descent,0.3564,12.2168,29.7070,-16.4880,-16.4880,0.007853,0.016755,0.084969,0.000031,0.0903,4
0.0374,descent,0.3564,12.2168,29.6191,-16.4880,-16.4880,0.007850,0.016853,0.084969,0.000031,0.0903,4
0.0384,descent,0.3564,12.2168,29.6191,-16.4880,-16.4880,0.007850,0.016853,0.084971,0.000029,0.0903,4
0.0396,descent,0.3564,12.1289,29.6191,-16.4880,-16.4880,0.007876,0.016850,0.084971,0.000029,0.0903,4
0.0407,descent,0.3564,12.1289,29.6191,-16.4880,-16.4880,0.007876,0.016850,0.084966,0.000034,0.0903,4
