Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad,Run
0.0007,descent,0.3596,16.0840,23.7305,-16.4880,1.3740,0.006535,0.128452,0.084982,0.000018,0.0903,2
0.0018,descent,0.3596,16.0840,23.8184,-16.4880,2.7480,0.006537,0.038256,0.084982,0.000018,0.0903,2
0.0030,descent,0.3596,15.9961,23.9063,-16.4880,4.1220,0.006566,0.023212,0.084988,0.000012,0.0903,2
0.0040,descent,0.3596,15.9961,23.9941,-16.4880,5.4960,0.006568,0.022430,0.085009,-0.000009,0.0903,2
0.0052,descent,0.3596,15.9961,23.9941,-16.4880,5.4960,0.006568,0.022430,0.085009,-0.000009,0.0903,2
0.0062,descent,0.3596,15.9961,24.0820,-16.4880,6.8700,0.006571,0.022269,0.084990,0.000010,0.0903,2
0.0074,descent,0.3596,15.9961,24.1699,-16.4880,8.2440,0.006574,0.022116,0.084990,0.000010,0.0903,2
0.0086,descent,0.3596,15.9961,24.2578,-16.4880,10.9920,0.006577,0.021908,0.084992,0.000008,0.0903,2
0.0097,descent,0.3596,15.9082,24.4336,-16.4880,12.3660,0.006608,0.021653,0.084992,0.000008,0.0903,2
0.0108,descent,0.3596,15.9082,24.5215,-16.4880,15.1140,0.006610,0.021445,0.084980,0.000020,0.0903,2
0.0119,descent,0.3596,15.9082,24.6094,-16.4880,17.8620,0.006613,0.021237,0.084992,0.000008,0.0903,2
0.0129,descent,0.3596,15.9082,24.7852,-15.1140,21.9840,0.006604,0.020876,0.084992,0.000008,0.0903,2
0.0143,descent,0.3596,15.9082,24.9609,-15.1140,24.7320,0.006610,0.020570,0.084992,0.000008,0.0903,2
0.0152,descent,0.3596,15.9082,25.1367,-15.1140,30.2280,0.006615,0.020154,0.084992,0.000008,0.0903,2
0.0162,descent,0.3596,15.9082,25.1367,-15.1140,30.2280,0.006615,0.020154,0.084972,0.000028,0.0903,2
0.0174,descent,0.3596,15.8203,25.2246,-15.1140,32.9760,0.006644,0.019944,0.084972,0.000028,0.0903,2
0.0185,descent,0.3596,15.8203,25.4004,-15.1140,37.0980,0.006649,0.019583,0.084983,0.000017,0.0903,2
0.0196,descent,0.3596,15.8203,25.4883,-13.7400,39.8460,0.006638,0.019375,0.084983,0.000017,0.0903,2
0.0208,descent,0.3596,15.8203,25.5762,-13.7400,42.5940,0.006641,0.019168,0.084990,0.000010,0.0903,2
0.0219,descent,0.3596,15.8203,25.6641,-13.7400,46.7160,0.006643,0.018906,0.084990,0.000010,0.0903,2
0.0230,descent,0.3596,15.8203,25.9277,-13.7400,53.5860,0.006652,0.018337,0.084981,0.000019,0.0903,2
0.0240,descent,0.3596,15.8203,26.0156,-12.3660,56.3340,0.006640,0.018130,0.084998,0.000002,0.0903,2
0.0252,descent,0.3596,15.8203,26.1914,-12.3660,61.8300,0.006646,0.017715,0.084998,0.000002,0.0903,2
0.0262,descent,0.3596,15.8203,26.1914,-12.3660,61.8300,0.006646,0.017715,0.084966,0.000034,0.0903,2
0.0274,descent,0.3596,15.8203,26.2793,-12.3660,65.9520,0.006649,0.017453,0.084966,0.000034,0.0903,2
0.0285,descent,0.3596,15.8203,26.3672,-10.9920,68.7000,0.006638,0.017245,0.084968,0.000032,0.0903,2
