Time_s,Phase,Force_normal_N,Force_shear_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,CartStiffness_Npm,Run
0.0008,descent,1.7225,-0.9320,126.3867,26.2793,26.1060,-19.2360,0.051590,0.023480,0.085003,-0.000003,222.28,5
0.0018,descent,1.7225,-0.9320,126.3867,26.2793,27.4800,-19.2360,0.051561,0.023474,0.085003,-0.000003,222.28,5
0.0029,descent,1.7225,-0.9320,126.3867,26.2793,27.4800,-19.2360,0.051561,0.023474,0.085009,-0.000009,222.28,5
0.0040,descent,1.7225,-0.9320,126.3867,26.1914,28.8540,-19.2360,0.051663,0.023697,0.085009,-0.000009,222.28,5
0.0052,descent,1.7225,-0.9320,126.3867,26.1914,28.8540,-19.2360,0.051663,0.023697,0.084994,0.000006,222.28,5
0.0063,descent,1.7225,-0.9320,126.3867,26.1914,28.8540,-19.2360,0.051663,0.023697,0.084994,0.000006,222.28,5
0.0074,descent,1.7225,-0.9320,126.2988,26.1914,28.8540,-19.2360,0.051821,0.023827,0.084997,0.000003,222.28,5
0.0085,descent,1.7225,-0.9320,126.2988,26.1035,28.8540,-19.2360,0.051952,0.024057,0.084997,0.000003,222.28,5
0.0097,descent,1.7225,-0.9320,126.2988,26.1035,28.8540,-19.2360,0.051952,0.024057,0.084996,0.000004,222.28,5
0.0107,descent,1.7225,-0.9320,126.2988,26.1035,27.4800,-19.2360,0.051980,0.024063,0.084988,0.000012,222.28,5
0.0119,descent,1.7225,-0.9320,126.2988,26.1035,27.4800,-19.2360,0.051980,0.024063,0.084988,0.000012,222.28,5
0.0137,descent,1.7225,-0.9320,126.2988,26.1035,27.4800,-19.2360,0.051980,0.024063,0.084999,0.000001,222.28,5
0.0141,descent,1.7225,-0.9320,126.2988,26.0156,26.1060,-19.2360,0.052140,0.024300,0.084999,0.000001,222.28,5
0.0152,descent,1.7225,-0.9320,126.2109,26.0156,24.7320,-19.2360,0.052328,0.024438,0.084980,0.000020,222.28,5
0.0163,descent,1.7225,-0.9320,126.2109,26.0156,23.3580,-19.2360,0.052357,0.024444,0.084980,0.000020,222.28,5
0.0174,descent,1.7225,-0.9320,126.2109,26.0156,21.9840,-19.2360,0.052386,0.024451,0.084986,0.000014,222.28,5
0.0185,descent,1.7225,-0.9320,126.2109,25.9277,20.6100,-19.2360,0.052547,0.024689,0.084986,0.000014,222.28,5
0.0196,descent,1.7225,-0.9320,126.2109,25.9277,19.2360,-19.2360,0.052576,0.024695,0.084987,0.000013,222.28,5
0.0207,descent,1.7225,-0.9320,126.2109,25.9277,17.8620,-19.2360,0.052605,0.024702,0.084985,0.000015,222.28,5
0.0218,descent,1.7225,-0.9320,126.2109,25.9277,15.1140,-19.2360,0.052662,0.024715,0.084985,0.000015,222.28,5
0.0229,descent,1.7225,-0.9320,126.1230,25.9277,12.3660,-17.8620,0.052873,0.024803,0.084980,0.000020,222.28,5
0.0240,descent,1.7225,-0.9320,126.1230,25.8398,10.9920,-17.8620,0.053036,0.025042,0.084980,0.000020,222.28,5
0.0252,descent,1.7225,-0.9320,126.1230,25.8398,8.2440,-17.8620,0.053094,0.025055,0.084987,0.000013,222.28,5
0.0263,descent,1.7225,-0.9320,126.1230,25.8398,6.8700,-17.8620,0.053123,0.025061,0.084987,0.000013,222.28,5
0.0274,descent,1.7225,-0.9320,126.1230,25.8398,5.4960,-17.8620,0.053159,0.025068,0.084978,0.000022,222.28,5
0.0285,descent,1.7225,-0.9320,126.1230,25.7520,4.1220,-17.8620,0.053950,0.025308,0.084978,0.000022,222.28,5
