Time_s,Phase,Force_normal_N,Force_shear_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,CartStiffness_Npm,Run
0.0008,descent,1.5786,-0.6070,99.6680,29.5312,1.3740,0.0000,0.145880,0.224804,0.085004,-0.000004,89.88,2
0.0019,descent,1.5786,-0.6070,99.6680,29.5312,0.0000,0.0000,0.240357,0.224822,0.084985,0.000015,89.88,2
0.0030,descent,1.5786,-0.6070,99.5801,29.5312,-1.3740,0.0000,0.146068,0.224926,0.084985,0.000015,89.88,2
0.0041,descent,1.5786,-0.6070,99.5801,29.5312,-4.1220,0.0000,0.041225,0.224961,0.084993,0.000007,89.88,2
0.0052,descent,1.5786,-0.6070,99.4922,29.5312,-6.8700,0.0000,0.040777,0.225083,0.084993,0.000007,89.88,2
0.0063,descent,1.5786,-0.6070,99.4922,29.5312,-8.2440,0.0000,0.040820,0.225100,0.084994,0.000006,89.88,2
0.0074,descent,1.5786,-0.6070,99.4922,29.5312,-9.6180,0.0000,0.040864,0.225117,0.084994,0.000006,89.88,2
0.0085,descent,1.5786,-0.6070,99.4922,29.5312,-9.6180,0.0000,0.040864,0.225117,0.084998,0.000002,89.88,2
0.0096,descent,1.5786,-0.6068,99.4922,29.6191,-10.9920,1.3740,0.040803,0.130499,0.084998,0.000002,89.88,2
0.0107,descent,1.5701,-0.6068,99.4043,29.6191,-12.3660,1.3740,0.040947,0.130604,0.084992,0.000008,89.88,2
0.0119,descent,1.5701,-0.6068,99.4043,29.6191,-12.3660,1.3740,0.040947,0.130604,0.084998,0.000002,89.88,2
0.0130,descent,1.5701,-0.6068,99.4043,29.7070,-13.7400,2.7480,0.040886,0.040377,0.084998,0.000002,89.88,2
0.0142,descent,1.5701,-0.6068,99.4043,29.7949,-15.1140,4.1220,0.040825,0.025304,0.084991,0.000009,89.88,2
0.0153,descent,1.5701,-0.6068,99.4043,29.7949,-15.1140,4.1220,0.040825,0.025304,0.084991,0.000009,89.88,2
0.0164,descent,1.5701,-0.6068,99.4043,29.7949,-15.1140,4.1220,0.040825,0.025304,0.084991,0.000009,89.88,2
0.0176,descent,1.5701,-0.6068,99.4043,29.8828,-15.1140,5.4960,0.040721,0.024473,0.084982,0.000018,89.88,2
0.0185,descent,1.5701,-0.6068,99.4043,29.8828,-15.1140,5.4960,0.040721,0.024473,0.084998,0.000002,89.88,2
0.0198,descent,1.5701,-0.6068,99.4043,30.2344,-15.1140,10.9920,0.040309,0.023664,0.084987,0.000013,89.88,2
0.0208,descent,1.5701,-0.6068,99.4043,30.3223,-15.1140,13.7400,0.040190,0.023401,0.084987,0.000013,89.88,2
0.0219,descent,1.5701,-0.6068,99.4043,30.4102,-15.1140,16.4880,0.040072,0.023138,0.085001,-0.000001,89.88,2
0.0230,descent,1.5701,-0.6068,99.4043,30.5859,-15.1140,17.8620,0.039887,0.022805,0.085001,-0.000001,89.88,2
0.0241,descent,1.5701,-0.6068,99.4043,30.7617,-13.7400,23.3580,0.039612,0.022267,0.084988,0.000012,89.88,2
0.0252,descent,1.5701,-0.6068,99.4043,30.8496,-13.7400,27.4800,0.039481,0.021943,0.084988,0.000012,89.88,2
0.0263,descent,1.5701,-0.6068,99.4043,31.0254,-13.7400,30.2280,0.039284,0.021551,0.084993,0.000007,89.88,2
0.0274,descent,1.5701,-0.6068,99.4043,31.1133,-12.3660,32.9760,0.039129,0.021277,0.084993,0.000007,89.88,2
0.0285,descent,1.5701,-0.6068,99.4043,31.2891,-12.3660,35.7240,0.038935,0.020888,0.084976,0.000024,89.88,2
0.0297,descent,1.5701,-0.6068,99.4043,31.3770,-12.3660,39.8460,0.038808,0.020568,0.084976,0.000024,89.88,2
0.0308,descent,1.5701,-0.6068,99.4043,31.4648,-12.3660,42.5940,0.038697,0.020312,0.084980,0.000020,89.88,2
0.0348,descent,1.5701,-0.6068,99.4043,31.5527,-10.9920,46.7160,0.038529,0.019979,0.084979,0.000021,89.88,2
0.0353,descent,1.5701,-0.6068,99.4043,31.7285,-10.9920,49.4640,0.038341,0.019594,0.084979,0.000021,89.88,2
0.0363,descent,1.5701,-0.6068,99.4043,32.0801,-8.2440,61.8300,0.037812,0.018490,0.084984,0.000016,89.88,2
0.0374,descent,1.5701,-0.6068,99.4043,32.1680,-6.8700,65.9520,0.037650,0.018162,0.084984,0.000016,89.88,2
0.0385,descent,1.5701,-0.6068,99.4043,32.2559,-6.8700,68.7000,0.037545,0.017911,0.084964,0.000036,89.88,2
0.0396,descent,1.5701,-0.6068,99.4043,32.3438,-5.4960,71.4480,0.037406,0.017646,0.084964,0.000036,89.88,2
0.0407,descent,1.5701,-0.6068,99.4043,32.4316,-5.4960,74.1960,0.037302,0.017396,0.084958,0.000042,89.88,2
0.0419,descent,1.5701,-0.6068,99.4043,32.6074,-4.1220,76.9440,0.037712,0.017008,0.084965,0.000035,89.88,2
0.0430,descent,1.5701,-0.6068,99.4043,32.6074,-4.1220,79.6920,0.037684,0.016884,0.084965,0.000035,89.88,2
0.0441,descent,1.5701,-0.6068,99.3164,32.7832,-4.1220,83.8140,0.037586,0.016527,0.084955,0.000045,89.88,2
0.0452,descent,1.5701,-0.6068,99.3164,32.8711,-2.7480,86.5620,0.052332,0.016266,0.084955,0.000045,89.88,2
0.0463,descent,1.5701,-0.6068,99.3164,32.8711,-2.7480,87.9360,0.052318,0.016205,0.084975,0.000025,89.88,2
0.0474,descent,1.5701,-0.6068,99.3164,32.9590,-2.7480,89.3100,0.052231,0.016019,0.084975,0.000025,89.88,2
0.0485,descent,1.5701,-0.6068,99.3164,32.9590,-2.7480,90.6840,0.052218,0.015958,0.084975,0.000025,89.88,2
0.0496,descent,1.5701,-0.6068,99.3164,33.0469,-2.7480,90.6840,0.052145,0.015834,0.084975,0.000025,89.88,2
0.0507,descent,1.5701,-0.6068,99.3164,33.0469,-2.7480,90.6840,0.052145,0.015834,0.084967,0.000033,89.88,2
0.0519,descent,1.5701,-0.6068,99.3164,33.1348,-2.7480,90.6840,0.052072,0.015711,0.084956,0.000044,89.88,2
0.0530,descent,1.5701,-0.6068,99.3164,33.1348,-2.7480,90.6840,0.052072,0.015711,0.084956,0.000044,89.88,2
0.0541,descent,1.5701,-0.6068,99.3164,33.2227,-2.7480,89.3100,0.052013,0.015648,0.084952,0.000048,89.88,2
0.0552,descent,1.5701,-0.6068,99.3164,33.2227,-2.7480,87.9360,0.052026,0.015710,0.084952,0.000048,89.88,2
0.0563,descent,1.5701,-0.6068,99.2285,33.2227,-2.7480,86.5620,0.052131,0.015847,0.084939,0.000061,89.88,2
0.0574,descent,1.5701,-0.6068,99.2285,33.3105,-2.7480,85.1880,0.052071,0.015785,0.084939,0.000061,89.88,2
0.0585,descent,1.5701,-0.6068,99.2285,33.3105,-2.7480,82.4400,0.052098,0.015907,0.084946,0.000054,89.88,2
0.0596,descent,1.5701,-0.6068,99.2285,33.3105,-4.1220,81.0660,0.037263,0.015982,0.084946,0.000054,89.88,2
0.0607,descent,1.5701,-0.6068,99.2285,33.3105,-4.1220,78.3180,0.037290,0.016104,0.084950,0.000050,89.88,2
0.0619,descent,1.5701,-0.6068,99.2285,33.3105,-4.1220,75.5700,0.037317,0.016226,0.084935,0.000065,89.88,2
