Time_s,Phase,Force_normal_N,Force_shear_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,CartStiffness_Npm,Run
0.0008,descent,1.2521,-0.2770,82.1777,32.3438,1.3740,-24.7320,0.143256,0.026489,0.084996,0.000004,59.32,2
0.0019,descent,1.2521,-0.2770,82.1777,32.3438,1.3740,-24.7320,0.143256,0.026489,0.084996,0.000004,59.32,2
0.0030,descent,1.2521,-0.2770,82.2656,32.3438,2.7480,-24.7320,0.053076,0.026389,0.084999,0.000001,59.32,2
0.0041,descent,1.2521,-0.2770,82.2656,32.2559,2.7480,-24.7320,0.053152,0.026502,0.084999,0.000001,59.32,2
0.0052,descent,1.2521,-0.2770,82.3535,32.2559,4.1220,-24.7320,0.038126,0.026402,0.084990,0.000010,59.32,2
0.0063,descent,1.2521,-0.2770,82.4414,32.2559,5.4960,-24.7320,0.037360,0.026302,0.084990,0.000010,59.32,2
0.0074,descent,1.2521,-0.2770,82.4414,32.2559,5.4960,-23.3580,0.037334,0.026231,0.085000,0.000000,59.32,2
0.0085,descent,1.2521,-0.2770,82.4414,32.2559,6.8700,-23.3580,0.037273,0.026205,0.084987,0.000013,59.32,2
0.0096,descent,1.2521,-0.2770,82.5293,32.1680,8.2440,-23.3580,0.037211,0.026218,0.084987,0.000013,59.32,2
0.0107,descent,1.2521,-0.2770,82.6172,32.1680,9.6180,-23.3580,0.037074,0.026118,0.084984,0.000016,59.32,2
0.0121,descent,1.2521,-0.2770,82.7051,32.1680,12.3660,-21.9840,0.036857,0.025922,0.084984,0.000016,59.32,2
0.0130,descent,1.2521,-0.2770,82.7930,32.1680,13.7400,-21.9840,0.036721,0.025822,0.084993,0.000007,59.32,2
0.0145,descent,1.2521,-0.2770,82.8809,32.0801,15.1140,-21.9840,0.036659,0.025835,0.084993,0.000007,59.32,2
0.0155,descent,1.2521,-0.2770,82.8809,32.0801,15.1140,-21.9840,0.036659,0.025835,0.085014,-0.000014,59.32,2
0.0164,descent,1.2521,-0.2770,82.8809,32.0801,15.1140,-21.9840,0.036659,0.025835,0.085014,-0.000014,59.32,2
0.0174,descent,1.2521,-0.2770,82.8809,32.0801,16.4880,-21.9840,0.036605,0.025809,0.084984,0.000016,59.32,2
0.0185,descent,1.2521,-0.2770,83.0566,32.0801,21.9840,-21.9840,0.036226,0.025561,0.084985,0.000015,59.32,2
0.0196,descent,1.2521,-0.2770,83.1445,32.0801,23.3580,-20.6100,0.036065,0.025391,0.084985,0.000015,59.32,2
0.0207,descent,1.2521,-0.2770,83.1445,31.9922,24.7320,-20.6100,0.036085,0.025476,0.085000,0.000000,59.32,2
0.0219,descent,1.2521,-0.2770,83.2324,31.9922,28.8540,-20.6100,0.035842,0.025327,0.085000,0.000000,59.32,2
0.0230,descent,1.2521,-0.2770,83.2324,31.9922,28.8540,-20.6100,0.035842,0.025327,0.084995,0.000005,59.32,2
0.0241,descent,1.2521,-0.2770,83.2324,31.9922,30.2280,-20.6100,0.035789,0.025302,0.084995,0.000005,59.32,2
0.0252,descent,1.2521,-0.2770,83.3203,31.9043,31.6020,-19.2360,0.035701,0.025243,0.085002,-0.000002,59.32,2
0.0263,descent,1.2521,-0.2770,83.3203,31.9043,32.9760,-19.2360,0.035648,0.025217,0.085002,-0.000002,59.32,2
0.0274,descent,1.2521,-0.2770,83.3203,31.9043,34.3500,-19.2360,0.035594,0.025192,0.084983,0.000017,59.32,2
0.0285,descent,1.2521,-0.2770,83.3203,31.9043,34.3500,-19.2360,0.035594,0.025192,0.084978,0.000022,59.32,2
0.0296,descent,1.2521,-0.2770,83.3203,31.9043,35.7240,-17.8620,0.035515,0.025095,0.084978,0.000022,59.32,2
0.0307,descent,1.2521,-0.2770,83.3203,31.9043,35.7240,-17.8620,0.035515,0.025095,0.084975,0.000025,59.32,2
0.0318,descent,1.2521,-0.2770,83.3203,31.8164,35.7240,-17.8620,0.035588,0.025204,0.084975,0.000025,59.32,2
0.0330,descent,1.2521,-0.2770,83.3203,31.8164,35.7240,-17.8620,0.035588,0.025204,0.084967,0.000033,59.32,2
0.0341,descent,1.2521,-0.2770,83.3203,31.8164,35.7240,-16.4880,0.035562,0.025133,0.084967,0.000033,59.32,2
0.0352,descent,1.2521,-0.2770,83.3203,31.8164,35.7240,-16.4880,0.035562,0.025133,0.084981,0.000019,59.32,2
0.0363,descent,1.2521,-0.2770,83.3203,31.8164,35.7240,-16.4880,0.035562,0.025133,0.084981,0.000019,59.32,2
0.0374,descent,1.2521,-0.2770,83.3203,31.8164,34.3500,-15.1140,0.035590,0.025088,0.084975,0.000025,59.32,2
0.0385,descent,1.2521,-0.2770,83.3203,31.8164,34.3500,-15.1140,0.035590,0.025088,0.084982,0.000018,59.32,2
0.0396,descent,1.2521,-0.2770,83.3203,31.7285,32.9760,-15.1140,0.035716,0.025223,0.084982,0.000018,59.32,2
0.0407,descent,1.2521,-0.2770,83.3203,31.7285,31.6020,-15.1140,0.035770,0.025249,0.084974,0.000026,59.32,2
0.0418,descent,1.2521,-0.2770,83.2324,31.7285,30.2280,-15.1140,0.035905,0.025347,0.084974,0.000026,59.32,2
0.0429,descent,1.2521,-0.2770,83.2324,31.7285,27.4800,-15.1140,0.036013,0.025399,0.084962,0.000038,59.32,2
0.0441,descent,1.2521,-0.2770,83.2324,31.7285,26.1060,-13.7400,0.036041,0.025353,0.084962,0.000038,59.32,2
