Time_s,Phase,Force_normal_N,Force_shear_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,CartStiffness_Npm,Run
0.0008,descent,2.0099,-1.2172,129.8145,25.3125,0.0000,24.7320,0.260691,0.024888,0.084987,0.000013,280.00,2
0.0018,descent,2.0099,-1.2172,129.9023,25.4004,1.3740,27.4800,0.165877,0.024336,0.084999,0.000001,280.00,2
0.0029,descent,2.0099,-1.2172,129.9023,25.4883,1.3740,30.2280,0.165713,0.023946,0.084999,0.000001,280.00,2
0.0041,descent,2.0099,-1.2172,129.9902,25.5762,1.3740,32.9760,0.165363,0.023402,0.085010,-0.000010,280.00,2
0.0051,descent,2.0099,-1.2172,129.9902,25.7520,2.7480,37.0980,0.074975,0.022677,0.085010,-0.000010,280.00,2
0.0063,descent,2.0099,-1.2172,130.0781,25.9277,4.1220,42.5940,0.059554,0.021746,0.084991,0.000009,280.00,2
0.0074,descent,2.0099,-1.2172,130.1660,26.0156,5.4960,46.7160,0.058551,0.021148,0.084991,0.000009,280.00,2
0.0085,descent,2.0099,-1.2172,130.1660,26.1035,5.4960,49.4640,0.058393,0.020763,0.084989,0.000011,280.00,2
0.0096,descent,2.0099,-1.2172,130.2539,26.1914,6.8700,52.2120,0.058020,0.020225,0.084989,0.000011,280.00,2
0.0107,descent,2.0099,-1.2172,130.2539,26.3672,8.2440,54.9600,0.057690,0.019566,0.084990,0.000010,280.00,2
0.0118,descent,2.0099,-1.2172,130.3418,26.4551,9.6180,59.0820,0.057324,0.018975,0.084985,0.000015,280.00,2
0.0141,descent,2.0099,-1.2172,130.4297,26.5430,10.9920,61.8300,0.056964,0.018443,0.084983,0.000017,280.00,2
0.0144,descent,2.0099,-1.2172,130.4297,26.5430,10.9920,61.8300,0.056964,0.018443,0.084983,0.000017,280.00,2
0.0152,descent,2.0099,-1.2172,130.5176,26.6309,12.3660,64.5780,0.056607,0.017912,0.084983,0.000017,280.00,2
0.0163,descent,2.0099,-1.2172,130.6934,26.8066,17.8620,72.8220,0.055837,0.016736,0.084987,0.000013,280.00,2
0.0175,descent,2.0099,-1.2172,130.6934,26.8945,19.2360,75.5700,0.055662,0.016355,0.084987,0.000013,280.00,2
0.0185,descent,2.0099,-1.2172,130.7812,26.9824,20.6100,78.3180,0.055312,0.015830,0.084973,0.000027,280.00,2
0.0196,descent,2.0099,-1.2172,130.8691,27.0703,23.3580,79.6920,0.054942,0.015360,0.084973,0.000027,280.00,2
0.0207,descent,2.0099,-1.2172,130.8691,27.1582,24.7320,82.4400,0.054769,0.014981,0.084994,0.000006,280.00,2
0.0219,descent,2.0099,-1.2172,130.8691,27.2461,26.1060,83.8140,0.054601,0.014658,0.084988,0.000012,280.00,2
0.0230,descent,2.0099,-1.2172,130.8691,27.2461,27.4800,85.1880,0.054572,0.014599,0.084988,0.000012,280.00,2
0.0241,descent,2.0099,-1.2172,130.9570,27.3340,28.8540,86.5620,0.054232,0.014136,0.084992,0.000008,280.00,2
0.0252,descent,2.0099,-1.2172,130.9570,27.4219,30.2280,87.9360,0.054065,0.013814,0.084992,0.000008,280.00,2
0.0265,descent,2.0099,-1.2172,130.8691,27.5098,31.6020,87.9360,0.054076,0.013689,0.084989,0.000011,280.00,2
0.0274,descent,2.0099,-1.2172,130.8691,27.5098,31.6020,87.9360,0.054076,0.013689,0.084989,0.000011,280.00,2
0.0285,descent,2.0099,-1.2172,130.8691,27.5098,31.6020,87.9360,0.054076,0.013689,0.084994,0.000006,280.00,2
0.0296,descent,2.0099,-1.2172,130.8691,27.5977,31.6020,87.9360,0.053939,0.013427,0.084994,0.000006,280.00,2
0.0307,descent,2.0099,-1.2172,130.8691,27.5977,32.9760,86.5620,0.053917,0.013479,0.084976,0.000024,280.00,2
0.0320,descent,2.0099,-1.2172,130.8691,27.5977,32.9760,86.5620,0.053917,0.013479,0.084976,0.000024,280.00,2
0.0331,descent,2.0099,-1.2172,130.8691,27.5977,32.9760,86.5620,0.053917,0.013479,0.084976,0.000024,280.00,2
0.0341,descent,2.0099,-1.2172,130.8691,27.5977,32.9760,85.1880,0.053921,0.013534,0.084977,0.000023,280.00,2
0.0352,descent,2.0099,-1.2172,130.8691,27.5977,32.9760,85.1880,0.053921,0.013534,0.084977,0.000023,280.00,2
0.0363,descent,2.0099,-1.2172,130.8691,27.6855,31.6020,75.5700,0.053833,0.013663,0.084987,0.000013,280.00,2
0.0374,descent,2.0099,-1.2172,130.8691,27.6855,30.2280,72.8220,0.053865,0.013778,0.084987,0.000013,280.00,2
0.0385,descent,2.0099,-1.2172,130.8691,27.6855,30.2280,70.0740,0.053872,0.013888,0.084977,0.000023,280.00,2
0.0396,descent,2.0099,-1.2172,130.7812,27.6855,28.8540,67.3260,0.054077,0.014142,0.084977,0.000023,280.00,2
0.0407,descent,2.0099,-1.2172,130.7812,27.6855,27.4800,65.9520,0.054105,0.014201,0.084973,0.000027,280.00,2
0.0419,descent,2.0099,-1.2172,130.7812,27.6855,26.1060,63.2040,0.054137,0.014316,0.084979,0.000021,280.00,2
0.0429,descent,2.0099,-1.2172,130.7812,27.6855,24.7320,59.0820,0.054173,0.014485,0.084979,0.000021,280.00,2
0.0441,descent,2.0099,-1.2172,130.6934,27.6855,21.9840,56.3340,0.054404,0.014743,0.084962,0.000038,280.00,2
0.0451,descent,2.0099,-1.2172,130.6934,27.6855,20.6100,53.5860,0.054437,0.014858,0.084962,0.000038,280.00,2
0.0465,descent,2.0099,-1.2172,130.6934,27.5977,16.4880,48.0900,0.054666,0.015354,0.084982,0.000018,280.00,2
0.0475,descent,2.0099,-1.2172,130.6934,27.5977,13.7400,43.9680,0.054727,0.015527,0.084982,0.000018,280.00,2
0.0486,descent,2.0099,-1.2172,130.6934,27.5977,12.3660,41.2200,0.054759,0.015642,0.084966,0.000034,280.00,2
0.0497,descent,2.0099,-1.2172,130.6934,27.5977,10.9920,38.4720,0.054792,0.015756,0.084966,0.000034,280.00,2
0.0508,descent,2.0099,-1.2172,130.6055,27.5977,8.2440,35.7240,0.055025,0.016016,0.084951,0.000049,280.00,2
0.0519,descent,2.0099,-1.2172,130.6055,27.5977,5.4960,32.9760,0.055090,0.016134,0.084968,0.000032,280.00,2
0.0530,descent,2.0099,-1.2172,130.6055,27.5098,4.1220,30.2280,0.055893,0.016514,0.084968,0.000032,280.00,2
0.0541,descent,2.0099,-1.2172,130.6055,27.5098,2.7480,27.4800,0.070814,0.016629,0.084970,0.000030,280.00,2
0.0551,descent,2.0099,-1.2172,130.5176,27.5098,0.0000,24.7320,0.255524,0.016889,0.084970,0.000030,280.00,2
0.0562,descent,2.0099,-1.2172,130.5176,27.5098,-2.7480,19.2360,0.071114,0.017119,0.084956,0.000044,280.00,2
0.0573,descent,2.0016,-1.2224,130.5176,27.4219,-4.1220,16.4880,0.056401,0.017501,0.084956,0.000044,280.00,2
0.0585,descent,2.0016,-1.2224,130.5176,27.4219,-5.4960,13.7400,0.055806,0.017615,0.084949,0.000051,280.00,2
0.0596,descent,2.0016,-1.2224,130.4297,27.4219,-6.8700,12.3660,0.056005,0.017818,0.084949,0.000051,280.00,2
0.0607,descent,2.0016,-1.2224,130.4297,27.3340,-6.8700,9.6180,0.056156,0.018198,0.084953,0.000047,280.00,2
0.0618,descent,2.0016,-1.2224,130.4297,27.3340,-8.2440,6.8700,0.056190,0.018313,0.084943,0.000057,280.00,2
