Time_s,Phase,Force_normal_N,Force_shear_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,CartStiffness_Npm,Run
0.0008,descent,0.9618,-0.1614,61.1719,35.7715,-21.9840,-19.2360,0.032318,0.024540,0.085001,-0.000001,35.56,3
0.0019,descent,0.9618,-0.1614,61.1719,35.7715,-21.9840,-19.2360,0.032318,0.024540,0.085001,-0.000001,35.56,3
0.0030,descent,0.9618,-0.1614,61.1719,35.7715,-21.9840,-19.2360,0.032318,0.024540,0.084994,0.000006,35.56,3
0.0041,descent,0.9618,-0.1614,61.1719,35.7715,-21.9840,-19.2360,0.032318,0.024540,0.084994,0.000006,35.56,3
0.0052,descent,0.9676,-0.1575,61.0840,35.7715,-21.9840,-19.2360,0.032380,0.024599,0.084991,0.000009,35.56,3
0.0063,descent,0.9676,-0.1575,61.0840,35.7715,-21.9840,-17.8620,0.032343,0.024519,0.085007,-0.000007,35.56,3
0.0074,descent,0.9676,-0.1575,61.0840,35.6836,-21.9840,-17.8620,0.032403,0.024606,0.085007,-0.000007,35.56,3
0.0085,descent,0.9676,-0.1575,60.9961,35.6836,-21.9840,-17.8620,0.032466,0.024665,0.085000,-0.000000,35.56,3
0.0096,descent,0.9676,-0.1575,60.9961,35.6836,-21.9840,-17.8620,0.032466,0.024665,0.085000,-0.000000,35.56,3
0.0108,descent,0.9676,-0.1575,60.9961,35.6836,-21.9840,-17.8620,0.032466,0.024665,0.084982,0.000018,35.56,3
0.0119,descent,0.9676,-0.1575,60.9082,35.5957,-21.9840,-17.8620,0.032589,0.024811,0.084982,0.000018,35.56,3
0.0131,descent,0.9676,-0.1575,60.9082,35.5957,-21.9840,-17.8620,0.032589,0.024811,0.085001,-0.000001,35.56,3
0.0143,descent,0.9676,-0.1575,60.9082,35.5957,-21.9840,-17.8620,0.032589,0.024811,0.085001,-0.000001,35.56,3
0.0154,descent,0.9676,-0.1575,60.9082,35.5957,-21.9840,-17.8620,0.032589,0.024811,0.085001,-0.000001,35.56,3
0.0164,descent,0.9676,-0.1575,60.9082,35.5957,-21.9840,-17.8620,0.032589,0.024811,0.085001,-0.000001,35.56,3
0.0175,descent,0.9676,-0.1575,60.9082,35.5957,-21.9840,-17.8620,0.032589,0.024811,0.084978,0.000022,35.56,3
0.0186,descent,0.9676,-0.1575,60.9082,35.5957,-21.9840,-17.8620,0.032589,0.024811,0.084988,0.000012,35.56,3
0.0199,descent,0.9676,-0.1575,60.7324,35.5078,-21.9840,-17.8620,0.032775,0.025017,0.084988,0.000012,35.56,3
0.0209,descent,0.9676,-0.1575,60.7324,35.5078,-21.9840,-17.8620,0.032775,0.025017,0.084995,0.000005,35.56,3
0.0220,descent,0.9676,-0.1575,60.7324,35.5078,-21.9840,-17.8620,0.032775,0.025017,0.084995,0.000005,35.56,3
0.0231,descent,0.9676,-0.1575,60.6445,35.4199,-21.9840,-17.8620,0.032898,0.025164,0.084979,0.000021,35.56,3
0.0242,descent,0.9676,-0.1575,60.6445,35.4199,-21.9840,-17.8620,0.032898,0.025164,0.084979,0.000021,35.56,3
0.0252,descent,0.9676,-0.1575,60.6445,35.4199,-21.9840,-17.8620,0.032898,0.025164,0.084979,0.000021,35.56,3
0.0263,descent,0.9676,-0.1575,60.6445,35.4199,-21.9840,-16.4880,0.032861,0.025083,0.085003,-0.000003,35.56,3
0.0274,descent,0.9676,-0.1575,60.5566,35.4199,-21.9840,-16.4880,0.032924,0.025142,0.085003,-0.000003,35.56,3
0.0286,descent,0.9676,-0.1575,60.5566,35.3320,-21.9840,-16.4880,0.032984,0.025231,0.084984,0.000016,35.56,3
0.0300,descent,0.9676,-0.1575,60.5566,35.3320,-21.9840,-16.4880,0.032984,0.025231,0.084984,0.000016,35.56,3
0.0308,descent,0.9676,-0.1575,60.5566,35.3320,-21.9840,-16.4880,0.032984,0.025231,0.085002,-0.000002,35.56,3
0.0319,descent,0.9676,-0.1575,60.5566,35.3320,-21.9840,-16.4880,0.032984,0.025231,0.085002,-0.000002,35.56,3
0.0331,descent,0.9676,-0.1575,60.4688,35.3320,-21.9840,-16.4880,0.033048,0.025290,0.084963,0.000037,35.56,3
0.0341,descent,0.9676,-0.1575,60.4688,35.3320,-21.9840,-15.1140,0.033009,0.025209,0.084963,0.000037,35.56,3
0.0352,descent,0.9676,-0.1575,60.3809,35.2441,-21.9840,-15.1140,0.033133,0.025357,0.084977,0.000023,35.56,3
0.0363,descent,0.9676,-0.1575,60.3809,35.2441,-21.9840,-15.1140,0.033133,0.025357,0.084968,0.000032,35.56,3
0.0374,descent,0.9676,-0.1575,60.3809,35.2441,-21.9840,-15.1140,0.033133,0.025357,0.084968,0.000032,35.56,3
0.0385,descent,0.9676,-0.1575,60.2930,35.2441,-21.9840,-15.1140,0.033197,0.025416,0.084975,0.000025,35.56,3
0.0396,descent,0.9676,-0.1575,60.2930,35.2441,-21.9840,-15.1140,0.033197,0.025416,0.084975,0.000025,35.56,3
0.0408,descent,0.9676,-0.1575,60.2930,35.2441,-21.9840,-15.1140,0.033197,0.025416,0.084962,0.000038,35.56,3
0.0419,descent,0.9676,-0.1575,60.2930,35.2441,-21.9840,-15.1140,0.033197,0.025416,0.084962,0.000038,35.56,3
0.0430,descent,0.9676,-0.1575,60.2051,35.2441,-21.9840,-13.7400,0.033222,0.025394,0.084970,0.000030,35.56,3
