Time_s,Phase,Force_normal_N,Force_shear_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,CartStiffness_Npm,Run
0.0007,descent,1.5248,-0.5733,112.9395,26.1914,0.0000,-45.3420,0.244322,0.027948,0.084997,0.000003,127.22,1
0.0041,descent,1.5248,-0.5733,112.8516,26.1914,-2.7480,-45.3420,0.060042,0.028078,0.085003,-0.000003,127.22,1
0.0045,descent,1.5248,-0.5733,112.8516,26.1914,-2.7480,-45.3420,0.060042,0.028078,0.085003,-0.000003,127.22,1
0.0050,descent,1.5248,-0.5733,112.8516,26.1035,-4.1220,-43.9680,0.045283,0.028197,0.085003,-0.000003,127.22,1
0.0061,descent,1.5248,-0.5733,112.7637,25.9277,-12.3660,-43.9680,0.045204,0.028719,0.084995,0.000005,127.22,1
0.0073,descent,1.5248,-0.5733,112.6758,25.9277,-13.7400,-43.9680,0.045363,0.028837,0.084999,0.000001,127.22,1
0.0084,descent,1.5248,-0.5733,112.6758,25.8398,-15.1140,-43.9680,0.045508,0.029021,0.084999,0.000001,127.22,1
0.0095,descent,1.5248,-0.5733,112.6758,25.8398,-16.4880,-43.9680,0.045545,0.029034,0.084993,0.000007,127.22,1
0.0106,descent,1.5248,-0.5733,112.5879,25.7520,-17.8620,-45.3420,0.045827,0.029387,0.084993,0.000007,127.22,1
0.0118,descent,1.5248,-0.5733,112.5879,25.7520,-19.2360,-43.9680,0.045851,0.029338,0.084986,0.000014,127.22,1
0.0130,descent,1.5248,-0.5733,112.5879,25.6641,-19.2360,-43.9680,0.045959,0.029510,0.084986,0.000014,127.22,1
0.0140,descent,1.5248,-0.5733,112.5000,25.6641,-20.6100,-43.9680,0.046121,0.029630,0.084984,0.000016,127.22,1
0.0150,descent,1.5248,-0.5733,112.5000,25.5762,-21.9840,-43.9680,0.046267,0.029817,0.084984,0.000016,127.22,1
0.0162,descent,1.5248,-0.5733,112.4121,25.4883,-23.3580,-43.9680,0.046539,0.030111,0.084968,0.000032,127.22,1
0.0173,descent,1.5248,-0.5733,112.3242,25.4883,-24.7320,-43.9680,0.046702,0.030233,0.084968,0.000032,127.22,1
0.0184,descent,1.5248,-0.5733,112.3242,25.4883,-24.7320,-42.5940,0.046688,0.030170,0.084990,0.000010,127.22,1
0.0197,descent,1.5248,-0.5733,112.3242,25.4883,-24.7320,-42.5940,0.046688,0.030170,0.084990,0.000010,127.22,1
0.0208,descent,1.5248,-0.5733,112.3242,25.4883,-24.7320,-42.5940,0.046688,0.030170,0.084990,0.000010,127.22,1
0.0219,descent,1.5248,-0.5733,112.3242,25.4883,-24.7320,-42.5940,0.046688,0.030170,0.084990,0.000010,127.22,1
0.0229,descent,1.5248,-0.5733,112.3242,25.4004,-26.1060,-42.5940,0.046836,0.030358,0.084990,0.000010,127.22,1
0.0243,descent,1.5248,-0.5733,112.2363,25.3125,-27.4800,-41.2200,0.047095,0.030592,0.084993,0.000007,127.22,1
0.0253,descent,1.5248,-0.5733,112.2363,25.2246,-27.4800,-41.2200,0.047206,0.030767,0.084993,0.000007,127.22,1
0.0264,descent,1.5248,-0.5733,112.1484,25.1367,-27.4800,-41.2200,0.047444,0.031051,0.084978,0.000022,127.22,1
0.0274,descent,1.5248,-0.5733,112.1484,25.1367,-27.4800,-41.2200,0.047444,0.031051,0.084981,0.000019,127.22,1
0.0284,descent,1.5248,-0.5733,112.1484,25.0488,-27.4800,-41.2200,0.047555,0.031227,0.084981,0.000019,127.22,1
0.0295,descent,1.5248,-0.5733,112.1484,25.0488,-27.4800,-41.2200,0.047555,0.031227,0.084971,0.000029,127.22,1
0.0306,descent,1.5248,-0.5733,112.0605,25.0488,-27.4800,-39.8460,0.047667,0.031274,0.084971,0.000029,127.22,1
0.0318,descent,1.5248,-0.5733,112.0605,24.9609,-27.4800,-39.8460,0.047779,0.031450,0.084987,0.000013,127.22,1
0.0331,descent,1.5248,-0.5733,112.0605,24.9609,-27.4800,-39.8460,0.047779,0.031450,0.084987,0.000013,127.22,1
0.0341,descent,1.5248,-0.5733,112.0605,24.9609,-26.1060,-39.8460,0.047741,0.031435,0.084977,0.000023,127.22,1
0.0376,descent,1.5248,-0.5733,111.9727,24.8730,-26.1060,-38.4720,0.047966,0.031659,0.084962,0.000038,127.22,1
0.0385,descent,1.5248,-0.5733,111.9727,24.8730,-26.1060,-38.4720,0.047966,0.031659,0.084962,0.000038,127.22,1
0.0395,descent,1.5248,-0.5733,111.8848,24.7852,-26.1060,-37.0980,0.048191,0.031884,0.084967,0.000033,127.22,1
0.0406,descent,1.5248,-0.5733,111.8848,24.6973,-26.1060,-37.0980,0.048304,0.032061,0.084967,0.000033,127.22,1
0.0417,descent,1.5248,-0.5733,111.7969,24.6973,-26.1060,-35.7240,0.048417,0.032109,0.084958,0.000042,127.22,1
0.0428,descent,1.5393,-0.5688,111.7969,24.6973,-26.1060,-35.7240,0.048417,0.032109,0.084958,0.000042,127.22,1
