Phase,displacement_m,Kx_N_per_m,F_N
descent,0.018560427135678393,10.595479775527378,2.4025415090843825
descent,0.018660753768844223,10.19141758073673,2.4035841872941854
descent,0.01876108040201005,9.79471172446505,2.404586696322733
descent,0.01886140703517588,9.405362206712311,2.4055497742067016
descent,0.01896173366834171,9.023369027478534,2.4064741589827676
descent,0.01906206030150754,8.648732186763713,2.407360588687606
descent,0.019162386934673366,8.281451684567866,2.4082098013578945
descent,0.019262713567839197,7.92152752089096,2.409022535030308
descent,0.019363040201005027,7.568959695733012,2.409799527741523
descent,0.019463366834170853,7.223748209094036,2.4105415175282148
descent,0.019563693467336683,6.885893060974004,2.4112492424270604
descent,0.019664020100502513,6.555394251372929,2.411923440474735
descent,0.019764346733668343,6.232251780290812,2.4125648497079157
descent,0.01986467336683417,5.916465647727664,2.413174208163277
descent,0.019965,5.608035853683464,2.4137522538774965
ascent,0.0,20.741986191560304,0.6360815924186086
ascent,0.00010030653266331658,21.918493124346416,0.6382212172822087
ascent,0.00020061306532663317,23.087525054436853,0.6404784785810904
ascent,0.00030091959798994974,24.249081981831587,0.642852626523651
ascent,0.00040122613065326633,25.40316390653064,0.6453429113182885
ascent,0.0005015326633165829,26.549770828534008,0.6479485831734011
ascent,0.0006018391959798995,27.688902747841684,0.6506688922973864
ascent,0.0007021457286432161,28.820559664453672,0.6535030888986425
ascent,0.0008024522613065327,29.94474157836997,0.6564504231855672
ascent,0.0009027587939698492,31.061448489590592,0.6595101453665593
ascent,0.0010030653266331659,32.170680398115515,0.6626815056500155
ascent,0.0011033718592964824,33.27243730394475,0.6659637542443343
ascent,0.001203678391959799,34.366719207078305,0.6693561413579142
ascent,0.0013039849246231155,35.453526107516176,0.6728579171991523
ascent,0.0014042914572864322,36.53285800525834,0.6764683319764464
ascent,0.0015045979899497488,37.60471490030482,0.6801866358981956
ascent,0.0016049045226130653,38.66909679265563,0.6840120791727972
ascent,0.0017052110552763819,39.72600368231074,0.6879439120086485
ascent,0.0018055175879396984,40.77543556927015,0.6919813846141483
ascent,0.0019058241206030152,41.81739245353391,0.6961237471976947
ascent,0.0020061306532663317,42.85187433510195,0.7003702499676845
ascent,0.002106437185929648,43.8788812139743,0.7047201431325167
ascent,0.002206743718592965,44.89841309015099,0.7091726769005894
