Time_s,Phase,Force_normal_N,Force_shear_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_displacement_m,Press_type,Angle_deg
0.0005,descent,1.3057,-0.2540,97.6465,30.0586,0.0000,13.7400,0.247506,0.028650,0.000002,vertical,0
0.0016,descent,1.3057,-0.2540,97.6465,30.2344,0.0000,19.2360,0.247283,0.028105,-0.000005,vertical,0
0.0027,descent,1.3057,-0.2540,97.6465,30.3223,0.0000,21.9840,0.247173,0.027833,-0.000005,vertical,0
0.0038,descent,1.3057,-0.2540,97.6465,30.4980,0.0000,24.7320,0.246964,0.027407,-0.000006,vertical,0
0.0049,descent,1.3057,-0.2540,97.7344,30.6738,1.3740,30.2280,0.152174,0.026763,-0.000006,vertical,0
0.0060,descent,1.3057,-0.2540,97.7344,30.8496,1.3740,34.3500,0.151963,0.026282,-0.000002,vertical,0
0.0071,descent,1.3057,-0.2540,97.8223,30.8496,1.3740,37.0980,0.151838,0.026069,0.000000,vertical,0
0.0082,descent,1.3057,-0.2540,97.8223,31.0254,2.7480,39.8460,0.061569,0.025642,0.000000,vertical,0
0.0094,descent,1.3057,-0.2540,97.9102,31.1133,4.1220,42.5940,0.046437,0.025273,0.000008,vertical,0
0.0105,descent,1.3057,-0.2540,97.9980,31.2012,4.1220,46.7160,0.046214,0.024852,0.000008,vertical,0
0.0116,descent,1.3057,-0.2540,97.9980,31.3770,5.4960,49.4640,0.045361,0.024429,-0.000007,vertical,0
0.0127,descent,1.3057,-0.2540,98.0859,31.4648,6.8700,53.5860,0.045109,0.024006,-0.000007,vertical,0
0.0138,descent,1.3057,-0.2540,98.1738,31.5527,8.2440,56.3340,0.044870,0.023642,0.000015,vertical,0
0.0149,descent,1.3057,-0.2540,98.3496,31.7285,12.3660,61.8300,0.044373,0.022911,0.000015,vertical,0
0.0161,descent,1.3057,-0.2540,98.3496,31.7285,12.3660,61.8300,0.044373,0.022911,0.000016,vertical,0
0.0172,descent,1.3057,-0.2540,98.4375,31.8164,13.7400,65.9520,0.044132,0.022492,-0.000012,vertical,0
0.0183,descent,1.3100,-0.2534,98.5254,31.9043,16.4880,68.7000,0.043874,0.022127,-0.000012,vertical,0
0.0194,descent,1.3100,-0.2534,98.7012,31.9922,20.6100,74.1960,0.043476,0.021553,0.000006,vertical,0
0.0205,descent,1.3100,-0.2534,98.7891,32.0801,23.3580,75.5700,0.043226,0.021248,0.000006,vertical,0
0.0216,descent,1.3100,-0.2534,98.8770,32.1680,24.7320,78.3180,0.042996,0.020892,0.000006,vertical,0
0.0227,descent,1.3100,-0.2534,98.9648,32.1680,27.4800,79.6920,0.042837,0.020735,0.000006,vertical,0
0.0238,descent,1.3100,-0.2534,99.0527,32.2559,30.2280,82.4400,0.042585,0.020376,0.000010,vertical,0
0.0249,descent,1.3100,-0.2534,99.1406,32.3438,34.3500,85.1880,0.042310,0.020013,0.000010,vertical,0
0.0260,descent,1.3100,-0.2534,99.2285,32.3438,37.0980,85.1880,0.042158,0.019915,0.000009,vertical,0
0.0271,descent,1.3100,-0.2534,99.2285,32.4316,38.4720,85.1880,0.042046,0.019766,0.000013,vertical,0
0.0282,descent,1.3100,-0.2534,99.3164,32.4316,41.2200,85.1880,0.041894,0.019668,0.000013,vertical,0
0.0294,descent,1.3100,-0.2534,99.4043,32.4316,42.5940,85.1880,0.041766,0.019574,0.000023,vertical,0
0.0305,descent,1.3100,-0.2534,99.4043,32.5195,45.3420,85.1880,0.041632,0.019422,0.000023,vertical,0
0.0316,descent,1.3100,-0.2534,99.4043,32.5195,46.7160,83.8140,0.041614,0.019474,0.000020,vertical,0
0.0328,descent,1.3100,-0.2534,99.4043,32.5195,48.0900,82.4400,0.041595,0.019527,0.000020,vertical,0
0.0340,descent,1.3100,-0.2534,99.4043,32.5195,49.4640,81.0660,0.041576,0.019579,0.000021,vertical,0
0.0351,descent,1.3100,-0.2534,99.4922,32.5195,50.8380,79.6920,0.041453,0.019543,0.000026,vertical,0
0.0361,descent,1.3100,-0.2534,99.4922,32.5195,52.2120,74.1960,0.041448,0.019765,0.000026,vertical,0
0.0371,descent,1.3100,-0.2534,99.4922,32.5195,53.5860,72.8220,0.041430,0.019818,0.000004,vertical,0
0.0382,descent,1.3100,-0.2534,99.4922,32.5195,53.5860,70.0740,0.041439,0.019931,0.000004,vertical,0
0.0394,descent,1.3100,-0.2534,99.4922,32.5195,53.5860,67.3260,0.041449,0.020045,0.000040,vertical,0
0.0405,descent,1.3100,-0.2534,99.4922,32.5195,53.5860,64.5780,0.041458,0.020159,0.000040,vertical,0
0.0416,descent,1.3100,-0.2534,99.4922,32.5195,52.2120,60.4560,0.041495,0.020334,0.000030,vertical,0
0.0427,descent,1.3100,-0.2534,99.4922,32.5195,52.2120,57.7080,0.041505,0.020448,0.000030,vertical,0
0.0438,descent,1.3100,-0.2534,99.4922,32.5195,50.8380,54.9600,0.041537,0.020566,0.000042,vertical,0
0.0449,descent,1.3100,-0.2534,99.4922,32.4316,49.4640,48.0900,0.041671,0.020998,0.000042,vertical,0
0.0460,descent,1.3100,-0.2534,99.4922,32.4316,48.0900,45.3420,0.041704,0.021117,0.000038,vertical,0
0.0471,descent,1.3100,-0.2534,99.4922,32.4316,46.7160,41.2200,0.041741,0.021292,0.000035,vertical,0
0.0483,descent,1.3100,-0.2534,99.4922,32.4316,43.9680,38.4720,0.041797,0.021415,0.000035,vertical,0
0.0498,descent,1.3100,-0.2534,99.4043,32.3438,43.9680,38.4720,0.041991,0.021648,0.000034,vertical,0
0.0505,descent,1.3100,-0.2534,99.4043,32.3438,39.8460,31.6020,0.042085,0.021947,0.000034,vertical,0
0.0516,descent,1.3100,-0.2534,99.4043,32.3438,37.0980,28.8540,0.042141,0.022071,0.000032,vertical,0
0.0527,descent,1.3100,-0.2534,99.4043,32.2559,34.3500,26.1060,0.042286,0.022339,0.000032,vertical,0
0.0538,descent,1.3100,-0.2534,99.4043,32.2559,31.6020,21.9840,0.042347,0.022519,0.000053,vertical,0
0.0549,descent,1.3100,-0.2534,99.3164,32.1680,28.8540,19.2360,0.042600,0.022878,0.000053,vertical,0
0.0561,descent,1.3100,-0.2534,99.3164,32.1680,23.3580,13.7400,0.042713,0.023125,0.000047,vertical,0
0.0571,descent,1.3100,-0.2534,99.3164,32.1680,20.6100,10.9920,0.042769,0.023249,0.000061,vertical,0
0.0582,descent,1.3100,-0.2534,99.3164,32.1680,19.2360,8.2440,0.042802,0.023368,0.000061,vertical,0
0.0594,descent,1.3100,-0.2534,99.3164,32.0801,16.4880,5.4960,0.042949,0.023645,0.000053,vertical,0
0.0605,descent,1.3100,-0.2534,99.3164,32.0801,13.7400,4.1220,0.043001,0.024340,0.000053,vertical,0
0.0616,descent,1.3100,-0.2534,99.2285,31.9922,10.9920,1.3740,0.043256,0.129632,0.000061,vertical,0
0.0627,descent,1.3100,-0.2534,99.2285,31.9922,9.6180,-1.3740,0.043290,0.129751,0.000061,vertical,0
0.0638,descent,1.3100,-0.2534,99.2285,31.9922,6.8700,-4.1220,0.043346,0.024945,0.000054,vertical,0
0.0649,descent,1.3100,-0.2534,99.1406,31.9043,2.7480,-8.2440,0.059156,0.024734,0.000054,vertical,0
0.0662,descent,1.3100,-0.2534,99.1406,31.9043,2.7480,-8.2440,0.059156,0.024734,0.000061,vertical,0
0.0671,descent,1.3100,-0.2534,99.1406,31.8164,1.3740,-9.6180,0.149319,0.024944,0.000070,vertical,0
0.0682,descent,1.3100,-0.2534,99.1406,31.8164,0.0000,-10.9920,0.243781,0.025006,0.000070,vertical,0
0.0694,descent,1.3100,-0.2534,99.0527,31.7285,-2.7480,-15.1140,0.059569,0.025429,0.000053,vertical,0
0.0705,descent,1.3100,-0.2534,99.0527,31.6406,-4.1220,-16.4880,0.044803,0.025640,0.000053,vertical,0
0.0716,descent,1.3100,-0.2534,99.0527,31.6406,-5.4960,-17.8620,0.044202,0.025702,0.000068,vertical,0
0.0727,descent,1.3100,-0.2534,99.0527,31.5527,-6.8700,-19.2360,0.044317,0.025914,0.000068,vertical,0
0.0738,descent,1.3100,-0.2534,99.0527,31.5527,-8.2440,-20.6100,0.044346,0.025976,0.000053,vertical,0
0.0749,descent,1.3100,-0.2534,98.9648,31.5527,-9.6180,-23.3580,0.044490,0.026189,0.000053,vertical,0
0.0760,descent,1.3100,-0.2534,98.9648,31.4648,-10.9920,-24.7320,0.044613,0.026402,0.000074,vertical,0
0.0771,descent,1.3100,-0.2534,98.8770,31.4648,-12.3660,-24.7320,0.044747,0.026501,0.000059,vertical,0
0.0782,descent,1.3100,-0.2534,98.8770,31.3770,-12.3660,-26.1060,0.044846,0.026709,0.000059,vertical,0
0.0793,descent,1.3100,-0.2534,98.8770,31.3770,-13.7400,-27.4800,0.044875,0.026771,0.000076,vertical,0
0.0805,descent,1.3100,-0.2534,98.8770,31.3770,-15.1140,-27.4800,0.044899,0.026776,0.000076,vertical,0
0.0816,descent,1.3100,-0.2534,98.8770,31.2891,-15.1140,-28.8540,0.044999,0.026985,0.000083,vertical,0
