Time_s,Force_Ref_N,Force_Pred_N,Force_Normal_N,Force_Total_N,Force_Shear_N,Motor1_pos_deg,Motor2_pos_deg,ThetaRef1_deg,ThetaRef2_deg,ThetaRef3_deg
0.0355,0.5000,0.905992,1.282185,1.291377,-0.153807,47.6367,43.0664,29.672987,29.856219,29.856219
0.0366,0.5000,0.904868,1.282185,1.291377,-0.153807,47.6367,43.0664,29.662805,29.851714,29.851714
0.0378,0.5000,0.903745,1.282185,1.291377,-0.153807,47.6367,43.0664,29.652623,29.847208,29.847208
0.0388,0.5000,0.900257,1.282185,1.291377,-0.153807,47.7246,43.0664,29.642430,29.842702,29.842702
0.0399,0.5000,0.901550,1.282185,1.291377,-0.153807,47.7246,42.9785,29.632258,29.838195,29.838195
0.0411,0.5000,0.900428,1.282185,1.291377,-0.153807,47.7246,42.9785,29.622087,29.833688,29.833688
0.0422,0.5000,0.899306,1.282185,1.291377,-0.153807,47.7246,42.9785,29.611915,29.829182,29.829182
0.0433,0.5000,0.898249,1.282185,1.291377,-0.153807,47.8125,42.8906,29.601754,29.824674,29.824674
0.0444,0.5000,0.897129,1.282185,1.291377,-0.153807,47.8125,42.8906,29.591593,29.820166,29.820166
0.0455,0.5000,0.896008,1.282185,1.291377,-0.153807,47.8125,42.8906,29.581432,29.815659,29.815659
0.0466,0.5000,0.894887,1.282185,1.291377,-0.153807,47.8125,42.8906,29.571270,29.811151,29.811151
0.0477,0.5000,0.896208,1.282185,1.291377,-0.153807,47.8125,42.8027,29.561130,29.806644,29.806644
0.0488,0.5000,0.895091,1.282185,1.291377,-0.153807,47.8125,42.8027,29.550990,29.802136,29.802136
0.0500,0.5000,0.893974,1.282185,1.291377,-0.153807,47.8125,42.8027,29.540850,29.797629,29.797629
0.0511,0.5000,0.892856,1.282185,1.291377,-0.153807,47.8125,42.8027,29.530709,29.793121,29.793121
0.0522,0.5000,0.896548,1.282185,1.291377,-0.153807,47.7246,42.7148,29.520600,29.788616,29.788616
0.0533,0.5000,0.895436,1.282185,1.291377,-0.153807,47.7246,42.7148,29.510490,29.784110,29.784110
0.0544,0.5000,0.894323,1.282185,1.291377,-0.153807,47.7246,42.7148,29.500381,29.779604,29.779604
0.0556,0.5000,0.893211,1.282185,1.291377,-0.153807,47.7246,42.7148,29.490272,29.775099,29.775099
0.0566,0.5000,0.892099,1.282185,1.291377,-0.153807,47.7246,42.7148,29.480162,29.770593,29.770593
0.0577,0.5000,0.890987,1.282185,1.291377,-0.153807,47.7246,42.7148,29.470053,29.766088,29.766088
0.0588,0.5000,0.889874,1.282185,1.291377,-0.153807,47.7246,42.7148,29.459944,29.761582,29.761582
0.0600,0.5000,0.888762,1.282185,1.291377,-0.153807,47.7246,42.7148,29.449834,29.757076,29.757076
0.0611,0.5000,0.887650,1.282185,1.291377,-0.153807,47.7246,42.7148,29.439725,29.752571,29.752571
0.0622,0.5000,0.889001,1.282185,1.291377,-0.153807,47.7246,42.6270,29.429636,29.748065,29.748065
0.0633,0.5000,0.887892,1.282185,1.291377,-0.153807,47.7246,42.6270,29.419547,29.743560,29.743560
0.0644,0.5000,0.886783,1.282185,1.291377,-0.153807,47.7246,42.6270,29.409459,29.739055,29.739055
0.0655,0.5000,0.888033,1.282185,1.291377,-0.153807,47.6367,42.6270,29.399380,29.734551,29.734551
0.0666,0.5000,0.886925,1.282185,1.291377,-0.153807,47.6367,42.6270,29.389301,29.730047,29.730047
0.0677,0.5000,0.885818,1.282185,1.291377,-0.153807,47.6367,42.6270,29.379223,29.725543,29.725543
0.0688,0.5000,0.884711,1.282185,1.291377,-0.153807,47.6367,42.6270,29.369144,29.721039,29.721039
0.0699,0.5000,0.883604,1.282185,1.291377,-0.153807,47.6367,42.6270,29.359065,29.716536,29.716536
0.0711,0.5000,0.882497,1.282185,1.291377,-0.153807,47.6367,42.6270,29.348987,29.712032,29.712032
0.0722,0.5000,0.881390,1.282185,1.291377,-0.153807,47.6367,42.6270,29.338908,29.707528,29.707528
0.0733,0.5000,0.880282,1.283440,1.292640,-0.153944,47.6367,42.6270,29.328813,29.703017,29.703017
0.0744,0.5000,0.881534,1.283440,1.292640,-0.153944,47.5488,42.6270,29.318728,29.698507,29.698507
0.0755,0.5000,0.880427,1.283440,1.292640,-0.153944,47.5488,42.6270,29.308644,29.693998,29.693998
0.0766,0.5000,0.879320,1.283440,1.292640,-0.153944,47.5488,42.6270,29.298559,29.689488,29.689488
0.0777,0.5000,0.878213,1.283440,1.292640,-0.153944,47.5488,42.6270,29.288474,29.684978,29.684978
0.0788,0.5000,0.877105,1.283440,1.292640,-0.153944,47.5488,42.6270,29.278390,29.680469,29.680469
0.0799,0.5000,0.875998,1.283440,1.292640,-0.153944,47.5488,42.6270,29.268305,29.675959,29.675959
0.0810,0.5000,0.877252,1.283440,1.292640,-0.153944,47.4609,42.6270,29.258230,29.671451,29.671451
0.0822,0.5000,0.876147,1.283440,1.292640,-0.153944,47.4609,42.6270,29.248156,29.666943,29.666943
0.0833,0.5000,0.875042,1.283440,1.292640,-0.153944,47.4609,42.6270,29.238081,29.662435,29.662435
0.0844,0.5000,0.873936,1.283440,1.292640,-0.153944,47.4609,42.6270,29.228006,29.657926,29.657926
0.0855,0.5000,0.872831,1.283440,1.292640,-0.153944,47.4609,42.6270,29.217932,29.653418,29.653418
0.0866,0.5000,0.871725,1.283440,1.292640,-0.153944,47.4609,42.6270,29.207857,29.648910,29.648910
0.0878,0.5000,0.870620,1.283440,1.292640,-0.153944,47.4609,42.6270,29.197782,29.644402,29.644402
0.0888,0.5000,0.869515,1.283440,1.292640,-0.153944,47.4609,42.6270,29.187708,29.639894,29.639894
0.0899,0.5000,0.868409,1.283440,1.292640,-0.153944,47.4609,42.6270,29.177633,29.635386,29.635386
0.0910,0.5000,0.867304,1.283440,1.292640,-0.153944,47.4609,42.6270,29.167558,29.630877,29.630877
0.0922,0.5000,0.866198,1.283440,1.292640,-0.153944,47.4609,42.6270,29.157484,29.626369,29.626369
0.0933,0.5000,0.865093,1.283440,1.292640,-0.153944,47.4609,42.6270,29.147409,29.621861,29.621861
0.0944,0.5000,0.863988,1.283440,1.292640,-0.153944,47.4609,42.6270,29.137335,29.617353,29.617353
0.0955,0.5000,0.862882,1.283440,1.292640,-0.153944,47.4609,42.6270,29.127260,29.612845,29.612845
0.0966,0.5000,0.861777,1.283440,1.292640,-0.153944,47.4609,42.6270,29.117185,29.608337,29.608337
0.0977,0.5000,0.860672,1.283440,1.292640,-0.153944,47.4609,42.6270,29.107111,29.603828,29.603828
0.0989,0.5000,0.859566,1.283440,1.292640,-0.153944,47.4609,42.6270,29.097036,29.599320,29.599320
0.0999,0.5000,0.858461,1.283440,1.292640,-0.153944,47.4609,42.6270,29.086961,29.594812,29.594812
0.1011,0.5000,0.857355,1.283440,1.292640,-0.153944,47.4609,42.6270,29.076887,29.590304,29.590304
0.1022,0.5000,0.856250,1.283440,1.292640,-0.153944,47.4609,42.6270,29.066812,29.585796,29.585796
0.1033,0.5000,0.855145,1.283440,1.292640,-0.153944,47.4609,42.6270,29.056737,29.581288,29.581288
0.1044,0.5000,0.854039,1.283440,1.292640,-0.153944,47.4609,42.6270,29.046663,29.576779,29.576779
0.1055,0.5000,0.852934,1.283440,1.292640,-0.153944,47.4609,42.6270,29.036588,29.572271,29.572271
0.1066,0.5000,0.851829,1.283440,1.292640,-0.153944,47.4609,42.6270,29.026514,29.567763,29.567763
0.1077,0.5000,0.850723,1.283440,1.292640,-0.153944,47.4609,42.6270,29.016439,29.563255,29.563255
0.1088,0.5000,0.849618,1.283440,1.292640,-0.153944,47.4609,42.6270,29.006364,29.558747,29.558747
0.1099,0.5000,0.845994,1.283440,1.292640,-0.153944,47.4609,42.7148,28.996269,29.554238,29.554238
0.1110,0.5000,0.844886,1.283440,1.292640,-0.153944,47.4609,42.7148,28.986174,29.549730,29.549730
0.1122,0.5000,0.843777,1.283440,1.292640,-0.153944,47.4609,42.7148,28.976079,29.545221,29.545221
0.1133,0.5000,0.840148,1.283440,1.292640,-0.153944,47.4609,42.8027,28.965963,29.540712,29.540712
0.1145,0.5000,0.839036,1.283440,1.292640,-0.153944,47.4609,42.8027,28.955847,29.536203,29.536203
0.1156,0.5000,0.832885,1.283440,1.292640,-0.153944,47.4609,42.9785,28.945690,29.531694,29.531694
0.1166,0.5000,0.829250,1.283440,1.292640,-0.153944,47.4609,43.0664,28.935512,29.527184,29.527184
0.1177,0.5000,0.825612,1.283440,1.292640,-0.153944,47.4609,43.1543,28.925313,29.522674,29.522674
0.1188,0.5000,0.821973,1.283440,1.292640,-0.153944,47.4609,43.2422,28.915093,29.518163,29.518163
0.1200,0.5000,0.818331,1.283440,1.292640,-0.153944,47.4609,43.3301,28.904852,29.513653,29.513653
0.1211,0.5000,0.814687,1.283440,1.292640,-0.153944,47.4609,43.4180,28.894589,29.509142,29.509142
0.1222,0.5000,0.810984,1.283440,1.292640,-0.153944,47.3730,43.5937,28.884295,29.504632,29.504632
0.1233,0.5000,0.804847,1.283440,1.292640,-0.153944,47.3730,43.7695,28.873958,29.500123,29.500123
0.1244,0.5000,0.801204,1.283440,1.292640,-0.153944,47.3730,43.8574,28.863600,29.495613,29.495613
0.1255,0.5000,0.795070,1.283440,1.292640,-0.153944,47.3730,44.0332,28.853198,29.491103,29.491103
0.1266,0.5000,0.788939,1.283440,1.292640,-0.153944,47.3730,44.2090,28.842753,29.486593,29.486593
0.1277,0.5000,0.782793,1.283440,1.292640,-0.153944,47.4609,44.2969,28.832275,29.482081,29.482081
0.1288,0.5000,0.779136,1.283440,1.292640,-0.153944,47.4609,44.3848,28.821776,29.477570,29.477570
0.1299,0.5000,0.775478,1.283440,1.292640,-0.153944,47.4609,44.4727,28.811254,29.473060,29.473060
0.1311,0.5000,0.771819,1.283440,1.292640,-0.153944,47.4609,44.5605,28.800710,29.468549,29.468549
0.1324,0.5000,0.765627,1.283440,1.292640,-0.153944,47.5488,44.6484,28.790133,29.464037,29.464037
0.1333,0.5000,0.761957,1.283440,1.292640,-0.153944,47.5488,44.7363,28.779533,29.459525,29.459525
0.1345,0.5000,0.755737,1.283440,1.292640,-0.153944,47.6367,44.8242,28.768900,29.455013,29.455013
0.1359,0.5000,0.747009,1.283440,1.292640,-0.153944,47.7246,45.0000,28.758211,29.450500,29.450500
0.1366,0.5000,0.738257,1.283440,1.292640,-0.153944,47.8125,45.1758,28.747464,29.445986,29.445986
0.1380,0.5000,0.734561,1.283440,1.292640,-0.153944,47.8125,45.2637,28.736695,29.441473,29.441473
0.1389,0.5000,0.728259,1.283440,1.292640,-0.153944,47.9004,45.3516,28.725891,29.436960,29.436960
0.1400,0.5000,0.721936,1.283440,1.292640,-0.153944,47.9883,45.4395,28.715053,29.432446,29.432446
0.1411,0.5000,0.718082,1.283440,1.292640,-0.153944,48.0762,45.4395,28.704203,29.427930,29.427930
0.1422,0.5000,0.711721,1.283440,1.292640,-0.153944,48.1641,45.5273,28.693318,29.423414,29.423414
0.1433,0.5000,0.705339,1.283440,1.292640,-0.153944,48.2520,45.6152,28.682397,29.418898,29.418898
0.1444,0.5000,0.701439,1.283440,1.292640,-0.153944,48.3398,45.6152,28.671466,29.414380,29.414380
0.1455,0.5000,0.689665,1.283440,1.292640,-0.153944,48.6035,45.7031,28.660474,29.409860,29.409860
0.1466,0.5000,0.683195,1.283440,1.292640,-0.153944,48.6914,45.7910,28.649448,29.405340,29.405340
0.1477,0.5000,0.679233,1.283440,1.292640,-0.153944,48.7793,45.7910,28.638409,29.400819,29.400819
0.1489,0.5000,0.672723,1.283440,1.292640,-0.153944,48.8672,45.8789,28.627334,29.396297,29.396297
0.1500,0.5000,0.668732,1.283440,1.292640,-0.153944,48.9551,45.8789,28.616247,29.391774,29.391774
0.1511,0.5000,0.664732,1.283440,1.292640,-0.153944,49.0430,45.8789,28.605148,29.387250,29.387250
0.1522,0.5000,0.660722,1.283440,1.292640,-0.153944,49.1309,45.8789,28.594037,29.382726,29.382726
0.1533,0.5000,0.656703,1.283440,1.292640,-0.153944,49.2188,45.8789,28.582914,29.378200,29.378200
0.1544,0.5000,0.650101,1.283440,1.292640,-0.153944,49.3066,45.9668,28.571754,29.373674,29.373674
0.1555,0.5000,0.643286,1.283440,1.292640,-0.153944,49.4824,45.9668,28.560570,29.369146,29.369146
0.1566,0.5000,0.641815,1.283440,1.292640,-0.153944,49.5703,45.8789,28.549398,29.364616,29.364616
0.1577,0.5000,0.637749,1.283440,1.292640,-0.153944,49.6582,45.8789,28.538214,29.360085,29.360085
0.1588,0.5000,0.633674,1.283440,1.292640,-0.153944,49.7461,45.8789,28.527017,29.355553,29.355553
0.1599,0.5000,0.629589,1.283440,1.292640,-0.153944,49.8340,45.8789,28.515808,29.351020,29.351020
0.1611,0.5000,0.625495,1.283440,1.292640,-0.153944,49.9219,45.8789,28.504587,29.346486,29.346486
0.1622,0.5000,0.621391,1.283440,1.292640,-0.153944,50.0098,45.8789,28.493353,29.341951,29.341951
0.1633,0.5000,0.620089,1.282156,1.291227,-0.152785,50.0098,45.8789,28.482138,29.337423,29.337423
0.1644,0.5000,0.615977,1.282156,1.291227,-0.152785,50.0977,45.8789,28.470910,29.332895,29.332895
0.1655,0.5000,0.611854,1.282156,1.291227,-0.152785,50.1855,45.8789,28.459670,29.328365,29.328365
0.1666,0.5000,0.610391,1.282156,1.291227,-0.152785,50.2734,45.7910,28.448442,29.323833,29.323833
0.1677,0.5000,0.606260,1.282156,1.291227,-0.152785,50.3613,45.7910,28.437202,29.319300,29.319300
0.1690,0.5000,0.604955,1.282156,1.291227,-0.152785,50.3613,45.7910,28.425961,29.314767,29.314767
0.1700,0.5000,0.603651,1.282156,1.291227,-0.152785,50.3613,45.7910,28.414721,29.310235,29.310235
0.1711,0.5000,0.602203,1.282156,1.291227,-0.152785,50.4492,45.7031,28.403493,29.305700,29.305700
0.1722,0.5000,0.598060,1.282156,1.291227,-0.152785,50.5371,45.7031,28.392253,29.301164,29.301164
0.1733,0.5000,0.596756,1.282156,1.291227,-0.152785,50.5371,45.7031,28.381012,29.296628,29.296628
0.1744,0.5000,0.595322,1.282156,1.291227,-0.152785,50.6250,45.6152,28.369784,29.292090,29.292090
0.1755,0.5000,0.596746,1.282156,1.291227,-0.152785,50.6250,45.5273,28.358581,29.287551,29.287551
0.1766,0.5000,0.592602,1.282156,1.291227,-0.152785,50.7129,45.5273,28.347365,29.283011,29.283011
0.1777,0.5000,0.591301,1.282156,1.291227,-0.152785,50.7129,45.5273,28.336150,29.278471,29.278471
0.1788,0.5000,0.592745,1.282156,1.291227,-0.152785,50.7129,45.4395,28.324959,29.273930,29.273930
0.1799,0.5000,0.591448,1.282156,1.291227,-0.152785,50.7129,45.4395,28.313767,29.269389,29.269389
0.1812,0.5000,0.590151,1.282156,1.291227,-0.152785,50.7129,45.4395,28.302576,29.264848,29.264848
0.1826,0.5000,0.588766,1.282156,1.291227,-0.152785,50.8008,45.3516,28.291398,29.260305,29.260305
0.1833,0.5000,0.587471,1.282156,1.291227,-0.152785,50.8008,45.3516,28.280219,29.255762,29.255762
0.1844,0.5000,0.586176,1.282156,1.291227,-0.152785,50.8008,45.3516,28.269040,29.251218,29.251218
0.1855,0.5000,0.587654,1.282156,1.291227,-0.152785,50.8008,45.2637,28.257886,29.246674,29.246674
0.1866,0.5000,0.589143,1.282156,1.291227,-0.152785,50.8008,45.1758,28.246756,29.242130,29.242130
0.1877,0.5000,0.587856,1.282156,1.291227,-0.152785,50.8008,45.1758,28.235626,29.237585,29.237585
0.1888,0.5000,0.592149,1.282156,1.291227,-0.152785,50.8008,45.0000,28.224545,29.233038,29.233038
0.1899,0.5000,0.590870,1.282156,1.291227,-0.152785,50.8008,45.0000,28.213464,29.228492,29.228492
0.1910,0.5000,0.595212,1.282156,1.291227,-0.152785,50.7129,44.9121,28.202419,29.223945,29.223945
0.1922,0.5000,0.593940,1.282156,1.291227,-0.152785,50.7129,44.9121,28.191374,29.219399,29.219399
0.1933,0.5000,0.595469,1.282156,1.291227,-0.152785,50.7129,44.8242,28.180353,29.214852,29.214852
0.1944,0.5000,0.594201,1.282156,1.291227,-0.152785,50.7129,44.8242,28.169333,29.210305,29.210305
0.1955,0.5000,0.592933,1.282156,1.291227,-0.152785,50.7129,44.8242,28.158312,29.205759,29.205759
0.1966,0.5000,0.594476,1.282156,1.291227,-0.152785,50.7129,44.7363,28.147315,29.201211,29.201211
0.1977,0.5000,0.593212,1.282156,1.291227,-0.152785,50.7129,44.7363,28.136319,29.196663,29.196663
0.1988,0.5000,0.597569,1.282156,1.291227,-0.152785,50.6250,44.6484,28.125358,29.192116,29.192116
0.2000,0.5000,0.596311,1.282156,1.291227,-0.152785,50.6250,44.6484,28.114397,29.187569,29.187569
0.2011,0.5000,0.595053,1.282156,1.291227,-0.152785,50.6250,44.6484,28.103436,29.183022,29.183022
0.2022,0.5000,0.596618,1.282156,1.291227,-0.152785,50.6250,44.5605,28.092499,29.178475,29.178475
0.2033,0.5000,0.595364,1.282156,1.291227,-0.152785,50.6250,44.5605,28.081562,29.173927,29.173927
0.2044,0.5000,0.599728,1.282156,1.291227,-0.152785,50.5371,44.4727,28.070660,29.169380,29.169380
0.2055,0.5000,0.598480,1.282156,1.291227,-0.152785,50.5371,44.4727,28.059758,29.164833,29.164833
0.2066,0.5000,0.600063,1.282156,1.291227,-0.152785,50.5371,44.3848,28.048880,29.160285,29.160285
0.2077,0.5000,0.601597,1.282156,1.291227,-0.152785,50.4492,44.3848,28.038014,29.155739,29.155739
0.2088,0.5000,0.600356,1.282156,1.291227,-0.152785,50.4492,44.3848,28.027148,29.151193,29.151193
0.2099,0.5000,0.601948,1.282156,1.291227,-0.152785,50.4492,44.2969,28.016305,29.146646,29.146646
0.2110,0.5000,0.603479,1.282156,1.291227,-0.152785,50.3613,44.2969,28.005474,29.142100,29.142100
0.2122,0.5000,0.605077,1.282156,1.291227,-0.152785,50.3613,44.2090,27.994666,29.137554,29.137554
0.2133,0.5000,0.603845,1.282156,1.291227,-0.152785,50.3613,44.2090,27.983858,29.133008,29.133008
0.2144,0.5000,0.605373,1.282156,1.291227,-0.152785,50.2734,44.2090,27.973062,29.128464,29.128464
0.2155,0.5000,0.612562,1.282156,1.291227,-0.152785,50.1855,44.0332,27.962323,29.123919,29.123919
0.2166,0.5000,0.611342,1.282156,1.291227,-0.152785,50.1855,44.0332,27.951584,29.119375,29.119375
0.2177,0.5000,0.610122,1.282156,1.291227,-0.152785,50.1855,44.0332,27.940846,29.114831,29.114831
0.2188,0.5000,0.614477,1.282156,1.291227,-0.152785,50.0977,43.9453,27.930142,29.110288,29.110288
0.2199,0.5000,0.613263,1.282156,1.291227,-0.152785,50.0977,43.9453,27.919438,29.105745,29.105745
0.2211,0.5000,0.617613,1.282156,1.291227,-0.152785,50.0098,43.8574,27.908768,29.101202,29.101202
0.2222,0.5000,0.616405,1.282156,1.291227,-0.152785,50.0098,43.8574,27.898098,29.096660,29.096660
0.2233,0.5000,0.618039,1.282156,1.291227,-0.152785,50.0098,43.7695,27.887450,29.092118,29.092118
0.2244,0.5000,0.616835,1.282156,1.291227,-0.152785,50.0098,43.7695,27.876803,29.087576,29.087576
0.2256,0.5000,0.621331,1.282156,1.291227,-0.152785,50.0098,43.5937,27.866201,29.083033,29.083033
0.2266,0.5000,0.622836,1.282156,1.291227,-0.152785,49.9219,43.5937,27.855610,29.078491,29.078491
0.2277,0.5000,0.624493,1.282156,1.291227,-0.152785,49.9219,43.5059,27.845042,29.073950,29.073950
0.2288,0.5000,0.626158,1.282156,1.291227,-0.152785,49.9219,43.4180,27.834496,29.069408,29.069408
0.2299,0.5000,0.624970,1.282156,1.291227,-0.152785,49.9219,43.4180,27.823949,29.064866,29.064866
0.2311,0.5000,0.626645,1.282156,1.291227,-0.152785,49.9219,43.3301,27.813426,29.060325,29.060325
0.2323,0.5000,0.625461,1.282156,1.291227,-0.152785,49.9219,43.3301,27.802902,29.055783,29.055783
0.2333,0.5000,0.627146,1.282156,1.291227,-0.152785,49.9219,43.2422,27.792400,29.051241,29.051241
0.2348,0.5000,0.628643,1.282156,1.291227,-0.152785,49.8340,43.2422,27.781910,29.046701,29.046701
0.2356,0.5000,0.627465,1.282156,1.291227,-0.152785,49.8340,43.2422,27.771419,29.042160,29.042160
0.2366,0.5000,0.632028,1.282156,1.291227,-0.152785,49.8340,43.0664,27.760972,29.037620,29.037620
0.2377,0.5000,0.630857,1.282156,1.291227,-0.152785,49.8340,43.0664,27.750526,29.033080,29.033080
0.2389,0.5000,0.632563,1.282156,1.291227,-0.152785,49.8340,42.9785,27.740101,29.028539,29.028539
0.2399,0.5000,0.634054,1.282156,1.291227,-0.152785,49.7461,42.9785,27.729688,29.024000,29.024000
0.2411,0.5000,0.635765,1.282156,1.291227,-0.152785,49.7461,42.8906,27.719296,29.019462,29.019462
0.2422,0.5000,0.637484,1.282156,1.291227,-0.152785,49.7461,42.8027,27.708925,29.014923,29.014923
0.2434,0.5000,0.636325,1.282156,1.291227,-0.152785,49.7461,42.8027,27.698555,29.010384,29.010384
0.2445,0.5000,0.638053,1.282156,1.291227,-0.152785,49.7461,42.7148,27.688206,29.005846,29.005846
0.2456,0.5000,0.642420,1.282156,1.291227,-0.152785,49.6582,42.6270,27.677890,29.001309,29.001309
0.2466,0.5000,0.641270,1.282156,1.291227,-0.152785,49.6582,42.6270,27.667573,28.996772,28.996772
0.2481,0.5000,0.640120,1.281373,1.291227,-0.151694,49.6582,42.6270,27.657267,28.992239,28.992239
0.2489,0.5000,0.644485,1.281373,1.290321,-0.151694,49.5703,42.5391,27.646993,28.987708,28.987708
0.2500,0.5000,0.646230,1.281373,1.290321,-0.151694,49.5703,42.4512,27.636740,28.983178,28.983178
0.2512,0.5000,0.645090,1.281373,1.290321,-0.151694,49.5703,42.4512,27.626488,28.978647,28.978647
0.2522,0.5000,0.643951,1.281373,1.290321,-0.151694,49.5703,42.4512,27.616235,28.974117,28.974117
0.2533,0.5000,0.648314,1.281373,1.290321,-0.151694,49.4824,42.3633,27.606014,28.969588,28.969588
0.2544,0.5000,0.652965,1.281373,1.290321,-0.151694,49.4824,42.1875,27.595835,28.965060,28.965060
0.2555,0.5000,0.657320,1.281373,1.290321,-0.151694,49.3945,42.0996,27.585687,28.960534,28.960534
0.2566,0.5000,0.659092,1.281373,1.290321,-0.151694,49.3945,42.0117,27.575560,28.956008,28.956008
0.2577,0.5000,0.657973,1.281373,1.290321,-0.151694,49.3945,42.0117,27.565433,28.951482,28.951482
0.2588,0.5000,0.656853,1.281373,1.290321,-0.151694,49.3945,42.0117,27.555307,28.946956,28.946956
0.2599,0.5000,0.661206,1.281373,1.290321,-0.151694,49.3066,41.9238,27.545211,28.942432,28.942432
0.2610,0.5000,0.660092,1.281373,1.290321,-0.151694,49.3066,41.9238,27.535115,28.937908,28.937908
0.2622,0.5000,0.658978,1.281373,1.290321,-0.151694,49.3066,41.9238,27.525019,28.933384,28.933384
0.2633,0.5000,0.663328,1.281373,1.290321,-0.151694,49.2188,41.8359,27.514954,28.928862,28.928862
0.2644,0.5000,0.665116,1.281373,1.290321,-0.151694,49.2188,41.7480,27.504909,28.924340,28.924340
0.2655,0.5000,0.669457,1.281373,1.290321,-0.151694,49.1309,41.6602,27.494895,28.919820,28.919820
0.2667,0.5000,0.671253,1.281373,1.290321,-0.151694,49.1309,41.5723,27.484902,28.915301,28.915301
0.2677,0.5000,0.672694,1.281373,1.290321,-0.151694,49.0430,41.5723,27.474918,28.910784,28.910784
0.2691,0.5000,0.674493,1.281373,1.290321,-0.151694,49.0430,41.4844,27.464955,28.906267,28.906267
0.2699,0.5000,0.673401,1.281373,1.290321,-0.151694,49.0430,41.4844,27.454991,28.901750,28.901750
0.2711,0.5000,0.674838,1.281373,1.290321,-0.151694,48.9551,41.4844,27.445038,28.897234,28.897234
0.2722,0.5000,0.673747,1.281373,1.290321,-0.151694,48.9551,41.4844,27.435084,28.892719,28.892719
0.2733,0.5000,0.678072,1.281373,1.290321,-0.151694,48.8672,41.3965,27.425161,28.888205,28.888205
