Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,K_task_Nm,Param,Mode
0.0008,descent,0.2735,55.0195,5.5371,-8.2440,-5.4960,0.010390,0.012189,0.085000,0.000000,10.000000,2,polynomial
0.0018,descent,0.2735,55.0195,5.5371,-8.2440,-5.4960,0.010390,0.012189,0.085000,0.000000,10.000000,2,polynomial
0.0029,descent,0.2735,55.0195,5.5371,-8.2440,-5.4960,0.010390,0.012189,0.084994,0.000006,10.000000,2,polynomial
0.0041,descent,0.2735,55.0195,5.5371,-8.2440,-5.4960,0.010390,0.012189,0.084994,0.000006,10.000000,2,polynomial
0.0052,descent,0.2735,55.0195,5.5371,-8.2440,-5.4960,0.010390,0.012189,0.084997,0.000003,10.000000,2,polynomial
0.0063,descent,0.2735,55.0195,5.5371,-6.8700,-4.1220,0.010153,0.012622,0.085004,-0.000004,10.000000,2,polynomial
0.0074,descent,0.2735,55.0195,5.5371,-6.8700,-4.1220,0.010153,0.012622,0.085004,-0.000004,10.000000,2,polynomial
0.0085,descent,0.2735,55.0195,5.5371,-6.8700,-4.1220,0.010153,0.012622,0.084989,0.000011,10.000000,2,polynomial
0.0096,descent,0.2735,55.0195,5.5371,-6.8700,-4.1220,0.010153,0.012622,0.084989,0.000011,10.000000,2,polynomial
0.0107,descent,0.2735,55.0195,5.5371,-5.4960,-2.7480,0.009923,0.027315,0.084994,0.000006,10.000000,2,polynomial
0.0118,descent,0.2735,55.0195,5.5371,-5.4960,-2.7480,0.009923,0.027315,0.084994,0.000006,10.000000,2,polynomial
0.0130,descent,0.2735,54.9316,5.5371,-6.8700,-2.7480,0.010080,0.027449,0.084979,0.000021,10.000000,2,polynomial
0.0142,descent,0.2735,54.9316,5.5371,-6.8700,-2.7480,0.010080,0.027449,0.084979,0.000021,10.000000,2,polynomial
0.0152,descent,0.2735,54.9316,5.5371,-5.4960,-2.7480,0.009952,0.027346,0.084980,0.000020,10.000000,2,polynomial
0.0163,descent,0.2735,54.9316,5.5371,-5.4960,-2.7480,0.009952,0.027346,0.084980,0.000020,10.000000,2,polynomial
0.0174,descent,0.2735,54.9316,5.5371,-5.4960,-2.7480,0.009952,0.027346,0.084976,0.000024,10.000000,2,polynomial
0.0185,descent,0.2735,54.9316,5.5371,-5.4960,-2.7480,0.009952,0.027346,0.084983,0.000017,10.000000,2,polynomial
0.0197,descent,0.2735,54.9316,5.5371,-5.4960,-2.7480,0.009952,0.027346,0.084983,0.000017,10.000000,2,polynomial
0.0207,descent,0.2735,54.9316,5.5371,-5.4960,-2.7480,0.009952,0.027346,0.084973,0.000027,10.000000,2,polynomial
