Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,K_task_Nm,Param,Mode
0.0008,descent,0.2708,46.4941,7.3828,-4.1220,-28.8540,0.014536,0.015611,0.084992,0.000008,10.000000,0,polynomial
0.0018,descent,0.2708,46.4941,7.3828,-4.1220,-28.8540,0.014536,0.015611,0.084977,0.000023,10.000000,0,polynomial
0.0029,descent,0.2708,46.4941,7.3828,-4.1220,-28.8540,0.014536,0.015611,0.084979,0.000021,10.000000,0,polynomial
0.0040,descent,0.2708,46.4941,7.3828,-4.1220,-28.8540,0.014536,0.015611,0.084979,0.000021,10.000000,0,polynomial
0.0051,descent,0.2708,46.4941,7.2949,-4.1220,-28.8540,0.014567,0.015652,0.084981,0.000019,10.000000,0,polynomial
0.0063,descent,0.2708,46.4941,7.2949,-4.1220,-28.8540,0.014567,0.015652,0.084981,0.000019,10.000000,0,polynomial
0.0074,descent,0.2708,46.4941,7.2949,-4.1220,-28.8540,0.014567,0.015652,0.084985,0.000015,10.000000,0,polynomial
0.0085,descent,0.2708,46.4941,7.2070,-4.1220,-27.4800,0.014496,0.015599,0.084985,0.000015,10.000000,0,polynomial
0.0096,descent,0.2708,46.4941,7.2070,-4.1220,-27.4800,0.014496,0.015599,0.084993,0.000007,10.000000,0,polynomial
0.0108,descent,0.2708,46.4941,7.2070,-4.1220,-27.4800,0.014496,0.015599,0.084993,0.000007,10.000000,0,polynomial
0.0118,descent,0.2708,46.4941,7.1191,-2.7480,-27.4800,0.029280,0.015537,0.084992,0.000008,10.000000,0,polynomial
0.0130,descent,0.2708,46.4941,7.1191,-2.7480,-27.4800,0.029280,0.015537,0.085001,-0.000001,10.000000,0,polynomial
0.0142,descent,0.2708,46.4941,7.1191,-2.7480,-27.4800,0.029280,0.015537,0.085001,-0.000001,10.000000,0,polynomial
0.0155,descent,0.2708,46.4941,6.9434,-2.7480,-27.4800,0.029342,0.015617,0.084985,0.000015,10.000000,0,polynomial
0.0163,descent,0.2708,46.4941,6.9434,-2.7480,-27.4800,0.029342,0.015617,0.084985,0.000015,10.000000,0,polynomial
0.0174,descent,0.2708,46.4941,6.9434,-2.7480,-27.4800,0.029342,0.015617,0.084995,0.000005,10.000000,0,polynomial
0.0185,descent,0.2708,46.4941,6.8555,-2.7480,-27.4800,0.029373,0.015657,0.084995,0.000005,10.000000,0,polynomial
0.0196,descent,0.2708,46.4941,6.8555,-2.7480,-27.4800,0.029373,0.015657,0.084969,0.000031,10.000000,0,polynomial
