Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,K_task_Nm,Param,Mode
0.0007,descent,0.1357,51.3281,10.7227,-2.7480,-9.6180,0.025066,0.010943,0.085002,-0.000002,10.000000,0,polynomial
0.0017,descent,0.1357,51.3281,10.7227,-1.3740,-9.6180,0.114974,0.010841,0.085002,-0.000002,10.000000,0,polynomial
0.0029,descent,0.1357,51.3281,10.7227,-1.3740,-9.6180,0.114974,0.010841,0.085006,-0.000006,10.000000,0,polynomial
0.0040,descent,0.1357,51.3281,10.7227,-1.3740,-9.6180,0.114974,0.010841,0.085006,-0.000006,10.000000,0,polynomial
0.0050,descent,0.1357,51.3281,10.7227,-1.3740,-9.6180,0.114974,0.010841,0.084999,0.000001,10.000000,0,polynomial
0.0062,descent,0.1357,51.3281,10.6348,0.0000,-9.6180,0.209305,0.010781,0.084985,0.000015,10.000000,0,polynomial
0.0073,descent,0.1357,51.3281,10.6348,0.0000,-10.9920,0.209406,0.010874,0.084985,0.000015,10.000000,0,polynomial
0.0084,descent,0.1357,51.4160,10.6348,0.0000,-10.9920,0.209377,0.010842,0.084999,0.000001,10.000000,0,polynomial
0.0095,descent,0.1357,51.4160,10.6348,1.3740,-10.9920,0.114809,0.010741,0.084999,0.000001,10.000000,0,polynomial
0.0106,descent,0.1357,51.4160,10.6348,2.7480,-10.9920,0.024632,0.010639,0.084988,0.000012,10.000000,0,polynomial
0.0117,descent,0.1357,51.4160,10.5469,2.7480,-12.3660,0.024766,0.010773,0.084988,0.000012,10.000000,0,polynomial
0.0129,descent,0.1357,51.4160,10.5469,2.7480,-12.3660,0.024766,0.010773,0.084995,0.000005,10.000000,0,polynomial
0.0140,descent,0.1357,51.4160,10.5469,4.1220,-12.3660,0.009743,0.010672,0.084995,0.000005,10.000000,0,polynomial
0.0152,descent,0.1357,51.4160,10.5469,4.1220,-12.3660,0.009743,0.010672,0.084978,0.000022,10.000000,0,polynomial
0.0163,descent,0.1357,51.4160,10.5469,4.1220,-12.3660,0.009743,0.010672,0.084978,0.000022,10.000000,0,polynomial
0.0176,descent,0.1357,51.4160,10.4590,4.1220,-12.3660,0.009774,0.010713,0.084983,0.000017,10.000000,0,polynomial
0.0185,descent,0.1357,51.5039,10.4590,6.8700,-13.7400,0.008942,0.010571,0.084991,0.000009,10.000000,0,polynomial
0.0196,descent,0.1357,51.5039,10.4590,6.8700,-13.7400,0.008942,0.010571,0.084991,0.000009,10.000000,0,polynomial
0.0207,descent,0.1357,51.5918,10.4590,8.2440,-13.7400,0.008778,0.010438,0.084992,0.000008,10.000000,0,polynomial
0.0218,descent,0.1357,51.5918,10.4590,9.6180,-13.7400,0.008644,0.010337,0.084992,0.000008,10.000000,0,polynomial
0.0230,descent,0.1357,51.6797,10.3711,10.9920,-13.7400,0.008511,0.010245,0.084981,0.000019,10.000000,0,polynomial
0.0241,descent,0.1357,51.6797,10.3711,10.9920,-13.7400,0.008511,0.010245,0.084981,0.000019,10.000000,0,polynomial
0.0253,descent,0.1357,51.7676,10.3711,13.7400,-15.1140,0.008315,0.010103,0.084979,0.000021,10.000000,0,polynomial
0.0263,descent,0.1357,51.8555,10.2832,13.7400,-15.1140,0.008317,0.010113,0.084982,0.000018,10.000000,0,polynomial
0.0274,descent,0.1357,51.8555,10.2832,15.1140,-15.1140,0.008182,0.010011,0.084982,0.000018,10.000000,0,polynomial
0.0284,descent,0.1357,51.8555,10.2832,16.4880,-15.1140,0.008048,0.009910,0.084975,0.000025,10.000000,0,polynomial
0.0295,descent,0.1357,51.9434,10.2832,16.4880,-15.1140,0.008019,0.009878,0.084975,0.000025,10.000000,0,polynomial
0.0306,descent,0.1357,51.9434,10.1953,17.8620,-15.1140,0.007916,0.009818,0.084976,0.000024,10.000000,0,polynomial
0.0317,descent,0.1357,52.0312,10.1953,17.8620,-16.4880,0.007988,0.009879,0.084976,0.000024,10.000000,0,polynomial
0.0328,descent,0.1357,52.0312,10.1953,19.2360,-16.4880,0.007854,0.009777,0.084974,0.000026,10.000000,0,polynomial
0.0340,descent,0.1357,52.0312,10.1953,19.2360,-16.4880,0.007854,0.009777,0.084974,0.000026,10.000000,0,polynomial
0.0351,descent,0.1357,52.0312,10.1074,20.6100,-16.4880,0.007750,0.009717,0.084972,0.000028,10.000000,0,polynomial
