Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,K_d_Nmrad,Alpha
0.0007,descent,0.3034,29.5313,33.4863,107.1720,57.7080,0.032842,0.058177,0.084988,0.000012,0.327467,2.0
0.0018,descent,0.3034,29.7949,33.4863,112.6680,53.5860,0.032494,0.058352,0.084988,0.000012,0.327467,2.0
0.0029,descent,0.3034,29.8828,33.4863,114.0420,50.8380,0.032383,0.058465,0.084996,0.000004,0.327467,2.0
0.0040,descent,0.3034,30.0586,33.4863,116.7900,49.4640,0.032160,0.058526,0.084996,0.000004,0.327467,2.0
0.0051,descent,0.3034,30.1465,33.4863,118.1640,46.7160,0.032049,0.058639,0.085000,0.000000,0.327467,2.0
0.0062,descent,0.3034,30.2344,33.4863,119.5380,43.9680,0.031938,0.058752,0.084993,0.000007,0.327467,2.0
0.0074,descent,0.3034,30.3223,33.4863,120.9120,42.5940,0.031827,0.058810,0.084993,0.000007,0.327467,2.0
0.0085,descent,0.3034,30.4980,33.4863,120.9120,39.8460,0.031633,0.058926,0.084989,0.000011,0.327467,2.0
0.0096,descent,0.3034,30.5859,33.4863,122.2860,37.0980,0.031521,0.059039,0.084989,0.000011,0.327467,2.0
0.0107,descent,0.3034,30.6738,33.4863,122.2860,35.7240,0.031424,0.059097,0.084997,0.000003,0.327467,2.0
0.0119,descent,0.3034,30.8496,33.4863,122.2860,31.6020,0.031231,0.059268,0.084997,0.000003,0.327467,2.0
0.0129,descent,0.3034,31.0254,33.4863,123.6600,28.8540,0.031022,0.059384,0.084997,0.000003,0.327467,2.0
0.0140,descent,0.3034,31.1133,33.4863,123.6600,27.4800,0.030926,0.059443,0.084997,0.000003,0.327467,2.0
0.0151,descent,0.3034,31.2012,33.3984,122.2860,24.7320,0.030839,0.059927,0.084991,0.000009,0.327467,2.0
0.0163,descent,0.3034,31.2891,33.3984,122.2860,21.9840,0.030742,0.060040,0.084995,0.000005,0.327467,2.0
0.0174,descent,0.3034,31.3770,33.3984,122.2860,20.6100,0.030645,0.060098,0.084995,0.000005,0.327467,2.0
0.0185,descent,0.3034,31.4648,33.3984,120.9120,17.8620,0.030563,0.060211,0.084996,0.000004,0.327467,2.0
0.0196,descent,0.3034,31.5527,33.3984,120.9120,16.4880,0.030466,0.060269,0.084996,0.000004,0.327467,2.0
0.0207,descent,0.3034,31.6406,33.3984,119.5380,15.1140,0.030383,0.060327,0.084998,0.000002,0.327467,2.0
