Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad,Offset_mm
0.0006,descent,0.3707,25.4883,32.0801,-37.0980,-32.9760,0.005763,0.017407,0.089992,0.000008,0.1000,+5
0.0012,descent,0.3707,25.4004,31.9922,-37.0980,-32.9760,0.005787,0.017512,0.090007,-0.000007,0.1000,+5
0.0023,descent,0.3707,25.4004,31.9922,-35.7240,-32.9760,0.005773,0.017512,0.090007,-0.000007,0.1000,+5
0.0034,descent,0.3707,25.3125,31.9043,-37.0980,-32.9760,0.005811,0.017617,0.089986,0.000014,0.1000,+5
0.0049,descent,0.3707,25.3125,31.9043,-35.7240,-31.6020,0.005797,0.017563,0.089986,0.000014,0.1000,+5
0.0057,descent,0.3707,25.3125,31.8164,-35.7240,-31.6020,0.005793,0.017671,0.090004,-0.000004,0.1000,+5
0.0072,descent,0.3707,25.2246,31.8164,-35.7240,-31.6020,0.005821,0.017668,0.089989,0.000011,0.1000,+5
0.0080,descent,0.3707,25.1367,31.8164,-35.7240,-31.6020,0.005849,0.017664,0.089989,0.000011,0.1000,+5
0.0091,descent,0.3707,25.1367,31.7285,-35.7240,-31.6020,0.005846,0.017773,0.089985,0.000015,0.1000,+5
0.0102,descent,0.3707,24.9609,31.7285,-35.7240,-31.6020,0.005901,0.017766,0.089985,0.000015,0.1000,+5
0.0113,descent,0.3707,24.9609,31.6406,-35.7240,-31.6020,0.005898,0.017875,0.090003,-0.000003,0.1000,+5
0.0124,descent,0.3707,24.9609,31.6406,-35.7240,-31.6020,0.005898,0.017875,0.090003,-0.000003,0.1000,+5
0.0134,descent,0.3707,24.9609,31.6406,-34.3500,-30.2280,0.005883,0.017820,0.090004,-0.000004,0.1000,+5
0.0146,descent,0.3707,24.8730,31.5527,-34.3500,-31.6020,0.005908,0.017980,0.090004,-0.000004,0.1000,+5
0.0157,descent,0.3707,24.8730,31.5527,-34.3500,-30.2280,0.005908,0.017926,0.089975,0.000025,0.1000,+5
0.0168,descent,0.3707,24.8730,31.5527,-34.3500,-30.2280,0.005908,0.017926,0.089975,0.000025,0.1000,+5
0.0179,descent,0.3707,24.7852,31.4648,-34.3500,-30.2280,0.005932,0.018031,0.090000,0.000000,0.1000,+5
0.0191,descent,0.3707,24.6973,31.4648,-34.3500,-30.2280,0.005960,0.018027,0.089985,0.000015,0.1000,+5
0.0202,descent,0.3707,24.6973,31.4648,-34.3500,-28.8540,0.005960,0.017973,0.089985,0.000015,0.1000,+5
0.0214,descent,0.3707,24.6973,31.4648,-34.3500,-28.8540,0.005960,0.017973,0.089989,0.000011,0.1000,+5
0.0224,descent,0.4774,24.6973,31.4648,-34.3500,-28.8540,0.005960,0.017973,0.089989,0.000011,0.1000,+5
0.0234,descent,0.4774,24.6094,31.3770,-32.9760,-28.8540,0.005970,0.018078,0.089988,0.000012,0.1000,+5
0.0246,descent,0.4774,24.6094,31.3770,-32.9760,-28.8540,0.005970,0.018078,0.089988,0.000012,0.1000,+5
0.0257,descent,0.4774,24.5215,31.2891,-32.9760,-28.8540,0.005995,0.018184,0.089985,0.000015,0.1000,+5
0.0267,descent,0.4774,24.5215,31.2891,-32.9760,-27.4800,0.005995,0.018129,0.089985,0.000015,0.1000,+5
0.0278,descent,0.4774,24.4336,31.2012,-32.9760,-27.4800,0.006019,0.018235,0.089986,0.000014,0.1000,+5
0.0290,descent,0.4774,24.4336,31.2012,-32.9760,-27.4800,0.006019,0.018235,0.089986,0.000014,0.1000,+5
0.0301,descent,0.4774,24.4336,31.2012,-32.9760,-27.4800,0.006019,0.018235,0.089979,0.000021,0.1000,+5
0.0312,descent,0.4774,24.3457,31.2012,-32.9760,-27.4800,0.006047,0.018231,0.089978,0.000022,0.1000,+5
0.0323,descent,0.4774,24.3457,31.1133,-32.9760,-27.4800,0.006043,0.018340,0.089978,0.000022,0.1000,+5
0.0334,descent,0.4774,24.2578,31.1133,-32.9760,-27.4800,0.006071,0.018336,0.089978,0.000022,0.1000,+5
0.0346,descent,0.4774,24.2578,31.1133,-32.9760,-27.4800,0.006071,0.018336,0.089978,0.000022,0.1000,+5
0.0357,descent,0.4774,24.2578,31.0254,-31.6020,-27.4800,0.006054,0.018445,0.089974,0.000026,0.1000,+5
0.0369,descent,0.4774,24.1699,31.0254,-31.6020,-26.1060,0.006082,0.018387,0.089974,0.000026,0.1000,+5
0.0379,descent,0.4774,24.1699,30.9375,-31.6020,-26.1060,0.006078,0.018496,0.089965,0.000035,0.1000,+5
0.0390,descent,0.4774,24.1699,30.9375,-31.6020,-26.1060,0.006078,0.018496,0.089965,0.000035,0.1000,+5
0.0401,descent,0.4774,24.0820,30.9375,-31.6020,-26.1060,0.006106,0.018493,0.089973,0.000027,0.1000,+5
0.0412,descent,0.4774,24.0820,30.9375,-30.2280,-26.1060,0.006092,0.018493,0.089976,0.000024,0.1000,+5
0.0423,descent,0.4774,24.0820,30.9375,-30.2280,-26.1060,0.006092,0.018493,0.089976,0.000024,0.1000,+5
0.0434,descent,0.4774,24.0820,30.8496,-30.2280,-26.1060,0.006088,0.018602,0.089974,0.000026,0.1000,+5
