Time_s,Phase,Force_normal_N,Force_shear_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_displacement_m,Press_type,Angle_deg
0.0007,descent,1.6175,-0.6682,97.9102,31.7285,-2.7480,-21.9840,0.061031,0.026936,0.000016,vertical,0
0.0018,descent,1.6175,-0.6682,97.9102,31.7285,-1.3740,-21.9840,0.151049,0.026930,0.000010,vertical,0
0.0029,descent,1.6175,-0.6682,97.9102,31.7285,-1.3740,-20.6100,0.151044,0.026873,0.000010,vertical,0
0.0040,descent,1.6175,-0.6682,97.9102,31.7285,-1.3740,-20.6100,0.151044,0.026873,0.000006,vertical,0
0.0051,descent,1.6175,-0.6682,97.9102,31.6406,0.0000,-20.6100,0.245549,0.027020,0.000006,vertical,0
0.0063,descent,1.6175,-0.6682,97.9102,31.6406,0.0000,-20.6100,0.245549,0.027020,-0.000004,vertical,0
0.0074,descent,1.6175,-0.6682,97.9102,31.6406,0.0000,-20.6100,0.245549,0.027020,-0.000004,vertical,0
0.0085,descent,1.6175,-0.6682,97.9102,31.6406,0.0000,-20.6100,0.245549,0.027020,0.000012,vertical,0
0.0096,descent,1.6175,-0.6682,97.9102,31.6406,0.0000,-20.6100,0.245549,0.027020,0.000012,vertical,0
0.0107,descent,1.6175,-0.6682,97.9102,31.6406,0.0000,-19.2360,0.245544,0.026962,0.000002,vertical,0
0.0118,descent,1.6175,-0.6682,97.9102,31.6406,0.0000,-19.2360,0.245544,0.026962,0.000013,vertical,0
0.0129,descent,1.6175,-0.6682,97.9102,31.5527,0.0000,-17.8620,0.245634,0.027057,0.000013,vertical,0
0.0140,descent,1.6175,-0.6682,97.9102,31.5527,0.0000,-17.8620,0.245634,0.027057,0.000001,vertical,0
0.0151,descent,1.6175,-0.6682,97.9102,31.5527,0.0000,-17.8620,0.245634,0.027057,0.000001,vertical,0
0.0162,descent,1.6175,-0.6682,97.9980,31.5527,1.3740,-17.8620,0.151065,0.026957,0.000005,vertical,0
0.0173,descent,1.6175,-0.6682,97.9980,31.5527,1.3740,-17.8620,0.151065,0.026957,0.000005,vertical,0
0.0185,descent,1.6175,-0.6682,97.9980,31.5527,1.3740,-16.4880,0.151060,0.026899,0.000004,vertical,0
0.0196,descent,1.6175,-0.6682,98.0859,31.5527,2.7480,-16.4880,0.060882,0.026799,0.000004,vertical,0
0.0207,descent,1.6175,-0.6682,98.0859,31.5527,2.7480,-16.4880,0.060882,0.026799,0.000023,vertical,0
0.0218,descent,1.6175,-0.6682,98.1738,31.5527,4.1220,-15.1140,0.045853,0.026641,0.000024,vertical,0
0.0229,descent,1.6175,-0.6682,98.2617,31.5527,5.4960,-13.7400,0.045084,0.026483,0.000024,vertical,0
0.0240,descent,1.6175,-0.6682,98.3496,31.4648,6.8700,-13.7400,0.045037,0.026535,0.000022,vertical,0
0.0252,descent,1.6175,-0.6682,98.4375,31.4648,8.2440,-13.7400,0.044902,0.026435,0.000022,vertical,0
0.0263,descent,1.6175,-0.6682,98.5254,31.4648,8.2440,-13.7400,0.044791,0.026340,-0.000007,vertical,0
0.0274,descent,1.6175,-0.6682,98.5254,31.4648,10.9920,-13.7400,0.044744,0.026330,-0.000007,vertical,0
0.0285,descent,1.6175,-0.6682,98.6133,31.4648,12.3660,-13.7400,0.044609,0.026230,0.000014,vertical,0
0.0296,descent,1.6175,-0.6682,98.7012,31.4648,15.1140,-12.3660,0.044446,0.026069,0.000019,vertical,0
0.0307,descent,1.6175,-0.6682,98.7891,31.4648,17.8620,-12.3660,0.044289,0.025964,0.000019,vertical,0
0.0318,descent,1.6175,-0.6682,98.8770,31.4648,19.2360,-12.3660,0.044155,0.025866,0.000014,vertical,0
0.0330,descent,1.6175,-0.6682,98.9648,31.4648,23.3580,-10.9920,0.043969,0.025700,0.000014,vertical,0
0.0341,descent,1.6175,-0.6682,99.0527,31.4648,24.7320,-9.6180,0.043831,0.025544,0.000021,vertical,0
0.0351,descent,1.6175,-0.6682,99.0527,31.4648,26.1060,-9.6180,0.043807,0.025539,0.000021,vertical,0
0.0363,descent,1.6175,-0.6682,99.1406,31.4648,28.8540,-9.6180,0.043651,0.025436,0.000021,vertical,0
0.0373,descent,1.6175,-0.6682,99.1406,31.4648,30.2280,-8.2440,0.043622,0.025373,0.000021,vertical,0
0.0385,descent,1.6175,-0.6682,99.2285,31.4648,31.6020,-8.2440,0.043490,0.025276,0.000023,vertical,0
0.0396,descent,1.6175,-0.6682,99.2285,31.4648,32.9760,-8.2440,0.043466,0.025271,0.000023,vertical,0
0.0407,descent,1.6175,-0.6682,99.2285,31.4648,34.3500,-6.8700,0.043437,0.025208,0.000029,vertical,0
0.0423,descent,1.6175,-0.6682,99.2285,31.4648,35.7240,-6.8700,0.043414,0.025203,0.000037,vertical,0
0.0429,descent,1.6175,-0.6682,99.3164,31.4648,37.0980,-6.8700,0.043281,0.025106,0.000037,vertical,0
0.0440,descent,1.6175,-0.6682,99.3164,31.4648,38.4720,-6.8700,0.043258,0.025101,0.000040,vertical,0
0.0451,descent,1.6175,-0.6682,99.3164,31.4648,39.8460,-5.4960,0.043229,0.025046,0.000040,vertical,0
0.0463,descent,1.6175,-0.6682,99.3164,31.4648,41.2200,-5.4960,0.043206,0.025040,0.000046,vertical,0
0.0473,descent,1.6175,-0.6682,99.3164,31.4648,41.2200,-4.1220,0.043201,0.025612,0.000046,vertical,0
0.0486,descent,1.6175,-0.6682,99.3164,31.4648,41.2200,-4.1220,0.043201,0.025612,0.000036,vertical,0
0.0496,descent,1.6175,-0.6682,99.3164,31.4648,41.2200,-4.1220,0.043201,0.025612,0.000055,vertical,0
0.0507,descent,1.6175,-0.6682,99.2285,31.4648,41.2200,-4.1220,0.043309,0.025704,0.000055,vertical,0
0.0518,descent,1.6175,-0.6682,99.2285,31.4648,39.8460,-2.7480,0.043328,0.040540,0.000056,vertical,0
0.0529,descent,1.6175,-0.6682,99.2285,31.4648,38.4720,-2.7480,0.043351,0.040545,0.000056,vertical,0
0.0540,descent,1.6175,-0.6682,99.2285,31.4648,37.0980,-2.7480,0.043375,0.040551,0.000051,vertical,0
0.0551,descent,1.6175,-0.6682,99.2285,31.4648,37.0980,-2.7480,0.043375,0.040551,0.000051,vertical,0
0.0563,descent,1.6175,-0.6682,99.2285,31.4648,35.7240,-2.7480,0.043398,0.040556,0.000052,vertical,0
0.0573,descent,1.6484,-0.6549,99.2285,31.4648,34.3500,-1.3740,0.043417,0.130546,0.000052,vertical,0
0.0585,descent,1.6484,-0.6549,99.2285,31.4648,32.9760,-1.3740,0.043440,0.130551,0.000059,vertical,0
0.0596,descent,1.6484,-0.6549,99.2285,31.4648,32.9760,-1.3740,0.043440,0.130551,0.000059,vertical,0
0.0607,descent,1.6484,-0.6549,99.1406,31.4648,30.2280,-1.3740,0.043597,0.130654,0.000058,vertical,0
0.0618,descent,1.6484,-0.6549,99.1406,31.4648,26.1060,0.0000,0.043662,0.225045,0.000067,vertical,0
0.0629,descent,1.6484,-0.6549,99.0527,31.4648,20.6100,0.0000,0.043866,0.225159,0.000067,vertical,0
0.0640,descent,1.6484,-0.6549,99.0527,31.4648,19.2360,0.0000,0.043890,0.225164,0.000064,vertical,0
