Time_s,Phase,Force_normal_N,Force_shear_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_displacement_m,Press_type,Angle_deg
0.0007,descent,1.6300,-0.6189,96.9434,34.2773,-20.6100,-8.2440,0.044278,0.023101,-0.000010,vertical,0
0.0018,descent,1.6300,-0.6189,96.9434,34.2773,-20.6100,-8.2440,0.044278,0.023101,-0.000010,vertical,0
0.0029,descent,1.6300,-0.6189,96.9434,34.2773,-20.6100,-8.2440,0.044278,0.023101,-0.000005,vertical,0
0.0041,descent,1.6300,-0.6189,96.8555,34.2773,-21.9840,-6.8700,0.044405,0.023140,-0.000005,vertical,0
0.0052,descent,1.6300,-0.6189,96.8555,34.1895,-21.9840,-6.8700,0.044496,0.023288,-0.000005,vertical,0
0.0063,descent,1.6300,-0.6189,96.8555,34.1895,-21.9840,-5.4960,0.044491,0.023238,-0.000005,vertical,0
0.0074,descent,1.6300,-0.6189,96.7676,34.1895,-21.9840,-5.4960,0.044600,0.023329,0.000002,vertical,0
0.0085,descent,1.6300,-0.6189,96.7676,34.1895,-21.9840,-5.4960,0.044600,0.023329,0.000002,vertical,0
0.0096,descent,1.6300,-0.6189,96.7676,34.1895,-21.9840,-4.1220,0.044596,0.023901,0.000013,vertical,0
0.0107,descent,1.6300,-0.6189,96.7676,34.1895,-21.9840,-4.1220,0.044596,0.023901,-0.000001,vertical,0
0.0118,descent,1.6300,-0.6189,96.6797,34.1895,-21.9840,-4.1220,0.044705,0.023992,-0.000001,vertical,0
0.0137,descent,1.6300,-0.6189,96.6797,34.1895,-21.9840,-4.1220,0.044705,0.023992,0.000011,vertical,0
0.0142,descent,1.6300,-0.6189,96.6797,34.1895,-21.9840,-4.1220,0.044705,0.023992,0.000011,vertical,0
0.0152,descent,1.6300,-0.6189,96.6797,34.1895,-20.6100,-2.7480,0.044677,0.038819,0.000023,vertical,0
0.0163,descent,1.6300,-0.6189,96.5918,34.1895,-20.6100,-2.7480,0.044786,0.038911,0.000023,vertical,0
0.0174,descent,1.6300,-0.6189,96.5918,34.1895,-20.6100,-2.7480,0.044786,0.038911,0.000008,vertical,0
0.0185,descent,1.6300,-0.6189,96.5039,34.1895,-20.6100,-2.7480,0.044895,0.039002,0.000008,vertical,0
0.0196,descent,1.6300,-0.6189,96.5039,34.1895,-20.6100,-2.7480,0.044895,0.039002,-0.000005,vertical,0
0.0207,descent,1.6300,-0.6189,96.5039,34.1895,-20.6100,-2.7480,0.044895,0.039002,0.000004,vertical,0
0.0218,descent,1.6300,-0.6189,96.5039,34.1895,-20.6100,-2.7480,0.044895,0.039002,0.000004,vertical,0
0.0229,descent,1.6300,-0.6189,96.4160,34.1895,-20.6100,-2.7480,0.045005,0.039094,0.000014,vertical,0
0.0241,descent,1.6300,-0.6189,96.4160,34.1016,-20.6100,-2.7480,0.045097,0.039243,0.000014,vertical,0
0.0252,descent,1.6300,-0.6189,96.3281,34.1016,-21.9840,-2.7480,0.045230,0.039340,0.000013,vertical,0
0.0263,descent,1.6300,-0.6189,96.3281,34.1016,-21.9840,-4.1220,0.045235,0.024508,0.000013,vertical,0
0.0274,descent,1.6300,-0.6189,96.3281,34.1016,-21.9840,-4.1220,0.045235,0.024508,0.000016,vertical,0
0.0285,descent,1.6300,-0.6189,96.3281,34.1016,-21.9840,-4.1220,0.045235,0.024508,0.000016,vertical,0
0.0298,descent,1.6069,-0.6261,96.3281,34.1016,-21.9840,-4.1220,0.045235,0.024508,0.000021,vertical,0
0.0312,descent,1.6069,-0.6261,96.2402,34.1016,-21.9840,-4.1220,0.045345,0.024601,0.000012,vertical,0
0.0319,descent,1.6069,-0.6261,96.2402,34.1016,-21.9840,-4.1220,0.045345,0.024601,0.000012,vertical,0
0.0330,descent,1.6069,-0.6261,96.2402,34.1016,-21.9840,-4.1220,0.045345,0.024601,0.000020,vertical,0
0.0341,descent,1.6069,-0.6261,96.1523,34.1016,-21.9840,-4.1220,0.045456,0.024693,0.000020,vertical,0
0.0351,descent,1.6069,-0.6261,96.1523,34.1016,-21.9840,-4.1220,0.045456,0.024693,0.000015,vertical,0
0.0363,descent,1.6069,-0.6261,96.1523,34.1016,-21.9840,-4.1220,0.045456,0.024693,0.000015,vertical,0
0.0374,descent,1.6069,-0.6261,96.1523,34.0137,-21.9840,-4.1220,0.045548,0.024844,0.000027,vertical,0
