Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad
0.0007,descent,1.1547,52.4707,42.7148,31.6020,-1.3740,0.022928,0.150035,0.085008,-0.000008,0.6000
0.0018,descent,1.1547,52.3828,42.7148,26.1060,-1.3740,0.023164,0.150031,0.084994,0.000006,0.6000
0.0029,descent,1.1547,52.3828,42.8027,23.3580,-1.3740,0.023198,0.149344,0.084994,0.000006,0.6000
0.0040,descent,1.1547,52.3828,42.8027,21.9840,-1.3740,0.023212,0.149344,0.084986,0.000014,0.6000
0.0051,descent,1.1547,52.3828,42.8027,19.2360,0.0000,0.023241,0.243723,0.084986,0.000014,0.6000
0.0063,descent,1.1547,52.2949,42.8027,16.4880,0.0000,0.023448,0.243718,0.084996,0.000004,0.6000
0.0074,descent,1.1547,52.2949,42.8027,15.1140,0.0000,0.023462,0.243718,0.084987,0.000013,0.6000
0.0085,descent,1.1547,52.2949,42.8027,12.3660,0.0000,0.023491,0.243718,0.084987,0.000013,0.6000
0.0096,descent,1.1547,52.2949,42.8027,10.9920,0.0000,0.023505,0.243718,0.084998,0.000002,0.6000
0.0107,descent,1.1547,52.2949,42.8027,9.6180,0.0000,0.023520,0.243718,0.084998,0.000002,0.6000
0.0118,descent,1.1547,52.2949,42.8027,6.8700,0.0000,0.023548,0.243718,0.085010,-0.000010,0.6000
0.0132,descent,1.1547,52.2949,42.8027,6.8700,0.0000,0.023548,0.243718,0.085010,-0.000010,0.6000
0.0141,descent,1.1547,52.2070,42.8906,2.7480,1.3740,0.039299,0.148539,0.084973,0.000027,0.6000
0.0152,descent,1.1547,52.2070,42.8906,1.3740,1.3740,0.129356,0.148539,0.084973,0.000027,0.6000
0.0163,descent,1.1547,52.2070,42.9785,0.0000,2.7480,0.223808,0.057756,0.084992,0.000008,0.6000
0.0174,descent,1.1547,52.2070,42.9785,-1.3740,2.7480,0.129389,0.057756,0.084992,0.000008,0.6000
0.0185,descent,1.1547,52.1191,43.0664,-2.7480,4.1220,0.039545,0.042121,0.084992,0.000008,0.6000
0.0196,descent,1.1547,52.1191,43.1543,-4.1220,5.4960,0.024676,0.040751,0.085002,-0.000002,0.6000
0.0207,descent,1.1547,52.1191,43.2422,-4.1220,6.8700,0.024680,0.040003,0.085002,-0.000002,0.6000
0.0218,descent,1.1547,52.0312,43.3301,-6.8700,9.6180,0.024257,0.039203,0.084980,0.000020,0.6000
0.0229,descent,1.1547,52.0312,43.4180,-8.2440,10.9920,0.024276,0.038462,0.084980,0.000020,0.6000
0.0240,descent,1.1547,52.0312,43.5937,-8.2440,13.7400,0.024285,0.036979,0.084993,0.000007,0.6000
0.0251,descent,1.1547,52.0312,43.6816,-9.6180,15.1140,0.024304,0.036238,0.084993,0.000007,0.6000
0.0263,descent,1.1547,52.0312,43.7695,-9.6180,17.8620,0.024309,0.035442,0.084979,0.000021,0.6000
0.0274,descent,1.1547,51.9434,43.8574,-10.9920,20.6100,0.024507,0.034642,0.084990,0.000010,0.6000
0.0285,descent,1.1547,51.9434,43.9453,-10.9920,23.3580,0.024511,0.033846,0.084990,0.000010,0.6000
0.0301,descent,1.1547,51.9434,44.0332,-12.3660,26.1060,0.024530,0.033051,0.084984,0.000016,0.6000
0.0307,descent,1.1547,51.9434,44.1211,-12.3660,27.4800,0.024535,0.032310,0.084984,0.000016,0.6000
0.0319,descent,1.1547,51.9434,44.3848,-12.3660,34.3500,0.024549,0.029977,0.084974,0.000026,0.6000
0.0330,descent,1.1547,51.9434,44.4727,-13.7400,37.0980,0.024569,0.029182,0.084974,0.000026,0.6000
0.0341,descent,1.1547,51.9434,44.5605,-13.7400,39.8460,0.024573,0.028386,0.084975,0.000025,0.6000
0.0352,descent,1.1547,51.9434,44.6484,-13.7400,42.5940,0.024578,0.027591,0.084975,0.000025,0.6000
0.0363,descent,1.1547,51.9434,44.7363,-13.7400,45.3420,0.024583,0.026795,0.084979,0.000021,0.6000
0.0374,descent,1.1547,51.9434,44.8242,-13.7400,48.0900,0.024588,0.026000,0.084995,0.000005,0.6000
0.0385,descent,1.1547,51.8555,44.8242,-13.7400,50.8380,0.024766,0.025886,0.084995,0.000005,0.6000
0.0396,descent,1.1547,51.9434,44.9121,-12.3660,53.5860,0.024578,0.025095,0.084968,0.000032,0.6000
0.0407,descent,1.1547,51.9434,45.0000,-12.3660,54.9600,0.024583,0.024354,0.084968,0.000032,0.6000
0.0418,descent,1.1547,51.8555,45.1758,-12.3660,60.4560,0.024771,0.022758,0.084977,0.000023,0.6000
0.0430,descent,1.1547,51.8555,45.1758,-12.3660,63.2040,0.024771,0.022650,0.084977,0.000023,0.6000
0.0441,descent,1.1547,51.8555,45.2637,-12.3660,64.5780,0.024776,0.021909,0.084978,0.000022,0.6000
0.0452,descent,1.1547,51.8555,45.2637,-12.3660,67.3260,0.024776,0.021800,0.084978,0.000022,0.6000
0.0464,descent,1.1547,51.8555,45.3516,-12.3660,68.7000,0.024781,0.021059,0.084957,0.000043,0.6000
0.0475,descent,1.1547,51.8555,45.3516,-12.3660,70.0740,0.024781,0.021004,0.084968,0.000032,0.6000
0.0485,descent,1.1547,51.8555,45.4395,-10.9920,71.4480,0.024771,0.020263,0.084968,0.000032,0.6000
0.0496,descent,1.1547,51.8555,45.4395,-10.9920,71.4480,0.024771,0.020263,0.084949,0.000051,0.6000
0.0507,descent,1.1547,51.8555,45.4395,-10.9920,72.8220,0.024771,0.020209,0.084949,0.000051,0.6000
0.0519,descent,1.1547,51.8555,45.5273,-9.6180,72.8220,0.024762,0.019522,0.084958,0.000042,0.6000
0.0530,descent,1.1547,51.8555,45.5273,-9.6180,72.8220,0.024762,0.019522,0.084958,0.000042,0.6000
0.0541,descent,1.1547,51.8555,45.5273,-8.2440,71.4480,0.024747,0.019576,0.084956,0.000044,0.6000
0.0552,descent,1.1547,51.8555,45.5273,-8.2440,71.4480,0.024747,0.019576,0.084956,0.000044,0.6000
0.0563,descent,1.1547,51.8555,45.5273,-6.8700,70.0740,0.024733,0.019631,0.084952,0.000048,0.6000
0.0574,descent,1.1547,51.7676,45.5273,-6.8700,68.7000,0.024912,0.019680,0.084950,0.000050,0.6000
0.0585,descent,1.1547,51.7676,45.5273,-6.8700,65.9520,0.024912,0.019789,0.084950,0.000050,0.6000
0.0596,descent,1.1547,51.7676,45.5273,-6.8700,64.5780,0.024912,0.019844,0.084938,0.000062,0.6000
0.0607,descent,1.1547,51.7676,45.5273,-6.8700,61.8300,0.024912,0.019953,0.084938,0.000062,0.6000
