Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad
0.0007,descent,1.2581,51.5039,45.2637,-35.7240,49.4640,0.025735,0.022488,0.084991,0.000009,0.6000
0.0018,descent,1.2581,51.4160,45.3516,-35.7240,52.2120,0.025918,0.021688,0.085012,-0.000012,0.6000
0.0029,descent,1.2581,51.4160,45.3516,-35.7240,53.5860,0.025918,0.021633,0.085012,-0.000012,0.6000
0.0040,descent,1.2581,51.3281,45.4395,-37.0980,56.3340,0.026116,0.020833,0.085004,-0.000004,0.6000
0.0051,descent,1.2581,51.2402,45.5273,-37.0980,59.0820,0.026300,0.020033,0.085004,-0.000004,0.6000
0.0062,descent,1.2581,51.2402,45.5273,-37.0980,60.4560,0.026300,0.019978,0.085006,-0.000006,0.6000
0.0074,descent,1.2581,51.1523,45.6152,-38.4720,64.5780,0.026498,0.019124,0.085006,-0.000006,0.6000
0.0085,descent,1.2581,51.0645,45.6152,-38.4720,64.5780,0.026677,0.019119,0.084977,0.000023,0.6000
0.0095,descent,1.2581,51.0645,45.7031,-38.4720,67.3260,0.026682,0.018323,0.084995,0.000005,0.6000
0.0107,descent,1.2581,50.9766,45.7031,-39.8460,67.3260,0.026875,0.018319,0.084995,0.000005,0.6000
0.0118,descent,1.2581,50.9766,45.7031,-39.8460,68.7000,0.026875,0.018264,0.084995,0.000005,0.6000
0.0129,descent,1.2581,50.8887,45.7031,-39.8460,68.7000,0.027054,0.018259,0.084995,0.000005,0.6000
0.0140,descent,1.2581,50.8887,45.7031,-39.8460,68.7000,0.027054,0.018259,0.084993,0.000007,0.6000
0.0151,descent,1.2581,50.8008,45.7031,-41.2200,68.7000,0.027247,0.018255,0.084993,0.000007,0.6000
0.0162,descent,1.2581,50.7129,45.7031,-41.2200,67.3260,0.027426,0.018304,0.085000,-0.000000,0.6000
0.0174,descent,1.2581,50.6250,45.7031,-42.5940,64.5780,0.027619,0.018408,0.085000,-0.000000,0.6000
0.0185,descent,1.2581,50.6250,45.7031,-42.5940,63.2040,0.027619,0.018463,0.084986,0.000014,0.6000
0.0195,descent,1.2581,50.5371,45.7031,-42.5940,60.4560,0.027798,0.018567,0.084989,0.000011,0.6000
0.0207,descent,1.2581,50.4492,45.7031,-43.9680,59.0820,0.027991,0.018617,0.084989,0.000011,0.6000
0.0218,descent,1.2581,50.4492,45.7031,-43.9680,56.3340,0.027991,0.018725,0.084997,0.000003,0.6000
0.0229,descent,1.2581,50.3613,45.7031,-45.3420,54.9600,0.028185,0.018775,0.084997,0.000003,0.6000
0.0240,descent,1.2581,50.3613,45.7031,-45.3420,52.2120,0.028185,0.018884,0.084985,0.000015,0.6000
0.0251,descent,1.2581,50.2734,45.7031,-45.3420,49.4640,0.028364,0.018988,0.084985,0.000015,0.6000
0.0262,descent,1.2581,50.2734,45.7031,-45.3420,48.0900,0.028364,0.019042,0.084987,0.000013,0.6000
0.0274,descent,1.2581,50.1855,45.6152,-45.3420,42.5940,0.028538,0.019942,0.084987,0.000013,0.6000
0.0285,descent,1.2581,50.0977,45.6152,-46.7160,38.4720,0.028731,0.020101,0.084980,0.000020,0.6000
0.0296,descent,1.2581,50.0977,45.6152,-46.7160,35.7240,0.028731,0.020209,0.084987,0.000013,0.6000
0.0307,descent,1.2581,50.0098,45.5273,-46.7160,31.6020,0.028905,0.021055,0.084987,0.000013,0.6000
0.0318,descent,1.2581,49.9219,45.5273,-46.7160,28.8540,0.029084,0.021159,0.084987,0.000013,0.6000
0.0329,descent,1.2581,49.8340,45.5273,-48.0900,26.1060,0.029278,0.021263,0.084987,0.000013,0.6000
0.0340,descent,1.2581,49.8340,45.4395,-48.0900,23.3580,0.029273,0.022058,0.084985,0.000015,0.6000
0.0351,descent,1.2581,49.8340,45.4395,-48.0900,20.6100,0.029273,0.022167,0.084985,0.000015,0.6000
0.0362,descent,1.2581,49.7461,45.4395,-48.0900,16.4880,0.029452,0.022326,0.084984,0.000016,0.6000
0.0374,descent,1.2581,49.6582,45.3516,-48.0900,10.9920,0.029626,0.023225,0.084984,0.000016,0.6000
0.0385,descent,1.2581,49.5703,45.2637,-48.0900,8.2440,0.029800,0.024016,0.084964,0.000036,0.6000
0.0395,descent,1.2581,49.5703,45.2637,-48.0900,5.4960,0.029800,0.024132,0.084971,0.000029,0.6000
0.0407,descent,1.2581,49.4824,45.2637,-48.0900,2.7480,0.029979,0.039754,0.084971,0.000029,0.6000
