Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad
0.0007,descent,1.2879,51.7676,39.3750,-46.7160,-42.5940,0.024999,0.072166,0.084997,0.000003,0.6000
0.0015,descent,1.2879,51.5918,39.4629,-48.0900,-32.9760,0.025376,0.071089,0.084991,0.000009,0.6000
0.0027,descent,1.2879,51.5039,39.4629,-49.4640,-30.2280,0.025569,0.070976,0.084991,0.000009,0.6000
0.0038,descent,1.2879,51.5039,39.4629,-49.4640,-27.4800,0.025569,0.070867,0.084984,0.000016,0.6000
0.0049,descent,1.2879,51.4160,39.5508,-49.4640,-24.7320,0.025753,0.070066,0.084984,0.000016,0.6000
0.0060,descent,1.2879,51.3281,39.5508,-49.4640,-21.9840,0.025932,0.069953,0.084991,0.000009,0.6000
0.0071,descent,1.2879,51.2402,39.5508,-50.8380,-20.6100,0.026125,0.069894,0.084991,0.000009,0.6000
0.0082,descent,1.2879,51.1523,39.5508,-50.8380,-20.6100,0.026304,0.069889,0.085000,-0.000000,0.6000
0.0094,descent,1.2879,51.1523,39.6387,-52.2120,-15.1140,0.026323,0.068985,0.084989,0.000011,0.6000
0.0108,descent,1.2879,51.1523,39.7266,-52.2120,-12.3660,0.026328,0.068189,0.084989,0.000011,0.6000
0.0115,descent,1.2879,50.9766,39.7266,-52.2120,-8.2440,0.026686,0.068016,0.084992,0.000008,0.6000
0.0127,descent,1.2879,50.8887,39.8145,-53.5860,-5.4960,0.026884,0.067223,0.084992,0.000008,0.6000
0.0147,descent,1.2879,50.8008,39.8145,-53.5860,-4.1220,0.027063,0.067793,0.084997,0.000003,0.6000
0.0149,descent,1.2879,50.8008,39.8145,-53.5860,-4.1220,0.027063,0.067793,0.084997,0.000003,0.6000
0.0160,descent,1.2879,50.7129,39.8145,-54.9600,-1.3740,0.027256,0.172610,0.084991,0.000009,0.6000
0.0171,descent,1.2879,50.6250,39.9023,-54.9600,1.3740,0.027440,0.171809,0.084991,0.000009,0.6000
0.0184,descent,1.2879,50.5371,39.9023,-56.3340,2.7480,0.027633,0.081708,0.084978,0.000022,0.6000
0.0194,descent,1.2879,50.4492,39.9902,-56.3340,6.8700,0.027816,0.065329,0.084974,0.000026,0.6000
0.0205,descent,1.2879,50.3613,40.0781,-57.7080,10.9920,0.028014,0.064474,0.084974,0.000026,0.6000
0.0216,descent,1.2879,50.2734,40.0781,-57.7080,10.9920,0.028193,0.064470,0.084995,0.000005,0.6000
0.0227,descent,1.2879,50.2734,40.1660,-59.0820,15.1140,0.028212,0.063619,0.084995,0.000005,0.6000
0.0238,descent,1.2879,50.1855,40.1660,-59.0820,15.1140,0.028391,0.063615,0.084986,0.000014,0.6000
0.0249,descent,1.2879,50.0977,40.2539,-59.0820,16.4880,0.028575,0.062869,0.084986,0.000014,0.6000
0.0260,descent,1.2879,50.0098,40.2539,-60.4560,19.2360,0.028768,0.062755,0.084986,0.000014,0.6000
0.0271,descent,1.2879,50.0098,40.3418,-60.4560,20.6100,0.028773,0.062014,0.084986,0.000014,0.6000
0.0282,descent,1.2879,49.9219,40.4297,-60.4560,21.9840,0.028957,0.061268,0.084976,0.000024,0.6000
0.0294,descent,1.2879,49.8340,40.4297,-60.4560,23.3580,0.029136,0.061209,0.084977,0.000023,0.6000
0.0305,descent,1.2879,49.7461,40.6055,-60.4560,27.4800,0.029324,0.059667,0.084977,0.000023,0.6000
0.0316,descent,1.2879,49.7461,40.6055,-60.4560,27.4800,0.029324,0.059667,0.084984,0.000016,0.6000
0.0330,descent,1.2879,49.6582,40.6055,-60.4560,28.8540,0.029503,0.059608,0.084984,0.000016,0.6000
0.0340,descent,1.2879,49.6582,40.6055,-60.4560,28.8540,0.029503,0.059608,0.084977,0.000023,0.6000
0.0350,descent,1.3183,49.5703,40.7812,-61.8300,32.9760,0.029706,0.058066,0.084977,0.000023,0.6000
0.0361,descent,1.3183,49.3945,40.8691,-61.8300,35.7240,0.030068,0.057261,0.084975,0.000025,0.6000
0.0372,descent,1.3183,49.3066,40.8691,-63.2040,35.7240,0.030262,0.057257,0.084975,0.000025,0.6000
0.0383,descent,1.3183,49.3066,40.9570,-63.2040,38.4720,0.030266,0.056461,0.084965,0.000035,0.6000
0.0394,descent,1.3183,49.2188,41.0449,-63.2040,38.4720,0.030450,0.055769,0.084957,0.000043,0.6000
0.0405,descent,1.3183,49.0430,41.1328,-63.2040,42.5940,0.030813,0.054910,0.084957,0.000043,0.6000
0.0416,descent,1.3183,48.9551,41.2207,-63.2040,42.5940,0.030996,0.054218,0.084954,0.000046,0.6000
0.0427,descent,1.3183,48.9551,41.2207,-64.5780,42.5940,0.031011,0.054218,0.084954,0.000046,0.6000
0.0438,descent,1.3183,48.8672,41.3086,-64.5780,43.9680,0.031194,0.053472,0.084962,0.000038,0.6000
0.0449,descent,1.3183,48.7793,41.3965,-64.5780,45.3420,0.031378,0.052726,0.084962,0.000038,0.6000
0.0460,descent,1.3183,48.6914,41.3965,-64.5780,46.7160,0.031557,0.052667,0.084965,0.000035,0.6000
0.0471,descent,1.3183,48.6035,41.4844,-64.5780,46.7160,0.031741,0.051976,0.084965,0.000035,0.6000
0.0482,descent,1.3183,48.6035,41.5723,-64.5780,48.0900,0.031745,0.051234,0.084955,0.000045,0.6000
0.0493,descent,1.3183,48.5156,41.5723,-64.5780,49.4640,0.031924,0.051175,0.084950,0.000050,0.6000
0.0505,descent,1.3183,48.4277,41.6602,-64.5780,50.8380,0.032108,0.050429,0.084950,0.000050,0.6000
0.0516,descent,1.3183,48.3398,41.7480,-64.5780,50.8380,0.032292,0.049738,0.084947,0.000053,0.6000
0.0527,descent,1.3183,48.2520,41.8359,-64.5780,52.2120,0.032476,0.048992,0.084947,0.000053,0.6000
0.0538,descent,1.3183,48.1641,41.8359,-64.5780,52.2120,0.032655,0.048987,0.084954,0.000046,0.6000
0.0549,descent,1.3183,48.0762,41.9238,-64.5780,53.5860,0.032838,0.048241,0.084954,0.000046,0.6000
0.0560,descent,1.3183,48.0762,41.9238,-64.5780,53.5860,0.032838,0.048241,0.084948,0.000052,0.6000
0.0571,descent,1.3183,47.9883,42.0117,-64.5780,53.5860,0.033022,0.047550,0.084948,0.000052,0.6000
0.0582,descent,1.3183,47.9004,42.0117,-64.5780,53.5860,0.033201,0.047545,0.084940,0.000060,0.6000
0.0593,descent,1.3183,47.9004,42.0996,-64.5780,53.5860,0.033206,0.046858,0.084935,0.000065,0.6000
0.0604,descent,1.3183,47.7246,42.0996,-64.5780,54.9600,0.033564,0.046795,0.084935,0.000065,0.6000
0.0616,descent,1.3183,47.6367,42.0996,-65.9520,53.5860,0.033757,0.046844,0.084957,0.000043,0.6000
0.0627,descent,1.3183,47.6367,42.1875,-65.9520,53.5860,0.033762,0.046157,0.084957,0.000043,0.6000
0.0638,descent,1.3183,47.5488,42.1875,-65.9520,53.5860,0.033941,0.046153,0.084929,0.000071,0.6000
0.0649,descent,1.3183,47.4609,42.2754,-65.9520,53.5860,0.034125,0.045461,0.084929,0.000071,0.6000
0.0660,descent,1.3183,47.3730,42.2754,-65.9520,53.5860,0.034304,0.045457,0.084934,0.000066,0.6000
0.0671,descent,1.3183,47.3730,42.3633,-65.9520,53.5860,0.034309,0.044770,0.084934,0.000066,0.6000
0.0682,descent,1.3183,47.2852,42.3633,-65.9520,52.2120,0.034488,0.044819,0.084915,0.000085,0.6000
0.0693,descent,1.3183,47.2852,42.3633,-64.5780,52.2120,0.034473,0.044819,0.084917,0.000083,0.6000
