Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,CartStrength_N_per_m,Sigma_m,Strength
0.0008,descent,0.7429,45.2637,44.3848,0.0000,34.3500,0.230385,0.019734,0.085000,0.000000,0.0000,0.0100,0
0.0019,descent,0.7429,45.2637,44.4727,0.0000,37.0980,0.230390,0.018728,0.084993,0.000007,0.0000,0.0100,0
0.0030,descent,0.7429,45.3516,44.6484,1.3740,43.9680,0.135759,0.016502,0.084993,0.000007,0.0000,0.0100,0
0.0041,descent,0.7429,45.3516,44.7363,1.3740,46.7160,0.135763,0.015495,0.085010,-0.000010,0.0000,0.0100,0
0.0052,descent,0.7429,45.4395,44.8242,2.7480,49.4640,0.045519,0.014494,0.085010,-0.000010,0.0000,0.0100,0
0.0063,descent,0.7429,45.4395,44.9121,2.7480,52.2120,0.045524,0.013487,0.084996,0.000004,0.0000,0.0100,0
0.0074,descent,0.7429,45.5273,45.0000,4.1220,54.9600,0.030434,0.012485,0.084996,0.000004,0.0000,0.0100,0
0.0085,descent,0.7429,45.6152,45.0879,5.4960,57.7080,0.029603,0.011483,0.085005,-0.000005,0.0000,0.0100,0
0.0096,descent,0.7429,45.7031,45.1758,6.8700,60.4560,0.029394,0.010482,0.085005,-0.000005,0.0000,0.0100,0
0.0107,descent,0.7429,45.7031,45.1758,6.8700,63.2040,0.029394,0.010046,0.084990,0.000010,0.0000,0.0100,0
0.0120,descent,0.7429,45.7910,45.2637,9.6180,65.9520,0.029135,0.009044,0.084993,0.000007,0.0000,0.0100,0
0.0131,descent,0.7429,45.9668,45.3516,10.9920,68.7000,0.028785,0.008047,0.084993,0.000007,0.0000,0.0100,0
0.0143,descent,0.7429,46.1426,45.3516,13.7400,70.0740,0.028372,0.007838,0.084988,0.000012,0.0000,0.0100,0
0.0152,descent,0.7429,46.2305,45.5273,15.1140,74.1960,0.028175,0.006048,0.084988,0.000012,0.0000,0.0100,0
0.0163,descent,0.7429,46.4941,45.6152,20.6100,76.9440,0.027504,0.005055,0.084992,0.000008,0.0000,0.0100,0
0.0174,descent,0.7429,46.5820,45.6152,23.3580,76.9440,0.027241,0.005060,0.084992,0.000008,0.0000,0.0100,0
0.0185,descent,0.7429,46.6699,45.6152,26.1060,78.3180,0.026977,0.004846,0.084984,0.000016,0.0000,0.0100,0
0.0196,descent,0.7429,46.8457,45.6152,28.8540,79.6920,0.026565,0.004638,0.084984,0.000016,0.0000,0.0100,0
0.0207,descent,0.7429,46.9336,45.7031,31.6020,79.6920,0.026306,0.004072,0.084999,0.000001,0.0000,0.0100,0
0.0218,descent,0.7429,47.0215,45.7031,35.7240,79.6920,0.025985,0.004076,0.084984,0.000016,0.0000,0.0100,0
0.0230,descent,0.7429,47.1973,45.7031,41.2200,78.3180,0.025459,0.004303,0.084984,0.000016,0.0000,0.0100,0
0.0241,descent,0.7429,47.3730,45.7031,43.9680,76.9440,0.025047,0.004529,0.084980,0.000020,0.0000,0.0100,0
0.0252,descent,0.7429,47.4609,45.7031,48.0900,75.5700,0.024726,0.004752,0.084980,0.000020,0.0000,0.0100,0
0.0263,descent,0.7429,47.5488,45.7031,50.8380,74.1960,0.024463,0.004974,0.084986,0.000014,0.0000,0.0100,0
0.0274,descent,0.7429,47.6367,45.7031,53.5860,71.4480,0.024200,0.005414,0.084986,0.000014,0.0000,0.0100,0
0.0285,descent,0.7429,47.7246,45.7031,57.7080,70.0740,0.023879,0.005636,0.084976,0.000024,0.0000,0.0100,0
0.0296,descent,0.7429,47.8125,45.7031,60.4560,67.3260,0.023616,0.006076,0.084976,0.000024,0.0000,0.0100,0
0.0307,descent,0.7429,47.9004,45.7031,63.2040,64.5780,0.023353,0.006516,0.084960,0.000040,0.0000,0.0100,0
0.0318,descent,0.7429,47.9883,45.7031,65.9520,61.8300,0.023089,0.006956,0.084974,0.000026,0.0000,0.0100,0
0.0329,descent,0.7429,48.1641,45.6152,71.4480,56.3340,0.022558,0.008407,0.084974,0.000026,0.0000,0.0100,0
0.0341,descent,0.7429,48.2520,45.6152,74.1960,52.2120,0.022295,0.009064,0.084954,0.000046,0.0000,0.0100,0
0.0352,descent,0.7429,48.3398,45.6152,76.9440,49.4640,0.022032,0.009504,0.084954,0.000046,0.0000,0.0100,0
0.0363,descent,0.7429,48.3398,45.6152,79.6920,46.7160,0.021918,0.009940,0.084956,0.000044,0.0000,0.0100,0
0.0374,descent,0.7429,48.4277,45.6152,81.0660,42.5940,0.021712,0.010598,0.084956,0.000044,0.0000,0.0100,0
0.0385,descent,0.7429,48.5156,45.5273,82.4400,39.8460,0.021502,0.011608,0.084960,0.000040,0.0000,0.0100,0
0.0396,descent,0.7429,48.6035,45.5273,83.8140,37.0980,0.021296,0.012049,0.084960,0.000040,0.0000,0.0100,0
0.0407,descent,0.7429,48.6035,45.5273,85.1880,32.9760,0.021239,0.012702,0.084983,0.000017,0.0000,0.0100,0
0.0418,descent,0.7429,48.6914,45.5273,86.5620,30.2280,0.021033,0.013142,0.084975,0.000025,0.0000,0.0100,0
0.0429,descent,0.7429,48.8672,45.4395,87.9360,23.3580,0.020675,0.014811,0.084975,0.000025,0.0000,0.0100,0
0.0441,descent,0.7429,48.8672,45.3516,87.9360,20.6100,0.020670,0.015817,0.084967,0.000033,0.0000,0.0100,0
0.0452,descent,0.7429,48.9551,45.3516,87.9360,17.8620,0.020522,0.016257,0.084967,0.000033,0.0000,0.0100,0
0.0463,descent,0.7429,48.9551,45.3516,87.9360,15.1140,0.020522,0.016693,0.084950,0.000050,0.0000,0.0100,0
0.0474,descent,0.7429,48.9551,45.3516,87.9360,12.3660,0.020522,0.017128,0.084950,0.000050,0.0000,0.0100,0
0.0485,descent,0.7429,49.0430,45.2637,86.5620,9.6180,0.020427,0.018139,0.084961,0.000039,0.0000,0.0100,0
0.0496,descent,0.7429,49.0430,45.2637,85.1880,6.8700,0.020485,0.018575,0.084961,0.000039,0.0000,0.0100,0
0.0507,descent,0.7429,49.0430,45.1758,83.8140,2.7480,0.020538,0.035324,0.084942,0.000058,0.0000,0.0100,0
0.0518,descent,0.7429,49.1309,45.1758,82.4400,1.3740,0.020447,0.125588,0.084947,0.000053,0.0000,0.0100,0
0.0529,descent,0.7429,49.1309,45.1758,78.3180,-4.1220,0.020620,0.021529,0.084947,0.000053,0.0000,0.0100,0
0.0541,descent,0.7429,49.2188,45.0879,76.9440,-5.4960,0.020524,0.021694,0.084947,0.000053,0.0000,0.0100,0
0.0552,descent,0.7429,49.2188,45.0879,74.1960,-8.2440,0.020639,0.022122,0.084947,0.000053,0.0000,0.0100,0
0.0563,descent,0.7429,49.2188,45.0000,72.8220,-9.6180,0.020692,0.022911,0.084946,0.000054,0.0000,0.0100,0
0.0574,descent,0.7429,49.2188,45.0000,70.0740,-10.9920,0.020807,0.023129,0.084946,0.000054,0.0000,0.0100,0
0.0585,descent,0.7429,49.2188,44.9121,67.3260,-13.7400,0.020918,0.024136,0.084951,0.000049,0.0000,0.0100,0
0.0596,descent,0.7429,49.2188,44.9121,64.5780,-15.1140,0.021033,0.024354,0.084951,0.000049,0.0000,0.0100,0
0.0607,descent,0.7438,49.2188,44.8242,61.8300,-16.4880,0.021143,0.025142,0.084929,0.000071,0.0000,0.0100,0
0.0618,descent,0.7438,49.2188,44.8242,59.0820,-17.8620,0.021258,0.025360,0.084934,0.000066,0.0000,0.0100,0
0.0629,descent,0.7438,49.2188,44.7363,54.9600,-20.6100,0.021426,0.026367,0.084934,0.000066,0.0000,0.0100,0
0.0641,descent,0.7438,49.2188,44.7363,52.2120,-21.9840,0.021541,0.026585,0.084938,0.000062,0.0000,0.0100,0
0.0652,descent,0.7438,49.2188,44.6484,49.4640,-23.3580,0.021651,0.027374,0.084938,0.000062,0.0000,0.0100,0
0.0663,descent,0.7438,49.2188,44.6484,46.7160,-24.7320,0.021766,0.027592,0.084937,0.000063,0.0000,0.0100,0
0.0674,descent,0.7438,49.2188,44.5605,43.9680,-24.7320,0.021876,0.028163,0.084937,0.000063,0.0000,0.0100,0
0.0685,descent,0.7438,49.2188,44.5605,41.2200,-26.1060,0.021991,0.028381,0.084939,0.000061,0.0000,0.0100,0
0.0696,descent,0.7438,49.2188,44.4727,39.8460,-27.4800,0.022044,0.029169,0.084939,0.000061,0.0000,0.0100,0
0.0707,descent,0.7438,49.2188,44.4727,37.0980,-28.8540,0.022159,0.029388,0.084925,0.000075,0.0000,0.0100,0
0.0718,descent,0.7438,49.1309,44.4727,34.3500,-28.8540,0.022423,0.029383,0.084920,0.000080,0.0000,0.0100,0
0.0729,descent,0.7438,49.1309,44.2969,28.8540,-31.6020,0.022643,0.030961,0.084920,0.000080,0.0000,0.0100,0
0.0741,descent,0.7438,49.1309,44.2969,26.1060,-31.6020,0.022758,0.030961,0.084914,0.000086,0.0000,0.0100,0
0.0752,descent,0.7438,49.1309,44.2969,23.3580,-31.6020,0.022873,0.030961,0.084914,0.000086,0.0000,0.0100,0
0.0763,descent,0.7438,49.1309,44.2090,21.9840,-32.9760,0.022926,0.031750,0.084917,0.000083,0.0000,0.0100,0
0.0774,descent,0.7438,49.0430,44.1211,19.2360,-32.9760,0.023185,0.032316,0.084917,0.000083,0.0000,0.0100,0
0.0785,descent,0.7438,49.0430,44.1211,16.4880,-34.3500,0.023300,0.032534,0.084920,0.000080,0.0000,0.0100,0
0.0796,descent,0.7438,49.0430,44.0332,15.1140,-34.3500,0.023353,0.033105,0.084920,0.000080,0.0000,0.0100,0
0.0807,descent,0.7438,48.9551,44.0332,12.3660,-35.7240,0.023616,0.033319,0.084915,0.000085,0.0000,0.0100,0
0.0819,descent,0.7438,48.9551,43.9453,9.6180,-35.7240,0.023727,0.033890,0.084922,0.000078,0.0000,0.0100,0
0.0829,descent,0.7438,48.9551,43.9453,6.8700,-37.0980,0.023842,0.034108,0.084922,0.000078,0.0000,0.0100,0
0.0841,descent,0.7438,48.9551,43.8574,5.4960,-37.0980,0.023902,0.034679,0.084913,0.000087,0.0000,0.0100,0
0.0852,descent,0.7438,48.9551,43.8574,4.1220,-37.0980,0.024588,0.034679,0.084913,0.000087,0.0000,0.0100,0
0.0863,descent,0.7438,48.8672,43.7695,1.3740,-38.4720,0.129777,0.035463,0.084910,0.000090,0.0000,0.0100,0
0.0874,descent,0.7438,48.8672,43.7695,0.0000,-38.4720,0.224268,0.035463,0.084910,0.000090,0.0000,0.0100,0
0.0885,descent,0.7438,48.8672,43.6816,-1.3740,-38.4720,0.129887,0.036034,0.084905,0.000095,0.0000,0.0100,0
0.0896,descent,0.7438,48.7793,43.6816,-2.7480,-38.4720,0.040051,0.036029,0.084905,0.000095,0.0000,0.0100,0
0.0907,descent,0.7438,48.7793,43.5937,-4.1220,-39.8460,0.025216,0.036818,0.084899,0.000101,0.0000,0.0100,0
0.0919,descent,0.7438,48.7793,43.5937,-5.4960,-39.8460,0.024645,0.036818,0.084899,0.000101,0.0000,0.0100,0
0.0932,descent,0.7438,48.6914,43.5059,-8.2440,-39.8460,0.024896,0.037385,0.084913,0.000087,0.0000,0.0100,0
0.0942,descent,0.7438,48.6914,43.4180,-9.6180,-39.8460,0.024949,0.037956,0.084900,0.000100,0.0000,0.0100,0
0.0952,descent,0.7438,48.6035,43.4180,-10.9920,-39.8460,0.025155,0.037951,0.084900,0.000100,0.0000,0.0100,0
0.0963,descent,0.7438,48.6035,43.3301,-12.3660,-41.2200,0.025208,0.038740,0.084885,0.000115,0.0000,0.0100,0
0.0974,descent,0.7438,48.6035,43.3301,-12.3660,-41.2200,0.025208,0.038740,0.084885,0.000115,0.0000,0.0100,0
0.0985,descent,0.7438,48.6035,43.3301,-13.7400,-41.2200,0.025265,0.038740,0.084905,0.000095,0.0000,0.0100,0
0.0996,descent,0.7438,48.6035,43.2422,-15.1140,-41.2200,0.025318,0.039311,0.084905,0.000095,0.0000,0.0100,0
0.1007,descent,0.7438,48.5156,43.2422,-15.1140,-41.2200,0.025467,0.039307,0.084903,0.000097,0.0000,0.0100,0
0.1018,descent,0.7438,48.5156,43.2422,-16.4880,-39.8460,0.025524,0.039089,0.084884,0.000116,0.0000,0.0100,0
0.1029,descent,0.7438,48.5156,43.1543,-17.8620,-39.8460,0.025577,0.039660,0.084884,0.000116,0.0000,0.0100,0
0.1041,descent,0.7438,48.5156,43.0664,-17.8620,-39.8460,0.025572,0.040231,0.084886,0.000114,0.0000,0.0100,0
0.1052,descent,0.7438,48.5156,43.0664,-17.8620,-39.8460,0.025572,0.040231,0.084886,0.000114,0.0000,0.0100,0
0.1063,descent,0.7438,48.5156,43.0664,-17.8620,-39.8460,0.025572,0.040231,0.084880,0.000120,0.0000,0.0100,0
0.1074,descent,0.7438,48.5156,42.9785,-17.8620,-39.8460,0.025568,0.040802,0.084880,0.000120,0.0000,0.0100,0
0.1085,descent,0.7438,48.4277,42.9785,-17.8620,-39.8460,0.025716,0.040797,0.084898,0.000102,0.0000,0.0100,0
0.1096,descent,0.7438,48.4277,42.9785,-17.8620,-38.4720,0.025716,0.040579,0.084898,0.000102,0.0000,0.0100,0
0.1107,descent,0.7438,48.4277,42.8906,-17.8620,-38.4720,0.025712,0.041150,0.084863,0.000137,0.0000,0.0100,0
0.1118,descent,0.7438,48.4277,42.8906,-17.8620,-38.4720,0.025712,0.041150,0.084873,0.000127,0.0000,0.0100,0
0.1129,descent,0.7438,48.4277,42.8027,-17.8620,-37.0980,0.025707,0.041503,0.084873,0.000127,0.0000,0.0100,0
0.1141,descent,0.7438,48.4277,42.8027,-17.8620,-37.0980,0.025707,0.041503,0.084859,0.000141,0.0000,0.0100,0
0.1152,descent,0.7438,48.3398,42.8027,-17.8620,-37.0980,0.025855,0.041499,0.084859,0.000141,0.0000,0.0100,0
0.1163,descent,0.7438,48.3398,42.8027,-17.8620,-35.7240,0.025855,0.041281,0.084860,0.000140,0.0000,0.0100,0
0.1174,descent,0.7438,48.3398,42.8027,-17.8620,-35.7240,0.025855,0.041281,0.084860,0.000140,0.0000,0.0100,0
0.1185,descent,0.7438,48.3398,42.7148,-17.8620,-34.3500,0.025850,0.041634,0.084853,0.000147,0.0000,0.0100,0
0.1196,descent,0.7438,48.3398,42.7148,-17.8620,-34.3500,0.025850,0.041634,0.084853,0.000147,0.0000,0.0100,0
0.1207,descent,0.7438,48.3398,42.7148,-16.4880,-34.3500,0.025793,0.041634,0.084851,0.000149,0.0000,0.0100,0
0.1219,descent,0.7438,48.3398,42.7148,-16.4880,-32.9760,0.025793,0.041416,0.084871,0.000129,0.0000,0.0100,0
0.1229,descent,0.7438,48.3398,42.6270,-15.1140,-31.6020,0.025731,0.041769,0.084871,0.000129,0.0000,0.0100,0
0.1241,descent,0.7438,48.3398,42.6270,-15.1140,-31.6020,0.025731,0.041769,0.084852,0.000148,0.0000,0.0100,0
0.1252,descent,0.7438,48.2520,42.6270,-15.1140,-30.2280,0.025879,0.041547,0.084852,0.000148,0.0000,0.0100,0
0.1263,descent,0.7438,48.2520,42.6270,-13.7400,-28.8540,0.025821,0.041329,0.084850,0.000150,0.0000,0.0100,0
0.1274,descent,0.7438,48.2520,42.6270,-13.7400,-28.8540,0.025821,0.041329,0.084850,0.000150,0.0000,0.0100,0
0.1285,descent,0.7438,48.2520,42.6270,-13.7400,-27.4800,0.025821,0.041111,0.084853,0.000147,0.0000,0.0100,0
0.1296,descent,0.7438,48.2520,42.6270,-12.3660,-26.1060,0.025764,0.040893,0.084853,0.000147,0.0000,0.0100,0
0.1307,descent,0.7438,48.1641,42.6270,-12.3660,-26.1060,0.025912,0.040888,0.084842,0.000158,0.0000,0.0100,0
0.1318,descent,0.7438,48.1641,42.6270,-12.3660,-24.7320,0.025912,0.040670,0.084847,0.000153,0.0000,0.0100,0
0.1329,descent,0.7438,48.1641,42.6270,-12.3660,-23.3580,0.025912,0.040453,0.084847,0.000153,0.0000,0.0100,0
0.1341,descent,0.7438,48.1641,42.6270,-12.3660,-21.9840,0.025912,0.040235,0.084841,0.000159,0.0000,0.0100,0
0.1352,descent,0.7438,48.1641,42.6270,-10.9920,-20.6100,0.025854,0.040017,0.084841,0.000159,0.0000,0.0100,0
0.1363,descent,0.7438,48.0762,42.6270,-12.3660,-19.2360,0.026060,0.039795,0.084829,0.000171,0.0000,0.0100,0
0.1374,descent,0.7438,48.0762,42.6270,-12.3660,-19.2360,0.026060,0.039795,0.084829,0.000171,0.0000,0.0100,0
0.1385,descent,0.7438,48.0762,42.6270,-12.3660,-17.8620,0.026060,0.039577,0.084820,0.000180,0.0000,0.0100,0
0.1396,descent,0.7438,48.0762,42.6270,-12.3660,-16.4880,0.026060,0.039359,0.084820,0.000180,0.0000,0.0100,0
0.1407,descent,0.7438,48.0762,42.6270,-12.3660,-16.4880,0.026060,0.039359,0.084843,0.000157,0.0000,0.0100,0
0.1418,descent,0.7438,48.0762,42.6270,-12.3660,-15.1140,0.026060,0.039141,0.084830,0.000170,0.0000,0.0100,0
