Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,CartStrength_N_per_m,Sigma_m,Strength
0.0008,descent,0.7130,45.5273,42.7148,-10.9920,-20.6100,0.030318,0.039308,0.084995,0.000005,0.0000,0.0100,0
0.0019,descent,0.7130,45.5273,42.7148,-10.9920,-19.2360,0.030318,0.039091,0.084995,0.000005,0.0000,0.0100,0
0.0030,descent,0.7130,45.5273,42.7148,-10.9920,-19.2360,0.030318,0.039091,0.084990,0.000010,0.0000,0.0100,0
0.0041,descent,0.7130,45.5273,42.7148,-9.6180,-17.8620,0.030260,0.038873,0.084990,0.000010,0.0000,0.0100,0
0.0052,descent,0.7130,45.5273,42.7148,-9.6180,-17.8620,0.030260,0.038873,0.084987,0.000013,0.0000,0.0100,0
0.0063,descent,0.7130,45.5273,42.7148,-9.6180,-16.4880,0.030260,0.038655,0.084982,0.000018,0.0000,0.0100,0
0.0074,descent,0.7130,45.5273,42.7148,-9.6180,-15.1140,0.030260,0.038437,0.084982,0.000018,0.0000,0.0100,0
0.0086,descent,0.7130,45.5273,42.7148,-8.2440,-13.7400,0.030202,0.038219,0.085000,0.000000,0.0000,0.0100,0
0.0097,descent,0.7130,45.5273,42.7148,-8.2440,-12.3660,0.030202,0.038001,0.085000,0.000000,0.0000,0.0100,0
0.0108,descent,0.7130,45.4395,42.7148,-8.2440,-12.3660,0.030351,0.037997,0.084980,0.000020,0.0000,0.0100,0
0.0119,descent,0.7130,45.4395,42.7148,-9.6180,-10.9920,0.030408,0.037779,0.084980,0.000020,0.0000,0.0100,0
0.0130,descent,0.7130,45.4395,42.7148,-8.2440,-10.9920,0.030350,0.037779,0.084985,0.000015,0.0000,0.0100,0
0.0141,descent,0.7130,45.4395,42.7148,-8.2440,-9.6180,0.030350,0.037561,0.084985,0.000015,0.0000,0.0100,0
0.0152,descent,0.7130,45.4395,42.7148,-8.2440,-8.2440,0.030350,0.037343,0.084992,0.000008,0.0000,0.0100,0
0.0163,descent,0.7130,45.4395,42.7148,-8.2440,-8.2440,0.030350,0.037343,0.084982,0.000018,0.0000,0.0100,0
0.0174,descent,0.7130,45.4395,42.7148,-8.2440,-6.8700,0.030350,0.037126,0.084982,0.000018,0.0000,0.0100,0
0.0186,descent,0.7130,45.4395,42.7148,-8.2440,-5.4960,0.030350,0.036915,0.084984,0.000016,0.0000,0.0100,0
0.0197,descent,0.7130,45.4395,42.7148,-8.2440,-5.4960,0.030350,0.036915,0.084984,0.000016,0.0000,0.0100,0
0.0208,descent,0.7130,45.4395,42.7148,-6.8700,-4.1220,0.030292,0.037326,0.084993,0.000007,0.0000,0.0100,0
0.0219,descent,0.7130,45.4395,42.7148,-6.8700,-4.1220,0.030292,0.037326,0.084993,0.000007,0.0000,0.0100,0
0.0230,descent,0.7130,45.4395,42.7148,-6.8700,-4.1220,0.030292,0.037326,0.084995,0.000005,0.0000,0.0100,0
0.0241,descent,0.7130,45.4395,42.7148,-6.8700,-2.7480,0.030292,0.051996,0.084995,0.000005,0.0000,0.0100,0
0.0252,descent,0.7130,45.4395,42.7148,-6.8700,-2.7480,0.030292,0.051996,0.084983,0.000017,0.0000,0.0100,0
0.0264,descent,0.7130,45.4395,42.7148,-5.4960,-2.7480,0.030242,0.051996,0.084984,0.000016,0.0000,0.0100,0
0.0274,descent,0.7130,45.4395,42.7148,-5.4960,-1.3740,0.030242,0.141820,0.084984,0.000016,0.0000,0.0100,0
0.0285,descent,0.7130,45.4395,42.7148,-5.4960,-1.3740,0.030242,0.141820,0.084984,0.000016,0.0000,0.0100,0
0.0296,descent,0.7130,45.4395,42.7148,-5.4960,-1.3740,0.030242,0.141820,0.084984,0.000016,0.0000,0.0100,0
0.0308,descent,0.7130,45.4395,42.7148,-5.4960,0.0000,0.030242,0.236036,0.084977,0.000023,0.0000,0.0100,0
0.0319,descent,0.7130,45.4395,42.7148,-4.1220,0.0000,0.030813,0.236036,0.084977,0.000023,0.0000,0.0100,0
0.0330,descent,0.7130,45.4395,42.7148,-4.1220,0.0000,0.030813,0.236036,0.084983,0.000017,0.0000,0.0100,0
0.0341,descent,0.7127,45.4395,42.7148,-4.1220,0.0000,0.030813,0.236036,0.084983,0.000017,0.0000,0.0100,0
0.0352,descent,0.7127,45.4395,42.7148,-4.1220,0.0000,0.030813,0.236036,0.084986,0.000014,0.0000,0.0100,0
0.0363,descent,0.7127,45.4395,42.7148,-2.7480,0.0000,0.045644,0.236036,0.084962,0.000038,0.0000,0.0100,0
0.0374,descent,0.7127,45.4395,42.7148,-2.7480,0.0000,0.045644,0.236036,0.084962,0.000038,0.0000,0.0100,0
0.0385,descent,0.7127,45.4395,42.7148,-2.7480,0.0000,0.045644,0.236036,0.084970,0.000030,0.0000,0.0100,0
0.0397,descent,0.7127,45.4395,42.7148,-2.7480,0.0000,0.045644,0.236036,0.084970,0.000030,0.0000,0.0100,0
0.0408,descent,0.7127,45.4395,42.7148,-2.7480,0.0000,0.045644,0.236036,0.084961,0.000039,0.0000,0.0100,0
0.0419,descent,0.7127,45.4395,42.7148,-2.7480,0.0000,0.045644,0.236036,0.084961,0.000039,0.0000,0.0100,0
0.0432,descent,0.7127,45.4395,42.8027,-1.3740,1.3740,0.135633,0.140813,0.084958,0.000042,0.0000,0.0100,0
0.0443,descent,0.7127,45.4395,42.8027,-1.3740,1.3740,0.135633,0.140813,0.084958,0.000042,0.0000,0.0100,0
0.0453,descent,0.7127,45.4395,42.8906,-1.3740,1.3740,0.135637,0.140242,0.084980,0.000020,0.0000,0.0100,0
0.0464,descent,0.7127,45.4395,42.8906,-1.3740,2.7480,0.135637,0.049983,0.084978,0.000022,0.0000,0.0100,0
0.0475,descent,0.7127,45.4395,42.9785,-1.3740,4.1220,0.135641,0.034306,0.084978,0.000022,0.0000,0.0100,0
0.0486,descent,0.7127,45.4395,43.0664,0.0000,4.1220,0.230022,0.033735,0.084975,0.000025,0.0000,0.0100,0
0.0498,descent,0.7127,45.4395,43.2422,0.0000,8.2440,0.230031,0.031303,0.084975,0.000025,0.0000,0.0100,0
0.0509,descent,0.7127,45.4395,43.3301,0.0000,9.6180,0.230035,0.030514,0.084960,0.000040,0.0000,0.0100,0
0.0520,descent,0.7127,45.4395,43.4180,0.0000,10.9920,0.230040,0.029726,0.084960,0.000040,0.0000,0.0100,0
0.0531,descent,0.7127,45.4395,43.5059,0.0000,13.7400,0.230044,0.028719,0.084952,0.000048,0.0000,0.0100,0
0.0542,descent,0.7127,45.4395,43.5937,0.0000,15.1140,0.230049,0.027931,0.084952,0.000048,0.0000,0.0100,0
0.0552,descent,0.7127,45.4395,43.7695,0.0000,17.8620,0.230058,0.026353,0.084960,0.000040,0.0000,0.0100,0
0.0563,descent,0.7127,45.4395,43.8574,0.0000,20.6100,0.230062,0.025347,0.084961,0.000039,0.0000,0.0100,0
0.0574,descent,0.7127,45.4395,43.9453,0.0000,23.3580,0.230066,0.024340,0.084961,0.000039,0.0000,0.0100,0
0.0585,descent,0.7127,45.5273,44.1211,1.3740,26.1060,0.135435,0.022767,0.084957,0.000043,0.0000,0.0100,0
0.0596,descent,0.7127,45.6152,44.2969,1.3740,32.9760,0.135295,0.020541,0.084957,0.000043,0.0000,0.0100,0
0.0608,descent,0.7127,45.6152,44.4727,2.7480,35.7240,0.045205,0.018964,0.084949,0.000051,0.0000,0.0100,0
0.0619,descent,0.7127,45.7031,44.5605,4.1220,39.8460,0.030115,0.017744,0.084949,0.000051,0.0000,0.0100,0
0.0630,descent,0.7127,45.7031,44.6484,4.1220,42.5940,0.030119,0.016738,0.084953,0.000047,0.0000,0.0100,0
0.0641,descent,0.7127,45.7910,44.7363,5.4960,45.3420,0.029288,0.015736,0.084953,0.000047,0.0000,0.0100,0
0.0652,descent,0.7127,45.8789,44.8242,6.8700,48.0900,0.029080,0.014734,0.084936,0.000064,0.0000,0.0100,0
0.0663,descent,0.7127,45.9668,44.9121,8.2440,52.2120,0.028878,0.013515,0.084946,0.000054,0.0000,0.0100,0
0.0674,descent,0.7127,46.1426,45.0000,9.6180,54.9600,0.028527,0.012517,0.084946,0.000054,0.0000,0.0100,0
0.0685,descent,0.7127,46.2305,45.0879,12.3660,57.7080,0.028268,0.011515,0.084951,0.000049,0.0000,0.0100,0
0.0696,descent,0.7127,46.4941,45.2637,16.4880,63.2040,0.027659,0.009516,0.084951,0.000049,0.0000,0.0100,0
0.0708,descent,0.7127,46.5820,45.2637,19.2360,65.9520,0.027395,0.009085,0.084939,0.000061,0.0000,0.0100,0
0.0719,descent,0.7127,46.6699,45.3516,21.9840,68.7000,0.027136,0.008083,0.084939,0.000061,0.0000,0.0100,0
