Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad,Offset_mm
0.0007,descent,1.1436,46.4941,43.3301,-49.4640,0.0000,0.035979,0.239290,0.084991,0.000009,0.6000,+0
0.0018,descent,1.1436,46.4062,43.3301,-49.4640,0.0000,0.036158,0.239285,0.084986,0.000014,0.6000,+0
0.0029,descent,1.1436,46.4062,43.4180,-49.4640,1.3740,0.036163,0.144110,0.084986,0.000014,0.6000,+0
0.0040,descent,1.1436,46.3184,43.4180,-49.4640,1.3740,0.036342,0.144105,0.085014,-0.000014,0.6000,+0
0.0051,descent,1.1436,46.2305,43.4180,-49.4640,1.3740,0.036521,0.144101,0.085014,-0.000014,0.6000,+0
0.0063,descent,1.1436,46.2305,43.5059,-48.0900,2.7480,0.036511,0.053317,0.084992,0.000008,0.6000,+0
0.0074,descent,1.1436,46.1426,43.5937,-48.0900,4.1220,0.036695,0.037683,0.084995,0.000005,0.6000,+0
0.0085,descent,1.1436,46.1426,43.5937,-48.0900,4.1220,0.036695,0.037683,0.084995,0.000005,0.6000,+0
0.0096,descent,1.1436,46.0547,43.7695,-46.7160,5.4960,0.036869,0.035621,0.084989,0.000011,0.6000,+0
0.0111,descent,1.1436,46.0547,43.8574,-46.7160,6.8700,0.036874,0.034873,0.084995,0.000005,0.6000,+0
0.0120,descent,1.1436,45.9668,43.9453,-46.7160,8.2440,0.037057,0.034127,0.084995,0.000005,0.6000,+0
0.0130,descent,1.1436,45.9668,44.0332,-46.7160,9.6180,0.037062,0.033386,0.084995,0.000005,0.6000,+0
0.0140,descent,1.1436,45.9668,44.1211,-45.3420,12.3660,0.037052,0.032590,0.084992,0.000008,0.6000,+0
0.0151,descent,1.1436,45.8789,44.2090,-45.3420,13.7400,0.037236,0.031844,0.084994,0.000006,0.6000,+0
0.0162,descent,1.1436,45.7910,44.3848,-45.3420,17.8620,0.037424,0.030302,0.084994,0.000006,0.6000,+0
0.0173,descent,1.1436,45.7910,44.4727,-45.3420,20.6100,0.037429,0.029506,0.084983,0.000017,0.6000,+0
0.0185,descent,1.1436,45.7031,44.5605,-43.9680,23.3580,0.037599,0.028706,0.084983,0.000017,0.6000,+0
0.0196,descent,1.1436,45.7031,44.6484,-43.9680,24.7320,0.037603,0.027965,0.084999,0.000001,0.6000,+0
0.0207,descent,1.1436,45.7031,44.7363,-43.9680,27.4800,0.037608,0.027169,0.084999,0.000001,0.6000,+0
0.0218,descent,1.1436,45.6152,44.8242,-42.5940,30.2280,0.037777,0.026369,0.084982,0.000018,0.6000,+0
0.0229,descent,1.1436,45.6152,44.9121,-42.5940,32.9760,0.037782,0.025573,0.084982,0.000018,0.6000,+0
0.0241,descent,1.1436,45.5273,45.0000,-42.5940,35.7240,0.037966,0.024773,0.084981,0.000019,0.6000,+0
