Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad,Offset_mm
0.0010,descent,1.0432,53.0859,43.3301,63.2040,12.3660,0.021380,0.039151,0.085000,-0.000000,0.6000,+0
0.0016,descent,1.0432,53.2617,43.5059,67.3260,17.8620,0.020989,0.037569,0.085000,-0.000000,0.6000,+0
0.0027,descent,1.0432,53.2617,43.5937,68.7000,19.2360,0.020979,0.036828,0.084981,0.000019,0.6000,+0
0.0038,descent,1.0432,53.3496,43.7695,70.0740,21.9840,0.020796,0.035350,0.084981,0.000019,0.6000,+0
0.0049,descent,1.0432,53.3496,43.7695,70.0740,23.3580,0.020796,0.035296,0.084991,0.000009,0.6000,+0
0.0060,descent,1.0432,53.4375,43.8574,71.4480,26.1060,0.020607,0.034505,0.084991,0.000009,0.6000,+0
0.0072,descent,1.0432,53.4375,43.9453,71.4480,27.4800,0.020612,0.033764,0.084997,0.000003,0.6000,+0
0.0082,descent,1.0432,53.5254,44.0332,71.4480,30.2280,0.020438,0.032973,0.084997,0.000003,0.6000,+0
0.0093,descent,1.0432,53.5254,44.0332,71.4480,31.6020,0.020438,0.032919,0.085005,-0.000005,0.6000,+0
0.0104,descent,1.0432,53.6133,44.1211,71.4480,32.9760,0.020264,0.032182,0.085005,-0.000005,0.6000,+0
0.0115,descent,1.0432,53.6133,44.2090,71.4480,35.7240,0.020269,0.031387,0.084991,0.000009,0.6000,+0
0.0127,descent,1.0432,53.6133,44.2090,70.0740,38.4720,0.020283,0.031278,0.084992,0.000008,0.6000,+0
0.0138,descent,1.0432,53.7012,44.2969,68.7000,39.8460,0.020123,0.030542,0.084992,0.000008,0.6000,+0
0.0149,descent,1.0432,53.7012,44.2969,67.3260,41.2200,0.020137,0.030487,0.084977,0.000023,0.6000,+0
0.0160,descent,1.0432,53.7012,44.3848,65.9520,43.9680,0.020156,0.029692,0.084977,0.000023,0.6000,+0
0.0171,descent,1.0432,53.7012,44.3848,64.5780,45.3420,0.020171,0.029637,0.084979,0.000021,0.6000,+0
0.0182,descent,1.0432,53.7012,44.3848,63.2040,45.3420,0.020185,0.029637,0.084979,0.000021,0.6000,+0
0.0193,descent,1.0432,53.7012,44.4727,60.4560,46.7160,0.020219,0.028896,0.084997,0.000003,0.6000,+0
0.0204,descent,1.0432,53.7012,44.4727,57.7080,48.0900,0.020247,0.028842,0.084997,0.000003,0.6000,+0
0.0216,descent,1.0432,53.7012,44.4727,53.5860,49.4640,0.020290,0.028788,0.084999,0.000001,0.6000,+0
0.0227,descent,1.0432,53.7012,44.4727,50.8380,49.4640,0.020319,0.028788,0.084998,0.000002,0.6000,+0
0.0238,descent,1.0432,53.7012,44.4727,48.0900,49.4640,0.020347,0.028788,0.084998,0.000002,0.6000,+0
0.0249,descent,1.0432,53.7012,44.5605,46.7160,49.4640,0.020366,0.028101,0.084994,0.000006,0.6000,+0
0.0260,descent,1.0432,53.7012,44.5605,43.9680,49.4640,0.020395,0.028101,0.084994,0.000006,0.6000,+0
0.0271,descent,1.0432,53.7012,44.5605,41.2200,48.0900,0.020424,0.028155,0.084982,0.000018,0.6000,+0
0.0282,descent,1.0432,53.7012,44.4727,39.8460,46.7160,0.020433,0.028896,0.084982,0.000018,0.6000,+0
0.0293,descent,1.0432,53.6133,44.5605,35.7240,46.7160,0.020660,0.028205,0.084987,0.000013,0.6000,+0
0.0304,descent,1.0432,53.6133,44.5605,34.3500,45.3420,0.020674,0.028259,0.084987,0.000013,0.6000,+0
0.0316,descent,1.0432,53.6133,44.5605,28.8540,42.5940,0.020731,0.028368,0.084978,0.000022,0.6000,+0
0.0327,descent,1.0432,53.6133,44.4727,27.4800,41.2200,0.020741,0.029109,0.084989,0.000011,0.6000,+0
0.0338,descent,1.0432,53.5254,44.4727,24.7320,38.4720,0.020948,0.029213,0.084989,0.000011,0.6000,+0
0.0349,descent,1.0432,53.5254,44.4727,21.9840,37.0980,0.020977,0.029268,0.084988,0.000012,0.6000,+0
0.0360,descent,1.0432,53.5254,44.4727,19.2360,34.3500,0.021005,0.029377,0.084988,0.000012,0.6000,+0
0.0371,descent,1.0432,53.5254,44.4727,17.8620,32.9760,0.021020,0.029431,0.084978,0.000022,0.6000,+0
0.0382,descent,1.0432,53.4375,44.4727,15.1140,31.6020,0.021227,0.029481,0.084978,0.000022,0.6000,+0
0.0393,descent,1.0432,53.4375,44.4727,13.7400,28.8540,0.021242,0.029589,0.084979,0.000021,0.6000,+0
0.0404,descent,1.0432,53.4375,44.4727,10.9920,27.4800,0.021270,0.029644,0.084979,0.000021,0.6000,+0
0.0416,descent,1.0432,53.3496,44.4727,6.8700,23.3580,0.021492,0.029802,0.084962,0.000038,0.6000,+0
