Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad,Offset_mm
0.0008,descent,1.0414,46.0547,45.2637,-21.9840,26.1060,0.036690,0.023121,0.090006,-0.000006,0.6000,+5
0.0019,descent,1.0414,46.0547,45.2637,-21.9840,23.3580,0.036690,0.023230,0.090006,-0.000006,0.6000,+5
0.0032,descent,1.0414,46.0547,45.2637,-20.6100,20.6100,0.036676,0.023339,0.090006,-0.000006,0.6000,+5
0.0040,descent,1.0414,46.0547,45.2637,-20.6100,19.2360,0.036676,0.023393,0.090004,-0.000004,0.6000,+5
0.0053,descent,1.0414,46.0547,45.2637,-20.6100,17.8620,0.036676,0.023447,0.089990,0.000010,0.6000,+5
0.0062,descent,1.0414,46.0547,45.2637,-19.2360,16.4880,0.036662,0.023502,0.089990,0.000010,0.6000,+5
0.0075,descent,1.0414,46.0547,45.1758,-19.2360,13.7400,0.036657,0.024298,0.090012,-0.000012,0.6000,+5
0.0085,descent,1.0414,46.0547,45.1758,-17.8620,12.3660,0.036643,0.024352,0.090012,-0.000012,0.6000,+5
0.0096,descent,1.0414,46.0547,45.1758,-17.8620,10.9920,0.036643,0.024406,0.089994,0.000006,0.6000,+5
0.0107,descent,1.0414,45.9668,45.1758,-16.4880,9.6180,0.036807,0.024456,0.089994,0.000006,0.6000,+5
0.0122,descent,1.0414,45.9668,45.1758,-16.4880,6.8700,0.036807,0.024565,0.089990,0.000010,0.6000,+5
0.0130,descent,1.0414,45.9668,45.0000,-15.1140,5.4960,0.036784,0.026000,0.089990,0.000010,0.6000,+5
0.0142,descent,1.0414,45.9668,45.0000,-15.1140,4.1220,0.036784,0.026684,0.089991,0.000009,0.6000,+5
0.0152,descent,1.0414,45.9668,45.0000,-15.1140,1.3740,0.036784,0.131723,0.089991,0.000009,0.6000,+5
0.0164,descent,1.0414,45.9668,45.0000,-13.7400,0.0000,0.036770,0.226211,0.089993,0.000007,0.6000,+5
0.0174,descent,1.0414,45.9668,45.0000,-13.7400,0.0000,0.036770,0.226211,0.089980,0.000020,0.6000,+5
0.0185,descent,1.0414,45.9668,45.0000,-12.3660,-1.3740,0.036755,0.131832,0.089980,0.000020,0.6000,+5
0.0196,descent,1.0414,45.9668,44.9121,-12.3660,-2.7480,0.036751,0.042531,0.089982,0.000018,0.6000,+5
0.0207,descent,1.0431,45.9668,44.9121,-10.9920,-4.1220,0.036736,0.027697,0.089982,0.000018,0.6000,+5
0.0222,descent,1.0431,45.9668,44.9121,-10.9920,-5.4960,0.036736,0.027123,0.089990,0.000010,0.6000,+5
0.0232,descent,1.0431,45.9668,44.8242,-9.6180,-6.8700,0.036717,0.027857,0.089990,0.000010,0.6000,+5
0.0240,descent,1.0431,45.9668,44.8242,-9.6180,-8.2440,0.036717,0.027911,0.089994,0.000006,0.6000,+5
0.0253,descent,1.0431,45.9668,44.8242,-9.6180,-8.2440,0.036717,0.027911,0.089983,0.000017,0.6000,+5
0.0262,descent,1.0431,45.9668,44.8242,-9.6180,-9.6180,0.036717,0.027965,0.089983,0.000017,0.6000,+5
0.0275,descent,1.0431,45.9668,44.8242,-8.2440,-9.6180,0.036703,0.027965,0.089993,0.000007,0.6000,+5
0.0285,descent,1.0431,45.9668,44.8242,-8.2440,-9.6180,0.036703,0.027965,0.089993,0.000007,0.6000,+5
0.0296,descent,1.0431,45.9668,44.8242,-6.8700,-10.9920,0.036689,0.028020,0.089984,0.000016,0.6000,+5
0.0307,descent,1.0431,45.9668,44.8242,-6.8700,-10.9920,0.036689,0.028020,0.089984,0.000016,0.6000,+5
0.0321,descent,1.0431,45.9668,44.9121,-5.4960,-10.9920,0.036686,0.027333,0.089984,0.000016,0.6000,+5
