Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad,Offset_mm
0.0008,descent,0.5177,22.4121,29.6191,-10.9920,-5.4960,0.006373,0.019255,0.089988,0.000012,0.1000,+5
0.0018,descent,0.5177,22.4121,29.6191,-10.9920,-5.4960,0.006373,0.019255,0.089992,0.000008,0.1000,+5
0.0029,descent,0.5177,22.4121,29.6191,-10.9920,-5.4960,0.006373,0.019255,0.089992,0.000008,0.1000,+5
0.0040,descent,0.5177,22.4121,29.6191,-9.6180,-5.4960,0.006358,0.019255,0.089991,0.000009,0.1000,+5
0.0051,descent,0.5177,22.4121,29.6191,-9.6180,-5.4960,0.006358,0.019255,0.090002,-0.000002,0.1000,+5
0.0063,descent,0.5177,22.4121,29.6191,-9.6180,-5.4960,0.006358,0.019255,0.090002,-0.000002,0.1000,+5
0.0074,descent,0.5177,22.4121,29.6191,-9.6180,-5.4960,0.006358,0.019255,0.089987,0.000013,0.1000,+5
0.0085,descent,0.5177,22.4121,29.6191,-9.6180,-4.1220,0.006358,0.019829,0.089987,0.000013,0.1000,+5
0.0096,descent,0.5177,22.4121,29.6191,-8.2440,-4.1220,0.006344,0.019829,0.089977,0.000023,0.1000,+5
0.0107,descent,0.5177,22.4121,29.6191,-8.2440,-4.1220,0.006344,0.019829,0.089977,0.000023,0.1000,+5
0.0118,descent,0.5177,22.4121,29.6191,-6.8700,-2.7480,0.006330,0.034663,0.090001,-0.000001,0.1000,+5
0.0130,descent,0.5177,22.4121,29.6191,-6.8700,-2.7480,0.006330,0.034663,0.090001,-0.000001,0.1000,+5
0.0155,descent,0.5177,22.4121,29.6191,-6.8700,-2.7480,0.006330,0.034663,0.089997,0.000003,0.1000,+5
0.0163,descent,0.5177,22.4121,29.6191,-6.8700,-2.7480,0.006330,0.034663,0.089997,0.000003,0.1000,+5
0.0174,descent,0.5177,22.4121,29.6191,-5.4960,-2.7480,0.006323,0.034663,0.089987,0.000013,0.1000,+5
0.0185,descent,0.5177,22.4121,29.6191,-5.4960,-2.7480,0.006323,0.034663,0.089987,0.000013,0.1000,+5
0.0198,descent,0.5177,22.4121,29.6191,-4.1220,-2.7480,0.006937,0.034663,0.089986,0.000014,0.1000,+5
0.0207,descent,0.5177,22.4121,29.6191,-4.1220,-1.3740,0.006937,0.124651,0.089986,0.000014,0.1000,+5
0.0219,descent,0.5177,22.4121,29.6191,-4.1220,-1.3740,0.006937,0.124651,0.089995,0.000005,0.1000,+5
0.0230,descent,0.5177,22.4121,29.6191,-4.1220,-1.3740,0.006937,0.124651,0.089995,0.000005,0.1000,+5
0.0241,descent,0.5177,22.4121,29.6191,-2.7480,-1.3740,0.021811,0.124651,0.089980,0.000020,0.1000,+5
0.0252,descent,0.5177,22.4121,29.6191,-2.7480,-1.3740,0.021811,0.124651,0.089995,0.000005,0.1000,+5
0.0263,descent,0.5177,22.4121,29.6191,-2.7480,-1.3740,0.021811,0.124651,0.089995,0.000005,0.1000,+5
0.0274,descent,0.5177,22.4121,29.6191,-2.7480,-1.3740,0.021811,0.124651,0.089973,0.000027,0.1000,+5
0.0285,descent,0.5177,22.4121,29.6191,-2.7480,-1.3740,0.021811,0.124651,0.089973,0.000027,0.1000,+5
0.0297,descent,0.5177,22.4121,29.6191,-1.3740,0.0000,0.111839,0.219030,0.089984,0.000016,0.1000,+5
0.0307,descent,0.5177,22.4121,29.6191,-1.3740,0.0000,0.111839,0.219030,0.089984,0.000016,0.1000,+5
0.0322,descent,0.5177,22.4121,29.6191,-1.3740,0.0000,0.111839,0.219030,0.089984,0.000016,0.1000,+5
0.0330,descent,0.5177,22.4121,29.6191,-1.3740,0.0000,0.111839,0.219030,0.089984,0.000016,0.1000,+5
0.0341,descent,0.5177,22.4121,29.6191,0.0000,0.0000,0.206258,0.219030,0.089984,0.000016,0.1000,+5
0.0352,descent,0.5177,22.4121,29.7070,0.0000,1.3740,0.206261,0.124433,0.089976,0.000024,0.1000,+5
0.0363,descent,0.5177,22.4121,29.7070,0.0000,1.3740,0.206261,0.124433,0.089976,0.000024,0.1000,+5
0.0374,descent,0.5177,22.4121,29.7949,0.0000,1.3740,0.206265,0.124324,0.089975,0.000025,0.1000,+5
0.0385,descent,0.5177,22.4121,29.7949,0.0000,2.7480,0.206265,0.034227,0.089975,0.000025,0.1000,+5
0.0402,descent,0.5177,22.4121,29.8828,0.0000,4.1220,0.206268,0.019175,0.089975,0.000025,0.1000,+5
0.0408,descent,0.5177,22.4121,29.9707,0.0000,5.4960,0.206271,0.018383,0.089975,0.000025,0.1000,+5
0.0420,descent,0.5177,22.4121,30.0586,0.0000,6.8700,0.206275,0.018212,0.089987,0.000013,0.1000,+5
0.0430,descent,0.5177,22.4121,30.1465,0.0000,8.2440,0.206278,0.018049,0.089987,0.000013,0.1000,+5
0.0443,descent,0.5177,22.4121,30.2344,0.0000,9.6180,0.206281,0.017885,0.089975,0.000025,0.1000,+5
0.0452,descent,0.5177,22.4121,30.3223,0.0000,12.3660,0.206285,0.017667,0.089959,0.000041,0.1000,+5
0.0463,descent,0.5177,22.4121,30.4102,0.0000,13.7400,0.206288,0.017504,0.089959,0.000041,0.1000,+5
0.0476,descent,0.5177,22.4121,30.4980,0.0000,16.4880,0.206291,0.017286,0.089968,0.000032,0.1000,+5
0.0486,descent,0.5177,22.4121,30.6738,0.0000,17.8620,0.206298,0.017014,0.089968,0.000032,0.1000,+5
0.0497,descent,0.5177,22.4121,30.7617,0.0000,20.6100,0.206302,0.016796,0.089969,0.000031,0.1000,+5
0.0511,descent,0.5177,22.5000,31.0254,1.3740,27.4800,0.111836,0.016200,0.089972,0.000028,0.1000,+5
0.0518,descent,0.5177,22.5879,31.1133,1.3740,30.2280,0.111811,0.015986,0.089972,0.000028,0.1000,+5
0.0532,descent,0.5177,22.6758,31.2012,2.7480,32.9760,0.021730,0.015771,0.089974,0.000026,0.1000,+5
0.0541,descent,0.5177,22.7637,31.3770,4.1220,35.7240,0.006806,0.015448,0.089974,0.000026,0.1000,+5
0.0552,descent,0.5177,22.8516,31.4648,5.4960,39.8460,0.006139,0.015179,0.089963,0.000037,0.1000,+5
0.0563,descent,0.5177,23.0273,31.5527,8.2440,42.5940,0.006050,0.014968,0.089963,0.000037,0.1000,+5
0.0576,descent,0.5177,23.1152,31.6406,9.6180,45.3420,0.006012,0.014754,0.089977,0.000023,0.1000,+5
0.0586,descent,0.5177,23.2031,31.8164,12.3660,49.4640,0.005962,0.014377,0.089977,0.000023,0.1000,+5
0.0597,descent,0.5177,23.3789,31.9043,15.1140,52.2120,0.005881,0.014166,0.089955,0.000045,0.1000,+5
0.0611,descent,0.5177,23.7305,32.0801,21.9840,59.0820,0.005705,0.013690,0.089952,0.000048,0.1000,+5
0.0618,descent,0.5177,23.8184,32.1680,24.7320,61.8300,0.005652,0.013476,0.089952,0.000048,0.1000,+5
0.0632,descent,0.5177,23.9941,32.3438,28.8540,65.9520,0.005560,0.013102,0.089941,0.000059,0.1000,+5
0.0641,descent,0.5177,24.1699,32.4316,32.9760,68.7000,0.005465,0.012892,0.089941,0.000059,0.1000,+5
0.0652,descent,0.5177,24.3457,32.5195,37.0980,72.8220,0.005370,0.012627,0.089951,0.000049,0.1000,+5
0.0663,descent,0.5177,24.5215,32.6074,41.2200,75.5700,0.005274,0.012417,0.089951,0.000049,0.1000,+5
0.0676,descent,0.5177,24.6973,32.7832,45.3420,78.3180,0.005183,0.012098,0.089957,0.000043,0.1000,+5
0.0686,descent,0.5177,24.8730,32.8711,50.8380,81.0660,0.005074,0.011887,0.089957,0.000043,0.1000,+5
0.0695,descent,0.5177,25.1367,32.9590,54.9600,83.8140,0.004951,0.011681,0.089948,0.000052,0.1000,+5
0.0707,descent,0.5177,25.4883,33.1348,64.5780,89.3100,0.004747,0.011260,0.089948,0.000052,0.1000,+5
0.0719,descent,0.5177,25.6641,33.2227,70.0740,92.0580,0.004637,0.011050,0.089955,0.000045,0.1000,+5
