Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad,Offset_mm
0.0008,descent,0.3524,32.2559,38.8477,9.6180,83.8140,0.003449,0.004750,0.089983,0.000017,0.1000,+5
0.0018,descent,0.3524,32.2559,38.8477,8.2440,82.4400,0.003463,0.004805,0.090000,0.000000,0.1000,+5
0.0029,descent,0.3524,32.2559,38.8477,8.2440,79.6920,0.003463,0.004914,0.090000,0.000000,0.1000,+5
0.0040,descent,0.3524,32.2559,38.8477,6.8700,76.9440,0.003478,0.005023,0.089990,0.000010,0.1000,+5
0.0052,descent,0.3524,32.1680,38.9355,6.8700,75.5700,0.003509,0.004965,0.089990,0.000010,0.1000,+5
0.0062,descent,0.3524,32.1680,38.9355,5.4960,72.8220,0.003531,0.005074,0.089982,0.000018,0.1000,+5
0.0073,descent,0.3524,32.1680,38.9355,4.1220,71.4480,0.004174,0.005129,0.089982,0.000018,0.1000,+5
0.0085,descent,0.3524,32.1680,38.9355,2.7480,68.7000,0.019076,0.005237,0.090003,-0.000003,0.1000,+5
0.0095,descent,0.3524,32.1680,38.9355,2.7480,65.9520,0.019076,0.005346,0.090003,-0.000003,0.1000,+5
0.0107,descent,0.3524,32.1680,38.9355,1.3740,60.4560,0.109133,0.005564,0.089992,0.000008,0.1000,+5
0.0118,descent,0.3524,32.1680,38.9355,1.3740,57.7080,0.109133,0.005673,0.089990,0.000010,0.1000,+5
0.0129,descent,0.3524,32.1680,38.9355,0.0000,54.9600,0.203581,0.005782,0.089990,0.000010,0.1000,+5
0.0140,descent,0.3524,32.1680,38.9355,0.0000,52.2120,0.203581,0.005890,0.089993,0.000007,0.1000,+5
0.0151,descent,0.3524,32.0801,38.9355,-1.3740,49.4640,0.109189,0.005995,0.089993,0.000007,0.1000,+5
0.0162,descent,0.3524,32.0801,38.9355,-1.3740,46.7160,0.109189,0.006104,0.089992,0.000008,0.1000,+5
0.0174,descent,0.3524,32.0801,38.9355,-2.7480,45.3420,0.019161,0.006158,0.089992,0.000008,0.1000,+5
0.0185,descent,0.3524,32.0801,38.9355,-2.7480,42.5940,0.019161,0.006267,0.089992,0.000008,0.1000,+5
0.0195,descent,0.3524,32.0801,38.9355,-4.1220,39.8460,0.004287,0.006376,0.089992,0.000008,0.1000,+5
0.0207,descent,0.3524,32.0801,38.8477,-4.1220,37.0980,0.004283,0.006593,0.089984,0.000016,0.1000,+5
0.0218,descent,0.3524,32.0801,38.8477,-4.1220,31.6020,0.004283,0.006810,0.089976,0.000024,0.1000,+5
0.0230,descent,0.3524,32.0801,38.8477,-4.1220,28.8540,0.004283,0.006919,0.089976,0.000024,0.1000,+5
0.0241,descent,0.3524,32.0801,38.8477,-4.1220,27.4800,0.004283,0.006974,0.089996,0.000004,0.1000,+5
0.0252,descent,0.3524,32.0801,38.8477,-4.1220,24.7320,0.004283,0.007082,0.089996,0.000004,0.1000,+5
0.0263,descent,0.3524,32.0801,38.8477,-4.1220,23.3580,0.004283,0.007137,0.090004,-0.000004,0.1000,+5
0.0274,descent,0.3524,32.0801,38.7598,-4.1220,20.6100,0.004279,0.007353,0.090004,-0.000004,0.1000,+5
0.0285,descent,0.3524,32.0801,38.7598,-4.1220,17.8620,0.004279,0.007462,0.089983,0.000017,0.1000,+5
0.0296,descent,0.3524,32.0801,38.7598,-4.1220,16.4880,0.004279,0.007517,0.089983,0.000017,0.1000,+5
0.0308,descent,0.3524,32.1680,38.7598,-4.1220,12.3660,0.004251,0.007684,0.089986,0.000014,0.1000,+5
0.0319,descent,0.3524,32.1680,38.7598,-4.1220,10.9920,0.004251,0.007738,0.089988,0.000012,0.1000,+5
0.0330,descent,0.3524,32.1680,38.6719,-4.1220,8.2440,0.004247,0.007955,0.089988,0.000012,0.1000,+5
0.0341,descent,0.3524,32.1680,38.6719,-2.7480,6.8700,0.019121,0.008009,0.089988,0.000012,0.1000,+5
0.0352,descent,0.3524,32.1680,38.6719,-2.7480,5.4960,0.019121,0.008071,0.089988,0.000012,0.1000,+5
0.0363,descent,0.3524,32.1680,38.6719,-2.7480,4.1220,0.019121,0.008754,0.089978,0.000022,0.1000,+5
0.0374,descent,0.3524,32.1680,38.5840,-2.7480,1.3740,0.019117,0.113901,0.089978,0.000022,0.1000,+5
0.0385,descent,0.3524,32.1680,38.5840,-1.3740,0.0000,0.109145,0.208389,0.089972,0.000028,0.1000,+5
0.0396,descent,0.3524,32.1680,38.5840,-1.3740,-1.3740,0.109145,0.114010,0.089972,0.000028,0.1000,+5
0.0408,descent,0.3524,32.1680,38.4961,-1.3740,-4.1220,0.109141,0.009296,0.089995,0.000005,0.1000,+5
0.0418,descent,0.3524,32.1680,38.4961,-1.3740,-5.4960,0.109141,0.008722,0.089981,0.000019,0.1000,+5
0.0430,descent,0.3524,32.1680,38.4961,0.0000,-6.8700,0.203560,0.008769,0.089981,0.000019,0.1000,+5
0.0441,descent,0.3524,32.1680,38.4961,0.0000,-8.2440,0.203560,0.008823,0.089979,0.000021,0.1000,+5
0.0452,descent,0.3524,32.1680,38.4082,0.0000,-8.2440,0.203556,0.008931,0.089979,0.000021,0.1000,+5
0.0463,descent,0.3524,32.1680,38.4082,0.0000,-9.6180,0.203556,0.008985,0.089986,0.000014,0.1000,+5
0.0474,descent,0.3524,32.1680,38.4082,0.0000,-10.9920,0.203556,0.009040,0.089986,0.000014,0.1000,+5
0.0485,descent,0.3524,32.1680,38.4082,1.3740,-10.9920,0.109108,0.009040,0.089987,0.000013,0.1000,+5
0.0496,descent,0.3524,32.1680,38.3203,1.3740,-12.3660,0.109104,0.009202,0.089987,0.000013,0.1000,+5
0.0508,descent,0.3524,32.1680,38.3203,1.3740,-13.7400,0.109104,0.009256,0.089972,0.000028,0.1000,+5
0.0518,descent,0.3524,32.1680,38.3203,2.7480,-13.7400,0.019048,0.009256,0.089975,0.000025,0.1000,+5
0.0530,descent,0.3524,32.1680,38.2324,2.7480,-15.1140,0.019044,0.009418,0.089975,0.000025,0.1000,+5
0.0541,descent,0.3524,32.1680,38.2324,2.7480,-15.1140,0.019044,0.009418,0.089978,0.000022,0.1000,+5
0.0552,descent,0.3524,32.1680,38.2324,2.7480,-16.4880,0.019044,0.009473,0.089978,0.000022,0.1000,+5
0.0563,descent,0.3524,32.2559,38.2324,2.7480,-16.4880,0.019016,0.009477,0.089976,0.000024,0.1000,+5
0.0574,descent,0.3524,32.2559,38.2324,4.1220,-16.4880,0.004114,0.009477,0.089976,0.000024,0.1000,+5
0.0585,descent,0.3524,32.3438,38.1445,4.1220,-17.8620,0.004082,0.009643,0.089968,0.000032,0.1000,+5
0.0596,descent,0.3524,32.3438,38.1445,5.4960,-17.8620,0.003439,0.009643,0.089968,0.000032,0.1000,+5
0.0608,descent,0.3524,32.5195,38.1445,6.8700,-17.8620,0.003363,0.009651,0.089977,0.000023,0.1000,+5
0.0618,descent,0.3524,32.5195,38.1445,8.2440,-17.8620,0.003349,0.009651,0.089981,0.000019,0.1000,+5
0.0630,descent,0.3524,32.6074,38.0566,9.6180,-17.8620,0.003303,0.009763,0.089981,0.000019,0.1000,+5
0.0641,descent,0.3524,32.6953,38.0566,10.9920,-19.2360,0.003261,0.009821,0.089960,0.000040,0.1000,+5
0.0652,descent,0.3524,32.6953,38.0566,10.9920,-19.2360,0.003261,0.009821,0.089960,0.000040,0.1000,+5
0.0663,descent,0.3524,32.7832,38.0566,12.3660,-19.2360,0.003220,0.009825,0.089969,0.000031,0.1000,+5
0.0674,descent,0.3524,32.8711,38.0566,13.7400,-19.2360,0.003178,0.009830,0.089969,0.000031,0.1000,+5
0.0685,descent,0.3524,32.8711,37.9688,15.1140,-19.2360,0.003160,0.009937,0.089961,0.000039,0.1000,+5
0.0696,descent,0.3524,32.9590,37.9688,16.4880,-19.2360,0.003118,0.009941,0.089961,0.000039,0.1000,+5
0.0708,descent,0.3524,33.0469,37.9688,20.6100,-19.2360,0.003048,0.009945,0.089973,0.000027,0.1000,+5
0.0718,descent,0.3524,33.1348,37.8809,21.9840,-19.2360,0.003002,0.010057,0.089962,0.000038,0.1000,+5
0.0730,descent,0.3524,33.1348,37.8809,23.3580,-19.2360,0.002988,0.010057,0.089962,0.000038,0.1000,+5
0.0741,descent,0.3524,33.2227,37.8809,24.7320,-19.2360,0.002946,0.010061,0.089962,0.000038,0.1000,+5
0.0752,descent,0.3524,33.2227,37.7930,26.1060,-19.2360,0.002928,0.010169,0.089962,0.000038,0.1000,+5
0.0763,descent,0.3524,33.3105,37.7930,27.4800,-19.2360,0.002886,0.010173,0.089963,0.000037,0.1000,+5
0.0774,descent,0.3524,33.3105,37.7930,28.8540,-19.2360,0.002872,0.010173,0.089963,0.000037,0.1000,+5
