Time_s,Phase,Force_normal_N,Force_shear_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_displacement_m,Press_type,Angle_deg
0.0008,descent,1.3351,0.1488,91.4941,40.5176,-1.3740,-12.3660,0.144396,0.033968,-0.000011,vertical,-30
0.0018,descent,1.3351,0.1488,91.5820,40.5176,-1.3740,-10.9920,0.144205,0.033750,0.000013,vertical,-30
0.0029,descent,1.3351,0.1488,91.4941,40.5176,-1.3740,-10.9920,0.144376,0.033898,0.000013,vertical,-30
0.0040,descent,1.3351,0.1488,91.4941,40.5176,-1.3740,-9.6180,0.144356,0.033828,-0.000001,vertical,-30
0.0051,descent,1.3351,0.1488,91.5820,40.5176,0.0000,-9.6180,0.238580,0.033660,-0.000001,vertical,-30
0.0063,descent,1.3347,0.1482,91.4941,40.5176,0.0000,-8.2440,0.238731,0.033739,-0.000007,vertical,-30
0.0074,descent,1.3347,0.1482,91.5820,40.5176,0.0000,-8.2440,0.238560,0.033590,0.000004,vertical,-30
0.0085,descent,1.3347,0.1482,91.5820,40.5176,0.0000,-6.8700,0.238541,0.033520,0.000004,vertical,-30
0.0096,descent,1.3347,0.1482,91.5820,40.5176,1.3740,-6.8700,0.144068,0.033500,0.000011,vertical,-30
0.0107,descent,1.3347,0.1482,91.5820,40.5176,1.3740,-5.4960,0.144048,0.033437,0.000011,vertical,-30
0.0120,descent,1.3347,0.1482,91.5820,40.5176,1.3740,-5.4960,0.144048,0.033437,0.000008,vertical,-30
0.0130,descent,1.3347,0.1482,91.5820,40.5176,1.3740,-4.1220,0.144028,0.033996,0.000008,vertical,-30
0.0141,descent,1.3347,0.1482,91.5820,40.5176,1.3740,-4.1220,0.144028,0.033996,0.000001,vertical,-30
0.0152,descent,1.3347,0.1482,91.6699,40.5176,2.7480,-4.1220,0.053777,0.033828,-0.000004,vertical,-30
0.0163,descent,1.3347,0.1482,91.6699,40.5176,2.7480,-4.1220,0.053777,0.033828,-0.000004,vertical,-30
0.0174,descent,1.3347,0.1482,91.6699,40.5176,2.7480,-4.1220,0.053777,0.033828,0.000007,vertical,-30
0.0185,descent,1.3347,0.1482,91.7578,40.5176,4.1220,-2.7480,0.038660,0.048479,0.000007,vertical,-30
0.0196,descent,1.3347,0.1482,91.7578,40.5176,4.1220,-2.7480,0.038660,0.048479,0.000002,vertical,-30
0.0207,descent,1.3347,0.1482,91.8457,40.5176,5.4960,-2.7480,0.037822,0.048311,0.000002,vertical,-30
0.0218,descent,1.3347,0.1482,91.9336,40.5176,6.8700,-1.3740,0.037586,0.138116,-0.000003,vertical,-30
0.0229,descent,1.3347,0.1482,92.0215,40.5176,9.6180,-1.3740,0.037339,0.137930,-0.000003,vertical,-30
0.0240,descent,1.3347,0.1482,92.0215,40.5176,9.6180,-1.3740,0.037339,0.137930,0.000023,vertical,-30
0.0251,descent,1.3347,0.1482,92.0215,40.5176,10.9920,-1.3740,0.037299,0.137910,0.000016,vertical,-30
0.0263,descent,1.3347,0.1482,92.1094,40.5176,12.3660,0.0000,0.037072,0.232108,0.000016,vertical,-30
0.0274,descent,1.3347,0.1482,92.1094,40.5176,13.7400,0.0000,0.037032,0.232088,0.000009,vertical,-30
0.0285,descent,1.3347,0.1482,92.1973,40.5176,15.1140,0.0000,0.036824,0.231922,0.000009,vertical,-30
0.0296,descent,1.3347,0.1482,92.1973,40.5176,15.1140,0.0000,0.036824,0.231922,0.000016,vertical,-30
0.0308,descent,1.3347,0.1482,92.2852,40.5176,16.4880,0.0000,0.036616,0.231756,0.000016,vertical,-30
0.0318,descent,1.3347,0.1482,92.2852,40.5176,19.2360,0.0000,0.036538,0.231717,0.000013,vertical,-30
0.0329,descent,1.3347,0.1482,92.3730,40.5176,20.6100,0.0000,0.036331,0.231551,0.000013,vertical,-30
0.0340,descent,1.3347,0.1482,92.3730,40.5176,20.6100,0.0000,0.036331,0.231551,0.000018,vertical,-30
0.0351,descent,1.3347,0.1482,92.3730,40.5176,21.9840,0.0000,0.036292,0.231532,0.000020,vertical,-30
0.0363,descent,1.3347,0.1482,92.3730,40.5176,23.3580,0.0000,0.036253,0.231512,0.000020,vertical,-30
0.0374,descent,1.3347,0.1482,92.3730,40.5176,23.3580,0.0000,0.036253,0.231512,0.000031,vertical,-30
0.0385,descent,1.3347,0.1482,92.3730,40.6055,24.7320,1.3740,0.036049,0.136842,0.000031,vertical,-30
0.0396,descent,1.3347,0.1482,92.3730,40.6055,24.7320,1.3740,0.036049,0.136842,0.000034,vertical,-30
0.0407,descent,1.3347,0.1482,92.3730,40.6934,24.7320,1.3740,0.035904,0.136695,0.000034,vertical,-30
0.0418,descent,1.3347,0.1482,92.3730,40.7812,24.7320,4.1220,0.035720,0.031479,0.000040,vertical,-30
0.0429,descent,1.3347,0.1482,92.3730,40.7812,24.7320,4.1220,0.035720,0.031479,0.000040,vertical,-30
0.0440,descent,1.3347,0.1482,92.3730,40.8691,24.7320,5.4960,0.035556,0.030634,0.000017,vertical,-30
0.0451,descent,1.3347,0.1482,92.3730,40.9570,24.7320,6.8700,0.035393,0.030412,0.000042,vertical,-30
0.0463,descent,1.3347,0.1482,92.3730,40.9570,24.7320,8.2440,0.035374,0.030342,0.000042,vertical,-30
0.0474,descent,1.3347,0.1482,92.3730,41.0449,24.7320,9.6180,0.035211,0.030128,0.000036,vertical,-30
0.0485,descent,1.3347,0.1482,92.3730,41.1328,24.7320,10.9920,0.035049,0.029914,0.000036,vertical,-30
0.0496,descent,1.3347,0.1482,92.2852,41.2207,23.3580,12.3660,0.035093,0.029863,0.000032,vertical,-30
0.0507,descent,1.3347,0.1482,92.2852,41.3086,21.9840,13.7400,0.034970,0.029669,0.000032,vertical,-30
0.0518,descent,1.3347,0.1482,92.2852,41.4844,20.6100,19.2360,0.034648,0.029125,0.000036,vertical,-30
0.0529,descent,1.3347,0.1482,92.2852,41.5723,19.2360,20.6100,0.034527,0.028932,0.000036,vertical,-30
0.0540,descent,1.3347,0.1482,92.2852,41.5723,17.8620,23.3580,0.034528,0.028813,0.000041,vertical,-30
0.0551,descent,1.3347,0.1482,92.2852,41.6602,16.4880,24.7320,0.034406,0.028621,0.000035,vertical,-30
0.0563,descent,1.3347,0.1482,92.1973,41.7480,15.1140,27.4800,0.034432,0.028502,0.000035,vertical,-30
0.0574,descent,1.3347,0.1482,92.1973,41.8359,13.7400,28.8540,0.034311,0.028310,0.000057,vertical,-30
