Time_s,Phase,Force_normal_N,Force_shear_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_displacement_m,Press_type,Angle_deg
0.0007,descent,1.3311,0.1879,86.8359,43.3301,19.2360,-6.8700,0.042456,0.036366,0.000011,vertical,-30
0.0016,descent,1.3311,0.1879,87.0117,43.3301,24.7320,-5.4960,0.041937,0.035927,0.000004,vertical,-30
0.0027,descent,1.3311,0.1879,87.0996,43.3301,26.1060,-4.1220,0.041708,0.036319,0.000004,vertical,-30
0.0038,descent,1.3311,0.1879,87.0996,43.3301,27.4800,-4.1220,0.041669,0.036299,0.000002,vertical,-30
0.0049,descent,1.3311,0.1879,87.1875,43.3301,28.8540,-4.1220,0.041459,0.036132,0.000002,vertical,-30
0.0060,descent,1.3311,0.1879,87.1875,43.3301,30.2280,-4.1220,0.041420,0.036112,0.000007,vertical,-30
0.0071,descent,1.3311,0.1879,87.1875,43.3301,31.6020,-2.7480,0.041361,0.050912,0.000012,vertical,-30
0.0082,descent,1.3311,0.1879,87.1875,43.3301,32.9760,-2.7480,0.041322,0.050892,0.000012,vertical,-30
0.0093,descent,1.3311,0.1879,87.2754,43.3301,34.3500,-2.7480,0.041113,0.050725,0.000024,vertical,-30
0.0114,descent,1.3311,0.1879,87.2754,43.3301,35.7240,-1.3740,0.041054,0.140678,0.000015,vertical,-30
0.0116,descent,1.3311,0.1879,87.2754,43.3301,35.7240,-1.3740,0.041054,0.140678,0.000015,vertical,-30
0.0127,descent,1.3311,0.1879,87.2754,43.3301,38.4720,-1.3740,0.040976,0.140640,0.000015,vertical,-30
0.0139,descent,1.3311,0.1879,87.2754,43.3301,38.4720,0.0000,0.040957,0.235004,-0.000003,vertical,-30
0.0150,descent,1.3311,0.1879,87.2754,43.3301,38.4720,0.0000,0.040957,0.235004,0.000010,vertical,-30
0.0161,descent,1.3311,0.1879,87.2754,43.3301,38.4720,0.0000,0.040957,0.235004,0.000010,vertical,-30
0.0171,descent,1.3311,0.1879,87.2754,43.3301,38.4720,0.0000,0.040957,0.235004,0.000004,vertical,-30
0.0182,descent,1.3311,0.1879,87.3633,43.3301,38.4720,0.0000,0.040787,0.234856,0.000004,vertical,-30
0.0193,descent,1.3311,0.1879,87.2754,43.3301,38.4720,0.0000,0.040957,0.235004,0.000014,vertical,-30
0.0205,descent,1.3311,0.1879,87.2754,43.3301,37.0980,0.0000,0.040996,0.235023,0.000014,vertical,-30
0.0216,descent,1.3311,0.1879,87.2754,43.3301,37.0980,0.0000,0.040996,0.235023,0.000012,vertical,-30
0.0227,descent,1.3311,0.1879,87.2754,43.3301,35.7240,0.0000,0.041035,0.235042,0.000012,vertical,-30
0.0238,descent,1.3311,0.1879,87.2754,43.3301,34.3500,0.0000,0.041074,0.235062,0.000006,vertical,-30
0.0249,descent,1.3311,0.1879,87.2754,43.3301,32.9760,0.0000,0.041113,0.235081,0.000006,vertical,-30
0.0260,descent,1.3311,0.1879,87.2754,43.3301,31.6020,0.0000,0.041152,0.235100,0.000021,vertical,-30
0.0273,descent,1.3311,0.1879,87.2754,43.4180,30.2280,1.3740,0.041024,0.140464,0.000050,vertical,-30
0.0284,descent,1.3311,0.1879,87.1875,43.4180,28.8540,1.3740,0.041234,0.140631,0.000050,vertical,-30
0.0296,descent,1.3311,0.1879,87.1875,43.5059,26.1060,1.3740,0.041164,0.140516,0.000023,vertical,-30
0.0306,descent,1.3311,0.1879,87.1875,43.5937,21.9840,4.1220,0.041096,0.035352,0.000023,vertical,-30
0.0316,descent,1.3311,0.1879,87.1875,43.6816,20.6100,4.1220,0.040988,0.035219,0.000019,vertical,-30
0.0327,descent,1.3311,0.1879,87.1875,43.7695,17.8620,5.4960,0.040900,0.034408,0.000019,vertical,-30
0.0338,descent,1.3311,0.1879,87.1875,43.8574,16.4880,8.2440,0.040755,0.034130,0.000027,vertical,-30
0.0349,descent,1.3311,0.1879,87.1875,43.9453,15.1140,9.6180,0.040629,0.033929,0.000027,vertical,-30
0.0361,descent,1.3311,0.1879,87.1875,44.0332,13.7400,10.9920,0.040504,0.033728,0.000032,vertical,-30
0.0372,descent,1.3311,0.1879,87.1875,44.1211,10.9920,13.7400,0.040399,0.033478,0.000019,vertical,-30
0.0385,descent,1.3311,0.1879,87.0996,44.2969,9.6180,16.4880,0.040279,0.033206,0.000019,vertical,-30
0.0395,descent,1.3311,0.1879,87.0996,44.3848,8.2440,19.2360,0.040136,0.032938,0.000030,vertical,-30
0.0407,descent,1.3311,0.1879,87.0996,44.6484,4.1220,24.7320,0.040384,0.032276,0.000030,vertical,-30
0.0417,descent,1.3311,0.1879,87.0996,44.7363,2.7480,27.4800,0.055131,0.032010,0.000049,vertical,-30
0.0428,descent,1.3311,0.1879,87.0117,44.9121,1.3740,30.2280,0.145057,0.031742,0.000049,vertical,-30
0.0450,descent,1.3311,0.1879,87.0117,44.9121,1.3740,30.2280,0.145057,0.031742,0.000037,vertical,-30
0.0453,descent,1.3311,0.1879,87.0117,44.9121,1.3740,30.2280,0.145057,0.031742,0.000037,vertical,-30
0.0460,descent,1.3311,0.1879,87.0117,45.0000,0.0000,34.3500,0.239332,0.031409,0.000037,vertical,-30
0.0473,descent,1.3311,0.1879,87.0117,45.2637,-2.7480,41.2200,0.054420,0.030670,0.000019,vertical,-30
0.0483,descent,1.3311,0.1879,87.0117,45.4395,-2.7480,46.7160,0.054067,0.030111,0.000019,vertical,-30
0.0494,descent,1.3311,0.1879,86.9238,45.5273,-4.1220,50.8380,0.039189,0.029922,0.000043,vertical,-30
0.0504,descent,1.3311,0.1879,86.9238,45.6152,-5.4960,53.5860,0.038423,0.029661,0.000043,vertical,-30
0.0515,descent,1.3311,0.1879,86.9238,45.7910,-6.8700,60.4560,0.038088,0.029056,0.000039,vertical,-30
0.0527,descent,1.3311,0.1879,86.9238,45.9668,-6.8700,63.2040,0.037777,0.028640,0.000039,vertical,-30
0.0538,descent,1.3311,0.1879,86.8359,45.9668,-8.2440,65.9520,0.037943,0.028660,0.000056,vertical,-30
0.0549,descent,1.3311,0.1879,86.8359,46.0547,-9.6180,68.7000,0.037809,0.028402,0.000056,vertical,-30
0.0560,descent,1.3311,0.1879,86.8359,46.1426,-9.6180,71.4480,0.037637,0.028127,0.000058,vertical,-30
0.0571,descent,1.3311,0.1879,86.9238,46.2305,-9.6180,74.1960,0.037302,0.027716,0.000047,vertical,-30
0.0582,descent,1.3311,0.1879,86.8359,46.3184,-9.6180,78.3180,0.037276,0.027512,0.000047,vertical,-30
0.0593,descent,1.3311,0.1879,86.8359,46.4062,-10.9920,79.6920,0.037162,0.027324,0.000045,vertical,-30
