Time_s,Phase,Force_normal_N,Force_shear_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_displacement_m,Press_type,Angle_deg
0.0007,descent,1.3824,0.1351,82.4414,50.8008,48.0900,-12.3660,0.038092,0.030954,0.000006,vertical,-30
0.0018,descent,1.3824,0.1351,82.4414,50.8008,42.5940,-12.3660,0.038242,0.031020,0.000006,vertical,-30
0.0029,descent,1.3824,0.1351,82.4414,50.8008,39.8460,-12.3660,0.038316,0.031053,-0.000001,vertical,-30
0.0040,descent,1.3824,0.1351,82.4414,50.8008,38.4720,-12.3660,0.038354,0.031069,0.000009,vertical,-30
0.0051,descent,1.3824,0.1351,82.3535,50.7129,34.3500,-13.7400,0.038773,0.031451,0.000009,vertical,-30
0.0063,descent,1.3824,0.1351,82.3535,50.7129,31.6020,-13.7400,0.038848,0.031485,0.000003,vertical,-30
0.0074,descent,1.3824,0.1351,82.3535,50.7129,28.8540,-13.7400,0.038923,0.031518,0.000003,vertical,-30
0.0085,descent,1.3824,0.1351,82.3535,50.7129,26.1060,-13.7400,0.038998,0.031551,0.000002,vertical,-30
0.0096,descent,1.3824,0.1351,82.3535,50.7129,23.3580,-15.1140,0.039089,0.031650,0.000002,vertical,-30
0.0107,descent,1.3824,0.1351,82.2656,50.7129,20.6100,-13.7400,0.039308,0.031749,0.000006,vertical,-30
0.0120,descent,1.3824,0.1351,82.2656,50.7129,15.1140,-13.7400,0.039458,0.031815,0.000023,vertical,-30
0.0133,descent,1.3824,0.1351,82.2656,50.7129,15.1140,-13.7400,0.039458,0.031815,0.000023,vertical,-30
0.0140,descent,1.3824,0.1351,82.2656,50.7129,13.7400,-13.7400,0.039495,0.031832,0.000003,vertical,-30
0.0152,descent,1.3824,0.1351,82.2656,50.7129,9.6180,-13.7400,0.039607,0.031882,0.000003,vertical,-30
0.0163,descent,1.3824,0.1351,82.1777,50.7129,6.8700,-13.7400,0.039843,0.032047,0.000006,vertical,-30
