time_s,pose_id,converged,thumb_CMC1_act_rad,thumb_CMC2_act_rad,thumb_MCP_act_rad,thumb_IP_act_rad,spread_index_act_rad,spread_middle_act_rad,spread_ring_act_rad,spread_pinky_act_rad,index_MCP_act_rad,index_PIP_act_rad,index_DIP_act_rad,middle_MCP_act_rad,middle_PIP_act_rad,middle_DIP_act_rad,ring_MCP_act_rad,ring_PIP_act_rad,ring_DIP_act_rad,pinky_MCP_act_rad,pinky_PIP_act_rad,pinky_DIP_act_rad,thumb_CMC1_ref_rad,thumb_CMC2_ref_rad,thumb_MCP_ref_rad,thumb_IP_ref_rad,spread_index_ref_rad,spread_middle_ref_rad,spread_ring_ref_rad,spread_pinky_ref_rad,index_MCP_ref_rad,index_PIP_ref_rad,index_DIP_ref_rad,middle_MCP_ref_rad,middle_PIP_ref_rad,middle_DIP_ref_rad,ring_MCP_ref_rad,ring_PIP_ref_rad,ring_DIP_ref_rad,pinky_MCP_ref_rad,pinky_PIP_ref_rad,pinky_DIP_ref_rad
4.0334,1,0,0.996632,0.001737,0.816433,0.599502,-0.013908,-0.000000,0.013908,0.020862,0.850586,1.092082,1.092082,0.962505,1.124965,1.124965,1.001677,1.134301,1.134301,1.033388,1.112017,1.112017,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
4.0672,1,0,1.009738,0.014767,0.811362,0.602161,-0.013499,-0.000000,0.013499,0.020249,0.850586,1.092082,1.092082,0.962505,1.133131,1.133131,1.000745,1.133598,1.133598,1.033388,1.124708,1.124708,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
4.1004,1,0,1.013157,0.014767,0.807558,0.604819,-0.013141,-0.000000,0.013141,0.019712,0.854317,1.090674,1.090674,0.962505,1.146062,1.146062,0.998879,1.140634,1.140634,1.033388,1.129467,1.129467,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
4.1335,1,0,1.012017,0.013029,0.805023,0.634063,-0.012937,-0.000000,0.012937,0.019405,0.863643,1.089267,1.089267,0.962505,1.149465,1.149465,0.980226,1.145560,1.145560,1.033388,1.127087,1.127087,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
4.1667,1,0,1.009738,0.011292,0.805023,0.655331,-0.012937,-0.000000,0.012937,0.019405,0.877633,1.087156,1.087156,0.969034,1.148104,1.148104,0.960640,1.143449,1.143449,1.025926,1.123915,1.123915,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
4.2000,1,0,1.010308,0.001737,0.805023,0.654002,-0.012937,-0.000000,0.012937,0.019405,0.887893,1.085045,1.085045,0.974630,1.146743,1.146743,0.941054,1.141338,1.141338,0.995149,1.123915,1.123915,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
4.2333,1,0,1.010877,-0.015635,0.805023,0.646027,-0.012937,-0.000000,0.012937,0.019405,0.889758,1.082934,1.082934,0.973697,1.141298,1.141298,0.927064,1.134301,1.134301,0.964371,1.122328,1.122328,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
4.2667,1,0,1.012587,-0.028664,0.812629,0.639380,-0.013397,-0.000000,0.013397,0.020095,0.889758,1.080119,1.080119,0.973697,1.132451,1.132451,0.916805,1.127968,1.127968,0.939189,1.120742,1.120742,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
4.3000,1,0,1.012017,-0.039956,0.843056,0.638051,-0.014113,-0.000000,0.014113,0.021169,0.889758,1.077305,1.077305,0.973697,1.125645,1.125645,0.912142,1.120932,1.120932,0.918670,1.119156,1.119156,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
4.3333,1,0,1.010877,-0.047774,0.858269,0.636722,-0.013755,-0.000000,0.013755,0.020632,0.888825,1.073787,1.073787,0.972765,1.120201,1.120201,0.911209,1.115303,1.115303,0.905613,1.117569,1.117569,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
4.3671,1,0,1.015436,-0.052117,0.853198,0.635392,-0.013346,-0.000000,0.013346,0.020018,0.902815,1.071676,1.071676,0.955977,1.116798,1.116798,0.911209,1.111081,1.111081,0.895354,1.115983,1.115983,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
4.4003,1,0,1.021704,-0.052117,0.840520,0.631405,-0.013141,-0.000000,0.013141,0.019712,0.937324,1.070268,1.070268,0.940122,1.114076,1.114076,0.911209,1.106859,1.106859,0.888825,1.113603,1.113603,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
4.4340,1,0,1.021704,-0.052117,0.832914,0.628746,-0.013039,-0.000000,0.013039,0.019558,0.961573,1.069565,1.069565,0.939189,1.113395,1.113395,0.916805,1.104748,1.104748,0.886960,1.112017,1.112017,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
4.4667,1,0,1.019995,-0.052117,0.825307,0.626087,-0.013090,-0.000000,0.013090,0.019635,0.971832,1.069565,1.069565,0.939189,1.113395,1.113395,0.946650,1.103340,1.103340,0.886960,1.110431,1.110431,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
4.5000,1,0,1.019425,-0.041694,0.816433,0.623429,-0.013141,-0.000000,0.013141,0.019712,0.973697,1.069565,1.069565,0.939189,1.113395,1.113395,0.974630,1.103340,1.103340,0.887893,1.108844,1.108844,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
4.5333,1,0,1.019425,-0.013029,0.808826,0.623429,-0.013959,-0.000000,0.013959,0.020939,0.972765,1.070972,1.070972,0.939189,1.113395,1.113395,0.994216,1.102637,1.102637,0.893489,1.108844,1.108844,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
4.5667,1,0,1.020564,0.005212,0.801220,0.623429,-0.014164,-0.000000,0.014164,0.021246,0.971832,1.085749,1.085749,0.944785,1.115437,1.115437,1.004475,1.103340,1.103340,0.923334,1.108844,1.108844,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
4.6001,1,0,1.035380,0.010423,0.796149,0.624758,-0.013704,-0.000000,0.013704,0.020555,0.970899,1.100526,1.100526,0.968101,1.129048,1.129048,1.006340,1.104748,1.104748,0.952246,1.108844,1.108844,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
4.6334,1,0,1.046207,0.008686,0.796149,0.632734,-0.013397,-0.000000,0.013397,0.020095,0.948516,1.101933,1.101933,0.976495,1.143340,1.143340,1.004475,1.121635,1.121635,0.974630,1.110431,1.110431,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
4.6675,1,0,1.047346,0.006949,0.796149,0.661978,-0.013243,-0.000000,0.013243,0.019865,0.914007,1.098415,1.098415,0.975563,1.148784,1.148784,1.003543,1.140634,1.140634,0.991418,1.119156,1.119156,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
4.7000,1,0,1.045067,0.005212,0.796149,0.668624,-0.013192,-0.000000,0.013192,0.019788,0.883229,1.095600,1.095600,0.975563,1.148104,1.148104,0.999812,1.149078,1.149078,1.002610,1.131053,1.131053,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
4.7333,1,0,1.042218,-0.009555,0.799952,0.660649,-0.013192,-0.000000,0.013192,0.019788,0.856182,1.094896,1.094896,0.975563,1.147423,1.147423,0.973697,1.147671,1.147671,1.008206,1.130260,1.130260,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
4.7667,1,0,1.041648,-0.025190,0.822772,0.648685,-0.013192,-0.000000,0.013192,0.019788,0.835664,1.094193,1.094193,0.975563,1.146062,1.146062,0.943852,1.145560,1.145560,1.010071,1.127087,1.127087,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
4.8000,1,0,1.041078,-0.039088,0.854465,0.638051,-0.013704,-0.000000,0.013704,0.020555,0.827270,1.092785,1.092785,0.962505,1.135173,1.135173,0.916805,1.141338,1.141338,1.009138,1.123915,1.123915,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
4.8333,1,0,1.039369,-0.047774,0.853198,0.630075,-0.014215,-0.000000,0.014215,0.021322,0.830068,1.090674,1.090674,0.941054,1.125645,1.125645,0.898152,1.135005,1.135005,1.009138,1.123915,1.123915,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
4.8667,1,0,1.037659,-0.052986,0.844323,0.619441,-0.013806,-0.000000,0.013806,0.020709,0.840327,1.088563,1.088563,0.934526,1.118840,1.118840,0.886960,1.129376,1.129376,1.008206,1.122328,1.122328,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
4.9000,1,0,1.035950,-0.053854,0.835449,0.610136,-0.013448,-0.000000,0.013448,0.020172,0.857115,1.085749,1.085749,0.934526,1.112715,1.112715,0.882297,1.124450,1.124450,0.989553,1.120742,1.120742,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
4.9333,1,0,1.033671,-0.053854,0.829110,0.607478,-0.013243,-0.000000,0.013243,0.019865,0.874835,1.082934,1.082934,0.934526,1.109312,1.109312,0.882297,1.120228,1.120228,0.956909,1.119156,1.119156,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
4.9667,1,0,1.031391,-0.053854,0.821504,0.607478,-0.013192,-0.000000,0.013192,0.019788,0.888825,1.080119,1.080119,0.934526,1.106590,1.106590,0.883229,1.116006,1.116006,0.929862,1.117569,1.117569,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
5.0000,1,0,1.028542,-0.052117,0.813897,0.607478,-0.013192,-0.000000,0.013192,0.019788,0.893489,1.075898,1.075898,0.934526,1.105909,1.105909,0.885095,1.113895,1.113895,0.909344,1.115190,1.115190,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
5.0341,1,0,1.025123,-0.029533,0.806291,0.610136,-0.013192,-0.000000,0.013192,0.019788,0.892556,1.072379,1.072379,0.946650,1.105909,1.105909,0.909344,1.111784,1.111784,0.893489,1.113603,1.113603,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
5.0671,1,0,1.021134,-0.002606,0.799952,0.643368,-0.013448,-0.000000,0.013448,0.020172,0.892556,1.070268,1.070268,0.969034,1.105909,1.105909,0.942920,1.111081,1.111081,0.882297,1.112017,1.112017,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
5.1003,1,0,1.017146,0.012161,0.796149,0.684575,-0.014317,-0.000000,0.014317,0.021476,0.892556,1.067454,1.067454,0.972765,1.105909,1.105909,0.969034,1.111081,1.111081,0.875768,1.111224,1.111224,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
5.1334,1,0,1.012017,0.013029,0.796149,0.685905,-0.013908,-0.000000,0.013908,0.020862,0.899085,1.067454,1.067454,0.972765,1.108631,1.108631,0.984889,1.111081,1.111081,0.873903,1.110431,1.110431,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
5.1672,1,0,1.007458,0.011292,0.796149,0.675271,-0.013448,-0.000000,0.013448,0.020172,0.919603,1.067454,1.067454,0.972765,1.122242,1.122242,0.992351,1.111081,1.111081,0.874835,1.110431,1.110431,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
5.2000,1,0,1.001760,0.009555,0.796149,0.657990,-0.013192,-0.000000,0.013192,0.019788,0.932660,1.067454,1.067454,0.972765,1.135173,1.135173,0.991418,1.117414,1.117414,0.874835,1.109638,1.109638,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
5.2335,1,0,0.995492,0.002606,0.801220,0.642039,-0.013141,-0.000000,0.013141,0.019712,0.935458,1.070268,1.070268,0.972765,1.138576,1.138576,0.990485,1.132894,1.132894,0.888825,1.109638,1.109638,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
5.2666,1,0,0.989794,-0.018241,0.834181,0.624758,-0.013141,-0.000000,0.013141,0.019712,0.934526,1.087156,1.087156,0.972765,1.137895,1.137895,0.989553,1.141338,1.141338,0.926132,1.109638,1.109638,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
5.3000,1,0,0.985235,-0.034745,0.860804,0.607478,-0.013192,-0.000000,0.013192,0.019788,0.933593,1.104748,1.104748,0.969967,1.137895,1.137895,0.977428,1.142042,1.142042,0.955977,1.115190,1.115190,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
5.3333,1,0,0.981816,-0.049511,0.859536,0.595514,-0.013652,-0.000000,0.013652,0.020479,0.933593,1.108266,1.108266,0.956909,1.137895,1.137895,0.951314,1.141338,1.141338,0.981159,1.130260,1.130260,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
5.3669,1,0,0.979537,-0.058197,0.851930,0.594185,-0.014266,-0.000000,0.014266,0.021399,0.947583,1.105451,1.105451,0.951314,1.127687,1.127687,0.927064,1.139931,1.139931,1.000745,1.133433,1.133433,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
5.4000,1,0,0.978967,-0.063409,0.840520,0.599502,-0.013857,-0.000000,0.013857,0.020785,0.974630,1.100526,1.100526,0.951314,1.103867,1.103867,0.907478,1.132190,1.132190,1.013802,1.130260,1.130260,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
5.4333,1,0,0.978967,-0.063409,0.834181,0.608807,-0.013397,-0.000000,0.013397,0.020095,0.990485,1.096304,1.096304,0.951314,1.084812,1.084812,0.895354,1.120932,1.120932,1.021263,1.125501,1.125501,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
5.4667,1,0,0.978967,-0.063409,0.827843,0.627417,-0.013141,-0.000000,0.013141,0.019712,0.995149,1.092082,1.092082,0.951314,1.068478,1.068478,0.889758,1.110377,1.110377,1.023128,1.123915,1.123915,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
5.5000,1,0,0.983526,-0.063409,0.818968,0.632734,-0.013090,-0.000000,0.013090,0.019635,0.995149,1.087156,1.087156,0.952246,1.054867,1.054867,0.888825,1.101229,1.101229,1.023128,1.122328,1.122328,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
5.5333,1,0,1.000051,-0.057329,0.811362,0.630075,-0.013141,-0.000000,0.013141,0.019712,0.994216,1.082230,1.082230,0.969967,1.046020,1.046020,0.889758,1.093489,1.093489,1.023128,1.120742,1.120742,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
5.5667,1,0,1.011447,-0.025190,0.803755,0.626087,-0.013192,-0.000000,0.013192,0.019788,0.993283,1.075898,1.075898,0.981159,1.044659,1.044659,0.889758,1.087860,1.087860,1.023128,1.118362,1.118362,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
5.6000,1,0,1.013727,0.001737,0.797416,0.634063,-0.013704,-0.000000,0.013704,0.020555,0.983957,1.070268,1.070268,0.981159,1.047381,1.047381,0.906546,1.083638,1.083638,1.022196,1.116776,1.116776,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
5.6341,1,0,1.013157,0.015635,0.793613,0.636722,-0.013857,-0.000000,0.013857,0.020785,0.951314,1.065343,1.065343,0.981159,1.052145,1.052145,0.944785,1.080823,1.080823,1.010071,1.114397,1.114397,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
5.6672,1,0,1.011447,0.015635,0.793613,0.635392,-0.013704,-0.000000,0.013704,0.020555,0.917738,1.062528,1.062528,0.981159,1.064395,1.064395,0.976495,1.079416,1.079416,0.982091,1.112810,1.112810,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
5.7000,1,0,1.011447,0.013898,0.793613,0.632734,-0.013550,-0.000000,0.013550,0.020325,0.887893,1.062528,1.062528,0.981159,1.075964,1.075964,1.000745,1.079416,1.079416,0.954112,1.111224,1.111224,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
5.7333,1,0,1.013157,0.012161,0.797416,0.638051,-0.013550,-0.000000,0.013550,0.020325,0.861778,1.062528,1.062528,0.981159,1.080728,1.080728,1.012869,1.079416,1.079416,0.934526,1.109638,1.109638,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
5.7667,1,0,1.013727,0.003474,0.829110,0.639380,-0.013550,-0.000000,0.013550,0.020325,0.842192,1.062528,1.062528,0.978361,1.080728,1.080728,1.015667,1.080119,1.080119,0.920536,1.109638,1.109638,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
5.8000,1,0,1.012587,-0.009555,0.858269,0.638051,-0.013806,-0.000000,0.013806,0.020709,0.833798,1.065343,1.065343,0.964371,1.080728,1.080728,1.014734,1.091378,1.091378,0.911209,1.108844,1.108844,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
5.8333,1,0,1.014866,-0.019978,0.858269,0.639380,-0.014317,-0.000000,0.014317,0.021476,0.834731,1.082230,1.082230,0.957842,1.080728,1.080728,1.013802,1.112488,1.112488,0.905613,1.108844,1.108844,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
5.8667,1,0,1.023414,-0.026927,0.849394,0.652673,-0.013857,-0.000000,0.013857,0.020785,0.843125,1.098415,1.098415,0.957842,1.083450,1.083450,1.011004,1.126561,1.126561,0.903748,1.108844,1.108844,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
5.9003,1,0,1.028542,-0.033008,0.840520,0.655331,-0.013397,-0.000000,0.013397,0.020095,0.857115,1.102637,1.102637,0.957842,1.102506,1.102506,0.986755,1.130783,1.130783,0.903748,1.112810,1.112810,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
5.9340,1,0,1.027402,-0.036482,0.834181,0.650014,-0.013090,-0.000000,0.013090,0.019635,0.873903,1.100526,1.100526,0.957842,1.118840,1.118840,0.957842,1.130079,1.130079,0.903748,1.127087,1.127087,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
5.9670,1,0,1.025123,-0.037351,0.827843,0.642039,-0.013090,-0.000000,0.013090,0.019635,0.887893,1.096304,1.096304,0.957842,1.125645,1.125645,0.932660,1.128672,1.128672,0.906546,1.133433,1.133433,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
6.0004,1,0,1.023414,-0.037351,0.820236,0.640709,-0.013141,-0.000000,0.013141,0.019712,0.893489,1.094896,1.094896,0.974630,1.125645,1.125645,0.912142,1.127968,1.127968,0.942920,1.131053,1.131053,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
6.0336,1,0,1.023414,-0.037351,0.812629,0.638051,-0.013192,-0.000000,0.013192,0.019788,0.893489,1.094193,1.094193,0.984889,1.124965,1.124965,0.900017,1.127968,1.127968,0.978361,1.127087,1.127087,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
6.0667,1,0,1.022274,-0.027796,0.806291,0.636722,-0.013704,-0.000000,0.013704,0.020555,0.893489,1.092785,1.092785,0.984889,1.123603,1.123603,0.894421,1.130079,1.130079,1.006340,1.126294,1.126294,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
6.1000,1,0,1.022274,-0.003474,0.801220,0.632734,-0.013857,-0.000000,0.013857,0.020785,0.893489,1.090674,1.090674,0.984889,1.127687,1.127687,0.894421,1.141338,1.141338,1.029657,1.126294,1.126294,1.134464,0.000000,0.872665,0.698132,-0.034907,0.000000,0.034907,0.034907,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
