time_s,pose_id,converged,thumb_CMC1_act_rad,thumb_CMC2_act_rad,thumb_MCP_act_rad,thumb_IP_act_rad,spread_index_act_rad,spread_middle_act_rad,spread_ring_act_rad,spread_pinky_act_rad,index_MCP_act_rad,index_PIP_act_rad,index_DIP_act_rad,middle_MCP_act_rad,middle_PIP_act_rad,middle_DIP_act_rad,ring_MCP_act_rad,ring_PIP_act_rad,ring_DIP_act_rad,pinky_MCP_act_rad,pinky_PIP_act_rad,pinky_DIP_act_rad,thumb_CMC1_ref_rad,thumb_CMC2_ref_rad,thumb_MCP_ref_rad,thumb_IP_ref_rad,spread_index_ref_rad,spread_middle_ref_rad,spread_ring_ref_rad,spread_pinky_ref_rad,index_MCP_ref_rad,index_PIP_ref_rad,index_DIP_ref_rad,middle_MCP_ref_rad,middle_PIP_ref_rad,middle_DIP_ref_rad,ring_MCP_ref_rad,ring_PIP_ref_rad,ring_DIP_ref_rad,pinky_MCP_ref_rad,pinky_PIP_ref_rad,pinky_DIP_ref_rad
0.3667,2,0,0.525953,0.207600,0.551472,0.381501,-0.008948,-0.000000,0.008948,0.013422,0.425293,0.610778,0.610778,0.279798,0.592087,0.592087,0.842192,1.083638,1.083638,0.927064,1.080291,1.080291,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
0.3992,2,0,0.532791,0.206731,0.561614,0.388148,-0.009408,-0.000000,0.009408,0.014113,0.425293,0.613592,0.613592,0.290057,0.591406,0.591406,0.848721,1.086452,1.086452,0.927064,1.080291,1.080291,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
0.4326,2,0,0.538489,0.194571,0.559079,0.398782,-0.009255,-0.000000,0.009255,0.013883,0.424360,0.611481,0.611481,0.302182,0.592087,0.592087,0.858047,1.087860,1.087860,0.927064,1.079497,1.079497,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
0.4663,2,0,0.543047,0.182410,0.552740,0.396123,-0.009050,-0.000000,0.009050,0.013576,0.426226,0.609370,0.609370,0.306845,0.592767,0.592767,0.861778,1.086452,1.086452,0.927064,1.080291,1.080291,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
0.4992,2,0,0.545897,0.174592,0.552740,0.392135,-0.008948,-0.000000,0.008948,0.013422,0.434620,0.609370,0.609370,0.306845,0.600934,0.600934,0.862711,1.087860,1.087860,0.927064,1.087429,1.087429,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
0.5326,2,0,0.546466,0.171118,0.551472,0.389477,-0.008897,-0.000000,0.008897,0.013346,0.436485,0.608667,0.608667,0.306845,0.607740,0.607740,0.862711,1.094193,1.094193,0.929862,1.098533,1.098533,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
0.5659,2,0,0.546466,0.171987,0.548937,0.389477,-0.008897,-0.000000,0.008897,0.013346,0.434620,0.609370,0.609370,0.305913,0.607740,0.607740,0.862711,1.095600,1.095600,0.930795,1.099326,1.099326,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
0.5999,2,0,0.546466,0.171987,0.547669,0.389477,-0.008897,-0.000000,0.008897,0.013346,0.433687,0.610074,0.610074,0.306845,0.605698,0.605698,0.862711,1.094193,1.094193,0.930795,1.095361,1.095361,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
0.6326,2,0,0.547036,0.171987,0.545134,0.389477,-0.009255,-0.000000,0.009255,0.013883,0.429956,0.616407,0.616407,0.309643,0.604337,0.604337,0.864576,1.092082,1.092082,0.930795,1.090602,1.090602,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
0.6665,2,0,0.551025,0.185016,0.543866,0.389477,-0.009357,-0.000000,0.009357,0.014036,0.419697,0.624851,0.624851,0.309643,0.604337,0.604337,0.871105,1.092785,1.092785,0.931728,1.089015,1.089015,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
0.6992,2,0,0.556723,0.200651,0.542598,0.392135,-0.009102,-0.000000,0.009102,0.013652,0.409438,0.624851,0.624851,0.309643,0.604337,0.604337,0.876701,1.092082,1.092082,0.941054,1.087429,1.087429,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
0.7326,2,0,0.559003,0.206731,0.542598,0.404099,-0.008948,-0.000000,0.008948,0.013422,0.401044,0.623444,0.623444,0.309643,0.603656,0.603656,0.875768,1.092082,1.092082,0.948516,1.086636,1.086636,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
0.7676,2,0,0.559003,0.206731,0.542598,0.409416,-0.008948,-0.000000,0.008948,0.013422,0.394515,0.622036,0.622036,0.309643,0.603656,0.603656,0.874835,1.092082,1.092082,0.950381,1.085843,1.085843,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
0.7993,2,0,0.559003,0.206731,0.543866,0.406757,-0.008948,-0.000000,0.008948,0.013422,0.387054,0.622740,0.622740,0.310576,0.603656,0.603656,0.875768,1.092785,1.092785,0.950381,1.085843,1.085843,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
0.8326,2,0,0.559003,0.205863,0.550205,0.402770,-0.008948,-0.000000,0.008948,0.013422,0.381458,0.622036,0.622036,0.311509,0.603656,0.603656,0.891623,1.094896,1.094896,0.950381,1.085843,1.085843,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
0.8659,2,0,0.559003,0.204994,0.561614,0.401440,-0.009306,-0.000000,0.009306,0.013959,0.375862,0.622740,0.622740,0.311509,0.603656,0.603656,0.912142,1.103340,1.103340,0.950381,1.085843,1.085843,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
0.9000,2,0,0.560712,0.194571,0.559079,0.400111,-0.009357,-0.000000,0.009357,0.014036,0.372131,0.624147,0.624147,0.310576,0.603656,0.603656,0.922401,1.104748,1.104748,0.950381,1.088222,1.088222,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
0.9331,2,0,0.564131,0.185016,0.554008,0.400111,-0.009153,-0.000000,0.009153,0.013729,0.368401,0.631184,0.631184,0.313374,0.603656,0.603656,0.925199,1.103340,1.103340,0.950381,1.098533,1.098533,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
0.9663,2,0,0.564131,0.179804,0.551472,0.398782,-0.008948,-0.000000,0.008948,0.013422,0.364670,0.632591,0.632591,0.319902,0.603656,0.603656,0.924266,1.101933,1.101933,0.950381,1.100913,1.100913,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
0.9993,2,0,0.564131,0.178935,0.551472,0.398782,-0.008897,-0.000000,0.008897,0.013346,0.362805,0.631184,0.631184,0.320835,0.603656,0.603656,0.922401,1.101933,1.101933,0.951314,1.097740,1.097740,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
1.0326,2,0,0.564131,0.178935,0.550205,0.398782,-0.008897,-0.000000,0.008897,0.013346,0.360940,0.629777,0.629777,0.320835,0.603656,0.603656,0.923334,1.101229,1.101229,0.951314,1.094567,1.094567,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
1.0659,2,0,0.564701,0.178935,0.550205,0.398782,-0.008897,-0.000000,0.008897,0.013346,0.360007,0.629777,0.629777,0.320835,0.603656,0.603656,0.930795,1.101229,1.101229,0.951314,1.092981,1.092981,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
1.0992,2,0,0.566410,0.178935,0.550205,0.398782,-0.009050,-0.000000,0.009050,0.013576,0.360007,0.629777,0.629777,0.320835,0.603656,0.603656,0.934526,1.101229,1.101229,0.951314,1.092188,1.092188,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
1.1326,2,0,0.566980,0.190228,0.551472,0.400111,-0.009408,-0.000000,0.009408,0.014113,0.360940,0.629073,0.629073,0.324566,0.603656,0.603656,0.934526,1.101933,1.101933,0.951314,1.090602,1.090602,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
1.1659,2,0,0.566980,0.204125,0.555276,0.404099,-0.009255,-0.000000,0.009255,0.013883,0.374929,0.629073,0.629073,0.325498,0.603656,0.603656,0.933593,1.106859,1.106859,0.952246,1.088222,1.088222,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
1.1992,2,0,0.566980,0.209337,0.566685,0.416062,-0.009050,-0.000000,0.009050,0.013576,0.388919,0.629073,0.629073,0.325498,0.603656,0.603656,0.932660,1.113895,1.113895,0.952246,1.086636,1.086636,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
1.2326,2,0,0.566980,0.209337,0.564150,0.414733,-0.008948,-0.000000,0.008948,0.013422,0.390785,0.629073,0.629073,0.325498,0.603656,0.603656,0.940122,1.113192,1.113192,0.952246,1.085049,1.085049,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
1.2662,2,0,0.569260,0.208469,0.559079,0.409416,-0.008948,-0.000000,0.008948,0.013422,0.389852,0.629073,0.629073,0.325498,0.603656,0.603656,0.954112,1.111081,1.111081,0.952246,1.084256,1.084256,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
1.2994,2,0,0.573818,0.208469,0.557811,0.406757,-0.008948,-0.000000,0.008948,0.013422,0.388919,0.629073,0.629073,0.325498,0.603656,0.603656,0.958775,1.109673,1.109673,0.952246,1.083463,1.083463,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
1.3327,2,0,0.575528,0.205863,0.556543,0.405428,-0.008999,-0.000000,0.008999,0.013499,0.389852,0.629073,0.629073,0.325498,0.603656,0.603656,0.957842,1.109673,1.109673,0.952246,1.083463,1.083463,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
1.3659,2,0,0.575528,0.192833,0.555276,0.405428,-0.009408,-0.000000,0.009408,0.014113,0.401044,0.629073,0.629073,0.325498,0.603656,0.603656,0.956909,1.109673,1.109673,0.952246,1.084256,1.084256,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
1.3993,2,0,0.575528,0.182410,0.552740,0.405428,-0.009306,-0.000000,0.009306,0.013959,0.411303,0.629073,0.629073,0.325498,0.603656,0.603656,0.955977,1.108970,1.108970,0.952246,1.088222,1.088222,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
1.4326,2,0,0.575528,0.176330,0.548937,0.405428,-0.009102,-0.000000,0.009102,0.013652,0.411303,0.629073,0.629073,0.325498,0.603656,0.603656,0.963438,1.108970,1.108970,0.953179,1.100120,1.100120,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
1.4663,2,0,0.575528,0.174592,0.545134,0.405428,-0.008948,-0.000000,0.008948,0.013422,0.410371,0.629073,0.629073,0.325498,0.603656,0.603656,0.973697,1.108970,1.108970,0.953179,1.101706,1.101706,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
1.4993,2,0,0.577237,0.174592,0.542598,0.405428,-0.008948,-0.000000,0.008948,0.013422,0.409438,0.629073,0.629073,0.325498,0.603656,0.603656,0.975563,1.108970,1.108970,0.953179,1.098533,1.098533,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
1.5326,2,0,0.579517,0.174592,0.541330,0.405428,-0.008948,-0.000000,0.008948,0.013422,0.411303,0.629073,0.629073,0.325498,0.603656,0.603656,0.974630,1.108970,1.108970,0.953179,1.094567,1.094567,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
1.5663,2,0,0.580086,0.175461,0.541330,0.405428,-0.008948,-0.000000,0.008948,0.013422,0.420630,0.629073,0.629073,0.325498,0.603656,0.603656,0.972765,1.109673,1.109673,0.953179,1.093774,1.093774,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
1.5994,2,0,0.580086,0.182410,0.541330,0.405428,-0.009306,-0.000000,0.009306,0.013959,0.423428,0.629073,0.629073,0.325498,0.603656,0.603656,0.969034,1.114599,1.114599,0.953179,1.092981,1.092981,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
1.6326,2,0,0.580086,0.193702,0.542598,0.409416,-0.009460,-0.000000,0.009460,0.014189,0.422495,0.629073,0.629073,0.325498,0.603656,0.603656,0.958775,1.121635,1.121635,0.953179,1.091395,1.091395,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
1.6659,2,0,0.580086,0.198914,0.548937,0.421379,-0.009255,-0.000000,0.009255,0.013883,0.420630,0.629073,0.629073,0.325498,0.603656,0.603656,0.950381,1.121635,1.121635,0.953179,1.089808,1.089808,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
1.6993,2,0,0.581226,0.198914,0.562882,0.420050,-0.009102,-0.000000,0.009102,0.013652,0.422495,0.629073,0.629073,0.325498,0.603656,0.603656,0.942920,1.119525,1.119525,0.953179,1.087429,1.087429,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
1.7326,2,0,0.582935,0.198914,0.561614,0.416062,-0.008999,-0.000000,0.008999,0.013499,0.426226,0.629073,0.629073,0.325498,0.603656,0.603656,0.936391,1.118821,1.118821,0.953179,1.085843,1.085843,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
1.7659,2,0,0.582935,0.198914,0.557811,0.412075,-0.009050,-0.000000,0.009050,0.013576,0.426226,0.629073,0.629073,0.325498,0.603656,0.603656,0.930795,1.118821,1.118821,0.958775,1.084256,1.084256,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
1.7993,2,0,0.582935,0.198914,0.555276,0.410745,-0.009050,-0.000000,0.009050,0.013576,0.425293,0.629073,0.629073,0.325498,0.603656,0.603656,0.927064,1.118117,1.118117,0.963438,1.084256,1.084256,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
1.8331,2,0,0.582935,0.204125,0.555276,0.409416,-0.009306,-0.000000,0.009306,0.013959,0.424360,0.629073,0.629073,0.325498,0.603656,0.603656,0.925199,1.118821,1.118821,0.963438,1.083463,1.083463,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
1.8663,2,0,0.584075,0.211074,0.554008,0.409416,-0.009460,-0.000000,0.009460,0.014189,0.429956,0.629073,0.629073,0.325498,0.603656,0.603656,0.924266,1.118821,1.118821,0.963438,1.083463,1.083463,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
1.8994,2,0,0.586354,0.211074,0.552740,0.409416,-0.009255,-0.000000,0.009255,0.013883,0.439283,0.629073,0.629073,0.325498,0.603656,0.603656,0.924266,1.125154,1.125154,0.963438,1.084256,1.084256,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
1.9327,2,0,0.586924,0.211074,0.551472,0.408087,-0.009050,-0.000000,0.009050,0.013576,0.439283,0.629073,0.629073,0.325498,0.603656,0.603656,0.924266,1.127968,1.127968,0.962505,1.089015,1.089015,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
1.9659,2,0,0.586354,0.211074,0.551472,0.409416,-0.009050,-0.000000,0.009050,0.013576,0.437418,0.629073,0.629073,0.325498,0.603656,0.603656,0.930795,1.126561,1.126561,0.957842,1.099326,1.099326,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
1.9993,2,0,0.586924,0.210206,0.551472,0.418721,-0.009050,-0.000000,0.009050,0.013576,0.436485,0.629073,0.629073,0.325498,0.603656,0.603656,0.946650,1.124450,1.124450,0.953179,1.100120,1.100120,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
2.0326,2,0,0.588634,0.198914,0.551472,0.422709,-0.009050,-0.000000,0.009050,0.013576,0.429956,0.629073,0.629073,0.325498,0.603656,0.603656,0.955044,1.124450,1.124450,0.952246,1.096947,1.096947,0.872665,0.209440,0.610865,0.436332,-0.017453,0.000000,0.017453,0.017453,0.436332,0.610865,0.698132,0.436332,0.610865,0.610865,0.959931,1.134464,1.134464,0.959931,1.134464,1.134464
