Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,K_d_Nmrad,Alpha
0.0007,descent,0.3197,23.4668,31.2891,-8.2440,-8.2440,0.013026,0.027887,0.084997,0.000003,0.145732,0.3
0.0017,descent,0.3197,23.4668,31.2891,-8.2440,-9.6180,0.013026,0.027941,0.084997,0.000003,0.145732,0.3
0.0028,descent,0.3197,23.4668,31.2891,-8.2440,-9.6180,0.013026,0.027941,0.084984,0.000016,0.145732,0.3
0.0040,descent,0.3197,23.4668,31.2891,-6.8700,-9.6180,0.013011,0.027941,0.084972,0.000028,0.145732,0.3
0.0051,descent,0.3197,23.4668,31.2891,-6.8700,-9.6180,0.013011,0.027941,0.084972,0.000028,0.145732,0.3
0.0062,descent,0.3197,23.4668,31.2891,-6.8700,-9.6180,0.013011,0.027941,0.084994,0.000006,0.145732,0.3
0.0073,descent,0.3197,23.4668,31.2012,-6.8700,-9.6180,0.013008,0.028103,0.084994,0.000006,0.145732,0.3
0.0085,descent,0.3197,23.4668,31.2012,-5.4960,-10.9920,0.013001,0.028157,0.084986,0.000014,0.145732,0.3
0.0095,descent,0.3197,23.3789,31.2012,-6.8700,-10.9920,0.013050,0.028154,0.084986,0.000014,0.145732,0.3
0.0106,descent,0.3197,23.3789,31.2012,-6.8700,-10.9920,0.013050,0.028154,0.085007,-0.000007,0.145732,0.3
0.0117,descent,0.3197,23.4668,31.2012,-5.4960,-10.9920,0.013001,0.028157,0.085007,-0.000007,0.145732,0.3
0.0128,descent,0.3197,23.3789,31.1133,-6.8700,-10.9920,0.013047,0.028316,0.084975,0.000025,0.145732,0.3
0.0140,descent,0.3197,23.3789,31.1133,-6.8700,-10.9920,0.013047,0.028316,0.084992,0.000008,0.145732,0.3
0.0151,descent,0.3197,23.3789,31.1133,-6.8700,-10.9920,0.013047,0.028316,0.084992,0.000008,0.145732,0.3
0.0162,descent,0.3197,23.3789,31.1133,-5.4960,-12.3660,0.013039,0.028370,0.084973,0.000027,0.145732,0.3
0.0174,descent,0.3197,23.3789,31.1133,-5.4960,-12.3660,0.013039,0.028370,0.084973,0.000027,0.145732,0.3
0.0185,descent,0.3197,23.3789,31.0254,-5.4960,-12.3660,0.013036,0.028532,0.084987,0.000013,0.145732,0.3
0.0196,descent,0.3197,23.3789,31.0254,-5.4960,-12.3660,0.013036,0.028532,0.084987,0.000013,0.145732,0.3
0.0206,descent,0.3197,23.3789,31.0254,-5.4960,-12.3660,0.013036,0.028532,0.084986,0.000014,0.145732,0.3
0.0217,descent,0.3197,23.3789,31.0254,-5.4960,-12.3660,0.013036,0.028532,0.084986,0.000014,0.145732,0.3
0.0228,descent,0.3197,23.3789,31.0254,-5.4960,-12.3660,0.013036,0.028532,0.084993,0.000007,0.145732,0.3
0.0240,descent,0.3197,23.3789,31.0254,-5.4960,-12.3660,0.013036,0.028532,0.084979,0.000021,0.145732,0.3
0.0251,descent,0.3197,23.3789,31.0254,-5.4960,-12.3660,0.013036,0.028532,0.084979,0.000021,0.145732,0.3
0.0262,descent,0.3197,23.3789,31.0254,-5.4960,-12.3660,0.013036,0.028532,0.084981,0.000019,0.145732,0.3
0.0273,descent,0.3197,23.3789,31.0254,-5.4960,-12.3660,0.013036,0.028532,0.084981,0.000019,0.145732,0.3
0.0284,descent,0.3197,23.3789,30.8496,-4.1220,-12.3660,0.013644,0.028856,0.084971,0.000029,0.145732,0.3
0.0295,descent,0.3197,23.3789,30.8496,-4.1220,-12.3660,0.013644,0.028856,0.084971,0.000029,0.145732,0.3
0.0306,descent,0.3197,23.3789,30.8496,-4.1220,-12.3660,0.013644,0.028856,0.084964,0.000036,0.145732,0.3
0.0317,descent,0.3197,23.3789,30.8496,-4.1220,-12.3660,0.013644,0.028856,0.084964,0.000036,0.145732,0.3
0.0328,descent,0.3197,23.3789,30.8496,-2.7480,-12.3660,0.028518,0.028856,0.084981,0.000019,0.145732,0.3
0.0340,descent,0.3197,23.3789,30.8496,-2.7480,-12.3660,0.028518,0.028856,0.084970,0.000030,0.145732,0.3
0.0351,descent,0.3197,23.3789,30.8496,-2.7480,-12.3660,0.028518,0.028856,0.084970,0.000030,0.145732,0.3
0.0362,descent,0.3197,23.3789,30.8496,-2.7480,-10.9920,0.028518,0.028802,0.084981,0.000019,0.145732,0.3
0.0373,descent,0.3197,23.3789,30.8496,-2.7480,-10.9920,0.028518,0.028802,0.084981,0.000019,0.145732,0.3
0.0384,descent,0.3197,23.3789,30.8496,-2.7480,-10.9920,0.028518,0.028802,0.084965,0.000035,0.145732,0.3
0.0395,descent,0.3197,23.3789,30.8496,-2.7480,-10.9920,0.028518,0.028802,0.084965,0.000035,0.145732,0.3
0.0406,descent,0.3197,23.3789,30.8496,-2.7480,-10.9920,0.028518,0.028802,0.084977,0.000023,0.145732,0.3
0.0417,descent,0.3197,23.3789,30.8496,-1.3740,-10.9920,0.118545,0.028802,0.084977,0.000023,0.145732,0.3
0.0428,descent,0.3197,23.3789,30.8496,-1.3740,-10.9920,0.118545,0.028802,0.084964,0.000036,0.145732,0.3
0.0439,descent,0.3197,23.3789,30.8496,-1.3740,-10.9920,0.118545,0.028802,0.084952,0.000048,0.145732,0.3
0.0451,descent,0.3197,23.3789,30.8496,-1.3740,-9.6180,0.118545,0.028747,0.084952,0.000048,0.145732,0.3
0.0462,descent,0.3197,23.3789,30.8496,-1.3740,-9.6180,0.118545,0.028747,0.084966,0.000034,0.145732,0.3
0.0473,descent,0.3197,23.3789,30.8496,-1.3740,-9.6180,0.118545,0.028747,0.084966,0.000034,0.145732,0.3
0.0484,descent,0.3197,23.3789,30.8496,0.0000,-8.2440,0.212965,0.028693,0.084963,0.000037,0.145732,0.3
0.0495,descent,0.3197,23.3789,30.8496,0.0000,-8.2440,0.212965,0.028693,0.084963,0.000037,0.145732,0.3
