Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,K_d_Nmrad,Alpha
0.0007,descent,0.3515,25.8398,26.7187,-31.6020,2.7480,0.012583,0.052751,0.084987,0.000013,0.150037,0.3
0.0017,descent,0.3515,25.8398,26.7187,-31.6020,2.7480,0.012583,0.052751,0.084987,0.000013,0.150037,0.3
0.0029,descent,0.3515,25.7520,26.8945,-31.6020,5.4960,0.012633,0.036787,0.084985,0.000015,0.150037,0.3
0.0040,descent,0.3515,25.7520,26.9824,-31.6020,6.8700,0.012636,0.036558,0.084985,0.000015,0.150037,0.3
0.0051,descent,0.3515,25.6641,27.0703,-31.6020,8.2440,0.012682,0.036333,0.085003,-0.000003,0.150037,0.3
0.0062,descent,0.3515,25.6641,27.1582,-31.6020,9.6180,0.012686,0.036112,0.085003,-0.000003,0.150037,0.3
0.0073,descent,0.3515,25.6641,27.2461,-30.2280,10.9920,0.012674,0.035890,0.084991,0.000009,0.150037,0.3
0.0085,descent,0.3515,25.5762,27.4219,-30.2280,13.7400,0.012724,0.035443,0.084991,0.000009,0.150037,0.3
0.0096,descent,0.3515,25.5762,27.5098,-30.2280,16.4880,0.012728,0.035167,0.084986,0.000014,0.150037,0.3
0.0107,descent,0.3515,25.5762,27.5977,-30.2280,19.2360,0.012731,0.034891,0.084988,0.000012,0.150037,0.3
0.0117,descent,0.3515,25.4883,27.6855,-30.2280,21.9840,0.012777,0.034612,0.084988,0.000012,0.150037,0.3
0.0129,descent,0.3515,25.4883,27.9492,-30.2280,27.4800,0.012787,0.033892,0.084983,0.000017,0.150037,0.3
0.0140,descent,0.3515,25.4004,28.0371,-30.2280,30.2280,0.012834,0.033613,0.084983,0.000017,0.150037,0.3
0.0151,descent,0.3515,25.4004,28.2129,-30.2280,34.3500,0.012840,0.033115,0.084983,0.000017,0.150037,0.3
0.0162,descent,0.3515,25.4004,28.3008,-30.2280,37.0980,0.012844,0.032839,0.084983,0.000017,0.150037,0.3
0.0173,descent,0.3515,25.3125,28.3887,-30.2280,39.8460,0.012890,0.032560,0.084977,0.000023,0.150037,0.3
0.0185,descent,0.3515,25.3125,28.4766,-30.2280,42.5940,0.012894,0.032284,0.084977,0.000023,0.150037,0.3
0.0196,descent,0.3515,25.3125,28.6523,-28.8540,46.7160,0.012886,0.031786,0.084985,0.000015,0.150037,0.3
0.0207,descent,0.3515,25.2246,28.7402,-28.8540,49.4640,0.012933,0.031507,0.084997,0.000003,0.150037,0.3
0.0217,descent,0.3515,25.2246,28.9160,-28.8540,53.5860,0.012939,0.031009,0.084997,0.000003,0.150037,0.3
0.0229,descent,0.3515,25.1367,29.0918,-28.8540,60.4560,0.012989,0.030400,0.084996,0.000004,0.150037,0.3
