Time_s,Force_Ref_N,Force_Pred_N,Force_Normal_N,Force_Total_N,Force_Shear_N,Motor1_pos_deg,Motor2_pos_deg,K11,K22,K33
0.0011,0.4000,1.010881,0.922835,0.976460,0.319138,45.6152,42.3633,0.499907,0.499985,0.499985
0.0022,0.4000,1.008756,0.922835,0.976460,0.319138,45.6152,42.4512,0.499814,0.499970,0.499970
0.0034,0.4000,1.008508,0.922835,0.976460,0.319138,45.6152,42.4512,0.499721,0.499955,0.499955
0.0045,0.4000,1.010532,0.922835,0.976460,0.319138,45.5273,42.4512,0.499628,0.499940,0.499940
0.0056,0.4000,1.010282,0.922835,0.976460,0.319138,45.5273,42.4512,0.499535,0.499925,0.499925
0.0067,0.4000,1.010032,0.922188,0.975755,0.318853,45.5273,42.4512,0.499441,0.499910,0.499910
0.0078,0.4000,1.009783,0.922188,0.975755,0.318853,45.5273,42.4512,0.499348,0.499895,0.499895
0.0089,0.4000,1.007670,0.922188,0.975755,0.318853,45.5273,42.5391,0.499255,0.499880,0.499880
0.0100,0.4000,1.007835,0.922188,0.975755,0.318853,45.4395,42.6270,0.499161,0.499865,0.499865
0.0111,0.4000,1.007587,0.922188,0.975755,0.318853,45.4395,42.6270,0.499068,0.499851,0.499851
0.0122,0.4000,1.005489,0.922188,0.975755,0.318853,45.4395,42.7148,0.498974,0.499836,0.499836
0.0133,0.4000,1.005243,0.922188,0.975755,0.318853,45.4395,42.7148,0.498881,0.499822,0.499822
0.0145,0.4000,1.003150,0.922188,0.975755,0.318853,45.4395,42.8027,0.498788,0.499808,0.499808
0.0156,0.4000,1.001064,0.922188,0.975755,0.318853,45.4395,42.8906,0.498694,0.499794,0.499794
0.0167,0.4000,0.999438,0.922188,0.975755,0.318853,45.3516,43.0664,0.498601,0.499781,0.499781
0.0178,0.4000,0.997371,0.922188,0.975755,0.318853,45.3516,43.1543,0.498507,0.499768,0.499768
0.0189,0.4000,0.995310,0.922188,0.975755,0.318853,45.3516,43.2422,0.498414,0.499755,0.499755
0.0200,0.4000,0.993254,0.922188,0.975755,0.318853,45.3516,43.3301,0.498321,0.499742,0.499742
0.0211,0.4000,0.991205,0.922188,0.975755,0.318853,45.3516,43.4180,0.498228,0.499730,0.499730
0.0222,0.4000,0.993270,0.922188,0.975755,0.318853,45.2637,43.4180,0.498134,0.499718,0.499718
0.0233,0.4000,0.991230,0.922188,0.975755,0.318853,45.2637,43.5059,0.498041,0.499706,0.499706
0.0245,0.4000,0.989195,0.922188,0.975755,0.318853,45.2637,43.5937,0.497947,0.499694,0.499694
0.0256,0.4000,0.985377,0.922188,0.975755,0.318853,45.2637,43.7695,0.497854,0.499682,0.499682
0.0267,0.4000,0.983360,0.922188,0.975755,0.318853,45.2637,43.8574,0.497761,0.499671,0.499671
0.0278,0.4000,0.983670,0.922188,0.975755,0.318853,45.1758,43.9453,0.497668,0.499660,0.499660
0.0290,0.4000,0.981668,0.922188,0.975755,0.318853,45.1758,44.0332,0.497574,0.499649,0.499649
0.0301,0.4000,0.979672,0.922188,0.975755,0.318853,45.1758,44.1211,0.497481,0.499639,0.499639
0.0311,0.4000,0.979444,0.922188,0.975755,0.318853,45.1758,44.1211,0.497388,0.499628,0.499628
0.0322,0.4000,0.979216,0.922188,0.975755,0.318853,45.1758,44.1211,0.497295,0.499618,0.499618
0.0334,0.4000,0.977226,0.922188,0.975755,0.318853,45.1758,44.2090,0.497202,0.499607,0.499607
0.0345,0.4000,0.977000,0.922188,0.975755,0.318853,45.1758,44.2090,0.497109,0.499597,0.499597
0.0356,0.4000,0.975017,0.922188,0.975755,0.318853,45.1758,44.2969,0.497016,0.499587,0.499587
0.0367,0.4000,0.975376,0.922188,0.975755,0.318853,45.0879,44.3848,0.496922,0.499577,0.499577
0.0378,0.4000,0.975150,0.922188,0.975755,0.318853,45.0879,44.3848,0.496829,0.499567,0.499567
0.0389,0.4000,0.974924,0.922188,0.975755,0.318853,45.0879,44.3848,0.496736,0.499558,0.499558
0.0400,0.4000,0.974698,0.922188,0.975755,0.318853,45.0879,44.3848,0.496642,0.499548,0.499548
0.0411,0.4000,0.972731,0.922188,0.975755,0.318853,45.0879,44.4727,0.496549,0.499538,0.499538
0.0422,0.4000,0.974839,0.922188,0.975755,0.318853,45.0000,44.4727,0.496455,0.499528,0.499528
