time_s,phase,ramp_duration_s,k_tip_Npm,q_motor_0_rad,q_motor_1_rad,q_motor_2_rad,q_motor_3_rad,q_motor_4_rad,q_motor_5_rad,q_motor_6_rad,q_motor_7_rad,q_motor_8_rad,q_motor_9_rad,q_motor_10_rad,q_motor_11_rad,q_motor_12_rad,q_dot_motor_0_rads,q_dot_motor_1_rads,q_dot_motor_2_rads,q_dot_motor_3_rads,q_dot_motor_4_rads,q_dot_motor_5_rads,q_dot_motor_6_rads,q_dot_motor_7_rads,q_dot_motor_8_rads,q_dot_motor_9_rads,q_dot_motor_10_rads,q_dot_motor_11_rads,q_dot_motor_12_rads,joint_thumb_CMC1_rad,joint_thumb_CMC2_rad,joint_thumb_MCP_rad,joint_thumb_IP_rad,joint_spread_index_rad,joint_spread_middle_rad,joint_spread_ring_rad,joint_spread_pinky_rad,joint_index_MCP_rad,joint_index_PIP_rad,joint_index_DIP_rad,joint_middle_MCP_rad,joint_middle_PIP_rad,joint_middle_DIP_rad,joint_ring_MCP_rad,joint_ring_PIP_rad,joint_ring_DIP_rad,joint_pinky_MCP_rad,joint_pinky_PIP_rad,joint_pinky_DIP_rad,tip_thumb_x_m,tip_thumb_y_m,tip_thumb_z_m,ref_thumb_x_m,ref_thumb_y_m,ref_thumb_z_m,disp_thumb_x_m,disp_thumb_y_m,disp_thumb_z_m,force_1st_thumb_x_N,force_1st_thumb_y_N,force_1st_thumb_z_N,force_1st_thumb_mag_N,stiff_1st_thumb_00_Npm,stiff_1st_thumb_01_Npm,stiff_1st_thumb_02_Npm,stiff_1st_thumb_10_Npm,stiff_1st_thumb_11_Npm,stiff_1st_thumb_12_Npm,stiff_1st_thumb_20_Npm,stiff_1st_thumb_21_Npm,stiff_1st_thumb_22_Npm,stiff_1st_thumb_eig_0_Npm,stiff_1st_thumb_eig_1_Npm,stiff_1st_thumb_eig_2_Npm,force_2nd_thumb_x_N,force_2nd_thumb_y_N,force_2nd_thumb_z_N,force_2nd_thumb_mag_N,stiff_2nd_thumb_00_Npm,stiff_2nd_thumb_01_Npm,stiff_2nd_thumb_02_Npm,stiff_2nd_thumb_10_Npm,stiff_2nd_thumb_11_Npm,stiff_2nd_thumb_12_Npm,stiff_2nd_thumb_20_Npm,stiff_2nd_thumb_21_Npm,stiff_2nd_thumb_22_Npm,stiff_2nd_thumb_eig_0_Npm,stiff_2nd_thumb_eig_1_Npm,stiff_2nd_thumb_eig_2_Npm,tip_index_x_m,tip_index_y_m,tip_index_z_m,ref_index_x_m,ref_index_y_m,ref_index_z_m,disp_index_x_m,disp_index_y_m,disp_index_z_m,force_1st_index_x_N,force_1st_index_y_N,force_1st_index_z_N,force_1st_index_mag_N,stiff_1st_index_00_Npm,stiff_1st_index_01_Npm,stiff_1st_index_02_Npm,stiff_1st_index_10_Npm,stiff_1st_index_11_Npm,stiff_1st_index_12_Npm,stiff_1st_index_20_Npm,stiff_1st_index_21_Npm,stiff_1st_index_22_Npm,stiff_1st_index_eig_0_Npm,stiff_1st_index_eig_1_Npm,stiff_1st_index_eig_2_Npm,force_2nd_index_x_N,force_2nd_index_y_N,force_2nd_index_z_N,force_2nd_index_mag_N,stiff_2nd_index_00_Npm,stiff_2nd_index_01_Npm,stiff_2nd_index_02_Npm,stiff_2nd_index_10_Npm,stiff_2nd_index_11_Npm,stiff_2nd_index_12_Npm,stiff_2nd_index_20_Npm,stiff_2nd_index_21_Npm,stiff_2nd_index_22_Npm,stiff_2nd_index_eig_0_Npm,stiff_2nd_index_eig_1_Npm,stiff_2nd_index_eig_2_Npm,tip_middle_x_m,tip_middle_y_m,tip_middle_z_m,ref_middle_x_m,ref_middle_y_m,ref_middle_z_m,disp_middle_x_m,disp_middle_y_m,disp_middle_z_m,force_1st_middle_x_N,force_1st_middle_y_N,force_1st_middle_z_N,force_1st_middle_mag_N,stiff_1st_middle_00_Npm,stiff_1st_middle_01_Npm,stiff_1st_middle_02_Npm,stiff_1st_middle_10_Npm,stiff_1st_middle_11_Npm,stiff_1st_middle_12_Npm,stiff_1st_middle_20_Npm,stiff_1st_middle_21_Npm,stiff_1st_middle_22_Npm,stiff_1st_middle_eig_0_Npm,stiff_1st_middle_eig_1_Npm,stiff_1st_middle_eig_2_Npm,force_2nd_middle_x_N,force_2nd_middle_y_N,force_2nd_middle_z_N,force_2nd_middle_mag_N,stiff_2nd_middle_00_Npm,stiff_2nd_middle_01_Npm,stiff_2nd_middle_02_Npm,stiff_2nd_middle_10_Npm,stiff_2nd_middle_11_Npm,stiff_2nd_middle_12_Npm,stiff_2nd_middle_20_Npm,stiff_2nd_middle_21_Npm,stiff_2nd_middle_22_Npm,stiff_2nd_middle_eig_0_Npm,stiff_2nd_middle_eig_1_Npm,stiff_2nd_middle_eig_2_Npm,tip_ring_x_m,tip_ring_y_m,tip_ring_z_m,ref_ring_x_m,ref_ring_y_m,ref_ring_z_m,disp_ring_x_m,disp_ring_y_m,disp_ring_z_m,force_1st_ring_x_N,force_1st_ring_y_N,force_1st_ring_z_N,force_1st_ring_mag_N,stiff_1st_ring_00_Npm,stiff_1st_ring_01_Npm,stiff_1st_ring_02_Npm,stiff_1st_ring_10_Npm,stiff_1st_ring_11_Npm,stiff_1st_ring_12_Npm,stiff_1st_ring_20_Npm,stiff_1st_ring_21_Npm,stiff_1st_ring_22_Npm,stiff_1st_ring_eig_0_Npm,stiff_1st_ring_eig_1_Npm,stiff_1st_ring_eig_2_Npm,force_2nd_ring_x_N,force_2nd_ring_y_N,force_2nd_ring_z_N,force_2nd_ring_mag_N,stiff_2nd_ring_00_Npm,stiff_2nd_ring_01_Npm,stiff_2nd_ring_02_Npm,stiff_2nd_ring_10_Npm,stiff_2nd_ring_11_Npm,stiff_2nd_ring_12_Npm,stiff_2nd_ring_20_Npm,stiff_2nd_ring_21_Npm,stiff_2nd_ring_22_Npm,stiff_2nd_ring_eig_0_Npm,stiff_2nd_ring_eig_1_Npm,stiff_2nd_ring_eig_2_Npm,tip_pinky_x_m,tip_pinky_y_m,tip_pinky_z_m,ref_pinky_x_m,ref_pinky_y_m,ref_pinky_z_m,disp_pinky_x_m,disp_pinky_y_m,disp_pinky_z_m,force_1st_pinky_x_N,force_1st_pinky_y_N,force_1st_pinky_z_N,force_1st_pinky_mag_N,stiff_1st_pinky_00_Npm,stiff_1st_pinky_01_Npm,stiff_1st_pinky_02_Npm,stiff_1st_pinky_10_Npm,stiff_1st_pinky_11_Npm,stiff_1st_pinky_12_Npm,stiff_1st_pinky_20_Npm,stiff_1st_pinky_21_Npm,stiff_1st_pinky_22_Npm,stiff_1st_pinky_eig_0_Npm,stiff_1st_pinky_eig_1_Npm,stiff_1st_pinky_eig_2_Npm,force_2nd_pinky_x_N,force_2nd_pinky_y_N,force_2nd_pinky_z_N,force_2nd_pinky_mag_N,stiff_2nd_pinky_00_Npm,stiff_2nd_pinky_01_Npm,stiff_2nd_pinky_02_Npm,stiff_2nd_pinky_10_Npm,stiff_2nd_pinky_11_Npm,stiff_2nd_pinky_12_Npm,stiff_2nd_pinky_20_Npm,stiff_2nd_pinky_21_Npm,stiff_2nd_pinky_22_Npm,stiff_2nd_pinky_eig_0_Npm,stiff_2nd_pinky_eig_1_Npm,stiff_2nd_pinky_eig_2_Npm
0.0334,baseline,0.072,20.0000,4.269069,-1.228719,-0.610524,0.006136,-0.050621,1.145884,-1.926680,0.897379,-2.709010,1.475690,-2.397612,1.592272,-1.853049,-0.016539,0.025489,-0.000000,0.023981,0.040173,0.023981,0.023981,0.003706,0.023981,-0.107008,0.023981,0.023981,0.023981,1.585835,-0.695764,0.504566,-0.005317,0.001687,0.000000,-0.001687,-0.002531,0.696697,0.883798,0.883798,0.545606,1.201868,1.201868,0.897219,1.099822,1.099822,0.968101,0.958143,0.958143,-0.012510,0.094459,-0.023489,0.003613,0.061050,-0.009209,-0.016123,0.033409,-0.014281,0.192886,-0.052023,0.154658,0.252647,15.877004,-4.282179,12.730312,-4.282179,1.154944,-3.433486,12.730312,-3.433486,10.207269,-0.000000,0.000000,27.239216,0.192886,-0.052023,0.154658,0.252647,10.409315,-2.807491,8.346274,-2.807491,0.757207,-2.251069,8.346274,-2.251069,6.692111,-0.000000,-0.000000,17.858633,-0.017402,0.116586,0.079495,-0.016728,0.114924,0.074868,-0.000674,0.001662,0.004626,-0.022782,-0.308917,-0.259944,0.404376,0.325702,4.416454,3.716298,4.416454,59.886186,50.392219,3.716298,50.392219,42.403363,-0.000000,0.000000,102.615252,-0.022782,-0.308917,-0.259944,0.404376,0.339769,4.607193,3.876799,4.607193,62.472568,52.568572,3.876799,52.568572,44.234691,-0.000000,0.000000,107.047028,0.001746,0.107162,0.076466,0.001722,0.106765,0.076323,0.000024,0.000397,0.000143,-0.002296,-0.021320,-0.004097,0.021831,1.068146,9.918426,1.906203,9.918426,92.098996,17.700329,1.906203,17.700329,3.401792,-0.000000,-0.000000,96.568934,-0.002296,-0.021320,-0.004097,0.021831,1.068918,9.925593,1.907581,9.925593,92.165548,17.713120,1.907581,17.713120,3.404250,0.000000,0.000000,96.638716,0.015510,0.102807,0.053048,0.014943,0.101233,0.051180,0.000566,0.001573,0.001868,-0.017228,-0.202503,-0.004787,0.203291,0.775896,9.120362,0.215584,9.120362,107.206436,2.534107,0.215584,2.534107,0.059900,-0.000000,0.000000,108.042232,-0.017228,-0.202503,-0.004787,0.203291,0.809439,9.514652,0.224904,9.514652,111.841160,2.643661,0.224904,2.643661,0.062490,-0.000000,0.000000,112.713089,0.028298,0.090839,0.054517,0.028099,0.090529,0.054169,0.000200,0.000310,0.000348,-0.000709,-0.035593,-0.010518,0.037121,0.032138,1.613262,0.476726,1.613262,80.982024,23.930513,0.476726,23.930513,7.071563,0.000000,0.000000,88.085725,-0.000709,-0.035593,-0.010518,0.037121,0.032384,1.625593,0.480369,1.625593,81.600992,24.113421,0.480369,24.113421,7.125613,-0.000000,0.000000,88.758988
0.0758,baseline,0.072,20.0000,4.223049,-1.228719,-0.610524,0.006136,-0.050621,1.145884,-1.926680,0.897379,-2.709010,1.471088,-2.397612,1.592272,-1.853049,-0.515555,0.024326,-0.000000,0.023981,0.066395,0.023981,0.023981,0.000848,0.023981,-0.100725,0.023981,0.023981,0.023981,1.568740,-0.695764,0.504566,-0.005317,0.001687,0.000000,-0.001687,-0.002531,0.696697,0.883798,0.883798,0.545606,1.201868,1.201868,0.894421,1.099822,1.099822,0.968101,0.958143,0.958143,-0.013791,0.094652,-0.023766,0.003613,0.061050,-0.009209,-0.017405,0.033602,-0.014557,0.212776,-0.052971,0.168991,0.276835,16.091558,-4.006025,12.780256,-4.006025,0.997308,-3.181670,12.780256,-3.181670,10.150350,-0.000000,0.000000,27.239216,0.212776,-0.052971,0.168991,0.276835,10.514991,-2.617727,8.351229,-2.617727,0.651688,-2.079055,8.351229,-2.079055,6.632723,-0.000000,0.000000,17.799402,-0.017402,0.116586,0.079495,-0.016728,0.114924,0.074868,-0.000674,0.001662,0.004626,-0.022782,-0.308917,-0.259944,0.404376,0.325702,4.416454,3.716298,4.416454,59.886186,50.392219,3.716298,50.392219,42.403363,0.000000,0.000000,102.615252,-0.022782,-0.308917,-0.259944,0.404376,0.339769,4.607193,3.876799,4.607193,62.472567,52.568572,3.876799,52.568572,44.234691,-0.000000,0.000000,107.047028,0.001746,0.107162,0.076466,0.001722,0.106765,0.076323,0.000024,0.000397,0.000143,-0.002296,-0.021320,-0.004097,0.021831,1.068146,9.918426,1.906203,9.918426,92.098996,17.700329,1.906203,17.700329,3.401792,-0.000000,-0.000000,96.568934,-0.002296,-0.021320,-0.004097,0.021831,1.068918,9.925593,1.907581,9.925593,92.165548,17.713120,1.907581,17.713120,3.404250,0.000000,0.000000,96.638716,0.015556,0.102878,0.053210,0.014943,0.101233,0.051180,0.000612,0.001644,0.002030,-0.018607,-0.216857,-0.005714,0.217729,0.789066,9.196258,0.242332,9.196258,107.178746,2.824280,0.242332,2.824280,0.074423,-0.000000,0.000000,108.042236,-0.018607,-0.216857,-0.005714,0.217729,0.826192,9.628941,0.253733,9.628941,112.221495,2.957162,0.253733,2.957162,0.077925,-0.000000,-0.000000,113.125612,0.028298,0.090839,0.054517,0.028099,0.090529,0.054169,0.000200,0.000310,0.000348,-0.000709,-0.035594,-0.010518,0.037122,0.032138,1.613262,0.476726,1.613262,80.982024,23.930513,0.476726,23.930513,7.071563,0.000000,0.000000,88.085725,-0.000709,-0.035594,-0.010518,0.037122,0.032384,1.625593,0.480369,1.625593,81.600999,24.113423,0.480369,24.113423,7.125613,-0.000000,0.000000,88.758996
0.1182,baseline,0.072,20.0000,4.150952,-1.228719,-0.610524,0.006136,-0.053689,1.145884,-1.926680,0.897379,-2.709010,1.464952,-2.397612,1.592272,-1.853049,-1.239821,0.024052,-0.000000,0.023981,-0.032280,0.023981,0.023981,0.011411,0.023981,-0.114797,0.023981,0.023981,0.023981,1.541958,-0.695764,0.504566,-0.005317,0.001790,0.000000,-0.001790,-0.002684,0.696697,0.883798,0.883798,0.545606,1.201868,1.201868,0.890691,1.099822,1.099822,0.968101,0.958143,0.958143,-0.015807,0.094911,-0.024193,0.003613,0.061050,-0.009209,-0.019420,0.033861,-0.014984,0.244062,-0.052943,0.191071,0.314448,16.409581,-3.559638,12.846741,-3.559638,0.772172,-2.786771,12.846741,-2.786771,10.057463,-0.000000,0.000000,27.239216,0.244062,-0.052943,0.191071,0.314448,10.661266,-2.312689,8.346497,-2.312689,0.501679,-1.810559,8.346497,-1.810559,6.534310,-0.000000,0.000000,17.697254,-0.017399,0.116586,0.079495,-0.016728,0.114924,0.074868,-0.000671,0.001662,0.004627,-0.022815,-0.308894,-0.259930,0.404350,0.326691,4.423090,3.721967,4.423090,59.884467,50.391929,3.721967,50.391929,42.404094,-0.000000,0.000000,102.615252,-0.022815,-0.308894,-0.259930,0.404350,0.340799,4.614103,3.882702,4.614103,62.470609,52.568131,3.882702,52.568131,44.235336,-0.000000,-0.000000,107.046744,0.001746,0.107162,0.076466,0.001722,0.106765,0.076323,0.000024,0.000397,0.000143,-0.002296,-0.021320,-0.004097,0.021831,1.068146,9.918426,1.906203,9.918426,92.098996,17.700329,1.906203,17.700329,3.401792,-0.000000,-0.000000,96.568934,-0.002296,-0.021320,-0.004097,0.021831,1.068918,9.925593,1.907581,9.925593,92.165548,17.713120,1.907581,17.713120,3.404250,0.000000,0.000000,96.638716,0.015616,0.102971,0.053426,0.014943,0.101233,0.051180,0.000673,0.001738,0.002246,-0.020467,-0.235963,-0.007075,0.236954,0.806080,9.293185,0.278647,9.293185,107.139837,3.212483,0.278647,3.212483,0.096323,-0.000000,0.000000,108.042240,-0.020467,-0.235963,-0.007075,0.236954,0.848093,9.777543,0.293170,9.777543,112.723936,3.379916,0.293170,3.379916,0.101343,-0.000000,0.000000,113.673372,0.028297,0.090839,0.054516,0.028099,0.090529,0.054169,0.000198,0.000310,0.000347,-0.000704,-0.035500,-0.010492,0.037025,0.031882,1.606803,0.474878,1.606803,80.980587,23.933167,0.474878,23.933167,7.073257,-0.000000,0.000000,88.085725,-0.000704,-0.035500,-0.010492,0.037025,0.032125,1.619036,0.478493,1.619036,81.597134,24.115383,0.478493,24.115383,7.127109,-0.000000,0.000000,88.756368
0.1606,baseline,0.072,20.0000,4.066583,-1.228719,-0.610524,0.006136,-0.053689,1.145884,-1.926680,0.897379,-2.709010,1.457282,-2.399146,1.592272,-1.853049,-1.691413,0.023997,-0.000000,0.023981,-0.025500,0.023981,0.023981,0.006415,0.023981,-0.130406,0.007525,0.023981,0.023981,1.510618,-0.695764,0.504566,-0.005317,0.001790,0.000000,-0.001790,-0.002684,0.696697,0.883798,0.883798,0.545606,1.201868,1.201868,0.886027,1.100526,1.100526,0.968101,0.958143,0.958143,-0.018175,0.095144,-0.024682,0.003613,0.061050,-0.009209,-0.021788,0.034094,-0.015473,0.280764,-0.050573,0.216304,0.358013,16.752504,-3.017577,12.906313,-3.017577,0.543547,-2.324774,12.906313,-2.324774,9.943166,-0.000000,0.000000,27.239216,0.280764,-0.050573,0.216304,0.358013,10.801712,-1.945679,8.321758,-1.945679,0.350469,-1.498973,8.321758,-1.498973,6.411174,0.000000,0.000000,17.563356,-0.017399,0.116586,0.079495,-0.016728,0.114924,0.074868,-0.000671,0.001662,0.004627,-0.022815,-0.308894,-0.259930,0.404350,0.326691,4.423090,3.721967,4.423090,59.884467,50.391929,3.721967,50.391929,42.404094,-0.000000,0.000000,102.615252,-0.022815,-0.308894,-0.259930,0.404350,0.340799,4.614103,3.882702,4.614103,62.470608,52.568131,3.882702,52.568131,44.235336,-0.000000,0.000000,107.046744,0.001746,0.107162,0.076466,0.001722,0.106765,0.076323,0.000024,0.000397,0.000143,-0.002296,-0.021320,-0.004097,0.021831,1.068146,9.918426,1.906203,9.918426,92.098996,17.700329,1.906203,17.700329,3.401792,-0.000000,-0.000000,96.568934,-0.002296,-0.021320,-0.004097,0.021831,1.068918,9.925593,1.907581,9.925593,92.165548,17.713120,1.907581,17.713120,3.404250,0.000000,0.000000,96.638716,0.015688,0.103049,0.053681,0.014943,0.101233,0.051180,0.000744,0.001816,0.002502,-0.022501,-0.256897,-0.008515,0.258021,0.821391,9.377730,0.310812,9.377730,107.064518,3.548508,0.310812,3.548508,0.117610,-0.000000,0.000000,108.003519,-0.022501,-0.256897,-0.008515,0.258021,0.869289,9.924573,0.328936,9.924573,113.307755,3.755431,0.328936,3.755431,0.124469,-0.000000,0.000000,114.301513,0.028297,0.090839,0.054516,0.028099,0.090529,0.054169,0.000198,0.000310,0.000347,-0.000704,-0.035501,-0.010492,0.037026,0.031882,1.606803,0.474878,1.606803,80.980587,23.933167,0.474878,23.933167,7.073257,-0.000000,-0.000000,88.085725,-0.000704,-0.035501,-0.010492,0.037026,0.032125,1.619037,0.478493,1.619037,81.597145,24.115386,0.478493,24.115386,7.127110,-0.000000,0.000000,88.756380
0.2030,baseline,0.072,20.0000,3.976078,-1.228719,-0.610524,0.006136,-0.053689,1.145884,-1.926680,0.897379,-2.709010,1.451146,-2.409884,1.592272,-1.853049,-2.015099,0.023985,-0.000000,0.023981,-0.005834,0.023981,0.023981,0.001468,0.023981,-0.147911,-0.101359,0.023981,0.023981,1.476998,-0.695764,0.504566,-0.005317,0.001790,0.000000,-0.001790,-0.002684,0.696697,0.883798,0.883798,0.545606,1.201868,1.201868,0.882297,1.105451,1.105451,0.968101,0.958143,0.958143,-0.020725,0.095312,-0.025193,0.003613,0.061050,-0.009209,-0.024338,0.034262,-0.015984,0.320090,-0.045247,0.242608,0.404183,17.083760,-2.414921,12.948418,-2.414921,0.341368,-1.830359,12.948418,-1.830359,9.814088,-0.000000,0.000000,27.239216,0.320090,-0.045247,0.242608,0.404183,10.914548,-1.542856,8.272542,-1.542856,0.218095,-1.169388,8.272542,-1.169388,6.270068,-0.000000,0.000000,17.402710,-0.017399,0.116586,0.079495,-0.016728,0.114924,0.074868,-0.000671,0.001662,0.004627,-0.022815,-0.308894,-0.259930,0.404350,0.326691,4.423090,3.721967,4.423090,59.884467,50.391929,3.721967,50.391929,42.404094,-0.000000,0.000000,102.615252,-0.022815,-0.308894,-0.259930,0.404350,0.340799,4.614103,3.882702,4.614103,62.470608,52.568131,3.882702,52.568131,44.235336,-0.000000,-0.000000,107.046744,0.001746,0.107162,0.076466,0.001722,0.106765,0.076323,0.000024,0.000397,0.000143,-0.002296,-0.021320,-0.004097,0.021831,1.068146,9.918426,1.906203,9.918426,92.098996,17.700329,1.906203,17.700329,3.401792,-0.000000,-0.000000,96.568934,-0.002296,-0.021320,-0.004097,0.021831,1.068918,9.925593,1.907581,9.925593,92.165548,17.713120,1.907581,17.713120,3.404250,0.000000,0.000000,96.638716,0.015709,0.102873,0.053788,0.014943,0.101233,0.051180,0.000766,0.001639,0.002609,-0.021925,-0.254970,-0.006936,0.256005,0.790076,9.187900,0.249956,9.187900,106.847280,2.906775,0.249956,2.906775,0.079079,-0.000000,0.000000,107.716435,-0.021925,-0.254970,-0.006936,0.256005,0.839385,9.761312,0.265556,9.761312,113.515564,3.088185,0.265556,3.088185,0.084014,-0.000000,0.000000,114.438962,0.028297,0.090839,0.054516,0.028099,0.090529,0.054169,0.000198,0.000310,0.000347,-0.000704,-0.035501,-0.010492,0.037026,0.031882,1.606803,0.474878,1.606803,80.980587,23.933167,0.474878,23.933167,7.073257,-0.000000,0.000000,88.085725,-0.000704,-0.035501,-0.010492,0.037026,0.032125,1.619037,0.478493,1.619037,81.597147,24.115387,0.478493,24.115387,7.127110,-0.000000,0.000000,88.756382
0.2455,baseline,0.072,20.0000,3.888641,-1.228719,-0.610524,0.006136,-0.050621,1.145884,-1.926680,0.897379,-2.709010,1.441942,-2.416020,1.592272,-1.853049,-2.090259,0.023982,-0.000000,0.023981,0.025958,0.023981,0.023981,0.000336,0.023981,-0.162691,-0.222688,0.023981,0.023981,1.444518,-0.695764,0.504566,-0.005317,0.001687,0.000000,-0.001687,-0.002531,0.696697,0.883798,0.883798,0.545606,1.201868,1.201868,0.876701,1.108266,1.108266,0.968101,0.958143,0.958143,-0.023196,0.095392,-0.025673,0.003613,0.061050,-0.009209,-0.026809,0.034342,-0.016464,0.357882,-0.037393,0.267237,0.448212,17.366330,-1.814523,12.967779,-1.814523,0.189591,-1.354940,12.967779,-1.354940,9.683295,-0.000000,0.000000,27.239216,0.357882,-0.037393,0.267237,0.448212,10.985622,-1.147834,8.203179,-1.147834,0.119932,-0.857110,8.203179,-0.857110,6.125475,-0.000000,0.000000,17.231028,-0.017402,0.116586,0.079495,-0.016728,0.114924,0.074868,-0.000674,0.001662,0.004626,-0.022782,-0.308917,-0.259944,0.404375,0.325702,4.416454,3.716298,4.416454,59.886186,50.392219,3.716298,50.392219,42.403363,-0.000000,0.000000,102.615252,-0.022782,-0.308917,-0.259944,0.404375,0.339769,4.607193,3.876799,4.607193,62.472567,52.568571,3.876799,52.568571,44.234691,-0.000000,0.000000,107.047027,0.001746,0.107162,0.076466,0.001722,0.106765,0.076323,0.000024,0.000397,0.000143,-0.002296,-0.021320,-0.004097,0.021831,1.068146,9.918426,1.906203,9.918426,92.098996,17.700329,1.906203,17.700329,3.401792,-0.000000,-0.000000,96.568934,-0.002296,-0.021320,-0.004097,0.021831,1.068918,9.925593,1.907581,9.925593,92.165548,17.713120,1.907581,17.713120,3.404250,0.000000,0.000000,96.638716,0.015780,0.102856,0.054051,0.014943,0.101233,0.051180,0.000836,0.001623,0.002871,-0.023355,-0.271507,-0.007374,0.272610,0.789318,9.175937,0.249207,9.175937,106.671680,2.897073,0.249207,2.897073,0.078681,-0.000000,0.000000,107.539678,-0.023355,-0.271507,-0.007374,0.272610,0.844221,9.814196,0.266542,9.814196,114.091539,3.098587,0.266542,3.098587,0.084154,-0.000000,0.000000,115.019913,0.028298,0.090839,0.054517,0.028099,0.090529,0.054169,0.000200,0.000310,0.000348,-0.000709,-0.035596,-0.010519,0.037125,0.032138,1.613262,0.476726,1.613262,80.982024,23.930513,0.476726,23.930513,7.071563,0.000000,0.000000,88.085725,-0.000709,-0.035596,-0.010519,0.037125,0.032384,1.625594,0.480369,1.625594,81.601032,24.113432,0.480369,24.113432,7.125616,-0.000000,0.000000,88.759032
0.2879,baseline,0.072,20.0000,3.815010,-1.228719,-0.610524,0.006136,-0.049087,1.145884,-1.926680,0.897379,-2.709010,1.434272,-2.411418,1.592272,-1.853049,-1.885431,0.023981,-0.000000,0.023981,0.079981,0.023981,0.023981,0.000077,0.023981,-0.163820,0.007802,0.023981,0.023981,1.417166,-0.695764,0.504566,-0.005317,0.001636,0.000000,-0.001636,-0.002454,0.696697,0.883798,0.883798,0.545606,1.201868,1.201868,0.872037,1.106155,1.106155,0.968101,0.958143,0.958143,-0.025279,0.095397,-0.026067,0.003613,0.061050,-0.009209,-0.028892,0.034347,-0.016858,0.389439,-0.028742,0.287357,0.484833,17.574776,-1.297061,12.967961,-1.297061,0.095726,-0.957067,12.967961,-0.957067,9.568714,-0.000000,0.000000,27.239216,0.389439,-0.028742,0.287357,0.484833,11.016216,-0.813024,8.128573,-0.813024,0.060003,-0.599909,8.128573,-0.599909,5.997858,0.000000,0.000000,17.074077,-0.017404,0.116586,0.079495,-0.016728,0.114924,0.074868,-0.000676,0.001662,0.004626,-0.022765,-0.308929,-0.259950,0.404388,0.325208,4.413136,3.713464,4.413136,59.887046,50.392363,3.713464,50.392363,42.402997,-0.000000,0.000000,102.615252,-0.022765,-0.308929,-0.259950,0.404388,0.339254,4.603738,3.873847,4.603738,62.473546,52.568791,3.873847,52.568791,44.234368,-0.000000,0.000000,107.047168,0.001746,0.107162,0.076466,0.001722,0.106765,0.076323,0.000024,0.000397,0.000143,-0.002296,-0.021320,-0.004097,0.021831,1.068146,9.918426,1.906203,9.918426,92.098996,17.700329,1.906203,17.700329,3.401792,-0.000000,-0.000000,96.568934,-0.002296,-0.021320,-0.004097,0.021831,1.068918,9.925593,1.907581,9.925593,92.165548,17.713120,1.907581,17.713120,3.404250,0.000000,0.000000,96.638716,0.015874,0.103084,0.054369,0.014943,0.101233,0.051180,0.000931,0.001851,0.003189,-0.026902,-0.304452,-0.010891,0.305832,0.833126,9.428541,0.337295,9.428541,106.703446,3.817193,0.337295,3.817193,0.136556,-0.000000,-0.000000,107.673128,-0.026902,-0.304452,-0.010891,0.305832,0.896740,10.148467,0.363050,10.148467,114.850901,4.108659,0.363050,4.108659,0.146983,-0.000000,0.000000,115.894623,0.028299,0.090840,0.054517,0.028099,0.090529,0.054169,0.000200,0.000310,0.000348,-0.000712,-0.035645,-0.010532,0.037175,0.032267,1.616492,0.477649,1.616492,80.982743,23.929186,0.477649,23.929186,7.070716,-0.000000,0.000000,88.085725,-0.000712,-0.035645,-0.010532,0.037175,0.032514,1.628873,0.481307,1.628873,81.602985,24.112458,0.481307,24.112458,7.124870,-0.000000,0.000000,88.760368
