Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,K_task_Nm,Param,Mode
0.0008,descent,0.4588,82.8809,15.6445,8.2440,-27.4800,0.020302,0.005795,0.084980,0.000020,75.759408,100,sigmoid
0.0019,descent,0.4588,82.7930,15.5566,5.4960,-28.8540,0.021207,0.006728,0.084991,0.000009,75.779470,100,sigmoid
0.0030,descent,0.4588,82.7930,15.4687,4.1220,-30.2280,0.022336,0.007293,0.084991,0.000009,75.779470,100,sigmoid
0.0041,descent,0.4588,82.7051,15.4687,1.3740,-31.6020,0.127890,0.007852,0.084990,0.000010,75.778079,100,sigmoid
0.0052,descent,0.4588,82.7051,15.3809,-2.7480,-34.3500,0.038717,0.008711,0.084990,0.000010,75.778079,100,sigmoid
0.0063,descent,0.4588,82.7051,15.2930,-4.1220,-34.3500,0.024236,0.009187,0.085003,-0.000003,75.800336,100,sigmoid
0.0074,descent,0.4588,82.6172,15.2051,-5.4960,-35.7240,0.024365,0.010018,0.085003,-0.000003,75.800336,100,sigmoid
0.0085,descent,0.4588,82.6172,15.2051,-6.8700,-37.0980,0.024588,0.010209,0.084996,0.000004,75.787975,100,sigmoid
0.0096,descent,0.4588,82.5293,15.1172,-9.6180,-38.4720,0.025479,0.011141,0.084996,0.000004,75.787975,100,sigmoid
0.0107,descent,0.4588,82.5293,15.0293,-10.9920,-39.8460,0.025977,0.011705,0.084991,0.000009,75.779871,100,sigmoid
0.0118,descent,0.4588,82.5293,14.9414,-12.3660,-41.2200,0.026478,0.012271,0.084992,0.000008,75.780653,100,sigmoid
0.0130,descent,0.4588,82.4414,14.9414,-13.7400,-41.2200,0.026869,0.012637,0.084992,0.000008,75.780653,100,sigmoid
0.0141,descent,0.4588,82.4414,14.8535,-15.1140,-42.5940,0.027374,0.013205,0.084998,0.000002,75.790873,100,sigmoid
0.0152,descent,0.4588,82.3535,14.7656,-16.4880,-43.9680,0.028132,0.014036,0.084998,0.000002,75.790873,100,sigmoid
0.0163,descent,0.4588,82.3535,14.6777,-17.8620,-45.3420,0.028624,0.014597,0.084985,0.000015,75.768516,100,sigmoid
0.0174,descent,0.4588,82.3535,14.5898,-19.2360,-46.7160,0.029125,0.015163,0.084985,0.000015,75.768516,100,sigmoid
0.0185,descent,0.4588,82.2656,14.5020,-20.6100,-48.0900,0.029879,0.015992,0.084978,0.000022,75.756887,100,sigmoid
0.0196,descent,0.4588,82.2656,14.5020,-20.6100,-49.4640,0.029979,0.016085,0.084978,0.000022,75.755599,100,sigmoid
0.0207,descent,0.4588,82.1777,14.4141,-21.9840,-49.4640,0.030637,0.016824,0.084978,0.000022,75.755599,100,sigmoid
0.0218,descent,0.4588,82.1777,14.3262,-23.3580,-50.8380,0.031158,0.017400,0.085003,-0.000003,75.799785,100,sigmoid
0.0230,descent,0.4588,82.1777,14.2383,-23.3580,-52.2120,0.031525,0.017865,0.085003,-0.000003,75.799785,100,sigmoid
0.0241,descent,0.4588,82.0898,14.1504,-24.7320,-52.2120,0.032175,0.018600,0.084992,0.000008,75.781014,100,sigmoid
0.0251,descent,0.4588,82.0020,14.0625,-24.7320,-53.5860,0.032801,0.019331,0.084992,0.000008,75.781014,100,sigmoid
0.0263,descent,0.4588,82.0020,13.9746,-27.4800,-54.9600,0.033425,0.019992,0.084977,0.000023,75.755264,100,sigmoid
0.0274,descent,0.4588,82.0020,13.9746,-27.4800,-56.3340,0.033526,0.020084,0.084977,0.000023,75.755264,100,sigmoid
0.0285,descent,0.4588,81.9141,13.8867,-27.4800,-56.3340,0.034054,0.020725,0.084983,0.000017,75.764854,100,sigmoid
0.0296,descent,0.4588,81.9141,13.7988,-28.8540,-57.7080,0.034556,0.021292,0.084983,0.000017,75.764647,100,sigmoid
0.0307,descent,0.4588,81.9141,13.7109,-28.8540,-57.7080,0.034823,0.021664,0.084983,0.000017,75.764647,100,sigmoid
0.0318,descent,0.4588,81.9141,13.7109,-28.8540,-57.7080,0.034823,0.021664,0.084982,0.000018,75.763619,100,sigmoid
0.0330,descent,0.4588,81.8262,13.6230,-28.8540,-59.0820,0.035448,0.022395,0.084982,0.000018,75.763619,100,sigmoid
0.0341,descent,0.4588,81.8262,13.5352,-28.8540,-59.0820,0.035704,0.022761,0.084968,0.000032,75.739171,100,sigmoid
0.0351,descent,0.4588,81.7383,13.4473,-30.2280,-60.4560,0.036463,0.023593,0.084968,0.000032,75.739171,100,sigmoid
0.0363,descent,0.4588,81.7383,13.3594,-30.2280,-60.4560,0.036751,0.023979,0.084993,0.000007,75.782572,100,sigmoid
0.0374,descent,0.4588,81.6504,13.2715,-30.2280,-61.8300,0.037377,0.024710,0.084993,0.000007,75.782572,100,sigmoid
0.0385,descent,0.4588,81.6504,13.1836,-30.2280,-61.8300,0.037632,0.025075,0.084978,0.000022,75.757200,100,sigmoid
0.0396,descent,0.4588,81.5625,13.0957,-30.2280,-61.8300,0.038156,0.025714,0.084978,0.000022,75.757200,100,sigmoid
0.0407,descent,0.4588,81.5625,13.0957,-31.6020,-63.2040,0.038378,0.025899,0.084963,0.000037,75.729599,100,sigmoid
0.0418,descent,0.4588,81.5625,13.0078,-30.2280,-63.2040,0.038517,0.026174,0.084970,0.000030,75.742294,100,sigmoid
0.0430,descent,0.4588,81.4746,12.9199,-31.6020,-63.2040,0.039176,0.026914,0.084970,0.000030,75.742294,100,sigmoid
0.0441,descent,0.4588,81.4746,12.8320,-31.6020,-63.2040,0.039454,0.027294,0.084982,0.000018,75.763175,100,sigmoid
0.0452,descent,0.4588,81.3867,12.7441,-31.6020,-64.5780,0.040080,0.028025,0.084982,0.000018,75.763175,100,sigmoid
0.0463,descent,0.4588,81.3867,12.6562,-31.6020,-64.5780,0.040334,0.028389,0.084968,0.000032,75.738689,100,sigmoid
0.0474,descent,0.4588,81.2988,12.5684,-31.6020,-64.5780,0.040859,0.029028,0.084968,0.000032,75.738689,100,sigmoid
0.0485,descent,0.4588,81.2988,12.4805,-31.6020,-65.9520,0.041218,0.029487,0.084959,0.000041,75.722145,100,sigmoid
0.0496,descent,0.4588,81.2988,12.3926,-31.6020,-65.9520,0.041486,0.029859,0.084959,0.000041,75.722145,100,sigmoid
0.0507,descent,0.4588,81.2988,12.3047,-31.6020,-65.9520,0.041757,0.030234,0.084963,0.000037,75.729870,100,sigmoid
0.0518,descent,0.4588,81.2109,12.3047,-31.6020,-65.9520,0.042028,0.030510,0.084977,0.000023,75.755425,100,sigmoid
0.0530,descent,0.4588,81.2109,12.2168,-31.6020,-67.3260,0.042397,0.030975,0.084977,0.000023,75.755425,100,sigmoid
0.0541,descent,0.4588,81.2109,12.1289,-30.2280,-67.3260,0.042506,0.031229,0.084953,0.000047,75.711816,100,sigmoid
0.0552,descent,0.4715,81.1230,11.9531,-30.2280,-67.3260,0.043298,0.032239,0.084953,0.000047,75.711816,100,sigmoid
0.0564,descent,0.4715,81.1230,11.9531,-30.2280,-67.3260,0.043292,0.032235,0.084947,0.000053,75.701672,100,sigmoid
0.0574,descent,0.4715,81.1230,11.8652,-30.2280,-67.3260,0.043559,0.032607,0.084947,0.000053,75.701672,100,sigmoid
0.0585,descent,0.4715,81.1230,11.7773,-28.8540,-67.3260,0.043695,0.032879,0.084949,0.000051,75.705629,100,sigmoid
0.0596,descent,0.4715,81.0352,11.6895,-28.8540,-67.3260,0.044235,0.033529,0.084965,0.000035,75.733541,100,sigmoid
0.0607,descent,0.4715,81.0352,11.6895,-28.8540,-67.3260,0.044235,0.033529,0.084965,0.000035,75.733541,100,sigmoid
