Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,K_task_Nm,Param,Mode
0.0008,descent,0.5366,81.3867,14.2383,-52.2120,-15.1140,0.033907,0.019872,0.084982,0.000018,75.763577,100,sigmoid
0.0018,descent,0.5366,81.2988,14.2383,-52.2120,-15.1140,0.034164,0.020138,0.084982,0.000018,75.763577,100,sigmoid
0.0030,descent,0.5366,81.2988,14.2383,-50.8380,-15.1140,0.034049,0.020048,0.085005,-0.000005,75.803987,100,sigmoid
0.0041,descent,0.5366,81.2988,14.2383,-50.8380,-15.1140,0.034037,0.020041,0.084990,0.000010,75.777870,100,sigmoid
0.0052,descent,0.5366,81.2109,14.2383,-49.4640,-15.1140,0.034160,0.020206,0.084990,0.000010,75.777870,100,sigmoid
0.0063,descent,0.5366,81.1230,14.2383,-49.4640,-13.7400,0.034324,0.020384,0.084999,0.000001,75.793040,100,sigmoid
0.0074,descent,0.5366,81.1230,14.2383,-49.4640,-13.7400,0.034324,0.020384,0.084999,0.000001,75.793040,100,sigmoid
0.0085,descent,0.5366,81.1230,14.2383,-48.0900,-12.3660,0.034084,0.020188,0.084993,0.000007,75.783353,100,sigmoid
0.0096,descent,0.5240,81.0352,14.1504,-48.0900,-12.3660,0.034608,0.020827,0.084993,0.000007,75.783353,100,sigmoid
0.0107,descent,0.5240,81.0352,14.1504,-46.7160,-12.3660,0.034476,0.020727,0.084995,0.000005,75.786903,100,sigmoid
0.0119,descent,0.5240,80.9473,14.1504,-46.7160,-12.3660,0.034733,0.020993,0.084995,0.000005,75.786903,100,sigmoid
0.0130,descent,0.5240,80.9473,14.1504,-46.7160,-12.3660,0.034734,0.020994,0.084996,0.000004,75.788523,100,sigmoid
0.0141,descent,0.5240,80.8594,14.1504,-46.7160,-12.3660,0.034970,0.021247,0.084971,0.000029,75.744760,100,sigmoid
0.0151,descent,0.5240,80.8594,14.1504,-45.3420,-10.9920,0.034735,0.021053,0.084971,0.000029,75.744760,100,sigmoid
0.0163,descent,0.5240,80.7715,14.1504,-45.3420,-9.6180,0.034896,0.021230,0.084977,0.000023,75.755053,100,sigmoid
0.0174,descent,0.5240,80.7715,14.1504,-43.9680,-9.6180,0.034762,0.021129,0.084977,0.000023,75.755053,100,sigmoid
0.0185,descent,0.5240,80.6836,14.1504,-43.9680,-9.6180,0.035028,0.021400,0.084987,0.000013,75.772271,100,sigmoid
0.0196,descent,0.5240,80.6836,14.1504,-43.9680,-9.6180,0.035028,0.021400,0.084987,0.000013,75.772271,100,sigmoid
0.0207,descent,0.5240,80.6836,14.0625,-42.5940,-9.6180,0.035140,0.021660,0.084964,0.000036,75.730918,100,sigmoid
0.0218,descent,0.5240,80.5957,14.0625,-42.5940,-9.6180,0.035397,0.021926,0.084964,0.000036,75.730918,100,sigmoid
0.0229,descent,0.5240,80.5957,14.0625,-42.5940,-9.6180,0.035419,0.021939,0.084989,0.000011,75.775359,100,sigmoid
0.0241,descent,0.5240,80.5957,14.0625,-41.2200,-9.6180,0.035279,0.021834,0.084981,0.000019,75.762488,100,sigmoid
0.0252,descent,0.5240,80.5078,14.0625,-39.8460,-8.2440,0.035301,0.021907,0.084981,0.000019,75.762488,100,sigmoid
0.0262,descent,0.5240,80.5078,14.0625,-39.8460,-8.2440,0.035293,0.021902,0.084973,0.000027,75.747197,100,sigmoid
0.0274,descent,0.5240,80.4199,14.0625,-38.4720,-8.2440,0.035416,0.022067,0.084973,0.000027,75.747197,100,sigmoid
0.0285,descent,0.5240,80.4199,13.9746,-38.4720,-8.2440,0.035684,0.022441,0.084975,0.000025,75.750226,100,sigmoid
0.0296,descent,0.5240,80.4199,13.9746,-37.0980,-9.6180,0.035652,0.022432,0.084975,0.000025,75.750226,100,sigmoid
0.0307,descent,0.5240,80.3320,13.9746,-37.0980,-9.6180,0.035909,0.022699,0.084975,0.000025,75.750509,100,sigmoid
0.0318,descent,0.5240,80.3320,13.9746,-35.7240,-9.6180,0.035775,0.022598,0.084975,0.000025,75.750509,100,sigmoid
0.0330,descent,0.5240,80.3320,13.9746,-35.7240,-9.6180,0.035785,0.022604,0.084986,0.000014,75.769687,100,sigmoid
0.0342,descent,0.5240,80.2441,13.9746,-35.7240,-8.2440,0.035938,0.022776,0.084983,0.000017,75.764700,100,sigmoid
0.0353,descent,0.5240,80.2441,13.9746,-34.3500,-8.2440,0.035804,0.022675,0.084983,0.000017,75.764700,100,sigmoid
0.0363,descent,0.5240,80.2441,13.8867,-34.3500,-8.2440,0.036063,0.023043,0.084975,0.000025,75.750249,100,sigmoid
0.0374,descent,0.5240,80.1562,13.8867,-32.9760,-9.6180,0.036287,0.023300,0.084975,0.000025,75.750249,100,sigmoid
0.0386,descent,0.5240,80.1562,13.8867,-32.9760,-9.6180,0.036293,0.023304,0.084980,0.000020,75.760604,100,sigmoid
