Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,K_task_Nm,Param,Mode
0.0008,descent,0.5376,84.3750,15.2051,-24.7320,48.0900,0.014919,0.000474,0.084975,0.000025,75.751536,100,sigmoid
0.0019,descent,0.5376,84.2871,15.2051,-26.1060,43.9680,0.015617,0.001119,0.084984,0.000016,75.766573,100,sigmoid
0.0029,descent,0.5376,84.2871,15.2051,-27.4800,41.2200,0.015952,0.001405,0.084984,0.000016,75.766573,100,sigmoid
0.0041,descent,0.5376,84.2871,15.2051,-27.4800,39.8460,0.016059,0.001499,0.084995,0.000005,75.786594,100,sigmoid
0.0052,descent,0.5376,84.1992,15.1172,-28.8540,35.7240,0.017012,0.002512,0.084986,0.000014,75.770238,100,sigmoid
0.0063,descent,0.5376,84.1992,15.1172,-28.8540,32.9760,0.017214,0.002697,0.084986,0.000014,75.770238,100,sigmoid
0.0074,descent,0.5376,84.1113,15.1172,-30.2280,31.6020,0.017705,0.003155,0.084984,0.000016,75.767507,100,sigmoid
0.0085,descent,0.5376,84.1113,15.1172,-31.6020,28.8540,0.018040,0.003441,0.084984,0.000016,75.767507,100,sigmoid
0.0096,descent,0.5376,84.0234,15.1172,-31.6020,26.1060,0.018491,0.003889,0.084971,0.000029,75.743674,100,sigmoid
0.0109,descent,0.5376,84.0234,15.1172,-31.6020,23.3580,0.018693,0.004074,0.084971,0.000029,75.743674,100,sigmoid
0.0121,descent,0.5376,83.9355,15.0293,-32.9760,19.2360,0.019655,0.005090,0.084978,0.000022,75.755524,100,sigmoid
0.0131,descent,0.5376,83.8477,15.0293,-34.3500,16.4880,0.020248,0.005641,0.084978,0.000022,75.755524,100,sigmoid
0.0142,descent,0.5376,83.8477,15.0293,-34.3500,15.1140,0.020356,0.005736,0.084990,0.000010,75.777503,100,sigmoid
0.0153,descent,0.5376,83.7598,15.0293,-35.7240,12.3660,0.020952,0.006289,0.084995,0.000005,75.786903,100,sigmoid
0.0164,descent,0.5376,83.7598,14.9414,-35.7240,10.9920,0.021318,0.006753,0.084995,0.000005,75.786903,100,sigmoid
0.0175,descent,0.5376,83.6719,14.9414,-35.7240,8.2440,0.021770,0.007201,0.084983,0.000017,75.765499,100,sigmoid
0.0186,descent,0.5376,83.6719,14.9414,-37.0980,6.8700,0.022004,0.007394,0.084983,0.000017,75.765499,100,sigmoid
0.0197,descent,0.5376,83.5840,14.9414,-37.0980,4.1220,0.022464,0.008481,0.084984,0.000016,75.766289,100,sigmoid
0.0208,descent,0.5376,83.4961,14.9414,-37.0980,2.7480,0.022822,0.023727,0.084984,0.000016,75.766289,100,sigmoid
0.0220,descent,0.5376,83.4082,14.8535,-38.4720,0.0000,0.023676,0.209124,0.084977,0.000023,75.754815,100,sigmoid
0.0231,descent,0.5376,83.4082,14.8535,-39.8460,-1.3740,0.023911,0.114884,0.084977,0.000023,75.754815,100,sigmoid
0.0242,descent,0.5376,83.3203,14.8535,-39.8460,-2.7480,0.024274,0.025202,0.084986,0.000014,75.770130,100,sigmoid
0.0253,descent,0.5376,83.2324,14.7656,-39.8460,-4.1220,0.024903,0.011046,0.084993,0.000007,75.782823,100,sigmoid
0.0264,descent,0.5376,83.2324,14.7656,-41.2200,-5.4960,0.025138,0.010611,0.084993,0.000007,75.782823,100,sigmoid
