Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad,Offset_mm
0.0007,descent,0.2634,30.5859,30.3223,-2.7480,-23.3580,0.019250,0.019406,0.084982,0.000018,0.1000,+0
0.0020,descent,0.2634,30.4980,30.2344,-4.1220,-23.3580,0.004400,0.019511,0.084995,0.000005,0.1000,+0
0.0028,descent,0.2634,30.4980,30.2344,-4.1220,-23.3580,0.004400,0.019511,0.084995,0.000005,0.1000,+0
0.0041,descent,0.2634,30.4980,30.2344,-5.4960,-23.3580,0.003785,0.019511,0.084998,0.000002,0.1000,+0
0.0051,descent,0.2634,30.4980,30.1465,-6.8700,-24.7320,0.003789,0.019674,0.084998,0.000002,0.1000,+0
0.0062,descent,0.2634,30.4980,30.1465,-6.8700,-24.7320,0.003789,0.019674,0.084993,0.000007,0.1000,+0
0.0073,descent,0.2414,30.4980,30.1465,-6.8700,-24.7320,0.003789,0.019674,0.084987,0.000013,0.1000,+0
0.0086,descent,0.2414,30.4980,30.1465,-6.8700,-24.7320,0.003789,0.019674,0.084987,0.000013,0.1000,+0
0.0095,descent,0.2414,30.4980,30.1465,-6.8700,-24.7320,0.003789,0.019674,0.084975,0.000025,0.1000,+0
0.0109,descent,0.2414,30.4980,30.0586,-6.8700,-24.7320,0.003785,0.019782,0.084975,0.000025,0.1000,+0
0.0117,descent,0.2414,30.5859,30.0586,-6.8700,-24.7320,0.003757,0.019786,0.084986,0.000014,0.1000,+0
0.0129,descent,0.2414,30.5859,30.0586,-6.8700,-24.7320,0.003757,0.019786,0.084986,0.000014,0.1000,+0
0.0140,descent,0.2414,30.5859,29.9707,-5.4960,-24.7320,0.003747,0.019895,0.085005,-0.000005,0.1000,+0
0.0151,descent,0.2414,30.5859,29.9707,-5.4960,-24.7320,0.003747,0.019895,0.085005,-0.000005,0.1000,+0
0.0162,descent,0.2414,30.5859,29.9707,-5.4960,-24.7320,0.003747,0.019895,0.084977,0.000023,0.1000,+0
0.0173,descent,0.2414,30.5859,29.8828,-5.4960,-24.7320,0.003743,0.020003,0.084977,0.000023,0.1000,+0
0.0186,descent,0.2414,30.5859,29.8828,-5.4960,-24.7320,0.003743,0.020003,0.084977,0.000023,0.1000,+0
0.0195,descent,0.2414,30.5859,29.8828,-4.1220,-24.7320,0.004358,0.020003,0.084980,0.000020,0.1000,+0
0.0207,descent,0.2414,30.5859,29.7949,-4.1220,-24.7320,0.004354,0.020112,0.084980,0.000020,0.1000,+0
