Time_s,Phase,Force_normal_N,Force_shear_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_displacement_m,Press_type,Angle_deg
0.0007,descent,1.3041,0.6819,91.3184,59.1504,-2.7480,-5.4960,0.056691,0.041156,-0.000006,vertical,-60
0.0018,descent,1.3041,0.6819,91.3184,59.1504,-2.7480,-8.2440,0.056741,0.041302,-0.000015,vertical,-60
0.0029,descent,1.3041,0.6819,91.3184,59.0625,-2.7480,-8.2440,0.056917,0.041485,-0.000003,vertical,-60
0.0040,descent,1.3041,0.6819,91.3184,59.0625,-2.7480,-9.6180,0.056942,0.041562,-0.000003,vertical,-60
0.0051,descent,1.3041,0.6819,91.3184,59.0625,-2.7480,-10.9920,0.056967,0.041638,-0.000005,vertical,-60
0.0062,descent,1.3041,0.6819,91.3184,59.0625,-2.7480,-10.9920,0.056967,0.041638,-0.000005,vertical,-60
0.0073,descent,1.3041,0.6819,91.3184,59.0625,-2.7480,-10.9920,0.056967,0.041638,-0.000017,vertical,-60
0.0085,descent,1.3041,0.6819,91.3184,59.0625,-2.7480,-10.9920,0.056967,0.041638,-0.000017,vertical,-60
0.0097,descent,1.3041,0.6819,91.3184,59.0625,-2.7480,-12.3660,0.056993,0.041715,-0.000002,vertical,-60
0.0109,descent,1.3041,0.6819,91.3184,59.0625,-2.7480,-12.3660,0.056993,0.041715,-0.000002,vertical,-60
0.0120,descent,1.3041,0.6819,91.3184,59.0625,-2.7480,-12.3660,0.056993,0.041715,0.000012,vertical,-60
0.0133,descent,1.3041,0.6819,91.3184,59.0625,-2.7480,-12.3660,0.056993,0.041715,0.000009,vertical,-60
0.0140,descent,1.3041,0.6819,91.3184,59.0625,-2.7480,-12.3660,0.056993,0.041715,0.000009,vertical,-60
0.0151,descent,1.3041,0.6819,91.3184,59.0625,-2.7480,-10.9920,0.056967,0.041638,0.000016,vertical,-60
0.0162,descent,1.3041,0.6819,91.3184,59.0625,-2.7480,-10.9920,0.056967,0.041638,0.000016,vertical,-60
0.0174,descent,1.3041,0.6819,91.3184,59.0625,-2.7480,-10.9920,0.056967,0.041638,0.000014,vertical,-60
0.0185,descent,1.3041,0.6819,91.3184,59.0625,-1.3740,-10.9920,0.146967,0.041613,0.000014,vertical,-60
0.0196,descent,1.3041,0.6819,91.3184,59.0625,-1.3740,-10.9920,0.146967,0.041613,-0.000005,vertical,-60
0.0207,descent,1.3041,0.6819,91.3184,59.0625,-1.3740,-9.6180,0.146942,0.041537,-0.000005,vertical,-60
0.0218,descent,1.3041,0.6819,91.3184,59.0625,0.0000,-9.6180,0.241333,0.041511,0.000017,vertical,-60
0.0229,descent,1.3041,0.6819,91.3184,59.0625,0.0000,-9.6180,0.241333,0.041511,0.000017,vertical,-60
0.0240,descent,1.3041,0.6819,91.3184,59.0625,0.0000,-8.2440,0.241308,0.041435,0.000010,vertical,-60
0.0251,descent,1.3131,0.6819,91.3184,59.0625,0.0000,-8.2440,0.241308,0.041435,0.000018,vertical,-60
0.0262,descent,1.3131,0.6819,91.3184,59.0625,0.0000,-6.8700,0.241283,0.041358,0.000018,vertical,-60
0.0274,descent,1.3131,0.6819,91.3184,59.0625,0.0000,-6.8700,0.241283,0.041358,0.000007,vertical,-60
0.0285,descent,1.3131,0.6819,91.3184,59.0625,0.0000,-6.8700,0.241283,0.041358,0.000007,vertical,-60
0.0298,descent,1.3131,0.6819,91.3184,59.0625,0.0000,-6.8700,0.241283,0.041358,0.000026,vertical,-60
0.0308,descent,1.3131,0.6819,91.3184,59.0625,0.0000,-6.8700,0.241283,0.041358,0.000026,vertical,-60
0.0319,descent,1.3131,0.6819,91.3184,59.0625,0.0000,-5.4960,0.241258,0.041289,0.000022,vertical,-60
0.0329,descent,1.3131,0.6819,91.3184,59.0625,0.0000,-4.1220,0.241233,0.041841,0.000022,vertical,-60
0.0340,descent,1.3131,0.6819,91.4063,59.0625,1.3740,-4.1220,0.146578,0.041640,0.000018,vertical,-60
0.0352,descent,1.3131,0.6819,91.4063,59.0625,1.3740,-4.1220,0.146578,0.041640,0.000026,vertical,-60
0.0364,descent,1.3131,0.6819,91.4063,59.0625,1.3740,-2.7480,0.146553,0.056451,0.000026,vertical,-60
0.0374,descent,1.3131,0.6819,91.4941,59.0625,2.7480,-2.7480,0.056290,0.056251,0.000022,vertical,-60
0.0385,descent,1.3131,0.6819,91.4941,59.0625,2.7480,-1.3740,0.056265,0.146216,0.000022,vertical,-60
0.0396,descent,1.3131,0.6819,91.5820,59.0625,4.1220,-1.3740,0.041155,0.146016,0.000015,vertical,-60
0.0407,descent,1.3131,0.6819,91.5820,59.0625,4.1220,-1.3740,0.041155,0.146016,0.000015,vertical,-60
0.0418,descent,1.3131,0.6819,91.7578,59.0625,6.8700,-1.3740,0.040077,0.145616,0.000025,vertical,-60
0.0429,descent,1.3131,0.6819,91.8457,59.0625,8.2440,0.0000,0.039831,0.239773,0.000031,vertical,-60
0.0440,descent,1.3131,0.6819,91.8457,59.0625,9.6180,0.0000,0.039789,0.239748,0.000031,vertical,-60
0.0452,descent,1.3131,0.6819,91.9336,59.0625,10.9920,0.0000,0.039568,0.239548,0.000036,vertical,-60
0.0463,descent,1.3131,0.6819,92.0215,59.0625,12.3660,0.0000,0.039347,0.239349,0.000036,vertical,-60
0.0474,descent,1.3131,0.6819,92.0215,59.0625,13.7400,0.0000,0.039304,0.239324,0.000036,vertical,-60
0.0485,descent,1.3131,0.6819,92.1094,59.0625,16.4880,0.0000,0.039041,0.239100,0.000036,vertical,-60
