Time_s,Phase,Force_normal_N,Force_shear_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_displacement_m,Press_type,Angle_deg
0.0005,descent,1.2846,0.6826,98.3496,51.3281,12.3660,-4.1220,0.042172,0.043709,-0.000011,vertical,-60
0.0013,descent,1.2846,0.6826,98.3496,51.2402,9.6180,-8.2440,0.042533,0.043565,-0.000016,vertical,-60
0.0025,descent,1.2846,0.6826,98.3496,51.1523,9.6180,-9.6180,0.042750,0.043842,-0.000016,vertical,-60
0.0035,descent,1.2846,0.6826,98.3496,51.1523,9.6180,-10.9920,0.042778,0.043922,0.000007,vertical,-60
0.0046,descent,1.2846,0.6826,98.3496,51.1523,8.2440,-12.3660,0.042850,0.044030,0.000007,vertical,-60
0.0057,descent,1.2846,0.6826,98.2617,51.1523,6.8700,-13.7400,0.043112,0.044327,-0.000008,vertical,-60
0.0069,descent,1.2846,0.6826,98.2617,51.1523,5.4960,-13.7400,0.043164,0.044355,-0.000003,vertical,-60
0.0080,descent,1.2846,0.6826,98.2617,51.1523,4.1220,-15.1140,0.043865,0.044463,-0.000003,vertical,-60
0.0091,descent,1.2846,0.6826,98.2617,51.0645,4.1220,-15.1140,0.044055,0.044662,-0.000000,vertical,-60
0.0102,descent,1.2846,0.6826,98.2617,51.0645,1.3740,-16.4880,0.149102,0.044797,-0.000000,vertical,-60
0.0114,descent,1.2846,0.6826,98.1738,51.0645,0.0000,-16.4880,0.243771,0.045015,0.000011,vertical,-60
0.0124,descent,1.2846,0.6826,98.1738,51.0645,-1.3740,-16.4880,0.149382,0.045043,0.000011,vertical,-60
0.0136,descent,1.2846,0.6826,98.1738,51.0645,-1.3740,-16.4880,0.149382,0.045043,0.000007,vertical,-60
0.0147,descent,1.2846,0.6826,98.1738,51.0645,-2.7480,-16.4880,0.059384,0.045071,0.000007,vertical,-60
0.0157,descent,1.2846,0.6826,98.1738,51.0645,-4.1220,-16.4880,0.044540,0.045098,0.000015,vertical,-60
0.0169,descent,1.2846,0.6826,98.1738,50.9766,-5.4960,-17.8620,0.044175,0.045406,0.000016,vertical,-60
0.0180,descent,1.2846,0.6826,98.1738,50.9766,-5.4960,-17.8620,0.044175,0.045406,0.000016,vertical,-60
0.0191,descent,1.2846,0.6826,98.1738,50.9766,-6.8700,-17.8620,0.044212,0.045434,0.000029,vertical,-60
0.0202,descent,1.2846,0.6826,98.0859,50.9766,-8.2440,-16.4880,0.044419,0.045573,0.000029,vertical,-60
0.0213,descent,1.2846,0.6826,98.0859,50.9766,-8.2440,-16.4880,0.044419,0.045573,0.000015,vertical,-60
0.0224,descent,1.2846,0.6826,98.1738,50.9766,-8.2440,-16.4880,0.044229,0.045382,0.000015,vertical,-60
0.0236,descent,1.2846,0.6826,98.1738,50.9766,-8.2440,-16.4880,0.044229,0.045382,0.000011,vertical,-60
0.0246,descent,1.2846,0.6826,98.1738,50.9766,-8.2440,-15.1140,0.044201,0.045302,0.000011,vertical,-60
0.0257,descent,1.2846,0.6826,98.1738,50.9766,-8.2440,-15.1140,0.044201,0.045302,0.000015,vertical,-60
0.0269,descent,1.2846,0.6826,98.1738,50.9766,-8.2440,-15.1140,0.044201,0.045302,0.000004,vertical,-60
0.0280,descent,1.2846,0.6826,98.1738,50.8887,-8.2440,-15.1140,0.044393,0.045502,0.000004,vertical,-60
0.0291,descent,1.2846,0.6826,98.1738,50.8887,-8.2440,-15.1140,0.044393,0.045502,0.000019,vertical,-60
0.0310,descent,1.2846,0.6826,98.1738,50.8887,-8.2440,-15.1140,0.044393,0.045502,0.000018,vertical,-60
0.0316,descent,1.2846,0.6826,98.1738,50.8887,-6.8700,-13.7400,0.044320,0.045394,0.000018,vertical,-60
0.0326,descent,1.2846,0.6826,98.1738,50.8887,-6.8700,-13.7400,0.044320,0.045394,0.000018,vertical,-60
0.0337,descent,1.2842,0.6816,98.1738,50.8887,-6.8700,-12.3660,0.044293,0.045314,0.000019,vertical,-60
0.0348,descent,1.2842,0.6816,98.1738,50.8887,-6.8700,-12.3660,0.044293,0.045314,0.000039,vertical,-60
0.0358,descent,1.2842,0.6816,98.1738,50.8887,-5.4960,-10.9920,0.044228,0.045207,0.000039,vertical,-60
0.0369,descent,1.2842,0.6816,98.1738,50.8887,-5.4960,-10.9920,0.044228,0.045207,0.000034,vertical,-60
0.0381,descent,1.2842,0.6816,98.1738,50.8887,-5.4960,-9.6180,0.044200,0.045127,0.000034,vertical,-60
0.0392,descent,1.2842,0.6816,98.0859,50.8887,-5.4960,-9.6180,0.044391,0.045318,0.000041,vertical,-60
0.0404,descent,1.2842,0.6816,98.0859,50.8887,-5.4960,-8.2440,0.044363,0.045238,0.000041,vertical,-60
0.0415,descent,1.2842,0.6816,98.0859,50.8008,-5.4960,-8.2440,0.044555,0.045439,0.000034,vertical,-60
0.0425,descent,1.2842,0.6816,98.0859,50.8008,-5.4960,-8.2440,0.044555,0.045439,0.000034,vertical,-60
0.0437,descent,1.2842,0.6816,98.0859,50.8887,-4.1220,-8.2440,0.044947,0.045210,0.000028,vertical,-60
0.0447,descent,1.2842,0.6816,98.0859,50.8008,-4.1220,-8.2440,0.045139,0.045411,0.000028,vertical,-60
0.0457,descent,1.2842,0.6816,98.0859,50.8008,-4.1220,-8.2440,0.045139,0.045411,0.000040,vertical,-60
0.0473,descent,1.2842,0.6816,98.0859,50.8008,-4.1220,-8.2440,0.045139,0.045411,0.000034,vertical,-60
0.0480,descent,1.2842,0.6816,98.0859,50.8008,-2.7480,-8.2440,0.059983,0.045383,0.000034,vertical,-60
0.0491,descent,1.2842,0.6816,98.0859,50.8008,-2.7480,-6.8700,0.059955,0.045303,0.000045,vertical,-60
0.0503,descent,1.2842,0.6816,98.0859,50.8008,-2.7480,-6.8700,0.059955,0.045303,0.000045,vertical,-60
0.0513,descent,1.2842,0.6816,98.0859,50.8008,-2.7480,-6.8700,0.059955,0.045303,0.000054,vertical,-60
0.0524,descent,1.2842,0.6816,98.0859,50.8008,-1.3740,-5.4960,0.149925,0.045203,0.000054,vertical,-60
0.0535,descent,1.2842,0.6816,98.0859,50.8008,-1.3740,-5.4960,0.149925,0.045203,0.000050,vertical,-60
0.0546,descent,1.2842,0.6816,98.0859,50.8008,-1.3740,-5.4960,0.149925,0.045203,0.000050,vertical,-60
0.0558,descent,1.2842,0.6816,97.9980,50.8008,-1.3740,-5.4960,0.150116,0.045394,0.000055,vertical,-60
0.0569,descent,1.2842,0.6816,97.9980,50.8008,-2.7480,-5.4960,0.060118,0.045422,0.000072,vertical,-60
0.0580,descent,1.2842,0.6816,97.9980,50.8008,-2.7480,-5.4960,0.060118,0.045422,0.000072,vertical,-60
0.0591,descent,1.2842,0.6816,97.9980,50.8008,-2.7480,-5.4960,0.060118,0.045422,0.000061,vertical,-60
0.0603,descent,1.2842,0.6816,97.9980,50.8008,-4.1220,-4.1220,0.045247,0.045999,0.000061,vertical,-60
0.0613,descent,1.2842,0.6816,97.9980,50.8008,-4.1220,-4.1220,0.045247,0.045999,0.000064,vertical,-60
0.0624,descent,1.2842,0.6816,97.9980,50.8008,-4.1220,-4.1220,0.045247,0.045999,0.000064,vertical,-60
0.0636,descent,1.2842,0.6816,97.9980,50.8008,-4.1220,-4.1220,0.045247,0.045999,0.000070,vertical,-60
0.0647,descent,1.2842,0.6816,97.9980,50.8008,-4.1220,-2.7480,0.045219,0.060807,0.000070,vertical,-60
