Time_s,Phase,Force_normal_N,Force_shear_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_displacement_m,Press_type,Angle_deg
0.0008,descent,1.1197,0.5987,95.5371,51.9434,-6.8700,-17.8620,0.047808,0.048968,0.000008,vertical,-60
0.0018,descent,1.1197,0.5987,95.5371,51.9434,-6.8700,-17.8620,0.047808,0.048968,0.000010,vertical,-60
0.0030,descent,1.1197,0.5987,95.5371,51.9434,-6.8700,-17.8620,0.047808,0.048968,0.000010,vertical,-60
0.0041,descent,1.1197,0.5987,95.5371,51.9434,-6.8700,-16.4880,0.047780,0.048888,-0.000012,vertical,-60
0.0052,descent,1.1197,0.5987,95.5371,51.9434,-6.8700,-16.4880,0.047780,0.048888,-0.000012,vertical,-60
0.0063,descent,1.1197,0.5987,95.5371,51.9434,-5.4960,-16.4880,0.047743,0.048860,0.000006,vertical,-60
0.0074,descent,1.1197,0.5987,95.5371,51.9434,-5.4960,-16.4880,0.047743,0.048860,0.000006,vertical,-60
0.0085,descent,1.1197,0.5987,95.5371,51.9434,-5.4960,-15.1140,0.047715,0.048780,0.000004,vertical,-60
0.0096,descent,1.1197,0.5987,95.5371,51.9434,-5.4960,-13.7400,0.047688,0.048700,-0.000003,vertical,-60
0.0107,descent,1.1197,0.5987,95.5371,51.9434,-5.4960,-13.7400,0.047688,0.048700,-0.000003,vertical,-60
0.0119,descent,1.1197,0.5987,95.5371,51.9434,-5.4960,-13.7400,0.047688,0.048700,0.000014,vertical,-60
0.0130,descent,1.1197,0.5987,95.5371,51.9434,-5.4960,-12.3660,0.047660,0.048620,0.000014,vertical,-60
0.0141,descent,1.1197,0.5987,95.5371,51.9434,-5.4960,-12.3660,0.047660,0.048620,0.000018,vertical,-60
0.0152,descent,1.1197,0.5987,95.5371,51.9434,-5.4960,-12.3660,0.047660,0.048620,0.000018,vertical,-60
0.0163,descent,1.1197,0.5987,95.5371,51.9434,-4.1220,-10.9920,0.048217,0.048512,0.000009,vertical,-60
0.0174,descent,1.1197,0.5987,95.5371,51.9434,-4.1220,-10.9920,0.048217,0.048512,0.000009,vertical,-60
0.0185,descent,1.1197,0.5987,95.5371,51.9434,-4.1220,-10.9920,0.048217,0.048512,-0.000005,vertical,-60
0.0196,descent,1.1197,0.5987,95.5371,51.9434,-2.7480,-9.6180,0.063033,0.048405,0.000013,vertical,-60
0.0208,descent,1.1197,0.5987,95.5371,51.9434,-2.7480,-8.2440,0.063005,0.048325,0.000013,vertical,-60
0.0221,descent,1.1197,0.5987,95.5371,51.9434,-2.7480,-8.2440,0.063005,0.048325,0.000013,vertical,-60
0.0231,descent,1.1197,0.5987,95.5371,51.9434,-2.7480,-8.2440,0.063005,0.048325,0.000013,vertical,-60
0.0241,descent,1.1197,0.5987,95.5371,51.9434,-2.7480,-6.8700,0.062978,0.048245,0.000015,vertical,-60
0.0252,descent,1.1197,0.5987,95.5371,51.9434,-2.7480,-6.8700,0.062978,0.048245,0.000015,vertical,-60
0.0264,descent,1.1197,0.5987,95.5371,51.9434,-2.7480,-5.4960,0.062950,0.048172,-0.000010,vertical,-60
0.0275,descent,1.1197,0.5987,95.5371,51.9434,-2.7480,-5.4960,0.062950,0.048172,-0.000010,vertical,-60
0.0285,descent,1.1197,0.5987,95.5371,51.9434,-2.7480,-5.4960,0.062950,0.048172,0.000019,vertical,-60
0.0296,descent,1.1197,0.5987,95.5371,51.9434,-2.7480,-4.1220,0.062922,0.048721,0.000014,vertical,-60
0.0307,descent,1.1197,0.5987,95.5371,51.9434,-2.7480,-4.1220,0.062922,0.048721,0.000014,vertical,-60
0.0318,descent,1.1197,0.5987,95.5371,51.9434,-1.3740,-4.1220,0.152920,0.048693,0.000020,vertical,-60
0.0331,descent,1.1197,0.5987,95.5371,51.9434,-1.3740,-2.7480,0.152892,0.063501,0.000020,vertical,-60
0.0341,descent,1.1197,0.5987,95.5371,51.9434,-1.3740,-2.7480,0.152892,0.063501,0.000002,vertical,-60
0.0352,descent,1.1197,0.5987,95.5371,51.9434,-1.3740,-1.3740,0.152865,0.153463,0.000002,vertical,-60
0.0363,descent,1.1197,0.5987,95.5371,51.9434,0.0000,-1.3740,0.247254,0.153436,0.000023,vertical,-60
0.0374,descent,1.1197,0.5987,95.5371,51.9434,0.0000,-1.3740,0.247254,0.153436,0.000023,vertical,-60
0.0385,descent,1.1197,0.5987,95.5371,51.9434,0.0000,-1.3740,0.247254,0.153436,0.000024,vertical,-60
0.0399,descent,1.1197,0.5987,95.5371,51.9434,0.0000,-1.3740,0.247254,0.153436,0.000026,vertical,-60
0.0408,descent,1.1192,0.5996,95.5371,51.9434,0.0000,0.0000,0.247226,0.247789,0.000026,vertical,-60
0.0418,descent,1.1192,0.5996,95.5371,51.9434,0.0000,0.0000,0.247226,0.247789,0.000019,vertical,-60
0.0429,descent,1.1192,0.5996,95.5371,51.9434,0.0000,0.0000,0.247226,0.247789,0.000019,vertical,-60
0.0441,descent,1.1192,0.5996,95.5371,51.9434,0.0000,0.0000,0.247226,0.247789,0.000029,vertical,-60
0.0452,descent,1.1192,0.5996,95.5371,51.9434,0.0000,0.0000,0.247226,0.247789,0.000029,vertical,-60
0.0463,descent,1.1192,0.5996,95.6250,51.9434,1.3740,0.0000,0.152559,0.247569,0.000027,vertical,-60
0.0474,descent,1.1192,0.5996,95.6250,51.9434,1.3740,0.0000,0.152559,0.247569,0.000027,vertical,-60
0.0485,descent,1.1192,0.5996,95.6250,51.9434,1.3740,0.0000,0.152559,0.247569,0.000037,vertical,-60
0.0496,descent,1.1192,0.5996,95.7129,51.9434,2.7480,0.0000,0.062283,0.247350,0.000018,vertical,-60
0.0507,descent,1.1192,0.5996,95.8008,51.9434,4.1220,0.0000,0.047161,0.247130,0.000018,vertical,-60
0.0519,descent,1.1192,0.5996,95.8008,51.9434,4.1220,0.0000,0.047161,0.247130,0.000038,vertical,-60
0.0529,descent,1.1192,0.5996,95.8887,52.0312,5.4960,1.3740,0.046079,0.152195,0.000038,vertical,-60
0.0541,descent,1.1192,0.5996,95.9766,52.0312,6.8700,1.3740,0.045838,0.151977,0.000034,vertical,-60
0.0552,descent,1.1192,0.5996,96.0645,52.1191,8.2440,1.3740,0.045414,0.151557,0.000034,vertical,-60
0.0563,descent,1.1192,0.5996,96.1523,52.1191,9.6180,2.7480,0.045153,0.061217,0.000042,vertical,-60
0.0574,descent,1.1192,0.5996,96.2402,52.2070,12.3660,4.1220,0.044658,0.045804,0.000042,vertical,-60
0.0585,descent,1.1192,0.5996,96.2402,52.2070,13.7400,4.1220,0.044613,0.045777,0.000045,vertical,-60
0.0600,descent,1.1192,0.5996,96.3281,52.2949,15.1140,5.4960,0.044163,0.044652,0.000033,vertical,-60
0.0609,descent,1.1192,0.5996,96.4160,52.3828,16.4880,6.8700,0.043714,0.044150,0.000033,vertical,-60
0.0623,descent,1.1192,0.5996,96.5039,52.4707,19.2360,8.2440,0.043221,0.043630,0.000054,vertical,-60
0.0630,descent,1.1192,0.5996,96.6797,52.6465,23.3580,12.3660,0.042255,0.042542,0.000054,vertical,-60
0.0642,descent,1.1192,0.5996,96.6797,52.7344,26.1060,13.7400,0.041953,0.042213,0.000064,vertical,-60
0.0653,descent,1.1192,0.5996,96.7676,52.8223,27.4800,16.4880,0.041480,0.041646,0.000064,vertical,-60
0.0664,descent,1.1192,0.5996,96.8555,52.9102,30.2280,17.8620,0.040991,0.041133,0.000058,vertical,-60
0.0675,descent,1.1192,0.5996,96.9434,52.9102,31.6020,20.6100,0.040706,0.040762,0.000060,vertical,-60
0.0686,descent,1.1192,0.5996,96.9434,52.9980,34.3500,21.9840,0.040406,0.040436,0.000060,vertical,-60
0.0698,descent,1.1192,0.5996,97.0312,53.1738,37.0980,26.1060,0.039680,0.039578,0.000069,vertical,-60
0.0708,descent,1.1192,0.5996,97.0312,53.1738,38.4720,28.8540,0.039583,0.039393,0.000069,vertical,-60
0.0720,descent,1.1192,0.5996,97.1191,53.2617,39.8460,30.2280,0.039141,0.038913,0.000062,vertical,-60
0.0731,descent,1.1192,0.5996,97.1191,53.3496,41.2200,32.9760,0.038861,0.038539,0.000062,vertical,-60
0.0742,descent,1.1192,0.5996,97.2070,53.3496,43.9680,34.3500,0.038560,0.038223,0.000076,vertical,-60
0.0754,descent,1.1192,0.5996,97.2070,53.3496,45.3420,35.7240,0.038489,0.038117,0.000076,vertical,-60
0.0764,descent,1.1192,0.5996,97.2070,53.3496,46.7160,38.4720,0.038392,0.037933,0.000057,vertical,-60
0.0775,descent,1.1192,0.5996,97.2070,53.3496,46.7160,39.8460,0.038365,0.037854,0.000057,vertical,-60
0.0785,descent,1.1192,0.5996,97.2070,53.3496,46.7160,39.8460,0.038365,0.037854,0.000085,vertical,-60
0.0797,descent,1.1192,0.5996,97.2070,53.4375,48.0900,43.9680,0.038058,0.037403,0.000081,vertical,-60
0.0807,descent,1.1192,0.5996,97.2070,53.4375,48.0900,43.9680,0.038058,0.037403,0.000081,vertical,-60
0.0819,descent,1.1192,0.5996,97.2070,53.4375,48.0900,43.9680,0.038058,0.037403,0.000087,vertical,-60
0.0831,descent,1.1192,0.5996,97.2070,53.4375,48.0900,45.3420,0.038032,0.037325,0.000087,vertical,-60
0.0841,descent,1.1192,0.5996,97.2070,53.4375,46.7160,46.7160,0.038049,0.037273,0.000090,vertical,-60
0.0852,descent,1.1192,0.5996,97.2070,53.4375,46.7160,46.7160,0.038049,0.037273,0.000090,vertical,-60
0.0863,descent,1.1192,0.5996,97.2070,53.4375,45.3420,46.7160,0.038092,0.037300,0.000081,vertical,-60
0.0874,descent,1.1192,0.5996,97.2070,53.4375,43.9680,46.7160,0.038136,0.037326,0.000081,vertical,-60
0.0885,descent,1.1192,0.5996,97.2070,53.4375,42.5940,46.7160,0.038180,0.037353,0.000087,vertical,-60
0.0897,descent,1.1192,0.5996,97.1191,53.3496,38.4720,43.9680,0.038734,0.037963,0.000084,vertical,-60
0.0907,descent,1.1192,0.5996,97.1191,53.3496,37.0980,42.5940,0.038804,0.038068,0.000084,vertical,-60
0.0920,descent,1.1192,0.5996,97.1191,53.3496,37.0980,42.5940,0.038804,0.038068,0.000084,vertical,-60
0.0930,descent,1.1192,0.5996,97.1191,53.3496,37.0980,42.5940,0.038804,0.038068,0.000084,vertical,-60
0.0944,descent,1.1192,0.5996,97.1191,53.3496,37.0980,42.5940,0.038804,0.038068,0.000101,vertical,-60
0.0952,descent,1.1192,0.5996,97.1191,53.3496,34.3500,41.2200,0.038919,0.038200,0.000101,vertical,-60
0.0963,descent,1.1192,0.5996,97.0312,53.3496,24.7320,35.7240,0.039519,0.038887,0.000100,vertical,-60
0.0978,descent,1.1192,0.5996,97.0312,53.2617,21.9840,30.2280,0.039898,0.039446,0.000107,vertical,-60
0.0986,descent,1.1192,0.5996,97.0312,53.2617,20.6100,27.4800,0.039995,0.039631,0.000107,vertical,-60
0.0996,descent,1.1192,0.5996,96.9434,53.2617,15.1140,23.3580,0.040438,0.040160,0.000106,vertical,-60
0.1007,descent,1.1192,0.5996,96.9434,53.1738,12.3660,20.6100,0.040764,0.040563,0.000106,vertical,-60
0.1018,descent,1.1192,0.5996,96.9434,53.1738,10.9920,17.8620,0.040862,0.040748,0.000102,vertical,-60
0.1029,descent,1.1192,0.5996,96.9434,53.1738,8.2440,15.1140,0.041004,0.040959,0.000102,vertical,-60
0.1041,descent,1.1192,0.5996,96.9434,53.1738,6.8700,12.3660,0.041101,0.041144,0.000102,vertical,-60
0.1052,descent,1.1192,0.5996,96.8555,53.0859,4.1220,9.6180,0.042252,0.041734,0.000102,vertical,-60
0.1063,descent,1.1192,0.5996,96.8555,53.0859,2.7480,6.8700,0.057238,0.041919,0.000104,vertical,-60
0.1074,descent,1.1192,0.5996,96.8555,52.9980,0.0000,4.1220,0.242042,0.042961,0.000104,vertical,-60
0.1085,descent,1.1192,0.5996,96.7676,52.9980,-1.3740,1.3740,0.147894,0.148263,0.000121,vertical,-60
0.1098,descent,1.1192,0.5996,96.7676,52.9102,-2.7480,0.0000,0.058110,0.242998,0.000118,vertical,-60
0.1108,descent,1.1192,0.5996,96.7676,52.9102,-4.1220,-2.7480,0.043319,0.058707,0.000118,vertical,-60
0.1119,descent,1.1192,0.5996,96.7676,52.9102,-5.4960,-5.4960,0.042789,0.043376,0.000113,vertical,-60
0.1130,descent,1.1192,0.5996,96.6797,52.8223,-8.2440,-9.6180,0.043326,0.044043,0.000113,vertical,-60
0.1143,descent,1.1192,0.5996,96.6797,52.8223,-9.6180,-10.9920,0.043397,0.044149,0.000123,vertical,-60
0.1153,descent,1.1192,0.5996,96.5918,52.7344,-10.9920,-12.3660,0.043845,0.044640,0.000123,vertical,-60
0.1165,descent,1.1192,0.5996,96.5918,52.7344,-12.3660,-15.1140,0.043943,0.044826,0.000128,vertical,-60
0.1175,descent,1.1192,0.5996,96.5918,52.6465,-12.3660,-16.4880,0.044159,0.045103,0.000128,vertical,-60
0.1186,descent,1.1192,0.5996,96.5918,52.6465,-13.7400,-17.8620,0.044230,0.045209,0.000127,vertical,-60
0.1198,descent,1.1192,0.5996,96.5039,52.6465,-16.4880,-20.6100,0.044561,0.045611,0.000136,vertical,-60
0.1208,descent,1.1192,0.5996,96.5039,52.5586,-16.4880,-20.6100,0.044751,0.045810,0.000136,vertical,-60
0.1219,descent,1.1192,0.5996,96.5039,52.5586,-16.4880,-21.9840,0.044778,0.045889,0.000136,vertical,-60
0.1233,descent,1.1192,0.5996,96.4160,52.5586,-17.8620,-23.3580,0.045038,0.046185,0.000136,vertical,-60
0.1245,descent,1.1192,0.5996,96.4160,52.4707,-17.8620,-23.3580,0.045228,0.046385,0.000129,vertical,-60
0.1255,descent,1.1192,0.5996,96.4160,52.4707,-17.8620,-24.7320,0.045256,0.046464,0.000129,vertical,-60
0.1265,descent,1.1192,0.5996,96.4160,52.4707,-17.8620,-24.7320,0.045256,0.046464,0.000138,vertical,-60
0.1277,descent,1.1192,0.5996,96.4160,52.3828,-17.8620,-26.1060,0.045473,0.046743,0.000147,vertical,-60
0.1286,descent,1.1192,0.5996,96.4160,52.3828,-17.8620,-26.1060,0.045473,0.046743,0.000147,vertical,-60
0.1298,descent,1.1266,0.6084,96.4160,52.3828,-17.8620,-26.1060,0.045473,0.046743,0.000155,vertical,-60
0.1308,descent,1.1266,0.6084,96.3281,52.3828,-17.8620,-26.1060,0.045662,0.046933,0.000155,vertical,-60
0.1319,descent,1.1266,0.6084,96.3281,52.2949,-17.8620,-27.4800,0.045880,0.047213,0.000153,vertical,-60
0.1331,descent,1.1266,0.6084,96.3281,52.2949,-17.8620,-27.4800,0.045880,0.047213,0.000153,vertical,-60
0.1341,descent,1.1266,0.6084,96.3281,52.2949,-17.8620,-27.4800,0.045880,0.047213,0.000159,vertical,-60
0.1352,descent,1.1266,0.6084,96.3281,52.2070,-17.8620,-27.4800,0.046072,0.047414,0.000159,vertical,-60
0.1363,descent,1.1266,0.6084,96.3281,52.2070,-17.8620,-27.4800,0.046072,0.047414,0.000156,vertical,-60
0.1374,descent,1.1266,0.6084,96.3281,52.2070,-17.8620,-27.4800,0.046072,0.047414,0.000156,vertical,-60
0.1385,descent,1.1266,0.6084,96.3281,52.2070,-17.8620,-27.4800,0.046072,0.047414,0.000160,vertical,-60
0.1397,descent,1.1266,0.6084,96.3281,52.1191,-16.4880,-27.4800,0.046219,0.047588,0.000157,vertical,-60
0.1408,descent,1.1266,0.6084,96.3281,52.1191,-16.4880,-27.4800,0.046219,0.047588,0.000157,vertical,-60
0.1419,descent,1.1266,0.6084,96.3281,52.1191,-15.1140,-26.1060,0.046147,0.047481,0.000164,vertical,-60
0.1431,descent,1.1266,0.6084,96.3281,52.1191,-15.1140,-26.1060,0.046147,0.047481,0.000164,vertical,-60
0.1442,descent,1.1266,0.6084,96.2402,52.1191,-15.1140,-26.1060,0.046337,0.047672,0.000171,vertical,-60
0.1452,descent,1.1266,0.6084,96.2402,52.1191,-15.1140,-26.1060,0.046337,0.047672,0.000171,vertical,-60
0.1463,descent,1.1266,0.6084,96.2402,52.0312,-15.1140,-24.7320,0.046501,0.047794,0.000175,vertical,-60
0.1474,descent,1.1266,0.6084,96.2402,52.0312,-13.7400,-24.7320,0.046456,0.047767,0.000175,vertical,-60
0.1488,descent,1.1266,0.6084,96.2402,52.0312,-13.7400,-24.7320,0.046456,0.047767,0.000177,vertical,-60
0.1497,descent,1.1266,0.6084,96.2402,52.0312,-12.3660,-21.9840,0.046357,0.047580,0.000177,vertical,-60
0.1507,descent,1.1266,0.6084,96.2402,51.9434,-12.3660,-21.9840,0.046549,0.047782,0.000177,vertical,-60
0.1518,descent,1.1266,0.6084,96.2402,51.9434,-10.9920,-21.9840,0.046505,0.047754,0.000188,vertical,-60
0.1530,descent,1.1266,0.6084,96.2402,51.9434,-10.9920,-21.9840,0.046505,0.047754,0.000188,vertical,-60
0.1541,descent,1.1266,0.6084,96.2402,51.9434,-9.6180,-20.6100,0.046433,0.047647,0.000187,vertical,-60
0.1552,descent,1.1266,0.6084,96.2402,51.9434,-9.6180,-20.6100,0.046433,0.047647,0.000187,vertical,-60
0.1563,descent,1.1266,0.6084,96.2402,51.9434,-8.2440,-20.6100,0.046389,0.047619,0.000193,vertical,-60
0.1574,descent,1.1266,0.6084,96.2402,51.9434,-8.2440,-19.2360,0.046361,0.047539,0.000193,vertical,-60
0.1585,descent,1.1266,0.6084,96.2402,51.9434,-8.2440,-19.2360,0.046361,0.047539,0.000190,vertical,-60
0.1596,descent,1.1266,0.6084,96.2402,51.8555,-6.8700,-17.8620,0.046481,0.047634,0.000190,vertical,-60
0.1607,descent,1.1266,0.6084,96.2402,51.8555,-6.8700,-17.8620,0.046481,0.047634,0.000203,vertical,-60
0.1618,descent,1.1266,0.6084,96.2402,51.8555,-6.8700,-17.8620,0.046481,0.047634,0.000200,vertical,-60
0.1629,descent,1.1266,0.6084,96.2402,51.8555,-6.8700,-17.8620,0.046481,0.047634,0.000200,vertical,-60
0.1641,descent,1.1266,0.6084,96.2402,51.8555,-5.4960,-16.4880,0.046417,0.047527,0.000200,vertical,-60
0.1652,descent,1.1266,0.6084,96.2402,51.8555,-4.1220,-16.4880,0.047001,0.047499,0.000200,vertical,-60
0.1663,descent,1.1266,0.6084,96.2402,51.8555,-4.1220,-15.1140,0.046973,0.047419,0.000208,vertical,-60
0.1674,descent,1.1266,0.6084,96.2402,51.8555,-4.1220,-15.1140,0.046973,0.047419,0.000208,vertical,-60
0.1685,descent,1.1266,0.6084,96.2402,51.8555,-4.1220,-13.7400,0.046946,0.047339,0.000211,vertical,-60
0.1696,descent,1.1266,0.6084,96.2402,51.8555,-2.7480,-12.3660,0.061762,0.047232,0.000211,vertical,-60
0.1707,descent,1.1266,0.6084,96.2402,51.8555,-2.7480,-12.3660,0.061762,0.047232,0.000211,vertical,-60
0.1718,descent,1.1266,0.6084,96.2402,51.8555,-2.7480,-12.3660,0.061762,0.047232,0.000232,vertical,-60
0.1729,descent,1.1266,0.6084,96.2402,51.8555,-2.7480,-10.9920,0.061735,0.047152,0.000232,vertical,-60
0.1741,descent,1.1266,0.6084,96.2402,51.8555,-2.7480,-10.9920,0.061735,0.047152,0.000221,vertical,-60
0.1752,descent,1.1266,0.6084,96.2402,51.8555,-2.7480,-9.6180,0.061707,0.047072,0.000221,vertical,-60
