Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,CartStrength_N_per_m,Sigma_m,Strength
0.0008,descent,0.7140,48.3398,43.2422,-15.1140,-23.3580,0.025762,0.036466,0.084997,0.000003,0.0000,0.0100,600
0.0019,descent,0.7140,48.3398,43.2422,-15.1140,-23.3580,0.025762,0.036466,0.084997,0.000003,0.0000,0.0100,600
0.0030,descent,0.7140,48.3398,43.2422,-13.7400,-21.9840,0.025705,0.036248,0.084985,0.000015,0.0000,0.0100,600
0.0041,descent,0.7140,48.3398,43.1543,-13.7400,-21.9840,0.025700,0.036819,0.084985,0.000015,0.0000,0.0100,600
0.0052,descent,0.7140,48.3398,43.1543,-12.3660,-21.9840,0.025642,0.036819,0.084986,0.000014,0.0000,0.0100,600
0.0063,descent,0.7140,48.3398,43.1543,-12.3660,-21.9840,0.025642,0.036819,0.084986,0.000014,0.0000,0.0100,600
0.0074,descent,0.7140,48.3398,43.1543,-12.3660,-20.6100,0.025642,0.036601,0.084985,0.000015,0.0000,0.0100,600
0.0085,descent,0.7140,48.3398,43.1543,-10.9920,-20.6100,0.025585,0.036601,0.084990,0.000010,0.0000,0.0100,600
0.0096,descent,0.7140,48.3398,43.1543,-10.9920,-20.6100,0.025585,0.036601,0.084990,0.000010,0.0000,0.0100,600
0.0112,descent,0.7140,48.3398,43.1543,-9.6180,-19.2360,0.025527,0.036383,0.084992,0.000008,0.0000,0.0100,600
0.0120,descent,0.7140,48.3398,43.1543,-8.2440,-17.8620,0.025470,0.036165,0.084992,0.000008,0.0000,0.0100,600
0.0130,descent,0.7140,48.3398,43.1543,-8.2440,-17.8620,0.025470,0.036165,0.084996,0.000004,0.0000,0.0100,600
0.0142,descent,0.7140,48.3398,43.1543,-8.2440,-17.8620,0.025470,0.036165,0.084996,0.000004,0.0000,0.0100,600
0.0153,descent,0.7140,48.3398,43.1543,-6.8700,-16.4880,0.025412,0.035947,0.084974,0.000026,0.0000,0.0100,600
0.0164,descent,0.7140,48.3398,43.1543,-5.4960,-15.1140,0.025362,0.035729,0.084974,0.000026,0.0000,0.0100,600
0.0175,descent,0.7140,48.3398,43.1543,-5.4960,-15.1140,0.025362,0.035729,0.084971,0.000029,0.0000,0.0100,600
0.0185,descent,0.7140,48.3398,43.1543,-4.1220,-13.7400,0.025933,0.035511,0.084971,0.000029,0.0000,0.0100,600
0.0196,descent,0.7140,48.3398,43.1543,-2.7480,-13.7400,0.040764,0.035511,0.084981,0.000019,0.0000,0.0100,600
0.0212,descent,0.7140,48.3398,43.1543,-2.7480,-12.3660,0.040764,0.035293,0.084987,0.000013,0.0000,0.0100,600
0.0219,descent,0.7140,48.2520,43.1543,-2.7480,-10.9920,0.040912,0.035071,0.084987,0.000013,0.0000,0.0100,600
0.0230,descent,0.7140,48.2520,43.1543,-2.7480,-10.9920,0.040912,0.035071,0.084991,0.000009,0.0000,0.0100,600
0.0242,descent,0.7140,48.2520,43.1543,-2.7480,-9.6180,0.040912,0.034853,0.084991,0.000009,0.0000,0.0100,600
0.0253,descent,0.7140,48.2520,43.0664,-2.7480,-9.6180,0.040907,0.035424,0.084985,0.000015,0.0000,0.0100,600
0.0264,descent,0.7140,48.2520,43.1543,-2.7480,-8.2440,0.040912,0.034635,0.084985,0.000015,0.0000,0.0100,600
