Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,CartStrength_N_per_m,Sigma_m,Strength
0.0007,descent,0.7772,44.8242,45.7910,-10.9920,70.0740,0.031659,0.004917,0.084995,0.000005,0.0000,0.0100,600
0.0018,descent,0.7772,44.8242,45.7910,-9.6180,70.0740,0.031602,0.004917,0.084995,0.000005,0.0000,0.0100,600
0.0029,descent,0.7772,44.8242,45.7910,-9.6180,70.0740,0.031602,0.004917,0.084992,0.000008,0.0000,0.0100,600
0.0040,descent,0.7772,44.8242,45.7910,-9.6180,68.7000,0.031602,0.005134,0.085005,-0.000005,0.0000,0.0100,600
0.0051,descent,0.7772,44.8242,45.7910,-9.6180,68.7000,0.031602,0.005134,0.085005,-0.000005,0.0000,0.0100,600
0.0062,descent,0.7772,44.8242,45.7910,-8.2440,67.3260,0.031545,0.005352,0.084988,0.000012,0.0000,0.0100,600
0.0074,descent,0.7772,44.8242,45.7910,-8.2440,67.3260,0.031545,0.005352,0.084988,0.000012,0.0000,0.0100,600
0.0085,descent,0.7772,44.8242,45.7910,-8.2440,65.9520,0.031545,0.005570,0.085004,-0.000004,0.0000,0.0100,600
0.0096,descent,0.7772,44.8242,45.7910,-6.8700,61.8300,0.031488,0.006223,0.085004,-0.000004,0.0000,0.0100,600
0.0107,descent,0.7772,44.8242,45.7910,-6.8700,57.7080,0.031488,0.006876,0.084989,0.000011,0.0000,0.0100,600
0.0118,descent,0.7772,44.8242,45.7910,-6.8700,54.9600,0.031488,0.007312,0.084989,0.000011,0.0000,0.0100,600
0.0129,descent,0.7772,44.8242,45.7910,-5.4960,52.2120,0.031438,0.007747,0.084990,0.000010,0.0000,0.0100,600
0.0144,descent,0.7772,44.8242,45.7910,-5.4960,52.2120,0.031438,0.007747,0.084990,0.000010,0.0000,0.0100,600
0.0153,descent,0.7772,44.8242,45.7031,-5.4960,49.4640,0.031434,0.008754,0.084998,0.000002,0.0000,0.0100,600
0.0163,descent,0.7772,44.8242,45.7031,-4.1220,46.7160,0.032006,0.009189,0.084991,0.000009,0.0000,0.0100,600
0.0175,descent,0.7772,44.8242,45.7031,-4.1220,43.9680,0.032006,0.009625,0.084991,0.000009,0.0000,0.0100,600
0.0185,descent,0.7772,44.8242,45.7031,-4.1220,41.2200,0.032006,0.010060,0.085000,-0.000000,0.0000,0.0100,600
0.0196,descent,0.7772,44.8242,45.6152,-2.7480,31.6020,0.046833,0.012155,0.085000,-0.000000,0.0000,0.0100,600
0.0207,descent,0.7772,44.8242,45.6152,-2.7480,31.6020,0.046833,0.012155,0.084983,0.000017,0.0000,0.0100,600
0.0218,descent,0.7772,44.8242,45.6152,-2.7480,28.8540,0.046834,0.012591,0.084983,0.000017,0.0000,0.0100,600
0.0229,descent,0.7772,44.8242,45.6152,-2.7480,26.1060,0.046834,0.013026,0.084984,0.000016,0.0000,0.0100,600
0.0240,descent,0.7772,44.8242,45.5273,-2.7480,23.3580,0.046829,0.014033,0.084981,0.000019,0.0000,0.0100,600
0.0251,descent,0.7772,44.8242,45.5273,-2.7480,19.2360,0.046830,0.014686,0.084981,0.000019,0.0000,0.0100,600
0.0262,descent,0.7772,44.8242,45.5273,-1.3740,16.4880,0.136815,0.015122,0.084986,0.000014,0.0000,0.0100,600
0.0274,descent,0.7772,44.8242,45.5273,-1.3740,13.7400,0.136815,0.015557,0.084986,0.000014,0.0000,0.0100,600
0.0285,descent,0.7772,44.8242,45.4395,-1.3740,10.9920,0.136811,0.016563,0.084996,0.000004,0.0000,0.0100,600
0.0297,descent,0.7772,44.8242,45.3516,0.0000,5.4960,0.231183,0.018013,0.084996,0.000004,0.0000,0.0100,600
0.0307,descent,0.7772,44.8242,45.3516,0.0000,4.1220,0.231183,0.018859,0.084982,0.000018,0.0000,0.0100,600
0.0318,descent,0.7772,44.8242,45.3516,0.0000,1.3740,0.231183,0.124225,0.084982,0.000018,0.0000,0.0100,600
0.0329,descent,0.7772,44.8242,45.2637,0.0000,-4.1220,0.231179,0.020737,0.084987,0.000013,0.0000,0.0100,600
0.0340,descent,0.7772,44.8242,45.2637,0.0000,-5.4960,0.231179,0.020326,0.084961,0.000039,0.0000,0.0100,600
0.0352,descent,0.7772,44.8242,45.1758,0.0000,-8.2440,0.231175,0.021325,0.084961,0.000039,0.0000,0.0100,600
0.0363,descent,0.7772,44.8242,45.1758,0.0000,-9.6180,0.231175,0.021543,0.084993,0.000007,0.0000,0.0100,600
0.0374,descent,0.7772,44.8242,45.1758,0.0000,-9.6180,0.231175,0.021543,0.084993,0.000007,0.0000,0.0100,600
0.0385,descent,0.7772,44.8242,45.1758,0.0000,-10.9920,0.231175,0.021760,0.084971,0.000029,0.0000,0.0100,600
0.0396,descent,0.7772,44.9121,45.0879,1.3740,-13.7400,0.136531,0.022771,0.084971,0.000029,0.0000,0.0100,600
0.0407,descent,0.7772,44.9121,45.0000,1.3740,-15.1140,0.136527,0.023560,0.084965,0.000035,0.0000,0.0100,600
0.0418,descent,0.7772,44.9121,45.0000,1.3740,-16.4880,0.136527,0.023778,0.084965,0.000035,0.0000,0.0100,600
0.0429,descent,0.7772,45.0000,44.9121,2.7480,-17.8620,0.046274,0.024571,0.084968,0.000032,0.0000,0.0100,600
0.0440,descent,0.7772,45.0879,44.9121,2.7480,-19.2360,0.046125,0.024793,0.084954,0.000046,0.0000,0.0100,600
0.0451,descent,0.7772,45.0879,44.8242,4.1220,-20.6100,0.031175,0.025582,0.084954,0.000046,0.0000,0.0100,600
0.0462,descent,0.7772,45.1758,44.8242,5.4960,-23.3580,0.030341,0.026022,0.084954,0.000046,0.0000,0.0100,600
0.0474,descent,0.7772,45.2637,44.7363,6.8700,-24.7320,0.030123,0.026815,0.084954,0.000046,0.0000,0.0100,600
0.0485,descent,0.7772,45.3516,44.7363,8.2440,-24.7320,0.029917,0.026819,0.084941,0.000059,0.0000,0.0100,600
0.0495,descent,0.7772,45.4395,44.6484,9.6180,-26.1060,0.029706,0.027612,0.084941,0.000059,0.0000,0.0100,600
0.0508,descent,0.7772,45.6152,44.5605,13.7400,-28.8540,0.029232,0.028628,0.084960,0.000040,0.0000,0.0100,600
