Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad,Run
0.0007,descent,0.3935,19.9512,35.8594,83.8140,-16.4880,0.011342,0.016977,0.084984,0.000016,0.1300,4
0.0018,descent,0.3935,20.0391,35.8594,83.8140,-15.1140,0.011305,0.016926,0.084997,0.000003,0.1300,4
0.0029,descent,0.3935,20.0391,35.8594,83.8140,-15.1140,0.011305,0.016926,0.084997,0.000003,0.1300,4
0.0040,descent,0.3935,20.1270,35.7715,83.8140,-15.1140,0.011264,0.017073,0.084990,0.000010,0.1300,4
0.0051,descent,0.3935,20.3027,35.7715,82.4400,-15.1140,0.011204,0.017080,0.084990,0.000010,0.1300,4
0.0062,descent,0.3935,20.3027,35.7715,81.0660,-15.1140,0.011219,0.017080,0.084984,0.000016,0.1300,4
0.0073,descent,0.3935,20.3906,35.7715,81.0660,-15.1140,0.011181,0.017084,0.084984,0.000016,0.1300,4
0.0084,descent,0.3935,20.4785,35.7715,81.0660,-15.1140,0.011144,0.017087,0.084975,0.000025,0.1300,4
0.0096,descent,0.3935,20.4785,35.6836,79.6920,-15.1140,0.011155,0.017231,0.084978,0.000022,0.1300,4
0.0107,descent,0.3935,20.4785,35.6836,78.3180,-15.1140,0.011169,0.017231,0.084978,0.000022,0.1300,4
0.0118,descent,0.3935,20.5664,35.6836,78.3180,-15.1140,0.011132,0.017234,0.084991,0.000009,0.1300,4
0.0129,descent,0.3935,20.6543,35.6836,76.9440,-13.7400,0.011110,0.017183,0.084991,0.000009,0.1300,4
0.0140,descent,0.3935,20.6543,35.5957,75.5700,-15.1140,0.011120,0.017381,0.084977,0.000023,0.1300,4
0.0151,descent,0.3935,20.8301,35.5957,74.1960,-15.1140,0.011060,0.017388,0.084977,0.000023,0.1300,4
0.0162,descent,0.3935,20.8301,35.5957,72.8220,-15.1140,0.011075,0.017388,0.084989,0.000011,0.1300,4
0.0173,descent,0.3935,20.9180,35.5957,71.4480,-15.1140,0.011052,0.017392,0.084989,0.000011,0.1300,4
0.0184,descent,0.3935,20.9180,35.5078,71.4480,-15.1140,0.011048,0.017535,0.084992,0.000008,0.1300,4
0.0196,descent,0.3935,20.9180,35.5078,70.0740,-15.1140,0.011063,0.017535,0.084992,0.000008,0.1300,4
0.0207,descent,0.3935,20.9180,35.5078,68.7000,-15.1140,0.011077,0.017535,0.084993,0.000007,0.1300,4
0.0218,descent,0.3935,20.9180,35.5078,67.3260,-15.1140,0.011091,0.017535,0.084978,0.000022,0.1300,4
0.0229,descent,0.3935,21.0059,35.5078,65.9520,-15.1140,0.011068,0.017539,0.084978,0.000022,0.1300,4
0.0240,descent,0.3935,21.0059,35.4199,64.5780,-15.1140,0.011079,0.017682,0.085006,-0.000006,0.1300,4
0.0251,descent,0.3935,21.0937,35.4199,61.8300,-15.1140,0.011071,0.017686,0.085006,-0.000006,0.1300,4
0.0262,descent,0.3935,21.0937,35.4199,60.4560,-15.1140,0.011085,0.017686,0.084988,0.000012,0.1300,4
0.0273,descent,0.3935,21.1816,35.3320,59.0820,-16.4880,0.011059,0.017887,0.084988,0.000012,0.1300,4
0.0285,descent,0.3935,21.1816,35.3320,57.7080,-16.4880,0.011073,0.017887,0.085001,-0.000001,0.1300,4
0.0296,descent,0.3935,21.1816,35.3320,56.3340,-16.4880,0.011087,0.017887,0.084988,0.000012,0.1300,4
0.0307,descent,0.3935,21.2695,35.3320,54.9600,-16.4880,0.011064,0.017891,0.084988,0.000012,0.1300,4
0.0318,descent,0.3935,21.2695,35.3320,53.5860,-16.4880,0.011079,0.017891,0.084982,0.000018,0.1300,4
0.0329,descent,0.3935,21.2695,35.2441,52.2120,-16.4880,0.011089,0.018034,0.084982,0.000018,0.1300,4
0.0340,descent,0.3935,21.2695,35.2441,50.8380,-16.4880,0.011104,0.018034,0.084986,0.000014,0.1300,4
0.0351,descent,0.3935,21.3574,35.2441,49.4640,-16.4880,0.011081,0.018038,0.084986,0.000014,0.1300,4
0.0362,descent,0.3935,21.3574,35.1562,48.0900,-16.4880,0.011092,0.018181,0.084979,0.000021,0.1300,4
0.0373,descent,0.3935,21.3574,35.1562,45.3420,-17.8620,0.011120,0.018236,0.084979,0.000021,0.1300,4
0.0384,descent,0.3935,21.4453,35.1562,45.3420,-17.8620,0.011083,0.018239,0.084979,0.000021,0.1300,4
0.0396,descent,0.3935,21.4453,35.1562,43.9680,-17.8620,0.011098,0.018239,0.084990,0.000010,0.1300,4
0.0407,descent,0.3935,21.4453,35.1562,42.5940,-17.8620,0.011112,0.018239,0.084990,0.000010,0.1300,4
0.0418,descent,0.3935,21.4453,35.0684,41.2200,-17.8620,0.011123,0.018382,0.084981,0.000019,0.1300,4
0.0429,descent,0.3935,21.4453,35.0684,39.8460,-17.8620,0.011137,0.018382,0.084981,0.000019,0.1300,4
0.0440,descent,0.3935,21.4453,35.0684,38.4720,-17.8620,0.011151,0.018382,0.084958,0.000042,0.1300,4
0.0451,descent,0.3935,21.5332,34.9805,37.0980,-17.8620,0.011125,0.018529,0.084958,0.000042,0.1300,4
0.0462,descent,0.3935,21.5332,34.9805,35.7240,-17.8620,0.011139,0.018529,0.084975,0.000025,0.1300,4
0.0473,descent,0.3935,21.5332,34.9805,34.3500,-17.8620,0.011154,0.018529,0.084975,0.000025,0.1300,4
0.0484,descent,0.3935,21.5332,34.8926,32.9760,-19.2360,0.011164,0.018727,0.084952,0.000048,0.1300,4
0.0496,descent,0.3935,21.5332,34.8926,31.6020,-19.2360,0.011179,0.018727,0.084952,0.000048,0.1300,4
0.0507,descent,0.3935,21.5332,34.8926,30.2280,-19.2360,0.011193,0.018727,0.084970,0.000030,0.1300,4
0.0518,descent,0.3935,21.5332,34.8926,28.8540,-19.2360,0.011207,0.018727,0.084959,0.000041,0.1300,4
0.0529,descent,0.3935,21.5332,34.8926,27.4800,-19.2360,0.011221,0.018727,0.084959,0.000041,0.1300,4
