Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad,Run
0.0007,descent,1.1478,47.5488,43.1543,27.4800,-4.1220,0.033019,0.041518,0.084995,0.000005,0.6000,2
0.0018,descent,1.1483,47.6367,43.1543,30.2280,-2.7480,0.032811,0.056357,0.084997,0.000003,0.6000,2
0.0029,descent,1.1483,47.7246,43.1543,32.9760,-2.7480,0.032603,0.056361,0.084997,0.000003,0.6000,2
0.0040,descent,1.1483,47.7246,43.1543,34.3500,-2.7480,0.032589,0.056361,0.084989,0.000011,0.6000,2
0.0053,descent,1.1483,47.8125,43.1543,37.0980,-2.7480,0.032381,0.056366,0.084989,0.000011,0.6000,2
0.0063,descent,1.1483,47.9004,43.1543,39.8460,-2.7480,0.032174,0.056371,0.084987,0.000013,0.6000,2
0.0074,descent,1.1483,47.9883,43.1543,41.2200,-1.3740,0.031980,0.146363,0.084984,0.000016,0.6000,2
0.0085,descent,1.1483,48.0762,43.1543,43.9680,-1.3740,0.031772,0.146367,0.084984,0.000016,0.6000,2
0.0096,descent,1.1483,48.2520,43.1543,49.4640,-1.3740,0.031357,0.146377,0.084987,0.000013,0.6000,2
0.0107,descent,1.1483,48.2520,43.1543,50.8380,0.0000,0.031343,0.240756,0.084987,0.000013,0.6000,2
0.0118,descent,1.1483,48.3398,43.1543,52.2120,0.0000,0.031149,0.240761,0.084988,0.000012,0.6000,2
0.0129,descent,1.1483,48.4277,43.1543,54.9600,0.0000,0.030942,0.240765,0.084988,0.000012,0.6000,2
0.0141,descent,1.1483,48.5156,43.1543,56.3340,0.0000,0.030748,0.240770,0.085005,-0.000005,0.6000,2
0.0152,descent,1.1483,48.6035,43.1543,59.0820,0.0000,0.030541,0.240775,0.085005,-0.000005,0.6000,2
0.0163,descent,1.1483,48.6035,43.1543,60.4560,0.0000,0.030526,0.240775,0.084983,0.000017,0.6000,2
0.0174,descent,1.1483,48.6914,43.1543,61.8300,0.0000,0.030333,0.240779,0.084993,0.000007,0.6000,2
0.0186,descent,1.1483,48.7793,43.1543,64.5780,0.0000,0.030125,0.240784,0.084993,0.000007,0.6000,2
0.0196,descent,1.1483,48.7793,43.1543,65.9520,0.0000,0.030111,0.240784,0.084989,0.000011,0.6000,2
0.0207,descent,1.1483,48.8672,43.2422,67.3260,1.3740,0.029922,0.145614,0.084989,0.000011,0.6000,2
0.0218,descent,1.1483,48.9551,43.2422,67.3260,1.3740,0.029743,0.145618,0.084985,0.000015,0.6000,2
0.0229,descent,1.1483,48.9551,43.2422,67.3260,1.3740,0.029743,0.145618,0.084985,0.000015,0.6000,2
0.0241,descent,1.1483,49.0430,43.3301,67.3260,2.7480,0.029569,0.054840,0.084993,0.000007,0.6000,2
0.0252,descent,1.1483,49.0430,43.3301,68.7000,2.7480,0.029555,0.054840,0.084993,0.000007,0.6000,2
0.0263,descent,1.1483,49.1309,43.4180,68.7000,4.1220,0.029380,0.039215,0.084973,0.000027,0.6000,2
0.0274,descent,1.1483,49.1309,43.4180,68.7000,4.1220,0.029380,0.039215,0.084977,0.000023,0.6000,2
0.0293,descent,1.1483,49.1309,43.5059,67.3260,5.4960,0.029399,0.037845,0.084977,0.000023,0.6000,2
0.0296,descent,1.1483,49.1309,43.5059,67.3260,5.4960,0.029399,0.037845,0.084991,0.000009,0.6000,2
0.0307,descent,1.1483,49.3066,43.6816,65.9520,8.2440,0.029065,0.036364,0.084991,0.000009,0.6000,2
0.0318,descent,1.1483,49.3066,43.7695,64.5780,12.3660,0.029084,0.035514,0.084958,0.000042,0.6000,2
0.0329,descent,1.1483,49.3066,43.9453,63.2040,12.3660,0.029107,0.034140,0.084958,0.000042,0.6000,2
0.0340,descent,1.1483,49.3066,43.9453,61.8300,13.7400,0.029122,0.034086,0.084979,0.000021,0.6000,2
0.0351,descent,1.1483,49.3066,44.0332,60.4560,16.4880,0.029141,0.033290,0.084979,0.000021,0.6000,2
0.0363,descent,1.1483,49.3066,44.1211,59.0820,17.8620,0.029160,0.032549,0.084976,0.000024,0.6000,2
0.0374,descent,1.1483,49.3066,44.3848,56.3340,23.3580,0.029202,0.030271,0.084974,0.000026,0.6000,2
0.0385,descent,1.1483,49.3945,44.4727,53.5860,26.1060,0.029057,0.029480,0.084974,0.000026,0.6000,2
0.0396,descent,1.1483,49.3945,44.5605,52.2120,28.8540,0.029076,0.028685,0.084984,0.000016,0.6000,2
0.0407,descent,1.1483,49.3945,44.6484,50.8380,31.6020,0.029095,0.027889,0.084984,0.000016,0.6000,2
0.0418,descent,1.1483,49.3945,44.6484,48.0900,34.3500,0.029123,0.027780,0.084966,0.000034,0.6000,2
0.0430,descent,1.1483,49.3945,44.7363,46.7160,37.0980,0.029142,0.026984,0.084966,0.000034,0.6000,2
