Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad,Run
0.0008,descent,0.4540,24.6973,37.7051,-1.3740,-28.8540,0.126221,0.024896,0.084993,0.000007,0.2000,4
0.0018,descent,0.4540,24.6973,37.7051,-1.3740,-28.8540,0.126221,0.024896,0.084993,0.000007,0.2000,4
0.0029,descent,0.4540,24.6973,37.7051,-1.3740,-28.8540,0.126221,0.024896,0.084996,0.000004,0.2000,4
0.0040,descent,0.4540,24.7852,37.6172,-1.3740,-28.8540,0.126159,0.025124,0.084996,0.000004,0.2000,4
0.0052,descent,0.4540,24.7852,37.6172,-1.3740,-28.8540,0.126159,0.025124,0.084981,0.000019,0.2000,4
0.0062,descent,0.4540,24.7852,37.5293,-1.3740,-28.8540,0.126155,0.025349,0.084981,0.000019,0.2000,4
0.0073,descent,0.4540,24.7852,37.5293,-1.3740,-28.8540,0.126155,0.025349,0.084993,0.000007,0.2000,4
0.0085,descent,0.4540,24.8730,37.5293,-1.3740,-28.8540,0.126097,0.025352,0.084992,0.000008,0.2000,4
0.0096,descent,0.4540,24.8730,37.4414,-1.3740,-28.8540,0.126093,0.025577,0.084992,0.000008,0.2000,4
0.0108,descent,0.4540,24.9609,37.4414,0.0000,-28.8540,0.220454,0.025580,0.085002,-0.000002,0.2000,4
0.0118,descent,0.4540,24.9609,37.4414,0.0000,-28.8540,0.220454,0.025580,0.085002,-0.000002,0.2000,4
0.0129,descent,0.4540,25.0488,37.3535,1.3740,-28.8540,0.125944,0.025808,0.084988,0.000012,0.2000,4
0.0141,descent,0.4540,25.1367,37.3535,4.1220,-28.8540,0.020927,0.025812,0.084988,0.000012,0.2000,4
0.0151,descent,0.4540,25.2246,37.2656,5.4960,-28.8540,0.020222,0.026040,0.084987,0.000013,0.2000,4
0.0162,descent,0.4540,25.2246,37.2656,6.8700,-28.8540,0.020201,0.026040,0.084987,0.000013,0.2000,4
0.0173,descent,0.4540,25.3125,37.2656,8.2440,-27.4800,0.020128,0.025990,0.084996,0.000004,0.2000,4
0.0185,descent,0.4540,25.4004,37.2656,9.6180,-27.4800,0.020056,0.025993,0.084989,0.000011,0.2000,4
0.0196,descent,0.4540,25.4883,37.2656,12.3660,-27.4800,0.019969,0.025997,0.084989,0.000011,0.2000,4
0.0207,descent,0.4540,25.5762,37.1777,13.7400,-27.4800,0.019893,0.026225,0.084974,0.000026,0.2000,4
0.0218,descent,0.4540,25.6641,37.1777,16.4880,-27.4800,0.019806,0.026229,0.084974,0.000026,0.2000,4
0.0229,descent,0.4540,25.7520,37.1777,17.8620,-26.1060,0.019733,0.026178,0.084985,0.000015,0.2000,4
0.0240,descent,0.4540,25.9277,37.0898,23.3580,-26.1060,0.019556,0.026410,0.084985,0.000015,0.2000,4
0.0252,descent,0.4540,26.1035,37.0898,26.1060,-26.1060,0.019411,0.026418,0.084981,0.000019,0.2000,4
0.0262,descent,0.4540,26.1914,37.0020,28.8540,-26.1060,0.019320,0.026646,0.084981,0.000019,0.2000,4
0.0273,descent,0.4540,26.2793,37.0020,31.6020,-26.1060,0.019234,0.026650,0.084988,0.000012,0.2000,4
0.0285,descent,0.4540,26.3672,37.0020,34.3500,-26.1060,0.019147,0.026653,0.084971,0.000029,0.2000,4
0.0296,descent,0.4540,26.4551,37.0020,37.0980,-26.1060,0.019060,0.026657,0.084971,0.000029,0.2000,4
0.0307,descent,0.4540,26.5430,37.0020,41.2200,-26.1060,0.018959,0.026661,0.084972,0.000028,0.2000,4
0.0318,descent,0.4540,26.5430,36.9141,43.9680,-26.1060,0.018926,0.026885,0.084972,0.000028,0.2000,4
0.0329,descent,0.4540,26.6309,36.9141,46.7160,-26.1060,0.018840,0.026889,0.084976,0.000024,0.2000,4
0.0341,descent,0.4540,26.8066,36.9141,52.2120,-24.7320,0.018666,0.026842,0.084976,0.000024,0.2000,4
0.0351,descent,0.4540,26.9824,36.8262,56.3340,-24.7320,0.018503,0.027074,0.084989,0.000011,0.2000,4
0.0362,descent,0.4540,27.0703,36.8262,59.0820,-24.7320,0.018416,0.027078,0.084989,0.000011,0.2000,4
0.0373,descent,0.4540,27.1582,36.8262,61.8300,-24.7320,0.018330,0.027082,0.084982,0.000018,0.2000,4
0.0385,descent,0.4540,27.1582,36.8262,63.2040,-24.7320,0.018315,0.027082,0.084982,0.000018,0.2000,4
0.0396,descent,0.4540,27.2461,36.8262,65.9520,-23.3580,0.018229,0.027031,0.084977,0.000023,0.2000,4
0.0407,descent,0.4540,27.3340,36.7383,68.7000,-23.3580,0.018138,0.027259,0.084975,0.000025,0.2000,4
0.0418,descent,0.4540,27.4219,36.7383,70.0740,-23.3580,0.018066,0.027263,0.084975,0.000025,0.2000,4
0.0429,descent,0.4540,27.5098,36.7383,72.8220,-23.3580,0.017979,0.027267,0.084961,0.000039,0.2000,4
0.0441,descent,0.4540,27.6855,36.6504,75.5700,-23.3580,0.017830,0.027499,0.084961,0.000039,0.2000,4
0.0451,descent,0.4540,27.7734,36.6504,78.3180,-23.3580,0.017744,0.027503,0.084972,0.000028,0.2000,4
0.0462,descent,0.4540,27.8613,36.6504,79.6920,-21.9840,0.017671,0.027452,0.084972,0.000028,0.2000,4
0.0473,descent,0.4540,27.9492,36.6504,81.0660,-21.9840,0.017599,0.027456,0.084962,0.000038,0.2000,4
0.0485,descent,0.4540,27.9492,36.6504,82.4400,-21.9840,0.017584,0.027456,0.084952,0.000048,0.2000,4
0.0496,descent,0.4540,28.0371,36.6504,82.4400,-20.6100,0.017526,0.027405,0.084952,0.000048,0.2000,4
0.0507,descent,0.4540,28.1250,36.6504,83.8140,-20.6100,0.017454,0.027409,0.084974,0.000026,0.2000,4
