Time_s,Force_Ref_N,Force_Normal_N,Force_Total_N,Force_Shear_N,Motor1_pos_deg,Motor2_pos_deg,ThetaRef1_deg,ThetaRef2_deg,ThetaRef3_deg
0.0366,0.5000,0.875499,0.923303,0.293238,50.0977,43.7695,29.964487,29.964487,29.964487
0.0377,0.5000,0.875499,0.923303,0.293238,50.1855,43.8574,29.963411,29.963411,29.963411
0.0389,0.5000,0.875499,0.923303,0.293238,50.2734,43.9453,29.962335,29.962335,29.962335
0.0400,0.5000,0.875499,0.923303,0.293238,50.3613,44.1211,29.961260,29.961260,29.961260
0.0410,0.5000,0.875499,0.923303,0.293238,50.4492,44.2090,29.960184,29.960184,29.960184
0.0422,0.5000,0.875499,0.923303,0.293238,50.5371,44.2969,29.959108,29.959108,29.959108
0.0433,0.5000,0.875499,0.923303,0.293238,50.5371,44.3848,29.958032,29.958032,29.958032
0.0444,0.5000,0.875499,0.923303,0.293238,50.6250,44.4727,29.956957,29.956957,29.956957
0.0455,0.5000,0.875499,0.923303,0.293238,50.6250,44.4727,29.955881,29.955881,29.955881
0.0466,0.5000,0.875499,0.923303,0.293238,50.7129,44.5605,29.954805,29.954805,29.954805
0.0477,0.5000,0.875499,0.923303,0.293238,50.7129,44.6484,29.953730,29.953730,29.953730
0.0488,0.5000,0.875499,0.923303,0.293238,50.8008,44.6484,29.952654,29.952654,29.952654
0.0500,0.5000,0.875499,0.923303,0.293238,50.8887,44.8242,29.951578,29.951578,29.951578
0.0511,0.5000,0.875499,0.923303,0.293238,50.8887,44.8242,29.950502,29.950502,29.950502
0.0522,0.5000,0.875499,0.923303,0.293238,50.8887,44.8242,29.949427,29.949427,29.949427
0.0533,0.5000,0.875499,0.923303,0.293238,50.9766,44.9121,29.948351,29.948351,29.948351
0.0544,0.5000,0.875499,0.923303,0.293238,50.9766,44.9121,29.947275,29.947275,29.947275
0.0555,0.5000,0.875499,0.923303,0.293238,50.9766,45.0000,29.946200,29.946200,29.946200
0.0566,0.5000,0.875499,0.923303,0.293238,50.9766,45.0000,29.945124,29.945124,29.945124
0.0577,0.5000,0.875499,0.923303,0.293238,50.9766,45.0000,29.944048,29.944048,29.944048
0.0588,0.5000,0.875499,0.923303,0.293238,51.0645,45.0000,29.942972,29.942972,29.942972
0.0600,0.5000,0.875499,0.923303,0.293238,51.0645,45.0000,29.941897,29.941897,29.941897
0.0611,0.5000,0.875499,0.923303,0.293238,51.0645,45.0000,29.940821,29.940821,29.940821
0.0622,0.5000,0.875499,0.923303,0.293238,51.0645,45.0000,29.939745,29.939745,29.939745
0.0633,0.5000,0.875499,0.923303,0.293238,51.0645,45.0000,29.938669,29.938669,29.938669
0.0644,0.5000,0.875499,0.923303,0.293238,51.0645,45.0000,29.937594,29.937594,29.937594
0.0655,0.5000,0.875499,0.923303,0.293238,51.0645,45.0000,29.936518,29.936518,29.936518
0.0666,0.5000,0.875499,0.923303,0.293238,51.0645,45.0000,29.935442,29.935442,29.935442
0.0677,0.5000,0.875499,0.923303,0.293238,51.0645,45.0000,29.934367,29.934367,29.934367
0.0689,0.5000,0.875499,0.923303,0.293238,51.0645,45.0000,29.933291,29.933291,29.933291
0.0701,0.5000,0.875499,0.923303,0.293238,51.0645,44.9121,29.932215,29.932215,29.932215
0.0711,0.5000,0.875499,0.923303,0.293238,50.9766,44.9121,29.931139,29.931139,29.931139
0.0722,0.5000,0.875499,0.923303,0.293238,50.9766,44.9121,29.930064,29.930064,29.930064
0.0733,0.5000,0.875499,0.923303,0.293238,50.9766,44.9121,29.928988,29.928988,29.928988
0.0744,0.5000,0.875499,0.923303,0.293238,50.9766,44.8242,29.927912,29.927912,29.927912
0.0755,0.5000,0.875499,0.923303,0.293238,50.9766,44.8242,29.926836,29.926836,29.926836
0.0766,0.5000,0.875499,0.923303,0.293238,50.9766,44.8242,29.925761,29.925761,29.925761
0.0777,0.5000,0.875499,0.923303,0.293238,50.8887,44.8242,29.924685,29.924685,29.924685
0.0788,0.5000,0.875499,0.923303,0.293238,50.8887,44.8242,29.923609,29.923609,29.923609
0.0800,0.5000,0.875499,0.923303,0.293238,50.8887,44.7363,29.922534,29.922534,29.922534
0.0811,0.5000,0.875499,0.923303,0.293238,50.8887,44.6484,29.921458,29.921458,29.921458
0.0822,0.5000,0.875499,0.923303,0.293238,50.8008,44.6484,29.920382,29.920382,29.920382
0.0833,0.5000,0.875499,0.923303,0.293238,50.8008,44.6484,29.919306,29.919306,29.919306
0.0844,0.5000,0.875499,0.923303,0.293238,50.8008,44.5605,29.918231,29.918231,29.918231
0.0855,0.5000,0.875499,0.923303,0.293238,50.8008,44.5605,29.917155,29.917155,29.917155
0.0866,0.5000,0.875499,0.923303,0.293238,50.7129,44.5605,29.916079,29.916079,29.916079
0.0877,0.5000,0.875499,0.923303,0.293238,50.7129,44.5605,29.915003,29.915003,29.915003
0.0888,0.5000,0.875499,0.923303,0.293238,50.7129,44.4727,29.913928,29.913928,29.913928
0.0900,0.5000,0.875499,0.923303,0.293238,50.6250,44.3848,29.912852,29.912852,29.912852
0.0911,0.5000,0.875499,0.923303,0.293238,50.6250,44.3848,29.911776,29.911776,29.911776
0.0922,0.5000,0.875499,0.923303,0.293238,50.6250,44.2969,29.910701,29.910701,29.910701
0.0933,0.5000,0.875499,0.923303,0.293238,50.6250,44.2969,29.909625,29.909625,29.909625
0.0944,0.5000,0.875499,0.923303,0.293238,50.5371,44.2090,29.908549,29.908549,29.908549
0.0955,0.5000,0.875499,0.923303,0.293238,50.5371,44.2090,29.907473,29.907473,29.907473
0.0966,0.5000,0.875499,0.923303,0.293238,50.5371,44.2090,29.906398,29.906398,29.906398
0.0977,0.5000,0.875499,0.923303,0.293238,50.4492,44.1211,29.905322,29.905322,29.905322
0.0988,0.5000,0.875499,0.923303,0.293238,50.4492,44.1211,29.904246,29.904246,29.904246
0.1000,0.5000,0.875499,0.923303,0.293238,50.3613,44.0332,29.903170,29.903170,29.903170
0.1011,0.5000,0.875499,0.923303,0.293238,50.3613,44.0332,29.902095,29.902095,29.902095
0.1022,0.5000,0.875499,0.923303,0.293238,50.3613,44.0332,29.901019,29.901019,29.901019
0.1033,0.5000,0.875499,0.923303,0.293238,50.3613,44.0332,29.899943,29.899943,29.899943
0.1044,0.5000,0.874369,0.922259,0.293329,50.2734,44.0332,29.898871,29.898871,29.898871
0.1055,0.5000,0.874369,0.922259,0.293329,50.2734,43.9453,29.897798,29.897798,29.897798
0.1066,0.5000,0.874369,0.922259,0.293329,50.1855,43.9453,29.896726,29.896726,29.896726
0.1077,0.5000,0.874369,0.922259,0.293329,50.1855,43.9453,29.895653,29.895653,29.895653
0.1088,0.5000,0.874369,0.922259,0.293329,50.1855,43.9453,29.894581,29.894581,29.894581
0.1100,0.5000,0.874369,0.922259,0.293329,50.0977,43.9453,29.893508,29.893508,29.893508
0.1111,0.5000,0.874369,0.922259,0.293329,50.0977,43.8574,29.892436,29.892436,29.892436
0.1122,0.5000,0.874369,0.922259,0.293329,50.0977,43.8574,29.891363,29.891363,29.891363
0.1133,0.5000,0.874369,0.922259,0.293329,50.0098,43.8574,29.890291,29.890291,29.890291
0.1144,0.5000,0.874369,0.922259,0.293329,50.0098,43.8574,29.889218,29.889218,29.889218
0.1155,0.5000,0.874369,0.922259,0.293329,50.0098,43.8574,29.888146,29.888146,29.888146
0.1166,0.5000,0.874369,0.922259,0.293329,50.0098,43.7695,29.887073,29.887073,29.887073
0.1177,0.5000,0.874369,0.922259,0.293329,49.9219,43.7695,29.886001,29.886001,29.886001
0.1188,0.5000,0.874369,0.922259,0.293329,49.9219,43.7695,29.884928,29.884928,29.884928
0.1200,0.5000,0.874369,0.922259,0.293329,49.8340,43.7695,29.883856,29.883856,29.883856
0.1211,0.5000,0.874369,0.922259,0.293329,49.8340,43.7695,29.882783,29.882783,29.882783
0.1222,0.5000,0.874369,0.922259,0.293329,49.8340,43.5937,29.881711,29.881711,29.881711
0.1233,0.5000,0.874369,0.922259,0.293329,49.7461,43.5937,29.880638,29.880638,29.880638
0.1244,0.5000,0.874369,0.922259,0.293329,49.7461,43.5937,29.879566,29.879566,29.879566
0.1255,0.5000,0.874369,0.922259,0.293329,49.6582,43.5937,29.878494,29.878494,29.878494
0.1266,0.5000,0.874369,0.922259,0.293329,49.6582,43.5059,29.877421,29.877421,29.877421
0.1277,0.5000,0.874369,0.922259,0.293329,49.6582,43.5059,29.876349,29.876349,29.876349
0.1288,0.5000,0.874369,0.922259,0.293329,49.5703,43.5059,29.875276,29.875276,29.875276
0.1300,0.5000,0.874369,0.922259,0.293329,49.4824,43.5059,29.874204,29.874204,29.874204
0.1311,0.5000,0.874369,0.922259,0.293329,49.4824,43.5059,29.873131,29.873131,29.873131
0.1322,0.5000,0.874369,0.922259,0.293329,49.3945,43.5059,29.872059,29.872059,29.872059
0.1333,0.5000,0.874369,0.922259,0.293329,49.3945,43.4180,29.870986,29.870986,29.870986
0.1344,0.5000,0.874369,0.922259,0.293329,49.3945,43.4180,29.869914,29.869914,29.869914
0.1355,0.5000,0.874369,0.922259,0.293329,49.3945,43.4180,29.868841,29.868841,29.868841
0.1366,0.5000,0.874369,0.922259,0.293329,49.3066,43.4180,29.867769,29.867769,29.867769
0.1378,0.5000,0.874369,0.922259,0.293329,49.3066,43.4180,29.866696,29.866696,29.866696
0.1389,0.5000,0.874369,0.922259,0.293329,49.2188,43.3301,29.865624,29.865624,29.865624
0.1400,0.5000,0.874369,0.922259,0.293329,49.2188,43.3301,29.864551,29.864551,29.864551
0.1410,0.5000,0.874369,0.922259,0.293329,49.1309,43.3301,29.863479,29.863479,29.863479
0.1422,0.5000,0.874369,0.922259,0.293329,49.1309,43.3301,29.862406,29.862406,29.862406
0.1433,0.5000,0.874369,0.922259,0.293329,49.0430,43.3301,29.861334,29.861334,29.861334
0.1444,0.5000,0.874369,0.922259,0.293329,49.0430,43.3301,29.860261,29.860261,29.860261
0.1455,0.5000,0.874369,0.922259,0.293329,48.9551,43.3301,29.859189,29.859189,29.859189
0.1466,0.5000,0.874369,0.922259,0.293329,48.9551,43.2422,29.858116,29.858116,29.858116
0.1477,0.5000,0.874369,0.922259,0.293329,48.8672,43.2422,29.857044,29.857044,29.857044
0.1488,0.5000,0.874369,0.922259,0.293329,48.8672,43.2422,29.855971,29.855971,29.855971
0.1500,0.5000,0.874369,0.922259,0.293329,48.7793,43.2422,29.854899,29.854899,29.854899
0.1511,0.5000,0.874369,0.922259,0.293329,48.7793,43.2422,29.853826,29.853826,29.853826
0.1522,0.5000,0.874369,0.922259,0.293329,48.6914,43.2422,29.852754,29.852754,29.852754
0.1533,0.5000,0.874369,0.922259,0.293329,48.6914,43.1543,29.851681,29.851681,29.851681
0.1544,0.5000,0.874369,0.922259,0.293329,48.6035,43.1543,29.850609,29.850609,29.850609
0.1555,0.5000,0.874369,0.922259,0.293329,48.6035,43.1543,29.849536,29.849536,29.849536
0.1566,0.5000,0.874369,0.922259,0.293329,48.6035,43.1543,29.848464,29.848464,29.848464
0.1579,0.5000,0.874369,0.922259,0.293329,48.5156,43.1543,29.847391,29.847391,29.847391
0.1590,0.5000,0.874369,0.922259,0.293329,48.5156,43.1543,29.846319,29.846319,29.846319
0.1602,0.5000,0.874369,0.922259,0.293329,48.3398,43.1543,29.845246,29.845246,29.845246
0.1612,0.5000,0.874369,0.922259,0.293329,48.3398,43.1543,29.844174,29.844174,29.844174
0.1623,0.5000,0.874369,0.922259,0.293329,48.2520,43.0664,29.843101,29.843101,29.843101
0.1634,0.5000,0.874369,0.922259,0.293329,48.2520,43.0664,29.842029,29.842029,29.842029
0.1645,0.5000,0.874369,0.922259,0.293329,48.2520,43.0664,29.840956,29.840956,29.840956
0.1656,0.5000,0.874369,0.922259,0.293329,48.1641,43.0664,29.839884,29.839884,29.839884
0.1667,0.5000,0.874369,0.922259,0.293329,48.1641,43.0664,29.838811,29.838811,29.838811
0.1678,0.5000,0.874369,0.922259,0.293329,48.0762,43.0664,29.837739,29.837739,29.837739
0.1689,0.5000,0.874369,0.922259,0.293329,47.9883,43.0664,29.836666,29.836666,29.836666
0.1702,0.5000,0.874369,0.922259,0.293329,47.9004,43.0664,29.835594,29.835594,29.835594
0.1712,0.5000,0.874369,0.922259,0.293329,47.9004,43.0664,29.834522,29.834522,29.834522
0.1723,0.5000,0.874369,0.922259,0.293329,47.8125,43.0664,29.833449,29.833449,29.833449
0.1736,0.5000,0.874369,0.922259,0.293329,47.8125,43.0664,29.832377,29.832377,29.832377
0.1744,0.5000,0.874369,0.922259,0.293329,47.7246,42.9785,29.831304,29.831304,29.831304
0.1755,0.5000,0.874369,0.922259,0.293329,47.7246,42.9785,29.830232,29.830232,29.830232
0.1766,0.5000,0.874369,0.922259,0.293329,47.6367,42.9785,29.829159,29.829159,29.829159
0.1777,0.5000,0.874369,0.922259,0.293329,47.6367,42.9785,29.828087,29.828087,29.828087
0.1791,0.5000,0.874369,0.922259,0.293329,47.5488,42.9785,29.827014,29.827014,29.827014
0.1802,0.5000,0.874369,0.922259,0.293329,47.4609,42.9785,29.825942,29.825942,29.825942
0.1812,0.5000,0.874369,0.922259,0.293329,47.4609,42.9785,29.824869,29.824869,29.824869
0.1823,0.5000,0.874369,0.922259,0.293329,47.4609,42.9785,29.823797,29.823797,29.823797
0.1834,0.5000,0.874369,0.922259,0.293329,47.3730,42.9785,29.822724,29.822724,29.822724
0.1845,0.5000,0.874369,0.922259,0.293329,47.3730,42.9785,29.821652,29.821652,29.821652
0.1856,0.5000,0.874369,0.922259,0.293329,47.2852,42.9785,29.820579,29.820579,29.820579
0.1867,0.5000,0.874369,0.922259,0.293329,47.1973,42.9785,29.819507,29.819507,29.819507
0.1878,0.5000,0.874369,0.922259,0.293329,47.1973,42.9785,29.818434,29.818434,29.818434
0.1889,0.5000,0.874369,0.922259,0.293329,47.1973,42.9785,29.817362,29.817362,29.817362
0.1902,0.5000,0.874369,0.922259,0.293329,47.0215,42.9785,29.816289,29.816289,29.816289
0.1912,0.5000,0.874369,0.922259,0.293329,47.0215,42.9785,29.815217,29.815217,29.815217
0.1923,0.5000,0.874369,0.922259,0.293329,46.9336,42.9785,29.814144,29.814144,29.814144
0.1935,0.5000,0.874369,0.922259,0.293329,46.9336,42.9785,29.813072,29.813072,29.813072
0.1944,0.5000,0.873809,0.921645,0.293065,46.9336,42.9785,29.812001,29.812001,29.812001
0.1955,0.5000,0.873809,0.921645,0.293065,46.8457,42.9785,29.810930,29.810930,29.810930
0.1966,0.5000,0.873809,0.921645,0.293065,46.8457,42.9785,29.809859,29.809859,29.809859
0.1977,0.5000,0.873809,0.921645,0.293065,46.7578,42.9785,29.808788,29.808788,29.808788
0.1988,0.5000,0.873809,0.921645,0.293065,46.7578,42.9785,29.807717,29.807717,29.807717
0.2000,0.5000,0.873809,0.921645,0.293065,46.6699,42.9785,29.806646,29.806646,29.806646
0.2011,0.5000,0.873809,0.921645,0.293065,46.5820,42.9785,29.805576,29.805576,29.805576
0.2022,0.5000,0.873809,0.921645,0.293065,46.5820,42.9785,29.804505,29.804505,29.804505
0.2033,0.5000,0.873809,0.921645,0.293065,46.4941,42.9785,29.803434,29.803434,29.803434
0.2044,0.5000,0.873809,0.921645,0.293065,46.4941,42.9785,29.802363,29.802363,29.802363
0.2055,0.5000,0.873809,0.921645,0.293065,46.4062,42.9785,29.801292,29.801292,29.801292
0.2066,0.5000,0.873809,0.921645,0.293065,46.4062,42.9785,29.800221,29.800221,29.800221
0.2077,0.5000,0.873809,0.921645,0.293065,46.3184,42.9785,29.799150,29.799150,29.799150
0.2088,0.5000,0.873809,0.921645,0.293065,46.3184,42.9785,29.798079,29.798079,29.798079
0.2100,0.5000,0.873809,0.921645,0.293065,46.2305,42.9785,29.797009,29.797009,29.797009
0.2111,0.5000,0.873809,0.921645,0.293065,46.1426,42.9785,29.795938,29.795938,29.795938
0.2122,0.5000,0.873809,0.921645,0.293065,46.1426,42.9785,29.794867,29.794867,29.794867
0.2133,0.5000,0.873809,0.921645,0.293065,46.1426,42.9785,29.793796,29.793796,29.793796
0.2144,0.5000,0.873809,0.921645,0.293065,46.0547,42.9785,29.792725,29.792725,29.792725
0.2155,0.5000,0.873809,0.921645,0.293065,45.9668,42.9785,29.791654,29.791654,29.791654
0.2166,0.5000,0.873809,0.921645,0.293065,45.9668,42.9785,29.790583,29.790583,29.790583
0.2177,0.5000,0.873809,0.921645,0.293065,45.8789,42.9785,29.789512,29.789512,29.789512
0.2188,0.5000,0.873809,0.921645,0.293065,45.8789,42.9785,29.788441,29.788441,29.788441
0.2200,0.5000,0.873809,0.921645,0.293065,45.7910,42.9785,29.787371,29.787371,29.787371
0.2211,0.5000,0.873809,0.921645,0.293065,45.7031,42.9785,29.786300,29.786300,29.786300
0.2222,0.5000,0.873809,0.921645,0.293065,45.7031,43.0664,29.785229,29.785229,29.785229
0.2233,0.5000,0.873809,0.921645,0.293065,45.7031,43.0664,29.784158,29.784158,29.784158
0.2244,0.5000,0.873809,0.921645,0.293065,45.5273,43.1543,29.783087,29.783087,29.783087
0.2255,0.5000,0.873809,0.921645,0.293065,45.5273,43.1543,29.782016,29.782016,29.782016
0.2266,0.5000,0.873809,0.921645,0.293065,45.4395,43.2422,29.780945,29.780945,29.780945
0.2277,0.5000,0.873809,0.921645,0.293065,45.4395,43.3301,29.779874,29.779874,29.779874
0.2288,0.5000,0.873809,0.921645,0.293065,45.3516,43.3301,29.778804,29.778804,29.778804
0.2304,0.5000,0.873809,0.921645,0.293065,45.3516,43.5059,29.777733,29.777733,29.777733
0.2312,0.5000,0.873809,0.921645,0.293065,45.2637,43.5937,29.776662,29.776662,29.776662
0.2323,0.5000,0.873809,0.921645,0.293065,45.2637,43.7695,29.775591,29.775591,29.775591
0.2334,0.5000,0.873809,0.921645,0.293065,45.1758,43.8574,29.774520,29.774520,29.774520
0.2345,0.5000,0.873809,0.921645,0.293065,45.1758,43.9453,29.773449,29.773449,29.773449
0.2356,0.5000,0.873809,0.921645,0.293065,45.0879,44.0332,29.772378,29.772378,29.772378
0.2367,0.5000,0.873809,0.921645,0.293065,45.0879,44.1211,29.771307,29.771307,29.771307
0.2378,0.5000,0.873809,0.921645,0.293065,45.0000,44.2090,29.770236,29.770236,29.770236
0.2389,0.5000,0.873809,0.921645,0.293065,45.0000,44.2969,29.769166,29.769166,29.769166
0.2400,0.5000,0.873809,0.921645,0.293065,45.0000,44.4727,29.768095,29.768095,29.768095
0.2411,0.5000,0.873809,0.921645,0.293065,44.9121,44.5605,29.767024,29.767024,29.767024
0.2422,0.5000,0.873809,0.921645,0.293065,44.9121,44.6484,29.765953,29.765953,29.765953
0.2433,0.5000,0.873809,0.921645,0.293065,44.8242,44.6484,29.764882,29.764882,29.764882
0.2444,0.5000,0.873809,0.921645,0.293065,44.8242,44.7363,29.763811,29.763811,29.763811
0.2456,0.5000,0.873809,0.921645,0.293065,44.8242,44.8242,29.762740,29.762740,29.762740
0.2466,0.5000,0.873809,0.921645,0.293065,44.7363,44.8242,29.761669,29.761669,29.761669
0.2477,0.5000,0.873809,0.921645,0.293065,44.7363,44.9121,29.760598,29.760598,29.760598
0.2488,0.5000,0.873809,0.921645,0.293065,44.6484,45.0000,29.759528,29.759528,29.759528
0.2500,0.5000,0.873809,0.921645,0.293065,44.6484,45.1758,29.758457,29.758457,29.758457
0.2511,0.5000,0.873809,0.921645,0.293065,44.5605,45.1758,29.757386,29.757386,29.757386
0.2522,0.5000,0.873809,0.921645,0.293065,44.5605,45.1758,29.756315,29.756315,29.756315
0.2533,0.5000,0.873809,0.921645,0.293065,44.4727,45.2637,29.755244,29.755244,29.755244
0.2544,0.5000,0.873809,0.921645,0.293065,44.4727,45.2637,29.754173,29.754173,29.754173
0.2555,0.5000,0.873809,0.921645,0.293065,44.4727,45.2637,29.753102,29.753102,29.753102
0.2566,0.5000,0.873809,0.921645,0.293065,44.4727,45.2637,29.752031,29.752031,29.752031
0.2577,0.5000,0.873809,0.921645,0.293065,44.3848,45.2637,29.750961,29.750961,29.750961
0.2588,0.5000,0.873809,0.921645,0.293065,44.3848,45.2637,29.749890,29.749890,29.749890
0.2600,0.5000,0.873809,0.921645,0.293065,44.2969,45.2637,29.748819,29.748819,29.748819
0.2611,0.5000,0.873809,0.921645,0.293065,44.2969,45.2637,29.747748,29.747748,29.747748
0.2622,0.5000,0.873809,0.921645,0.293065,44.2969,45.2637,29.746677,29.746677,29.746677
0.2633,0.5000,0.873809,0.921645,0.293065,44.2090,45.2637,29.745606,29.745606,29.745606
0.2644,0.5000,0.873809,0.921645,0.293065,44.2090,45.2637,29.744535,29.744535,29.744535
0.2655,0.5000,0.873809,0.921645,0.293065,44.2090,45.2637,29.743464,29.743464,29.743464
0.2666,0.5000,0.873809,0.921645,0.293065,44.2090,45.2637,29.742393,29.742393,29.742393
0.2677,0.5000,0.873809,0.921645,0.293065,44.1211,45.2637,29.741323,29.741323,29.741323
0.2689,0.5000,0.873809,0.921645,0.293065,44.1211,45.1758,29.740252,29.740252,29.740252
0.2700,0.5000,0.873809,0.921645,0.293065,44.0332,45.1758,29.739181,29.739181,29.739181
0.2711,0.5000,0.873809,0.921645,0.293065,44.0332,45.1758,29.738110,29.738110,29.738110
0.2722,0.5000,0.873809,0.921645,0.293065,44.0332,45.0000,29.737039,29.737039,29.737039
0.2733,0.5000,0.873809,0.921645,0.293065,44.0332,45.0000,29.735968,29.735968,29.735968
0.2744,0.5000,0.873809,0.921645,0.293065,43.9453,45.0000,29.734897,29.734897,29.734897
0.2755,0.5000,0.873809,0.921645,0.293065,43.9453,44.9121,29.733826,29.733826,29.733826
0.2766,0.5000,0.873809,0.921645,0.293065,43.9453,44.9121,29.732756,29.732756,29.732756
0.2778,0.5000,0.873809,0.921645,0.293065,43.8574,44.9121,29.731685,29.731685,29.731685
0.2788,0.5000,0.873809,0.921645,0.293065,43.8574,44.8242,29.730614,29.730614,29.730614
0.2800,0.5000,0.873809,0.921645,0.293065,43.8574,44.8242,29.729543,29.729543,29.729543
0.2811,0.5000,0.873809,0.921645,0.293065,43.7695,44.7363,29.728472,29.728472,29.728472
0.2822,0.5000,0.873809,0.921645,0.293065,43.7695,44.7363,29.727401,29.727401,29.727401
0.2833,0.5000,0.873809,0.921645,0.293065,43.7695,44.6484,29.726330,29.726330,29.726330
0.2844,0.5000,0.873040,0.921006,0.293349,43.7695,44.6484,29.725262,29.725262,29.725262
0.2855,0.5000,0.873040,0.921006,0.293349,43.7695,44.5605,29.724193,29.724193,29.724193
0.2866,0.5000,0.873040,0.921006,0.293349,43.7695,44.5605,29.723124,29.723124,29.723124
0.2877,0.5000,0.873040,0.921006,0.293349,43.7695,44.5605,29.722055,29.722055,29.722055
0.2888,0.5000,0.873040,0.921006,0.293349,43.6816,44.4727,29.720987,29.720987,29.720987
0.2900,0.5000,0.873040,0.921006,0.293349,43.6816,44.3848,29.719918,29.719918,29.719918
0.2911,0.5000,0.873040,0.921006,0.293349,43.6816,44.3848,29.718849,29.718849,29.718849
0.2922,0.5000,0.873040,0.921006,0.293349,43.6816,44.2969,29.717781,29.717781,29.717781
0.2933,0.5000,0.873040,0.921006,0.293349,43.5937,44.2969,29.716712,29.716712,29.716712
0.2944,0.5000,0.873040,0.921006,0.293349,43.5937,44.2090,29.715643,29.715643,29.715643
0.2955,0.5000,0.873040,0.921006,0.293349,43.5937,44.2090,29.714575,29.714575,29.714575
0.2966,0.5000,0.873040,0.921006,0.293349,43.5937,44.1211,29.713506,29.713506,29.713506
0.2977,0.5000,0.873040,0.921006,0.293349,43.5937,44.1211,29.712437,29.712437,29.712437
0.2988,0.5000,0.873040,0.921006,0.293349,43.5937,44.0332,29.711369,29.711369,29.711369
0.3000,0.5000,0.873040,0.921006,0.293349,43.5059,44.0332,29.710300,29.710300,29.710300
0.3011,0.5000,0.873040,0.921006,0.293349,43.5059,43.9453,29.709231,29.709231,29.709231
0.3022,0.5000,0.873040,0.921006,0.293349,43.5059,43.9453,29.708163,29.708163,29.708163
0.3033,0.5000,0.873040,0.921006,0.293349,43.5059,43.8574,29.707094,29.707094,29.707094
0.3044,0.5000,0.873040,0.921006,0.293349,43.5059,43.8574,29.706025,29.706025,29.706025
0.3055,0.5000,0.873040,0.921006,0.293349,43.5059,43.8574,29.704957,29.704957,29.704957
0.3066,0.5000,0.873040,0.921006,0.293349,43.5059,43.7695,29.703888,29.703888,29.703888
