Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad
0.0007,descent,0.4768,25.2246,39.6387,-85.1880,-32.9760,0.021264,0.020154,0.084990,0.000010,0.2000
0.0018,descent,0.4768,25.1367,39.5508,-85.1880,-32.9760,0.021318,0.020374,0.084990,0.000010,0.2000
0.0029,descent,0.4768,25.0488,39.5508,-85.1880,-32.9760,0.021377,0.020370,0.084984,0.000016,0.2000
0.0043,descent,0.4768,24.9609,39.4629,-86.5620,-34.3500,0.021445,0.020645,0.084987,0.000013,0.2000
0.0053,descent,0.4768,24.8730,39.4629,-86.5620,-34.3500,0.021503,0.020641,0.084987,0.000013,0.2000
0.0063,descent,0.4768,24.7852,39.4629,-86.5620,-34.3500,0.021561,0.020637,0.085000,0.000000,0.2000
0.0074,descent,0.4768,24.6973,39.3750,-86.5620,-34.3500,0.021616,0.020857,0.085000,0.000000,0.2000
0.0085,descent,0.4768,24.5215,39.2871,-86.5620,-34.3500,0.021728,0.021073,0.084987,0.000013,0.2000
0.0096,descent,0.4768,24.4336,39.2871,-86.5620,-35.7240,0.021786,0.021124,0.084987,0.000013,0.2000
0.0107,descent,0.4768,24.3457,39.1992,-86.5620,-35.7240,0.021840,0.021344,0.084986,0.000014,0.2000
0.0118,descent,0.4768,24.2578,39.1113,-86.5620,-35.7240,0.021895,0.021564,0.084986,0.000014,0.2000
0.0129,descent,0.4768,24.1699,39.1113,-86.5620,-37.0980,0.021953,0.021615,0.084986,0.000014,0.2000
0.0140,descent,0.4768,24.0820,39.1113,-86.5620,-37.0980,0.022011,0.021611,0.084988,0.000012,0.2000
0.0151,descent,0.4768,23.9941,39.0234,-86.5620,-37.0980,0.022065,0.021831,0.084988,0.000012,0.2000
0.0162,descent,0.4768,23.9062,39.0234,-86.5620,-37.0980,0.022124,0.021827,0.084985,0.000015,0.2000
0.0173,descent,0.4768,23.8184,38.9355,-86.5620,-37.0980,0.022178,0.022047,0.084985,0.000015,0.2000
0.0185,descent,0.4768,23.6426,38.8477,-86.5620,-38.4720,0.022290,0.022318,0.084986,0.000014,0.2000
0.0196,descent,0.4768,23.5547,38.8477,-86.5620,-38.4720,0.022349,0.022314,0.084986,0.000014,0.2000
0.0216,descent,0.4768,23.4668,38.7598,-86.5620,-38.4720,0.022403,0.022534,0.084977,0.000023,0.2000
0.0218,descent,0.4768,23.4668,38.7598,-86.5620,-38.4720,0.022403,0.022534,0.084996,0.000004,0.2000
0.0229,descent,0.4768,23.3789,38.7598,-86.5620,-38.4720,0.022461,0.022530,0.084996,0.000004,0.2000
0.0240,descent,0.4768,23.2031,38.6719,-86.5620,-38.4720,0.022574,0.022747,0.084993,0.000007,0.2000
0.0252,descent,0.4768,23.2031,38.5840,-86.5620,-39.8460,0.022570,0.023025,0.084993,0.000007,0.2000
0.0262,descent,0.4768,23.1152,38.5840,-86.5620,-39.8460,0.022628,0.023022,0.084986,0.000014,0.2000
0.0274,descent,0.4768,23.0273,38.4961,-86.5620,-39.8460,0.022683,0.023242,0.084986,0.000014,0.2000
0.0285,descent,0.4768,22.8516,38.4082,-85.1880,-39.8460,0.022781,0.023458,0.084976,0.000024,0.2000
0.0296,descent,0.4768,22.7637,38.4082,-85.1880,-39.8460,0.022839,0.023455,0.084976,0.000024,0.2000
0.0307,descent,0.4768,22.6758,38.3203,-85.1880,-41.2200,0.022894,0.023729,0.084992,0.000008,0.2000
0.0318,descent,0.4768,22.5879,38.3203,-85.1880,-41.2200,0.022952,0.023726,0.084975,0.000025,0.2000
0.0329,descent,0.4768,22.5000,38.2324,-85.1880,-41.2200,0.023007,0.023946,0.084975,0.000025,0.2000
0.0340,descent,0.4768,22.4121,38.2324,-85.1880,-41.2200,0.023065,0.023942,0.084971,0.000029,0.2000
0.0351,descent,0.4768,22.3242,38.2324,-85.1880,-41.2200,0.023123,0.023938,0.084971,0.000029,0.2000
0.0363,descent,0.4768,22.2363,38.1445,-85.1880,-41.2200,0.023178,0.024159,0.084981,0.000019,0.2000
0.0373,descent,0.4768,22.1484,38.1445,-85.1880,-41.2200,0.023236,0.024155,0.084981,0.000019,0.2000
0.0385,descent,0.4768,21.9727,38.0566,-85.1880,-41.2200,0.023349,0.024372,0.084976,0.000024,0.2000
0.0396,descent,0.4768,21.9727,37.9687,-83.8140,-41.2200,0.023331,0.024596,0.084976,0.000024,0.2000
0.0407,descent,0.4768,21.9727,37.9687,-83.8140,-41.2200,0.023331,0.024596,0.084973,0.000027,0.2000
