Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad
0.0007,descent,0.3192,31.9043,39.9023,-17.8620,15.1140,0.016170,0.017885,0.085004,-0.000004,0.2000
0.0016,descent,0.3192,31.8164,39.8145,-17.8620,9.6180,0.016224,0.018322,0.085004,-0.000004,0.2000
0.0026,descent,0.3192,31.8164,39.8145,-17.8620,6.8700,0.016224,0.018431,0.085002,-0.000002,0.2000
0.0037,descent,0.3192,31.8164,39.8145,-17.8620,5.4960,0.016224,0.018493,0.085002,-0.000002,0.2000
0.0048,descent,0.3192,31.7285,39.7266,-17.8620,0.0000,0.016277,0.218923,0.085004,-0.000004,0.2000
0.0060,descent,0.3192,31.7285,39.7266,-19.2360,-1.3740,0.016292,0.124543,0.084997,0.000003,0.2000
0.0072,descent,0.3192,31.7285,39.7266,-19.2360,-2.7480,0.016292,0.034556,0.084997,0.000003,0.2000
0.0082,descent,0.3192,31.6406,39.6387,-19.2360,-5.4960,0.016345,0.019367,0.084990,0.000010,0.2000
0.0093,descent,0.3192,31.6406,39.6387,-19.2360,-6.8700,0.016345,0.019414,0.084990,0.000010,0.2000
0.0104,descent,0.3192,31.5527,39.5508,-20.6100,-8.2440,0.016413,0.019688,0.084989,0.000011,0.2000
0.0117,descent,0.3192,31.5527,39.5508,-20.6100,-9.6180,0.016413,0.019743,0.084989,0.000011,0.2000
0.0128,descent,0.3192,31.5527,39.5508,-20.6100,-10.9920,0.016413,0.019797,0.084993,0.000007,0.2000
0.0138,descent,0.3192,31.4648,39.4629,-20.6100,-12.3660,0.016467,0.020071,0.084985,0.000015,0.2000
0.0149,descent,0.3192,31.4648,39.4629,-21.9840,-15.1140,0.016481,0.020180,0.084985,0.000015,0.2000
