Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad
0.0006,descent,0.4445,27.2461,36.1230,-9.6180,-4.1220,0.018985,0.028699,0.084990,0.000010,0.2000
0.0018,descent,0.4445,27.2461,36.1230,-9.6180,-4.1220,0.018985,0.028699,0.084983,0.000017,0.2000
0.0029,descent,0.4445,27.2461,36.1230,-9.6180,-2.7480,0.018985,0.043532,0.084983,0.000017,0.2000
0.0039,descent,0.4445,27.2461,36.1230,-9.6180,-2.7480,0.018985,0.043532,0.084982,0.000018,0.2000
0.0051,descent,0.4445,27.2461,36.1230,-8.2440,-2.7480,0.018971,0.043532,0.084982,0.000018,0.2000
0.0062,descent,0.4445,27.2461,36.1230,-8.2440,-2.7480,0.018971,0.043532,0.084992,0.000008,0.2000
0.0073,descent,0.4445,27.2461,36.1230,-8.2440,-1.3740,0.018971,0.133520,0.084992,0.000008,0.2000
0.0084,descent,0.4445,27.2461,36.1230,-8.2440,-1.3740,0.018971,0.133520,0.084982,0.000018,0.2000
0.0095,descent,0.4445,27.2461,36.1230,-8.2440,-1.3740,0.018971,0.133520,0.084997,0.000003,0.2000
0.0106,descent,0.4445,27.2461,36.1230,-8.2440,-1.3740,0.018971,0.133520,0.084997,0.000003,0.2000
0.0118,descent,0.4445,27.2461,36.1230,-6.8700,-1.3740,0.018956,0.133520,0.084979,0.000021,0.2000
0.0132,descent,0.4445,27.2461,36.1230,-6.8700,0.0000,0.018956,0.227899,0.084979,0.000021,0.2000
0.0140,descent,0.4445,27.2461,36.1230,-6.8700,0.0000,0.018956,0.227899,0.084997,0.000003,0.2000
0.0151,descent,0.4445,27.2461,36.1230,-6.8700,0.0000,0.018956,0.227899,0.084997,0.000003,0.2000
0.0162,descent,0.4445,27.2461,36.1230,-5.4960,0.0000,0.018949,0.227899,0.084992,0.000008,0.2000
0.0173,descent,0.4445,27.2461,36.1230,-5.4960,0.0000,0.018949,0.227899,0.084992,0.000008,0.2000
0.0184,descent,0.4445,27.2461,36.2109,-4.1220,0.0000,0.019568,0.227675,0.084970,0.000030,0.2000
0.0195,descent,0.4445,27.2461,36.2109,-4.1220,1.3740,0.019568,0.133187,0.084970,0.000030,0.2000
0.0206,descent,0.4445,27.2461,36.2109,-4.1220,1.3740,0.019568,0.133187,0.084982,0.000018,0.2000
0.0217,descent,0.4445,27.2461,36.2109,-4.1220,1.3740,0.019568,0.133187,0.084983,0.000017,0.2000
0.0229,descent,0.4445,27.2461,36.2988,-2.7480,2.7480,0.034445,0.042866,0.084983,0.000017,0.2000
0.0240,descent,0.4445,27.1582,36.2988,-2.7480,2.7480,0.034504,0.042863,0.084983,0.000017,0.2000
0.0251,descent,0.4445,27.1582,36.3867,-2.7480,4.1220,0.034507,0.027696,0.084983,0.000017,0.2000
0.0262,descent,0.4445,27.2461,36.4746,-1.3740,5.4960,0.124481,0.026792,0.084998,0.000002,0.2000
0.0273,descent,0.4445,27.1582,36.4746,-1.3740,5.4960,0.124539,0.026788,0.084998,0.000002,0.2000
0.0284,descent,0.4445,27.1582,36.5625,-1.3740,6.8700,0.124543,0.026503,0.084981,0.000019,0.2000
0.0295,descent,0.4445,27.1582,36.6504,-1.3740,8.2440,0.124547,0.026224,0.084982,0.000018,0.2000
0.0306,descent,0.4445,27.1582,36.7383,-1.3740,10.9920,0.124551,0.025891,0.084982,0.000018,0.2000
0.0317,descent,0.4445,27.1582,36.9141,-1.3740,12.3660,0.124558,0.025388,0.084974,0.000026,0.2000
0.0329,descent,0.4445,27.1582,37.0898,-1.3740,17.8620,0.124566,0.024723,0.084974,0.000026,0.2000
0.0340,descent,0.4445,27.1582,37.1777,-1.3740,19.2360,0.124570,0.024444,0.084990,0.000010,0.2000
0.0351,descent,0.4445,27.1582,37.2656,-1.3740,21.9840,0.124574,0.024111,0.084990,0.000010,0.2000
0.0362,descent,0.4445,27.1582,37.3535,-1.3740,24.7320,0.124578,0.023778,0.084968,0.000032,0.2000
0.0373,descent,0.4445,27.1582,37.4414,-1.3740,27.4800,0.124581,0.023445,0.084968,0.000032,0.2000
0.0385,descent,0.4445,27.1582,37.6172,-1.3740,30.2280,0.124589,0.022888,0.084976,0.000024,0.2000
0.0395,descent,0.4445,27.1582,37.7051,-1.3740,32.9760,0.124593,0.022556,0.084972,0.000028,0.2000
0.0406,descent,0.4445,27.1582,37.7930,-1.3740,35.7240,0.124597,0.022223,0.084972,0.000028,0.2000
0.0418,descent,0.4445,27.2461,37.8809,-1.3740,38.4720,0.124543,0.021894,0.084966,0.000034,0.2000
0.0429,descent,0.4445,27.2461,38.0566,-1.3740,43.9680,0.124551,0.021228,0.084966,0.000034,0.2000
0.0439,descent,0.4445,27.2461,38.1445,0.0000,48.0900,0.218974,0.020841,0.084970,0.000030,0.2000
0.0451,descent,0.4445,27.3340,38.2324,0.0000,50.8380,0.218920,0.020512,0.084970,0.000030,0.2000
0.0462,descent,0.4445,27.3340,38.3203,0.0000,53.5860,0.218924,0.020179,0.084967,0.000033,0.2000
0.0473,descent,0.4445,27.4219,38.4082,1.3740,56.3340,0.124422,0.019850,0.084967,0.000033,0.2000
0.0484,descent,0.4445,27.4219,38.4961,1.3740,59.0820,0.124426,0.019518,0.084964,0.000036,0.2000
0.0495,descent,0.4445,27.4219,38.5840,2.7480,61.8300,0.034373,0.019185,0.084961,0.000039,0.2000
0.0506,descent,0.4445,27.5098,38.6719,4.1220,63.2040,0.019417,0.018910,0.084961,0.000039,0.2000
0.0518,descent,0.4445,27.5977,38.8477,4.1220,67.3260,0.019366,0.018303,0.084951,0.000049,0.2000
0.0529,descent,0.4445,27.5977,38.9355,6.8700,71.4480,0.018706,0.017916,0.084951,0.000049,0.2000
0.0539,descent,0.4445,27.6855,39.0234,8.2440,74.1960,0.018637,0.017587,0.084956,0.000044,0.2000
0.0551,descent,0.5299,27.7734,39.1113,9.6180,75.5700,0.018569,0.017313,0.084956,0.000044,0.2000
0.0562,descent,0.5299,27.8613,39.1992,12.3660,78.3180,0.018486,0.016984,0.084964,0.000036,0.2000
