Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad,Offset_mm
0.0008,descent,0.3653,19.3359,27.4219,-23.3580,-2.7480,0.007408,0.037286,0.080001,-0.000001,0.1000,-5
0.0018,descent,0.3653,19.3359,27.4219,-23.3580,-1.3740,0.007408,0.127273,0.080020,-0.000020,0.1000,-5
0.0029,descent,0.3653,19.3359,27.4219,-23.3580,-1.3740,0.007408,0.127273,0.080020,-0.000020,0.1000,-5
0.0040,descent,0.3653,19.3359,27.4219,-23.3580,-1.3740,0.007408,0.127273,0.080015,-0.000015,0.1000,-5
0.0051,descent,0.3653,19.3359,27.4219,-21.9840,-1.3740,0.007393,0.127273,0.080015,-0.000015,0.1000,-5
0.0062,descent,0.3653,19.3359,27.4219,-21.9840,0.0000,0.007393,0.221653,0.080016,-0.000016,0.1000,-5
0.0074,descent,0.3653,19.2480,27.4219,-21.9840,0.0000,0.007422,0.221650,0.079999,0.000001,0.1000,-5
0.0084,descent,0.3653,19.2480,27.4219,-20.6100,0.0000,0.007407,0.221650,0.079999,0.000001,0.1000,-5
0.0096,descent,0.3653,19.2480,27.4219,-20.6100,0.0000,0.007407,0.221650,0.080009,-0.000009,0.1000,-5
0.0108,descent,0.3949,19.2480,27.4219,-20.6100,0.0000,0.007407,0.221650,0.080009,-0.000009,0.1000,-5
0.0119,descent,0.3949,19.1602,27.4219,-20.6100,0.0000,0.007436,0.221646,0.080002,-0.000002,0.1000,-5
0.0129,descent,0.3949,19.1602,27.4219,-19.2360,0.0000,0.007421,0.221646,0.080002,-0.000002,0.1000,-5
0.0140,descent,0.3949,19.1602,27.5098,-19.2360,1.3740,0.007424,0.127049,0.080001,-0.000001,0.1000,-5
0.0151,descent,0.3949,19.1602,27.5098,-19.2360,1.3740,0.007424,0.127049,0.080001,-0.000001,0.1000,-5
0.0162,descent,0.3949,19.1602,27.5098,-19.2360,1.3740,0.007424,0.127049,0.079997,0.000003,0.1000,-5
0.0173,descent,0.3949,19.0723,27.5098,-19.2360,1.3740,0.007453,0.127046,0.080001,-0.000001,0.1000,-5
0.0184,descent,0.3949,19.0723,27.5977,-19.2360,2.7480,0.007456,0.036840,0.080001,-0.000001,0.1000,-5
0.0196,descent,0.3949,19.0723,27.6855,-17.8620,4.1220,0.007445,0.021787,0.079996,0.000004,0.1000,-5
0.0206,descent,0.3949,19.0723,27.7734,-17.8620,5.4960,0.007448,0.020995,0.079996,0.000004,0.1000,-5
0.0217,descent,0.3949,18.9844,27.7734,-17.8620,5.4960,0.007476,0.020992,0.080001,-0.000001,0.1000,-5
0.0228,descent,0.3949,18.9844,27.8613,-17.8620,6.8700,0.007479,0.020820,0.080001,-0.000001,0.1000,-5
0.0240,descent,0.3949,18.9844,27.9492,-17.8620,8.2440,0.007482,0.020656,0.080014,-0.000014,0.1000,-5
0.0251,descent,0.3949,18.9844,28.0371,-16.4880,10.9920,0.007471,0.020438,0.080014,-0.000014,0.1000,-5
0.0262,descent,0.3949,18.9844,28.1250,-16.4880,12.3660,0.007474,0.020274,0.079992,0.000008,0.1000,-5
0.0273,descent,0.3949,18.8965,28.3008,-16.4880,15.1140,0.007508,0.019943,0.079998,0.000002,0.1000,-5
0.0284,descent,0.3949,18.8965,28.3887,-16.4880,16.4880,0.007511,0.019779,0.079998,0.000002,0.1000,-5
0.0296,descent,0.3949,18.8965,28.5645,-16.4880,21.9840,0.007518,0.019342,0.080004,-0.000004,0.1000,-5
0.0307,descent,0.3949,18.8965,28.6523,-16.4880,24.7320,0.007521,0.019124,0.080004,-0.000004,0.1000,-5
0.0318,descent,0.3949,18.8965,28.8281,-15.1140,27.4800,0.007513,0.018796,0.079996,0.000004,0.1000,-5
0.0329,descent,0.3949,18.8086,28.9160,-15.1140,30.2280,0.007544,0.018575,0.079996,0.000004,0.1000,-5
0.0340,descent,0.3949,18.8086,29.0039,-15.1140,32.9760,0.007547,0.018357,0.079994,0.000006,0.1000,-5
0.0351,descent,0.3949,18.8086,29.0918,-15.1140,35.7240,0.007550,0.018138,0.079994,0.000006,0.1000,-5
0.0362,descent,0.3949,18.8086,29.1797,-15.1140,38.4720,0.007554,0.017920,0.080001,-0.000001,0.1000,-5
0.0374,descent,0.3949,18.8086,29.3555,-15.1140,42.5940,0.007560,0.017538,0.079982,0.000018,0.1000,-5
0.0384,descent,0.3949,18.8086,29.4434,-15.1140,45.3420,0.007563,0.017320,0.079982,0.000018,0.1000,-5
0.0396,descent,0.3949,18.7207,29.6191,-15.1140,52.2120,0.007598,0.016826,0.079995,0.000005,0.1000,-5
0.0407,descent,0.3949,18.7207,29.7070,-15.1140,54.9600,0.007601,0.016607,0.079995,0.000005,0.1000,-5
0.0418,descent,0.3949,18.7207,29.7949,-15.1140,57.7080,0.007604,0.016389,0.080004,-0.000004,0.1000,-5
0.0429,descent,0.3949,18.7207,29.8828,-15.1140,60.4560,0.007607,0.016171,0.080004,-0.000004,0.1000,-5
0.0440,descent,0.3949,18.7207,29.9707,-15.1140,63.2040,0.007610,0.015953,0.079991,0.000009,0.1000,-5
0.0451,descent,0.3949,18.6328,30.0586,-15.1140,65.9520,0.007642,0.015732,0.079991,0.000009,0.1000,-5
0.0462,descent,0.3949,18.6328,30.1465,-15.1140,68.7000,0.007645,0.015513,0.079977,0.000023,0.1000,-5
0.0474,descent,0.3949,18.6328,30.2344,-15.1140,71.4480,0.007648,0.015295,0.079977,0.000023,0.1000,-5
0.0484,descent,0.3949,18.6328,30.3223,-15.1140,74.1960,0.007651,0.015077,0.079977,0.000023,0.1000,-5
0.0496,descent,0.3949,18.6328,30.4980,-15.1140,78.3180,0.007658,0.014695,0.079977,0.000023,0.1000,-5
0.0507,descent,0.3949,18.6328,30.5859,-15.1140,81.0660,0.007661,0.014477,0.079977,0.000023,0.1000,-5
0.0518,descent,0.3949,18.6328,30.5859,-13.7400,82.4400,0.007647,0.014423,0.079970,0.000030,0.1000,-5
0.0529,descent,0.3949,18.6328,30.6738,-13.7400,83.8140,0.007650,0.014259,0.079970,0.000030,0.1000,-5
0.0540,descent,0.3949,18.6328,30.7617,-13.7400,85.1880,0.007653,0.014096,0.079957,0.000043,0.1000,-5
0.0551,descent,0.3949,18.6328,30.8496,-12.3660,86.5620,0.007642,0.013932,0.079957,0.000043,0.1000,-5
0.0562,descent,0.3949,18.6328,30.8496,-12.3660,87.9360,0.007642,0.013878,0.079950,0.000050,0.1000,-5
0.0574,descent,0.3949,18.5449,30.9375,-12.3660,87.9360,0.007674,0.013765,0.079957,0.000043,0.1000,-5
0.0586,descent,0.3949,18.5449,31.0254,-12.3660,87.9360,0.007677,0.013656,0.079957,0.000043,0.1000,-5
0.0596,descent,0.3949,18.5449,31.1133,-12.3660,87.9360,0.007680,0.013547,0.079965,0.000035,0.1000,-5
0.0607,descent,0.3949,18.5449,31.1133,-12.3660,86.5620,0.007680,0.013601,0.079965,0.000035,0.1000,-5
