Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad,Offset_mm
0.0005,descent,0.4321,22.8516,29.6191,101.6760,28.8540,0.005059,0.017904,0.079993,0.000007,0.1000,-5
0.0015,descent,0.4321,22.9395,29.8828,100.3020,35.7240,0.005055,0.017307,0.079986,0.000014,0.1000,-5
0.0026,descent,0.4321,23.0273,29.9707,98.9280,38.4720,0.005045,0.017093,0.079986,0.000014,0.1000,-5
0.0037,descent,0.4321,23.1152,30.1465,97.5540,41.2200,0.005038,0.016769,0.079978,0.000022,0.1000,-5
0.0048,descent,0.4321,23.2031,30.2344,96.1800,45.3420,0.005028,0.016500,0.079978,0.000022,0.1000,-5
0.0060,descent,0.4321,23.2031,30.3223,94.8060,48.0900,0.005045,0.016283,0.079994,0.000006,0.1000,-5
0.0073,descent,0.4321,23.3789,30.5859,92.0580,54.9600,0.005028,0.015690,0.079994,0.000006,0.1000,-5
0.0083,descent,0.4321,23.4668,30.6738,90.6840,57.7080,0.005018,0.015476,0.080009,-0.000009,0.1000,-5
0.0093,descent,0.4321,23.4668,30.7617,90.6840,61.8300,0.005021,0.015204,0.080009,-0.000009,0.1000,-5
0.0105,descent,0.4321,23.5547,30.8496,89.3100,64.5780,0.005011,0.014989,0.079988,0.000012,0.1000,-5
0.0115,descent,0.4321,23.6426,30.9375,87.9360,67.3260,0.005001,0.014775,0.079986,0.000014,0.1000,-5
0.0126,descent,0.4321,23.6426,31.0254,86.5620,70.0740,0.005018,0.014557,0.079986,0.000014,0.1000,-5
0.0137,descent,0.4321,23.7305,31.1133,85.1880,74.1960,0.005008,0.014289,0.079991,0.000009,0.1000,-5
0.0148,descent,0.4321,23.7305,31.2891,83.8140,76.9440,0.005029,0.013962,0.079991,0.000009,0.1000,-5
0.0160,descent,0.4321,23.8184,31.3770,82.4400,79.6920,0.005019,0.013748,0.079988,0.000012,0.1000,-5
0.0171,descent,0.4321,23.9062,31.5527,79.6920,85.1880,0.005027,0.013316,0.079988,0.000012,0.1000,-5
0.0182,descent,0.4321,23.9941,31.5527,78.3180,86.5620,0.005013,0.013265,0.079993,0.000007,0.1000,-5
0.0192,descent,0.4321,23.9941,31.7285,76.9440,89.3100,0.005035,0.012938,0.079993,0.000007,0.1000,-5
0.0204,descent,0.4321,24.0820,31.8164,75.5700,90.6840,0.005024,0.012779,0.079994,0.000006,0.1000,-5
0.0215,descent,0.4321,24.0820,31.9043,74.1960,93.4320,0.005042,0.012561,0.079978,0.000022,0.1000,-5
0.0226,descent,0.4321,24.1699,31.9922,72.8220,94.8060,0.005032,0.012401,0.079978,0.000022,0.1000,-5
0.0237,descent,0.4321,24.1699,32.0801,71.4480,96.1800,0.005050,0.012238,0.079979,0.000021,0.1000,-5
0.0248,descent,0.4321,24.2578,32.0801,70.0740,96.1800,0.005036,0.012242,0.079979,0.000021,0.1000,-5
0.0260,descent,0.4321,24.2578,32.1680,67.3260,96.1800,0.005069,0.012133,0.079983,0.000017,0.1000,-5
0.0270,descent,0.4321,24.2578,32.2559,64.5780,96.1800,0.005101,0.012024,0.079983,0.000017,0.1000,-5
0.0281,descent,0.4321,24.3457,32.3438,63.2040,96.1800,0.005091,0.011919,0.079971,0.000029,0.1000,-5
0.0292,descent,0.4321,24.3457,32.4316,61.8300,96.1800,0.005108,0.011810,0.079971,0.000029,0.1000,-5
0.0303,descent,0.4321,24.3457,32.4316,60.4560,94.8060,0.005123,0.011865,0.079968,0.000032,0.1000,-5
0.0315,descent,0.4321,24.4336,32.5195,59.0820,94.8060,0.005113,0.011760,0.079988,0.000012,0.1000,-5
0.0326,descent,0.4321,24.4336,32.6074,57.7080,93.4320,0.005131,0.011706,0.079988,0.000012,0.1000,-5
0.0337,descent,0.4321,24.4336,32.6074,56.3340,92.0580,0.005145,0.011760,0.079966,0.000034,0.1000,-5
0.0348,descent,0.4321,24.4336,32.6953,53.5860,92.0580,0.005177,0.011651,0.079966,0.000034,0.1000,-5
0.0359,descent,0.4321,24.5215,32.6953,52.2120,90.6840,0.005164,0.011709,0.079972,0.000028,0.1000,-5
0.0370,descent,0.4321,24.5215,32.7832,49.4640,86.5620,0.005196,0.011764,0.079972,0.000028,0.1000,-5
0.0382,descent,0.4321,24.5215,32.8711,48.0900,85.1880,0.005214,0.011710,0.079970,0.000030,0.1000,-5
0.0392,descent,0.4321,24.5215,32.8711,46.7160,83.8140,0.005228,0.011764,0.079970,0.000030,0.1000,-5
0.0403,descent,0.4321,24.5215,32.9590,45.3420,82.4400,0.005246,0.011710,0.079982,0.000018,0.1000,-5
0.0415,descent,0.4321,24.5215,32.9590,42.5940,79.6920,0.005274,0.011819,0.079969,0.000031,0.1000,-5
0.0426,descent,0.4321,24.5215,32.9590,41.2200,78.3180,0.005289,0.011873,0.079969,0.000031,0.1000,-5
0.0437,descent,0.4321,24.5215,32.9590,39.8460,75.5700,0.005303,0.011982,0.079954,0.000046,0.1000,-5
0.0448,descent,0.4321,24.5215,33.0469,37.0980,74.1960,0.005335,0.011928,0.079954,0.000046,0.1000,-5
0.0459,descent,0.4321,24.5215,33.0469,35.7240,72.8220,0.005350,0.011982,0.079974,0.000026,0.1000,-5
0.0470,descent,0.4321,24.5215,33.0469,32.9760,67.3260,0.005378,0.012200,0.079974,0.000026,0.1000,-5
0.0482,descent,0.4321,24.5215,33.0469,30.2280,64.5780,0.005407,0.012309,0.079966,0.000034,0.1000,-5
0.0492,descent,0.4321,24.5215,33.1348,28.8540,63.2040,0.005425,0.012255,0.079966,0.000034,0.1000,-5
0.0503,descent,0.4321,24.5215,33.1348,27.4800,60.4560,0.005439,0.012363,0.079972,0.000028,0.1000,-5
0.0515,descent,0.4321,24.5215,33.1348,26.1060,59.0820,0.005453,0.012418,0.079953,0.000047,0.1000,-5
