Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,K_task_Nm,Param,Mode
0.0007,descent,0.5161,86.1328,9.6680,43.9680,5.4960,0.013304,0.009412,0.084985,0.000015,55.000000,0,sigmoid
0.0018,descent,0.5161,86.1328,9.6680,43.9680,5.4960,0.013304,0.009412,0.084990,0.000010,55.000000,0,sigmoid
0.0029,descent,0.5161,86.1328,9.6680,42.5940,6.8700,0.013336,0.009414,0.084990,0.000010,55.000000,0,sigmoid
0.0040,descent,0.5161,86.1328,9.7559,42.5940,6.8700,0.013144,0.009148,0.084983,0.000017,55.000000,0,sigmoid
0.0052,descent,0.5161,86.1328,9.8437,41.2200,8.2440,0.012985,0.008890,0.084983,0.000017,55.000000,0,sigmoid
0.0063,descent,0.5161,86.1328,9.8437,39.8460,9.6180,0.013018,0.008899,0.084988,0.000012,55.000000,0,sigmoid
0.0074,descent,0.5161,86.0449,9.9316,38.4720,10.9920,0.013044,0.008834,0.084988,0.000012,55.000000,0,sigmoid
0.0085,descent,0.5161,86.1328,9.9316,37.0980,10.9920,0.012993,0.008744,0.084977,0.000023,55.000000,0,sigmoid
0.0096,descent,0.5161,86.1328,10.0195,34.3500,12.3660,0.012968,0.008588,0.084977,0.000023,55.000000,0,sigmoid
0.0108,descent,0.5161,86.0449,10.0195,32.9760,13.7400,0.013187,0.008789,0.084986,0.000014,55.000000,0,sigmoid
0.0119,descent,0.5161,86.0449,10.1074,31.6020,15.1140,0.013027,0.008532,0.084971,0.000029,55.000000,0,sigmoid
0.0130,descent,0.5161,86.0449,10.1074,28.8540,16.4880,0.013194,0.008643,0.084971,0.000029,55.000000,0,sigmoid
0.0140,descent,0.5161,86.0449,10.1953,27.4800,17.8620,0.013035,0.008385,0.084985,0.000015,55.000000,0,sigmoid
0.0151,descent,0.5161,86.0449,10.2832,24.7320,19.2360,0.013010,0.008229,0.084985,0.000015,55.000000,0,sigmoid
0.0163,descent,0.5161,86.0449,10.3711,21.9840,20.6100,0.012985,0.008073,0.084981,0.000019,55.000000,0,sigmoid
0.0174,descent,0.5161,85.9570,10.3711,20.6100,21.9840,0.013204,0.008275,0.084981,0.000019,55.000000,0,sigmoid
0.0185,descent,0.5161,85.9570,10.4590,17.8620,23.3580,0.013179,0.008119,0.084980,0.000020,55.000000,0,sigmoid
0.0197,descent,0.5161,85.9570,10.4590,16.4880,24.7320,0.013212,0.008128,0.084980,0.000020,55.000000,0,sigmoid
0.0207,descent,0.5161,85.9570,10.4590,15.1140,24.7320,0.013346,0.008229,0.084977,0.000023,55.000000,0,sigmoid
0.0218,descent,0.5161,85.9570,10.5469,13.7400,26.1060,0.013187,0.007971,0.084977,0.000023,55.000000,0,sigmoid
0.0229,descent,0.5161,85.8691,10.5469,10.9920,27.4800,0.013540,0.008274,0.084977,0.000023,55.000000,0,sigmoid
0.0240,descent,0.5161,85.8691,10.5469,9.6180,27.4800,0.013674,0.008376,0.084980,0.000020,55.000000,0,sigmoid
0.0251,descent,0.5161,85.8691,10.6348,5.4960,28.8540,0.013791,0.008322,0.084980,0.000020,55.000000,0,sigmoid
0.0263,descent,0.5161,85.7812,10.6348,4.1220,30.2280,0.014639,0.008523,0.084987,0.000013,55.000000,0,sigmoid
0.0274,descent,0.5161,85.7812,10.7227,1.3740,30.2280,0.119646,0.008459,0.084987,0.000013,55.000000,0,sigmoid
0.0286,descent,0.5161,85.7812,10.7227,1.3740,30.2280,0.119646,0.008459,0.084976,0.000024,55.000000,0,sigmoid
0.0296,descent,0.5161,85.7812,10.7227,0.0000,31.6020,0.214112,0.008468,0.084976,0.000024,55.000000,0,sigmoid
0.0307,descent,0.5161,85.6934,10.7227,-2.7480,32.9760,0.029989,0.008771,0.084987,0.000013,55.000000,0,sigmoid
0.0318,descent,0.5161,85.6934,10.8105,-4.1220,34.3500,0.014942,0.008513,0.084996,0.000004,55.000000,0,sigmoid
0.0329,descent,0.5161,85.6055,10.8105,-5.4960,34.3500,0.014633,0.008807,0.084996,0.000004,55.000000,0,sigmoid
0.0340,descent,0.5161,85.6055,10.8105,-6.8700,34.3500,0.014760,0.008908,0.084976,0.000024,55.000000,0,sigmoid
0.0351,descent,0.5161,85.5176,10.8984,-9.6180,35.7240,0.014921,0.008944,0.084976,0.000024,55.000000,0,sigmoid
0.0363,descent,0.5161,85.5176,10.8984,-10.9920,35.7240,0.015055,0.009046,0.084970,0.000030,55.000000,0,sigmoid
0.0374,descent,0.5161,85.5176,10.8984,-12.3660,35.7240,0.015190,0.009148,0.084970,0.000030,55.000000,0,sigmoid
0.0385,descent,0.5161,85.4297,10.8984,-13.7400,35.7240,0.015510,0.009441,0.084996,0.000004,55.000000,0,sigmoid
0.0396,descent,0.5161,85.4297,10.8984,-13.7400,34.3500,0.015612,0.009534,0.084996,0.000004,55.000000,0,sigmoid
0.0407,descent,0.5161,85.4297,10.9863,-15.1140,34.3500,0.015554,0.009369,0.084974,0.000026,55.000000,0,sigmoid
0.0418,descent,0.5161,85.3418,10.9863,-16.4880,34.3500,0.015874,0.009663,0.084975,0.000025,55.000000,0,sigmoid
0.0429,descent,0.5161,85.3418,10.9863,-17.8620,32.9760,0.016110,0.009857,0.084975,0.000025,55.000000,0,sigmoid
0.0440,descent,0.5161,85.3418,10.9863,-17.8620,32.9760,0.016110,0.009857,0.084968,0.000032,55.000000,0,sigmoid
0.0451,descent,0.5161,85.3418,10.9863,-19.2360,31.6020,0.016346,0.010051,0.084968,0.000032,55.000000,0,sigmoid
0.0463,descent,0.5161,85.3418,10.9863,-20.6100,30.2280,0.016582,0.010245,0.084964,0.000036,55.000000,0,sigmoid
0.0474,descent,0.5161,85.2539,10.9863,-20.6100,28.8540,0.016869,0.010530,0.084964,0.000036,55.000000,0,sigmoid
0.0485,descent,0.5161,85.2539,10.9863,-21.9840,27.4800,0.017105,0.010725,0.084978,0.000022,55.000000,0,sigmoid
0.0496,descent,0.5161,85.2539,10.9863,-21.9840,26.1060,0.017206,0.010817,0.084978,0.000022,55.000000,0,sigmoid
0.0507,descent,0.5161,85.1660,10.9863,-23.3580,24.7320,0.017628,0.011204,0.084982,0.000018,55.000000,0,sigmoid
0.0518,descent,0.5161,85.1660,10.9863,-23.3580,23.3580,0.017730,0.011297,0.084967,0.000033,55.000000,0,sigmoid
0.0529,descent,0.5161,85.0781,10.9863,-24.7320,23.3580,0.018050,0.011591,0.084967,0.000033,55.000000,0,sigmoid
