Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,K_task_Nm,Param,Mode
0.0007,descent,0.4951,85.3418,15.4687,10.9920,72.8220,0.000613,-0.008555,0.084995,0.000005,55.000000,0,sigmoid
0.0017,descent,0.4951,85.4297,15.4687,12.3660,70.0740,0.000496,-0.008662,0.084986,0.000014,55.000000,0,sigmoid
0.0029,descent,0.4951,85.5176,15.4687,13.7400,67.3260,0.000378,-0.008769,0.084998,0.000002,55.000000,0,sigmoid
0.0040,descent,0.4951,85.6055,15.4687,16.4880,64.5780,0.000127,-0.008977,0.084998,0.000002,55.000000,0,sigmoid
0.0051,descent,0.4951,85.6934,15.4687,17.8620,61.8300,0.000009,-0.009084,0.084988,0.000012,55.000000,0,sigmoid
0.0062,descent,0.4951,85.7812,15.4687,20.6100,59.0820,-0.000242,-0.009291,0.084988,0.000012,55.000000,0,sigmoid
0.0073,descent,0.4951,85.8691,15.4687,23.3580,56.3340,-0.000493,-0.009499,0.084991,0.000009,55.000000,0,sigmoid
0.0085,descent,0.4951,85.9570,15.4687,27.4800,50.8380,-0.000676,-0.009622,0.084991,0.000009,55.000000,0,sigmoid
0.0095,descent,0.4951,86.0449,15.4687,28.8540,48.0900,-0.000794,-0.009729,0.084990,0.000010,55.000000,0,sigmoid
0.0106,descent,0.4951,86.1328,15.4687,31.6020,45.3420,-0.001045,-0.009937,0.084990,0.000010,55.000000,0,sigmoid
0.0118,descent,0.4951,86.1328,15.4687,32.9760,41.2200,-0.000877,-0.009760,0.084980,0.000020,55.000000,0,sigmoid
0.0129,descent,0.4951,86.1328,15.4687,32.9760,38.4720,-0.000675,-0.009575,0.084981,0.000019,55.000000,0,sigmoid
0.0140,descent,0.4951,86.2207,15.3809,37.0980,35.7240,-0.000870,-0.009618,0.084981,0.000019,55.000000,0,sigmoid
0.0151,descent,0.4951,86.3086,15.3809,39.8460,32.9760,-0.001121,-0.009826,0.085007,-0.000007,55.000000,0,sigmoid
0.0162,descent,0.4951,86.3086,15.3809,41.2200,30.2280,-0.001053,-0.009741,0.085007,-0.000007,55.000000,0,sigmoid
0.0173,descent,0.4951,86.3965,15.3809,42.5940,28.8540,-0.001271,-0.009941,0.084994,0.000006,55.000000,0,sigmoid
0.0184,descent,0.4951,86.3965,15.2930,45.3420,21.9840,-0.000845,-0.009415,0.084994,0.000006,55.000000,0,sigmoid
0.0195,descent,0.4951,86.4844,15.2930,46.7160,19.2360,-0.000962,-0.009521,0.084975,0.000025,55.000000,0,sigmoid
0.0206,descent,0.4951,86.4844,15.2930,48.0900,17.8620,-0.000995,-0.009530,0.084975,0.000025,55.000000,0,sigmoid
0.0217,descent,0.4951,86.4844,15.2051,49.4640,15.1140,-0.000737,-0.009180,0.085009,-0.000009,55.000000,0,sigmoid
0.0228,descent,0.4951,86.4844,15.2051,49.4640,12.3660,-0.000535,-0.008995,0.084996,0.000004,55.000000,0,sigmoid
0.0240,descent,0.4951,86.4844,15.2051,50.8380,9.6180,-0.000467,-0.008911,0.084996,0.000004,55.000000,0,sigmoid
0.0251,descent,0.4951,86.4844,15.2051,50.8380,8.2440,-0.000367,-0.008819,0.084973,0.000027,55.000000,0,sigmoid
0.0262,descent,0.4951,86.4844,15.1172,50.8380,5.4960,0.000025,-0.008376,0.084973,0.000027,55.000000,0,sigmoid
0.0273,descent,0.4951,86.4844,15.1172,50.8380,2.7480,0.000227,-0.023708,0.084971,0.000029,55.000000,0,sigmoid
0.0284,descent,0.4951,86.4844,15.0293,49.4640,-1.3740,0.000853,-0.113106,0.084971,0.000029,55.000000,0,sigmoid
0.0296,descent,0.4951,86.4844,15.0293,48.0900,-2.7480,0.001088,-0.022871,0.085003,-0.000003,55.000000,0,sigmoid
0.0307,descent,0.4951,86.4844,15.0293,48.0900,-2.7480,0.001088,-0.022871,0.084988,0.000012,55.000000,0,sigmoid
0.0317,descent,0.4951,86.4844,15.0293,48.0900,-4.1220,0.001189,-0.007890,0.084988,0.000012,55.000000,0,sigmoid
0.0329,descent,0.4951,86.3965,14.9414,46.7160,-5.4960,0.001799,-0.006611,0.084990,0.000010,55.000000,0,sigmoid
0.0340,descent,0.4951,86.3965,14.8535,43.9680,-8.2440,0.002459,-0.005952,0.084990,0.000010,55.000000,0,sigmoid
0.0351,descent,0.4951,86.3965,14.8535,39.8460,-9.6180,0.002961,-0.005557,0.084966,0.000034,55.000000,0,sigmoid
0.0362,descent,0.4951,86.3086,14.8535,37.0980,-10.9920,0.003515,-0.005071,0.084966,0.000034,55.000000,0,sigmoid
0.0373,descent,0.4951,86.3086,14.7656,35.7240,-12.3660,0.003940,-0.004612,0.084977,0.000023,55.000000,0,sigmoid
0.0384,descent,0.4951,86.3086,14.7656,30.2280,-15.1140,0.004677,-0.004024,0.084977,0.000023,55.000000,0,sigmoid
0.0395,descent,0.4951,86.3086,14.6777,26.1060,-16.4880,0.005370,-0.003362,0.084967,0.000033,55.000000,0,sigmoid
0.0406,descent,0.4951,86.2207,14.6777,26.1060,-17.8620,0.005656,-0.003079,0.084967,0.000033,55.000000,0,sigmoid
0.0417,descent,0.4951,86.2207,14.5898,24.7320,-19.2360,0.006082,-0.002619,0.084965,0.000035,55.000000,0,sigmoid
