Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,K_d_Nmrad,Alpha
0.0008,descent,1.2641,50.9766,44.6484,28.8540,48.0900,0.017179,0.018713,0.084999,0.000001,0.442198,0.3
0.0018,descent,1.2641,50.9766,44.7363,26.1060,50.8380,0.017212,0.018101,0.084983,0.000017,0.442198,0.3
0.0029,descent,1.2641,50.9766,44.8242,23.3580,53.5860,0.017246,0.017488,0.084983,0.000017,0.442198,0.3
0.0040,descent,1.2641,50.9766,44.8242,21.9840,56.3340,0.017260,0.017379,0.084986,0.000014,0.442198,0.3
0.0051,descent,1.2641,50.9766,44.9121,19.2360,57.7080,0.017294,0.016821,0.084986,0.000014,0.442198,0.3
0.0062,descent,1.2641,50.8887,45.0000,17.8620,60.4560,0.017443,0.016204,0.085012,-0.000012,0.442198,0.3
0.0073,descent,1.2641,50.8887,45.1758,13.7400,65.9520,0.017496,0.014979,0.085012,-0.000012,0.442198,0.3
0.0084,descent,1.2641,50.8887,45.1758,12.3660,67.3260,0.017510,0.014925,0.085000,0.000000,0.442198,0.3
0.0096,descent,1.2641,50.8887,45.1758,10.9920,68.7000,0.017524,0.014870,0.084999,0.000001,0.442198,0.3
0.0107,descent,1.2641,50.8887,45.2637,9.6180,70.0740,0.017543,0.014312,0.084999,0.000001,0.442198,0.3
0.0118,descent,1.2641,50.8008,45.2637,6.8700,71.4480,0.017703,0.014253,0.084997,0.000003,0.442198,0.3
0.0129,descent,1.2641,50.8008,45.2637,5.4960,71.4480,0.017724,0.014253,0.084997,0.000003,0.442198,0.3
0.0140,descent,1.2641,50.8008,45.3516,4.1220,72.8220,0.018372,0.013695,0.084979,0.000021,0.442198,0.3
0.0151,descent,1.2632,50.8008,45.3516,2.7480,72.8220,0.033280,0.013699,0.084979,0.000021,0.442286,0.3
0.0162,descent,1.2632,50.8008,45.3516,2.7480,72.8220,0.033280,0.013699,0.084983,0.000017,0.442286,0.3
0.0173,descent,1.2632,50.7129,45.4395,-1.3740,72.8220,0.123500,0.013191,0.084983,0.000017,0.442286,0.3
0.0185,descent,1.2632,50.7129,45.4395,-2.7480,71.4480,0.033473,0.013245,0.084980,0.000020,0.442286,0.3
0.0196,descent,1.2632,50.7129,45.4395,-4.1220,70.0740,0.018599,0.013300,0.084980,0.000020,0.442286,0.3
0.0207,descent,1.2632,50.7129,45.4395,-5.4960,68.7000,0.017984,0.013354,0.084994,0.000006,0.442286,0.3
0.0218,descent,1.2632,50.7129,45.4395,-5.4960,67.3260,0.017984,0.013408,0.084989,0.000011,0.442286,0.3
0.0229,descent,1.2632,50.7129,45.4395,-6.8700,65.9520,0.017991,0.013463,0.084989,0.000011,0.442286,0.3
0.0240,descent,1.2632,50.6250,45.4395,-6.8700,63.2040,0.018122,0.013567,0.084990,0.000010,0.442286,0.3
0.0251,descent,1.2632,50.6250,45.4395,-8.2440,61.8300,0.018136,0.013621,0.084990,0.000010,0.442286,0.3
0.0263,descent,1.2632,50.5371,45.3516,-9.6180,54.9600,0.018277,0.014392,0.084973,0.000027,0.442286,0.3
0.0273,descent,1.2632,50.5371,45.3516,-10.9920,52.2120,0.018291,0.014501,0.084973,0.000027,0.442286,0.3
0.0284,descent,1.2632,50.5371,45.3516,-10.9920,49.4640,0.018291,0.014610,0.084981,0.000019,0.442286,0.3
0.0296,descent,1.2632,50.5371,45.3516,-10.9920,46.7160,0.018291,0.014719,0.084986,0.000014,0.442286,0.3
