Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,K_d_Nmrad,Alpha
0.0007,descent,1.4307,52.0312,44.0332,41.2200,-1.3740,0.014565,0.128775,0.085003,-0.000003,0.425507,0.3
0.0018,descent,1.4307,52.0312,44.0332,41.2200,-1.3740,0.014565,0.128775,0.085003,-0.000003,0.425507,0.3
0.0029,descent,1.4307,52.0312,44.0332,39.8460,-1.3740,0.014580,0.128775,0.084996,0.000004,0.425507,0.3
0.0040,descent,1.4307,52.0312,44.0332,38.4720,0.0000,0.014594,0.223154,0.084996,0.000004,0.425507,0.3
0.0051,descent,1.4307,52.0312,44.0332,37.0980,0.0000,0.014608,0.223154,0.085000,-0.000000,0.425507,0.3
0.0063,descent,1.4307,52.0312,44.0332,35.7240,0.0000,0.014622,0.223154,0.085008,-0.000008,0.425507,0.3
0.0074,descent,1.4307,52.0312,44.0332,34.3500,0.0000,0.014637,0.223154,0.085008,-0.000008,0.425507,0.3
0.0084,descent,1.4307,52.0312,44.0332,32.9760,0.0000,0.014651,0.223154,0.084996,0.000004,0.425507,0.3
0.0096,descent,1.4307,51.9434,44.0332,28.8540,0.0000,0.014820,0.223149,0.084996,0.000004,0.425507,0.3
0.0107,descent,1.4307,51.9434,44.0332,27.4800,0.0000,0.014834,0.223149,0.084984,0.000016,0.425507,0.3
0.0118,descent,1.4307,51.9434,44.0332,26.1060,0.0000,0.014848,0.223149,0.084984,0.000016,0.425507,0.3
0.0130,descent,1.4307,51.9434,44.0332,23.3580,0.0000,0.014877,0.223149,0.084994,0.000006,0.425507,0.3
0.0141,descent,1.4307,51.9434,44.0332,23.3580,0.0000,0.014877,0.223149,0.084994,0.000006,0.425507,0.3
0.0151,descent,1.4307,51.9434,44.0332,21.9840,0.0000,0.014891,0.223149,0.084987,0.000013,0.425507,0.3
0.0163,descent,1.4307,51.8555,44.1211,17.8620,1.3740,0.015065,0.128172,0.084984,0.000016,0.425507,0.3
